,year,date,playtime,playteam_1,playteam_2,score_1,score_2,ground
65,,,18:30,두산,SK,1,4,문학
66,,,18:30,롯데,한화,3,0,대전
67,,06.22(수),18:30,현대,삼성,5,3,시민
68,,,18:30,KIA,LG,5,3,잠실
69,,,18:30,두산,SK,2,2,문학
70,,,18:30,롯데,한화,6,8,대전
71,,06.23(목),18:30,현대,삼성,4,5,시민
72,,,18:30,KIA,LG,4,7,잠실
73,,,18:30,두산,SK,4,5,문학
74,,,18:30,롯데,한화,6,7,대전
75,,06.24(금),18:30,한화,LG,7,8,잠실
76,,,18:30,삼성,SK,7,5,문학
77,,,18:30,KIA,롯데,1,0,사직
78,,,18:30,두산,현대,15,4,수원
79,,06.25(토),18:30,한화,LG,3,10,잠실
80,,,18:30,삼성,SK,2,5,문학
81,,,18:30,KIA,롯데,7,5,사직
82,,,18:30,두산,현대,11,4,수원
83,,06.26(일),14:00,한화,LG,5,15,잠실
84,,,14:00,삼성,SK,2,9,문학
85,,,14:00,KIA,롯데,6,8,사직
86,,,14:00,두산,현대,4,0,수원
87,,06.28(화),18:30,롯데,두산,8,4,잠실
88,,,18:30,LG,현대,2,5,수원
89,,,18:30,삼성,한화,3,4,대전
90,,06.29(수),18:30,SK,KIA,7,6,무등
91,,,18:30,삼성,한화,3,7,대전
92,,06.30(목),18:30,SK,KIA,2,4,무등
93,,,18:30,롯데,두산,3,1,잠실
94,,,18:30,LG,현대,6,4,수원
95,,,18:30,삼성,한화,2,3,대전
0,2005,07.01(금),18:30,KIA,LG,0,8,잠실
1,,,18:30,두산,SK,1,2,문학
2,,07.02(토),18:30,현대,삼성,2,2,시민
3,,,18:30,KIA,LG,5,7,잠실
4,,,18:30,두산,SK,5,6,문학
5,,,18:30,롯데,한화,0,2,대전
6,,07.05(화),18:30,KIA,삼성,7,5,시민
7,,,18:30,두산,LG,2,3,잠실
8,,,18:30,SK,롯데,3,7,사직
9,,,18:30,한화,현대,7,1,수원
10,,07.06(수),18:30,KIA,삼성,0,1,시민
11,,,18:30,두산,LG,1,6,잠실
12,,,18:30,SK,롯데,1,2,사직
13,,,18:30,한화,현대,2,3,수원
14,,07.07(목),18:30,KIA,삼성,1,7,시민
15,,,18:30,두산,LG,4,7,잠실
16,,,18:30,SK,롯데,3,2,사직
17,,,18:30,한화,현대,9,4,수원
18,,07.08(금),18:30,삼성,두산,7,2,잠실
19,,,18:30,LG,SK,6,6,문학
20,,07.09(토),18:30,LG,SK,1,10,문학
21,,07.10(일),14:00,한화,KIA,7,5,무등
22,,,14:00,삼성,두산,0,3,잠실
23,,,14:00,LG,SK,3,5,문학
24,,,14:00,현대,롯데,6,2,사직
25,,07.12(화),18:30,삼성,현대,6,8,제주
26,,,18:30,롯데,LG,3,4,잠실
27,,,18:30,SK,한화,4,7,청주
28,,07.13(수),18:30,삼성,현대,10,3,제주
29,,,18:30,롯데,LG,5,4,잠실
30,,,18:30,SK,한화,11,5,청주
31,,07.14(목),18:30,두산,KIA,2,3,군산
32,,,18:30,삼성,현대,2,3,제주
33,,,18:30,롯데,LG,5,4,잠실
34,,,18:30,SK,한화,15,6,청주
35,,07.19(화),18:30,한화,두산,2,3,잠실
36,,,18:30,KIA,SK,3,6,문학
37,,,18:30,삼성,롯데,10,3,사직
38,,,18:30,LG,현대,1,7,수원
39,,07.20(수),18:30,한화,두산,3,0,잠실
40,,,18:30,KIA,SK,6,10,문학
41,,,18:30,삼성,롯데,4,2,사직
42,,,18:30,LG,현대,7,3,수원
43,,07.21(목),18:30,한화,두산,4,3,잠실
44,,,18:30,KIA,SK,5,3,문학
45,,,18:30,삼성,롯데,3,8,사직
46,,,18:30,LG,현대,10,0,수원
47,,07.22(금),18:30,KIA,삼성,1,3,시민
48,,,18:30,두산,LG,4,3,잠실
49,,,18:30,SK,롯데,10,3,사직
50,,,18:30,현대,한화,7,12,대전
51,,07.23(토),18:30,KIA,삼성,5,7,시민
52,,,18:30,두산,LG,7,2,잠실
53,,,18:30,SK,롯데,1,4,사직
54,,,18:30,현대,한화,3,14,대전
55,,07.24(일),17:00,KIA,삼성,5,2,시민
56,,,17:00,두산,LG,2,0,잠실
57,,,17:00,SK,롯데,9,0,사직
58,,,17:00,현대,한화,13,6,대전
59,,07.26(화),18:30,한화,삼성,11,3,시민
60,,,18:30,롯데,KIA,11,1,무등
61,,,18:30,SK,LG,8,2,잠실
62,,,18:30,두산,현대,0,2,수원
63,,07.27(수),18:30,한화,삼성,4,7,시민
64,,,18:30,롯데,KIA,7,0,무등
65,,,18:30,SK,LG,6,5,잠실
66,,,18:30,두산,현대,0,3,수원
67,,07.29(금),18:30,삼성,두산,4,2,잠실
68,,,18:30,현대,SK,5,1,문학
69,,,18:30,KIA,한화,1,9,대전
70,,07.30(토),18:30,삼성,두산,5,4,잠실
71,,,18:30,현대,SK,3,4,문학
72,,,18:30,LG,롯데,3,4,사직
73,,,18:30,KIA,한화,4,3,대전
74,,07.31(일),17:00,삼성,두산,4,3,잠실
75,,,17:00,현대,SK,0,3,문학
76,,,17:00,LG,롯데,4,2,사직
77,,,17:00,KIA,한화,3,0,대전
0,2005,08.02(화),18:30,LG,두산,3,8,잠실
1,,,18:30,KIA,현대,3,0,수원
2,,08.03(수),18:30,한화,롯데,6,1,마산
3,,,18:30,SK,삼성,9,0,시민
4,,08.04(목),18:30,한화,롯데,1,0,마산
5,,,18:30,SK,삼성,5,1,시민
6,,,18:30,LG,두산,3,6,잠실
7,,,18:30,KIA,현대,4,5,수원
8,,08.05(금),18:30,SK,KIA,2,1,무등
9,,,18:30,삼성,LG,3,7,잠실
10,,,18:30,롯데,현대,1,10,수원
11,,,18:30,두산,한화,12,6,대전
12,,08.06(토),18:30,SK,KIA,9,6,무등
13,,,18:30,삼성,LG,1,4,잠실
14,,08.07(일),17:00,SK,KIA,5,3,무등
15,,,17:00,삼성,LG,4,0,잠실
16,,,17:00,롯데,현대,4,4,수원
17,,,17:00,두산,한화,8,3,대전
18,,08.09(화),18:30,현대,두산,0,2,잠실
19,,,18:30,LG,SK,3,7,문학
20,,,18:30,KIA,롯데,0,7,사직
21,,,18:30,삼성,한화,7,4,대전
22,,08.10(수),18:30,KIA,롯데,4,6,사직
23,,08.11(목),18:30,현대,두산,9,3,잠실
24,,,18:30,LG,SK,1,4,문학
25,,,18:30,KIA,롯데,1,2,사직
26,,08.13(토),18:30,LG,KIA,8,10,무등
27,,,18:30,롯데,삼성,3,4,시민
28,,,18:30,SK,두산,4,1,잠실
29,,,18:30,한화,현대,8,5,수원
30,,08.14(일),17:00,LG,KIA,4,6,무등
31,,,17:00,롯데,삼성,0,1,시민
32,,,17:00,SK,두산,3,8,잠실
33,,,17:00,한화,현대,7,1,수원
34,,08.15(월),17:00,LG,KIA,4,6,무등
35,,,17:00,SK,두산,3,4,잠실
36,,,17:00,한화,현대,7,5,수원
37,,08.16(화),18:30,두산,삼성,2,2,시민
38,,,18:30,현대,LG,0,4,잠실
39,,,18:30,롯데,SK,4,5,문학
40,,,18:30,KIA,한화,11,13,대전
41,,08.17(수),18:30,두산,삼성,4,8,시민
42,,,18:30,현대,LG,7,4,잠실
43,,,18:30,롯데,SK,3,6,문학
44,,08.18(목),18:30,현대,LG,5,9,잠실
45,,08.20(토),18:30,삼성,KIA,1,5,무등
46,,,18:30,한화,LG,13,4,잠실
47,,,18:30,두산,롯데,6,1,사직
48,,,18:30,SK,현대,5,0,수원
49,,08.21(일),14:00,한화,LG,8,6,잠실
50,,,14:00,두산,롯데,10,1,사직
51,,,14:00,SK,현대,10,5,수원
52,,08.23(화),18:30,LG,삼성,8,9,시민
53,,,18:30,KIA,두산,2,9,잠실
54,,,18:30,한화,SK,1,2,문학
55,,,18:30,현대,롯데,0,4,사직
56,,08.24(수),18:30,KIA,두산,0,2,잠실
57,,08.25(목),18:30,LG,삼성,0,1,시민
58,,,18:30,현대,롯데,3,6,사직
59,,08.26(금),18:30,현대,KIA,1,7,무등
60,,,18:30,롯데,두산,3,5,잠실
61,,,18:30,삼성,SK,1,1,문학
62,,,18:30,LG,한화,6,4,대전
63,,08.27(토),18:30,현대,KIA,10,0,무등
64,,,18:30,롯데,두산,2,1,잠실
65,,,18:30,삼성,SK,3,4,문학
66,,,18:30,LG,한화,7,4,대전
67,,08.28(일),14:00,현대,KIA,4,5,무등
68,,,14:00,롯데,두산,5,4,잠실
69,,,14:00,삼성,SK,2,1,문학
70,,,14:00,LG,한화,4,9,대전
71,,08.30(화),18:30,한화,KIA,4,3,무등
72,,,18:30,롯데,삼성,3,5,시민
73,,,18:30,LG,두산,4,7,잠실
74,,,18:30,SK,현대,10,2,수원
75,,08.31(수),18:30,한화,KIA,5,3,무등
76,,,18:30,롯데,삼성,3,7,시민
77,,,18:30,LG,두산,3,2,잠실
78,,,18:30,SK,현대,2,3,수원
0,2005,09.01(목),18:30,한화,KIA,3,4,무등
1,,,18:30,롯데,삼성,1,8,시민
2,,09.02(금),18:30,삼성,두산,6,4,잠실
3,,,18:30,현대,롯데,2,4,사직
4,,,18:30,LG,한화,4,14,대전
5,,09.03(토),18:30,삼성,LG,3,6,잠실
6,,,18:30,현대,롯데,2,3,사직
7,,,18:30,두산,한화,1,4,대전
8,,09.04(일),14:00,삼성,LG,18,5,잠실
9,,,14:00,현대,롯데,2,4,사직
10,,,14:00,두산,한화,5,4,대전
11,,09.06(화),18:30,LG,KIA,7,6,무등
12,,09.07(수),18:30,SK,삼성,7,1,시민
13,,,18:30,두산,롯데,7,1,사직
14,,,18:30,KIA,현대,1,2,수원
15,,09.08(목),18:30,KIA,LG,0,1,잠실
16,,,18:30,한화,SK,12,0,문학
17,,,18:30,두산,현대,2,6,수원
18,,09.09(금),14:00,롯데,현대,5,1,수원
19,,,18:30,한화,SK,1,2,문학
20,,09.10(토),18:30,KIA,두산,5,6,잠실
21,,,18:30,롯데,SK,0,5,문학
22,,,18:30,삼성,한화,4,3,대전
23,,09.11(일),14:00,롯데,두산,2,8,잠실
24,,,14:00,KIA,SK,1,8,문학
25,,,14:00,삼성,한화,7,6,대전
26,,09.13(화),18:30,KIA,한화,6,2,대전
27,,09.14(수),18:30,현대,삼성,4,3,시민
28,,,18:30,SK,두산,1,4,잠실
29,,,18:30,LG,롯데,1,3,사직
30,,,18:30,KIA,한화,2,9,대전
31,,09.15(목),18:30,현대,삼성,5,3,시민
32,,,18:30,LG,롯데,2,4,사직
33,,,18:30,KIA,한화,6,3,대전
34,,09.16(금),18:30,현대,삼성,5,3,시민
35,,,18:30,두산,KIA,2,4,무등
36,,09.17(토),14:00,한화,삼성,4,12,시민
37,,,14:00,두산,KIA,8,4,무등
38,,09.18(일),14:00,LG,SK,3,4,문학
39,,09.20(화),18:30,LG,삼성,9,2,시민
40,,,18:30,SK,KIA,3,4,무등
41,,,18:30,현대,두산,0,10,잠실
42,,,18:30,롯데,한화,4,9,대전
43,,09.21(수),18:30,삼성,KIA,7,2,무등
44,,09.22(목),18:30,삼성,KIA,5,3,무등
45,,,18:30,한화,LG,4,6,잠실
46,,,18:30,두산,SK,6,0,문학
47,,09.23(금),18:30,롯데,KIA,4,1,무등
48,,,18:30,한화,SK,0,5,문학
49,,,18:30,LG,현대,4,16,수원
50,,09.24(토),18:30,롯데,KIA,0,7,무등
51,,,18:30,두산,삼성,12,2,시민
52,,,18:30,한화,SK,0,5,문학
53,,,18:30,LG,현대,4,3,수원
54,,09.25(일),14:00,SK,LG,6,1,잠실
55,,,14:00,롯데,한화,3,13,대전
56,,09.27(화),18:30,현대,두산,1,7,잠실
57,,,18:30,한화,롯데,2,10,사직
58,,09.28(수),18:30,한화,삼성,2,5,시민
59,,,18:30,KIA,두산,2,7,잠실
60,,,18:30,LG,SK,3,2,문학
0,2006,04.08(토),16:00,롯데,삼성,4,2,시민
1,,,16:00,LG,두산,1,3,잠실
2,,,16:00,현대,SK,0,3,문학
3,,,16:00,KIA,한화,1,3,대전
4,,04.09(일),14:00,롯데,삼성,5,6,시민
5,,,14:00,LG,두산,6,4,잠실
6,,,14:00,현대,SK,6,9,문학
7,,,14:00,KIA,한화,3,5,대전
8,,04.11(화),18:30,삼성,현대,4,0,수원
9,,,19:00,한화,LG,0,3,잠실
10,,04.12(수),18:30,두산,KIA,1,1,무등
11,,,18:30,한화,LG,4,0,잠실
12,,,18:30,SK,롯데,5,6,사직
13,,,18:30,삼성,현대,4,2,수원
14,,04.13(목),18:30,두산,KIA,2,7,무등
15,,,18:30,한화,LG,4,1,잠실
16,,,18:30,SK,롯데,11,4,사직
17,,,18:30,삼성,현대,1,5,수원
18,,04.14(금),18:30,삼성,두산,6,5,잠실
19,,,18:30,LG,롯데,5,4,사직
20,,,18:30,KIA,현대,12,6,수원
21,,,18:30,SK,한화,6,4,대전
22,,04.15(토),18:30,삼성,두산,1,1,잠실
23,,,18:30,LG,롯데,1,8,사직
24,,,18:30,KIA,현대,2,3,수원
25,,,18:30,SK,한화,4,1,대전
26,,04.16(일),14:00,삼성,두산,3,5,잠실
27,,,14:00,LG,롯데,5,6,사직
28,,,14:00,KIA,현대,0,4,수원
29,,,14:00,SK,한화,8,2,대전
30,,04.18(화),18:30,한화,삼성,5,1,시민
31,,,18:30,롯데,KIA,2,4,무등
32,,,18:30,현대,두산,7,0,잠실
33,,,18:30,LG,SK,4,5,문학
34,,04.19(수),18:30,LG,SK,7,5,문학
35,,04.20(목),18:30,한화,삼성,2,4,시민
36,,,18:30,롯데,KIA,1,3,무등
37,,,18:30,현대,두산,2,1,잠실
38,,,18:30,LG,SK,6,3,문학
39,,04.21(금),18:30,KIA,LG,4,3,잠실
40,,,18:30,삼성,SK,2,6,문학
41,,,18:30,현대,롯데,5,1,사직
42,,,18:30,두산,한화,4,3,대전
43,,04.22(토),18:30,KIA,LG,4,2,잠실
44,,,18:30,삼성,SK,8,5,문학
45,,,18:30,현대,롯데,2,0,사직
46,,,18:30,두산,한화,3,6,대전
47,,04.23(일),14:00,현대,롯데,1,9,사직
48,,,14:00,두산,한화,1,6,대전
49,,04.25(화),18:30,LG,삼성,9,5,시민
50,,,18:30,SK,KIA,3,2,무등
51,,,18:30,롯데,두산,3,4,잠실
52,,,18:30,한화,현대,3,1,수원
53,,04.26(수),18:30,LG,삼성,1,4,시민
54,,,18:30,SK,KIA,3,4,무등
55,,,18:30,롯데,두산,1,6,잠실
56,,,18:30,한화,현대,1,0,수원
57,,04.27(목),18:30,LG,삼성,3,5,시민
58,,,18:30,SK,KIA,6,1,무등
59,,,18:30,롯데,두산,1,2,잠실
60,,,18:30,한화,현대,0,2,수원
61,,04.28(금),18:30,삼성,KIA,1,0,무등
62,,,18:30,현대,LG,4,3,잠실
63,,,18:30,두산,SK,0,4,문학
64,,,18:30,한화,롯데,5,9,사직
65,,04.29(토),18:30,삼성,KIA,5,9,무등
66,,,18:30,현대,LG,5,7,잠실
67,,,18:30,두산,SK,1,2,문학
68,,,18:30,한화,롯데,6,5,사직
69,,04.30(일),14:00,삼성,KIA,6,1,무등
70,,,14:00,현대,LG,12,5,잠실
71,,,14:00,두산,SK,2,1,문학
72,,,14:00,한화,롯데,3,8,사직
0,2006,05.02(화),18:30,SK,삼성,3,6,시민
1,,,18:30,KIA,두산,4,7,잠실
2,,,18:30,롯데,현대,4,6,수원
3,,,18:30,LG,한화,7,11,대전
4,,05.03(수),18:30,SK,삼성,2,3,시민
5,,,18:30,KIA,두산,3,0,잠실
6,,,18:30,롯데,현대,1,3,수원
7,,,18:30,LG,한화,6,6,대전
8,,05.04(목),18:30,SK,삼성,2,4,시민
9,,,18:30,KIA,두산,7,6,잠실
10,,,18:30,롯데,현대,4,5,수원
11,,,18:30,LG,한화,1,6,대전
12,,05.05(금),14:00,현대,삼성,8,7,시민
13,,,14:00,한화,KIA,5,4,무등
14,,,14:00,두산,LG,5,8,잠실
15,,,14:00,롯데,SK,1,3,문학
16,,05.07(일),14:00,현대,삼성,7,2,시민
17,,,14:00,한화,KIA,2,1,무등
18,,,14:00,두산,LG,2,5,잠실
19,,,14:00,롯데,SK,5,9,문학
20,,05.09(화),18:30,삼성,LG,2,8,잠실
21,,,18:30,KIA,SK,8,5,문학
22,,,18:30,두산,롯데,1,0,사직
23,,,18:30,현대,한화,3,4,청주
24,,05.10(수),18:30,삼성,LG,9,2,잠실
25,,,18:30,KIA,SK,4,5,문학
26,,05.11(목),18:30,삼성,LG,4,2,잠실
27,,,18:30,KIA,SK,10,4,문학
28,,,18:30,두산,롯데,0,1,사직
29,,,18:30,현대,한화,10,3,청주
30,,05.12(금),18:30,KIA,삼성,9,7,시민
31,,,18:30,SK,두산,1,2,잠실
32,,,18:30,LG,현대,1,13,수원
33,,,18:30,롯데,한화,0,1,대전
34,,05.13(토),18:30,KIA,삼성,1,2,시민
35,,,18:30,SK,두산,6,5,잠실
36,,,18:30,LG,현대,2,5,수원
37,,,18:30,롯데,한화,3,7,대전
38,,05.14(일),14:00,KIA,삼성,3,1,시민
39,,,14:00,SK,두산,5,1,잠실
40,,,14:00,LG,현대,0,7,수원
41,,,14:00,롯데,한화,4,8,대전
42,,05.16(화),18:30,현대,KIA,3,1,무등
43,,,18:30,두산,삼성,3,4,시민
44,,,18:30,롯데,LG,1,4,잠실
45,,,18:30,한화,SK,5,4,문학
46,,05.17(수),18:30,현대,KIA,7,4,무등
47,,,18:30,두산,삼성,6,2,시민
48,,,18:30,롯데,LG,2,3,잠실
49,,,18:30,한화,SK,10,5,문학
50,,05.18(목),18:30,현대,KIA,6,1,무등
51,,,18:30,두산,삼성,0,3,시민
52,,,18:30,롯데,LG,0,2,잠실
53,,,18:30,한화,SK,8,5,문학
54,,05.19(금),18:30,한화,두산,0,1,잠실
55,,,18:30,SK,현대,4,9,수원
56,,05.20(토),18:30,LG,KIA,1,5,무등
57,,,18:30,한화,두산,6,4,잠실
58,,,18:30,삼성,롯데,0,1,사직
59,,,18:30,SK,현대,2,5,수원
60,,05.21(일),14:00,LG,KIA,3,4,무등
61,,,14:00,한화,두산,3,1,잠실
62,,,14:00,삼성,롯데,4,0,사직
63,,,14:00,SK,현대,11,5,수원
64,,05.23(화),18:30,SK,LG,6,4,잠실
65,,,18:30,KIA,롯데,1,2,사직
66,,,18:30,두산,현대,4,1,수원
67,,,18:30,삼성,한화,8,5,대전
68,,05.24(수),18:30,SK,LG,2,3,잠실
69,,,18:30,KIA,롯데,1,3,사직
70,,,18:30,두산,현대,4,2,수원
71,,,18:30,삼성,한화,2,9,대전
72,,05.25(목),18:30,SK,LG,6,1,잠실
73,,,18:30,KIA,롯데,4,1,사직
74,,,18:30,두산,현대,7,3,수원
75,,,18:30,삼성,한화,2,1,대전
76,,05.26(금),18:30,두산,삼성,1,7,시민
77,,,18:30,현대,LG,6,3,잠실
78,,,18:30,KIA,SK,7,2,문학
79,,,18:30,롯데,한화,7,4,대전
80,,05.28(일),14:00,두산,삼성,1,2,시민
81,,,14:00,현대,LG,6,3,잠실
82,,,14:00,KIA,SK,8,1,문학
83,,,14:00,롯데,한화,2,7,대전
84,,05.30(화),18:30,LG,KIA,6,1,무등
85,,,18:30,한화,두산,1,4,잠실
86,,,18:30,현대,SK,2,8,문학
87,,,18:30,삼성,롯데,11,6,사직
88,,05.31(수),18:30,LG,KIA,6,7,무등
89,,,18:30,한화,두산,2,5,잠실
90,,,18:30,현대,SK,2,3,문학
91,,,18:30,삼성,롯데,0,1,사직
0,2006,06.01(목),18:30,LG,KIA,6,1,무등
1,,,18:30,한화,두산,8,3,잠실
2,,,18:30,현대,SK,10,3,문학
3,,,18:30,삼성,롯데,6,1,사직
4,,06.02(금),18:30,KIA,삼성,1,3,시민
5,,,18:30,LG,두산,1,4,잠실
6,,,18:30,SK,롯데,4,2,사직
7,,,18:30,한화,현대,3,0,수원
8,,06.03(토),18:30,KIA,삼성,3,3,시민
9,,,18:30,LG,두산,1,2,잠실
10,,,18:30,SK,롯데,3,4,사직
11,,,18:30,한화,현대,6,5,수원
12,,06.04(일),14:00,KIA,삼성,6,4,시민
13,,,14:00,LG,두산,2,5,잠실
14,,,14:00,SK,롯데,7,9,사직
15,,,14:00,한화,현대,6,7,수원
16,,06.06(화),14:00,롯데,KIA,5,4,무등
17,,,14:00,삼성,LG,5,1,잠실
18,,,14:00,두산,현대,7,0,수원
19,,,14:00,SK,한화,4,3,대전
20,,06.07(수),18:30,롯데,KIA,4,5,무등
21,,,18:30,삼성,LG,0,3,잠실
22,,,18:30,두산,현대,5,4,수원
23,,,18:30,SK,한화,5,3,대전
24,,06.08(목),18:30,롯데,KIA,8,17,무등
25,,,18:30,삼성,LG,0,7,잠실
26,,,18:30,SK,한화,1,4,대전
27,,06.09(금),18:30,현대,삼성,3,8,시민
28,,,18:30,한화,KIA,1,4,무등
29,,,18:30,LG,SK,4,2,문학
30,,06.10(토),18:30,현대,삼성,0,3,시민
31,,06.11(일),14:00,현대,삼성,10,4,시민
32,,,14:00,한화,KIA,0,3,무등
33,,,14:00,롯데,두산,3,4,잠실
34,,,14:00,LG,SK,4,0,문학
35,,06.13(화),15:00,SK,두산,6,7,잠실
36,,,17:00,LG,롯데,2,4,마산
37,,,17:00,KIA,현대,1,12,수원
38,,,17:00,삼성,한화,11,9,대전
39,,06.15(목),18:30,LG,롯데,6,8,마산
40,,,18:30,SK,두산,3,7,잠실
41,,,18:30,KIA,현대,0,1,수원
42,,,18:30,삼성,한화,12,3,대전
43,,06.16(금),18:30,KIA,LG,8,5,잠실
44,,,18:30,삼성,SK,7,5,문학
45,,,18:30,현대,롯데,7,9,사직
46,,,18:30,두산,한화,3,5,대전
47,,06.17(토),18:30,KIA,LG,3,2,잠실
48,,,18:30,삼성,SK,9,7,문학
49,,,18:30,현대,롯데,4,5,사직
50,,,18:30,두산,한화,5,1,대전
51,,06.18(일),14:00,KIA,LG,1,3,잠실
52,,,14:00,삼성,SK,6,3,문학
53,,,14:00,현대,롯데,5,7,사직
54,,,14:00,두산,한화,5,3,대전
55,,06.20(화),18:30,롯데,삼성,9,6,시민
56,,,18:30,두산,KIA,3,1,무등
57,,,18:30,한화,LG,5,6,잠실
58,,,18:30,SK,현대,14,5,수원
59,,06.21(수),18:30,롯데,삼성,3,5,시민
60,,,18:30,두산,KIA,3,4,무등
61,,06.22(목),18:30,한화,LG,6,4,잠실
62,,,18:30,SK,현대,2,3,수원
63,,06.23(금),18:30,LG,삼성,3,4,시민
64,,,18:30,현대,두산,5,6,잠실
65,,,18:30,롯데,SK,3,3,문학
66,,,18:30,KIA,한화,1,2,청주
67,,06.24(토),18:30,LG,삼성,1,7,시민
68,,,18:30,현대,두산,11,3,잠실
69,,,18:30,롯데,SK,3,1,문학
70,,,18:30,KIA,한화,1,2,청주
71,,06.25(일),14:00,현대,두산,2,5,잠실
72,,,14:00,롯데,SK,1,2,문학
73,,,14:00,KIA,한화,6,7,청주
74,,06.27(화),18:30,삼성,두산,4,3,잠실
75,,,18:30,한화,SK,2,5,문학
76,,,18:30,KIA,롯데,1,3,사직
77,,,18:30,LG,현대,3,0,수원
78,,06.28(수),18:30,삼성,두산,5,7,잠실
79,,,18:30,한화,SK,0,1,문학
80,,,18:30,KIA,롯데,4,6,사직
81,,,18:30,LG,현대,4,7,수원
82,,06.29(목),18:30,KIA,롯데,0,2,사직
83,,,18:30,LG,현대,3,3,수원
84,,06.30(금),18:30,SK,LG,3,4,잠실
85,,,18:30,현대,한화,0,5,대전
0,2006,07.01(토),19:00,SK,LG,2,1,잠실
1,,07.02(일),17:00,삼성,KIA,4,4,무등
2,,,17:00,SK,LG,1,11,잠실
3,,,17:00,두산,롯데,11,8,사직
4,,,17:00,현대,한화,4,2,대전
5,,07.05(수),19:00,SK,삼성,3,9,시민
6,,,19:00,KIA,두산,2,1,잠실
7,,,19:00,롯데,현대,4,5,수원
8,,,19:00,LG,한화,1,0,대전
9,,07.06(목),19:00,SK,삼성,1,17,시민
10,,,19:00,KIA,두산,0,5,잠실
11,,,19:00,LG,한화,0,0,대전
12,,07.07(금),19:00,현대,KIA,6,5,무등
13,,,19:00,한화,삼성,5,0,시민
14,,,19:00,롯데,LG,5,0,잠실
15,,,19:00,두산,SK,8,9,문학
16,,07.08(토),19:00,롯데,LG,3,4,잠실
17,,,19:00,두산,SK,4,7,문학
18,,07.09(일),17:00,현대,KIA,7,8,무등
19,,,17:00,롯데,LG,2,1,잠실
20,,,17:00,두산,SK,5,4,문학
21,,07.11(화),19:00,현대,두산,10,1,잠실
22,,,19:00,삼성,SK,4,3,문학
23,,07.12(수),19:00,LG,KIA,1,12,무등
24,,07.13(목),19:00,한화,롯데,1,5,마산
25,,,19:00,LG,KIA,2,5,무등
26,,,19:00,현대,두산,1,7,잠실
27,,,19:00,삼성,SK,4,1,문학
28,,07.14(금),19:00,KIA,두산,0,1,잠실
29,,,19:00,삼성,롯데,5,2,사직
30,,,19:00,LG,현대,4,2,수원
31,,,19:00,SK,한화,0,5,대전
32,,07.15(토),19:00,삼성,롯데,8,0,사직
33,,,19:00,LG,현대,0,3,수원
34,,,19:00,SK,한화,9,8,대전
35,,07.16(일),17:00,삼성,롯데,0,14,사직
36,,07.18(화),19:00,두산,삼성,4,10,제주
37,,07.19(수),19:00,SK,LG,2,3,잠실
38,,,19:00,한화,현대,0,6,수원
39,,07.20(목),19:00,두산,삼성,1,5,제주
40,,07.25(화),18:30,KIA,삼성,7,2,시민
41,,,18:30,두산,LG,6,0,잠실
42,,,18:30,현대,SK,3,7,문학
43,,,18:30,롯데,한화,3,11,청주
44,,07.26(수),18:30,두산,LG,1,7,잠실
45,,,18:30,현대,SK,1,3,문학
46,,07.27(목),18:30,KIA,삼성,7,4,시민
47,,07.28(금),18:30,SK,KIA,3,4,무등
48,,,18:30,LG,롯데,3,9,사직
49,,07.29(토),18:30,SK,KIA,11,2,무등
50,,,18:30,한화,두산,2,1,잠실
51,,07.30(일),17:00,SK,KIA,1,2,무등
52,,,17:00,한화,두산,2,0,잠실
53,,,17:00,LG,롯데,7,7,사직
54,,,17:00,삼성,현대,1,4,수원
0,2006,08.01(화),18:30,두산,KIA,5,3,무등
1,,,18:30,SK,삼성,7,3,시민
2,,,18:30,현대,LG,6,0,잠실
3,,,18:30,한화,롯데,5,3,사직
4,,08.02(수),18:30,두산,KIA,3,4,무등
5,,,18:30,SK,삼성,3,2,시민
6,,,18:30,현대,LG,3,1,잠실
7,,,18:30,한화,롯데,1,0,사직
8,,08.03(목),18:30,두산,KIA,2,3,무등
9,,,18:30,SK,삼성,6,10,시민
10,,,18:30,현대,LG,4,7,잠실
11,,,18:30,한화,롯데,3,2,사직
12,,08.04(금),18:30,두산,LG,0,2,잠실
13,,,18:30,롯데,SK,5,11,문학
14,,,18:30,KIA,현대,2,3,수원
15,,,18:30,삼성,한화,8,0,대전
16,,08.05(토),18:30,두산,LG,8,3,잠실
17,,,18:30,롯데,SK,3,4,문학
18,,,18:30,KIA,현대,0,1,수원
19,,,18:30,삼성,한화,6,0,대전
20,,08.06(일),17:00,두산,LG,2,5,잠실
21,,,17:00,롯데,SK,4,9,문학
22,,,17:00,KIA,현대,4,0,수원
23,,,17:00,삼성,한화,3,7,대전
24,,08.08(화),18:30,LG,삼성,0,6,시민
25,,,18:30,SK,두산,3,1,잠실
26,,,18:30,현대,롯데,8,6,사직
27,,,18:30,KIA,한화,9,2,대전
28,,08.09(수),18:30,LG,삼성,0,4,시민
29,,,18:30,SK,두산,2,3,잠실
30,,,18:30,현대,롯데,0,4,사직
31,,,18:30,KIA,한화,2,8,대전
32,,08.10(목),18:30,LG,삼성,3,13,시민
33,,,18:30,SK,두산,8,7,잠실
34,,,18:30,현대,롯데,4,3,사직
35,,,18:30,KIA,한화,9,7,대전
36,,08.11(금),18:30,현대,삼성,4,3,시민
37,,,18:30,두산,롯데,4,5,마산
