,year,date,playtime,playteam_1,playteam_2,score_1,score_2,ground
28,,05.10(화),14:00,두산,KIA,0,2,무등
29,,,14:00,SK,삼성,1,2,대구
30,,,17:00,한화,LG,5,9,잠실
31,,,17:00,넥센,롯데,3,4,사직
32,,05.11(수),18:30,두산,KIA,,,무등
33,,,18:30,한화,LG,2,1,잠실
34,,,18:30,넥센,롯데,,,사직
35,,,18:30,SK,삼성,,,대구
36,,05.12(목),18:30,두산,KIA,4,6,무등
37,,,18:30,한화,LG,0,1,잠실
38,,,18:30,넥센,롯데,0,4,사직
39,,,18:30,SK,삼성,6,4,대구
40,,05.13(금),18:30,LG,넥센,3,2,목동
41,,,18:30,SK,두산,4,2,잠실
42,,,18:30,KIA,롯데,8,6,사직
43,,,18:30,삼성,한화,1,5,대전
44,,05.14(토),17:00,SK,두산,0,2,잠실
45,,,17:00,KIA,롯데,3,8,사직
46,,,17:00,삼성,한화,5,4,대전
47,,,18:30,LG,넥센,5,6,목동
48,,05.15(일),17:00,SK,두산,5,0,잠실
49,,,17:00,KIA,롯데,4,5,사직
50,,,17:00,삼성,한화,2,5,대전
51,,,18:30,LG,넥센,8,0,목동
52,,05.17(화),18:30,LG,KIA,0,11,무등
53,,,18:30,한화,두산,1,8,잠실
54,,,18:30,롯데,SK,8,2,문학
55,,,18:30,넥센,삼성,5,11,대구
56,,05.18(수),18:30,LG,KIA,3,7,무등
57,,,18:30,한화,두산,9,7,잠실
58,,,18:30,롯데,SK,2,4,문학
59,,,18:30,넥센,삼성,0,4,대구
60,,05.19(목),18:30,LG,KIA,10,2,무등
61,,,18:30,한화,두산,2,0,잠실
62,,,18:30,롯데,SK,3,2,문학
63,,,18:30,넥센,삼성,5,6,대구
64,,05.20(금),18:30,한화,KIA,5,0,군산
65,,,18:30,롯데,LG,,,잠실
66,,,18:30,넥센,SK,,,문학
67,,,18:30,두산,삼성,4,5,대구
68,,05.21(토),17:00,한화,KIA,6,4,군산
69,,,17:00,롯데,LG,4,5,잠실
70,,,17:00,넥센,SK,,,문학
71,,,17:00,두산,삼성,7,7,대구
72,,05.22(일),17:00,한화,KIA,1,13,군산
73,,,17:00,롯데,LG,4,7,잠실
74,,,17:00,넥센,SK,2,4,문학
75,,,17:00,두산,삼성,4,5,대구
76,,05.24(화),18:30,KIA,넥센,4,3,목동
77,,,18:30,두산,LG,5,3,잠실
78,,,18:30,삼성,롯데,3,4,사직
79,,,18:30,SK,한화,2,3,대전
80,,05.25(수),18:30,KIA,넥센,8,1,목동
81,,,18:30,두산,LG,3,7,잠실
82,,,18:30,삼성,롯데,3,3,사직
83,,,18:30,SK,한화,9,1,대전
84,,05.26(목),18:30,KIA,넥센,5,1,목동
85,,,18:30,두산,LG,1,2,잠실
86,,,18:30,삼성,롯데,,,사직
87,,,18:30,SK,한화,8,6,대전
88,,05.27(금),18:30,LG,넥센,3,4,목동
89,,,18:30,롯데,KIA,3,11,무등
90,,,18:30,한화,두산,11,10,잠실
91,,,18:30,SK,삼성,3,9,대구
92,,05.28(토),17:00,롯데,KIA,9,0,무등
93,,,17:00,한화,두산,6,0,잠실
94,,,17:00,SK,삼성,2,3,대구
95,,,18:30,LG,넥센,4,3,목동
96,,05.29(일),17:00,롯데,KIA,5,7,무등
97,,,17:00,한화,두산,3,6,잠실
98,,,17:00,SK,삼성,4,0,대구
99,,,18:30,LG,넥센,4,8,목동
100,,05.31(화),18:30,KIA,LG,1,4,잠실
101,,,18:30,두산,SK,5,1,문학
102,,,18:30,넥센,롯데,7,8,사직
103,,,18:30,삼성,한화,3,2,대전
0,2011,06.01(수),18:30,KIA,LG,6,1,잠실
1,,,18:30,두산,SK,2,1,문학
2,,,18:30,넥센,롯데,2,5,사직
3,,,18:30,삼성,한화,5,6,대전
4,,06.02(목),18:30,KIA,LG,8,0,잠실
5,,,18:30,두산,SK,5,6,문학
6,,,18:30,넥센,롯데,11,10,사직
7,,,18:30,삼성,한화,3,4,대전
8,,06.03(금),18:30,삼성,두산,3,4,잠실
9,,,18:30,KIA,SK,4,1,문학
10,,,18:30,LG,롯데,7,5,사직
11,,,18:30,넥센,한화,4,1,대전
12,,06.04(토),14:00,LG,롯데,6,4,사직
13,,,17:00,삼성,두산,11,4,잠실
14,,,17:00,KIA,SK,3,2,문학
15,,,17:00,넥센,한화,1,3,대전
16,,06.05(일),17:00,삼성,두산,8,3,잠실
17,,,17:00,KIA,SK,2,1,문학
18,,,17:00,LG,롯데,5,11,사직
19,,,17:00,넥센,한화,2,4,대전
20,,06.07(화),18:30,두산,KIA,2,5,무등
21,,,18:30,SK,넥센,6,1,목동
22,,,18:30,한화,LG,0,4,잠실
23,,,18:30,롯데,삼성,1,9,대구
24,,06.08(수),18:30,두산,KIA,2,6,무등
25,,,18:30,SK,넥센,4,1,목동
26,,,18:30,한화,LG,5,6,잠실
27,,,18:30,롯데,삼성,4,12,대구
28,,06.09(목),18:30,두산,KIA,2,3,무등
29,,,18:30,SK,넥센,9,10,목동
30,,,18:30,한화,LG,4,1,잠실
31,,,18:30,롯데,삼성,13,7,대구
32,,06.10(금),18:30,LG,KIA,7,6,군산
33,,,18:30,삼성,넥센,2,1,목동
34,,,18:30,SK,두산,5,8,잠실
35,,,18:30,한화,롯데,6,7,사직
36,,06.11(토),17:00,LG,KIA,14,8,군산
37,,,17:00,삼성,넥센,6,3,목동
38,,,17:00,SK,두산,7,1,잠실
39,,,17:00,한화,롯데,9,3,사직
40,,06.12(일),17:00,LG,KIA,1,8,군산
41,,,17:00,삼성,넥센,5,3,목동
42,,,17:00,SK,두산,6,0,잠실
43,,,17:00,한화,롯데,2,17,사직
44,,06.14(화),18:30,넥센,두산,3,5,잠실
45,,,18:30,롯데,SK,5,8,문학
46,,,18:30,LG,삼성,3,7,대구
47,,,18:30,KIA,한화,3,12,대전
48,,06.15(수),18:30,넥센,두산,4,13,잠실
49,,,18:30,롯데,SK,1,4,문학
50,,,18:30,LG,삼성,3,9,대구
51,,,18:30,KIA,한화,6,5,대전
52,,06.16(목),18:30,넥센,두산,10,5,잠실
53,,,18:30,롯데,SK,7,2,문학
54,,,18:30,LG,삼성,4,6,대구
55,,,18:30,KIA,한화,1,7,대전
56,,06.17(금),18:30,롯데,넥센,1,8,목동
57,,,18:30,삼성,KIA,1,17,무등
58,,,18:30,SK,LG,6,4,잠실
59,,,18:30,두산,한화,8,11,대전
60,,06.18(토),17:00,롯데,넥센,3,7,목동
61,,,17:00,삼성,KIA,4,9,무등
62,,,17:00,SK,LG,5,8,잠실
63,,,17:00,두산,한화,13,3,대전
64,,06.19(일),17:00,롯데,넥센,10,4,목동
65,,,17:00,삼성,KIA,4,3,무등
66,,,17:00,SK,LG,6,2,잠실
67,,,17:00,두산,한화,1,2,대전
68,,06.21(화),18:30,SK,KIA,7,3,무등
69,,,18:30,넥센,LG,3,7,잠실
70,,,18:30,두산,롯데,6,3,사직
71,,,18:30,한화,삼성,2,5,대구
72,,06.22(수),18:30,SK,KIA,,,무등
73,,,18:30,넥센,LG,,,잠실
74,,,18:30,두산,롯데,,,사직
75,,,18:30,한화,삼성,5,19,대구
76,,06.23(목),18:30,SK,KIA,2,8,무등
77,,,18:30,넥센,LG,,,잠실
78,,,18:30,두산,롯데,9,5,사직
79,,,18:30,한화,삼성,2,8,대구
80,,06.24(금),18:30,KIA,두산,,,잠실
81,,,18:30,LG,SK,,,문학
82,,,18:30,넥센,삼성,9,5,대구
83,,,18:30,롯데,한화,,,대전
84,,06.25(토),17:00,KIA,두산,,,잠실
85,,,17:00,LG,SK,,,문학
86,,,17:00,넥센,삼성,,,대구
87,,,17:00,롯데,한화,,,대전
88,,06.26(일),17:00,KIA,두산,,,잠실
89,,,17:00,LG,SK,,,문학
90,,,17:00,넥센,삼성,,,대구
91,,,17:00,롯데,한화,,,대전
92,,06.28(화),18:30,두산,넥센,6,5,목동
93,,,18:30,삼성,LG,4,3,잠실
94,,,18:30,한화,SK,5,1,문학
95,,,18:30,KIA,롯데,7,2,사직
96,,06.29(수),18:30,두산,넥센,,,목동
97,,,18:30,삼성,LG,,,잠실
98,,,18:30,한화,SK,,,문학
99,,,18:30,KIA,롯데,7,2,사직
100,,06.30(목),18:30,두산,넥센,,,목동
101,,,18:30,삼성,LG,,,잠실
102,,,18:30,한화,SK,9,6,문학
103,,,18:30,KIA,롯데,0,4,사직
0,2011,07.01(금),18:30,한화,KIA,4,12,무등
1,,,18:30,SK,넥센,5,6,목동
2,,,18:30,두산,LG,6,0,잠실
3,,,18:30,롯데,삼성,4,5,대구
4,,07.02(토),17:00,한화,KIA,11,7,무등
5,,,17:00,SK,넥센,3,5,목동
6,,,17:00,두산,LG,4,3,잠실
7,,,17:00,롯데,삼성,8,4,대구
8,,07.03(일),17:00,한화,KIA,1,5,무등
9,,,17:00,SK,넥센,,,목동
10,,,17:00,두산,LG,,,잠실
11,,,17:00,롯데,삼성,,,대구
12,,07.05(화),18:30,넥센,KIA,1,3,군산
13,,,18:30,롯데,두산,6,2,잠실
14,,,18:30,삼성,SK,6,5,문학
15,,,18:30,LG,한화,1,2,대전
16,,07.06(수),18:30,넥센,KIA,1,2,군산
17,,,18:30,롯데,두산,4,1,잠실
18,,,18:30,삼성,SK,9,5,문학
19,,,18:30,LG,한화,10,7,대전
20,,07.07(목),18:30,넥센,KIA,5,7,군산
21,,,18:30,롯데,두산,,,잠실
22,,,18:30,삼성,SK,,,문학
23,,,18:30,LG,한화,4,1,대전
24,,07.08(금),18:30,KIA,LG,1,0,잠실
25,,,18:30,롯데,SK,2,10,문학
26,,,18:30,두산,삼성,2,1,대구
27,,,18:30,넥센,한화,,,대전
28,,07.09(토),17:00,KIA,LG,3,4,잠실
29,,,17:00,롯데,SK,1,2,문학
30,,,17:00,두산,삼성,,,대구
31,,,17:00,넥센,한화,5,7,대전
32,,07.10(일),17:00,KIA,LG,6,2,잠실
33,,,17:00,롯데,SK,,,문학
34,,,17:00,두산,삼성,,,대구
35,,,17:00,넥센,한화,,,대전
36,,07.12(화),18:30,두산,KIA,,,무등
37,,,18:30,삼성,넥센,7,4,목동
38,,,18:30,SK,LG,0,2,잠실
39,,,18:30,한화,롯데,3,11,사직
40,,07.13(수),18:30,두산,KIA,4,5,무등
41,,,18:30,삼성,넥센,,,목동
42,,,18:30,SK,LG,,,잠실
43,,,18:30,한화,롯데,,,사직
44,,07.14(목),18:30,두산,KIA,11,2,무등
45,,,18:30,삼성,넥센,,,목동
46,,,18:30,SK,LG,,,잠실
47,,,18:30,한화,롯데,3,4,사직
48,,07.15(금),18:30,넥센,두산,,,잠실
49,,,18:30,한화,SK,,,문학
50,,,18:30,LG,롯데,6,10,사직
51,,,18:30,KIA,삼성,4,0,대구
52,,07.16(토),17:00,넥센,두산,,,잠실
53,,,17:00,한화,SK,,,문학
54,,,17:00,LG,롯데,4,5,사직
55,,,17:00,KIA,삼성,3,4,대구
56,,07.17(일),17:00,넥센,두산,3,2,잠실
57,,,17:00,한화,SK,5,0,문학
58,,,17:00,LG,롯데,4,0,사직
59,,,17:00,KIA,삼성,4,2,대구
60,,07.19(화),18:30,LG,넥센,1,2,목동
61,,,18:30,롯데,두산,5,3,잠실
62,,,18:30,SK,삼성,2,3,대구
63,,,18:30,KIA,한화,6,7,대전
64,,07.20(수),18:30,LG,넥센,3,4,목동
65,,,18:30,롯데,두산,13,5,잠실
66,,,18:30,SK,삼성,10,4,대구
67,,,18:30,KIA,한화,5,3,대전
68,,07.21(목),18:30,LG,넥센,7,11,목동
69,,,18:30,롯데,두산,4,6,잠실
70,,,18:30,SK,삼성,2,1,대구
71,,,18:30,KIA,한화,4,2,대전
72,,07.23(토),18:30,EAST,WEST,4,5,잠실
73,,07.26(화),18:30,한화,넥센,,,목동
74,,,18:30,삼성,KIA,5,2,무등
75,,,18:30,두산,LG,,,잠실
76,,,18:30,SK,롯데,11,2,사직
77,,07.27(수),18:30,한화,넥센,,,목동
78,,,18:30,삼성,KIA,5,1,무등
79,,,18:30,두산,LG,,,잠실
80,,,18:30,SK,롯데,,,사직
81,,07.28(목),18:30,한화,넥센,,,목동
82,,,18:30,삼성,KIA,7,3,무등
83,,,18:30,두산,LG,,,잠실
84,,,18:30,SK,롯데,4,6,사직
85,,07.29(금),18:30,넥센,KIA,5,10,무등
86,,,18:30,삼성,LG,4,2,잠실
87,,,18:30,두산,롯데,1,4,사직
88,,,18:30,SK,한화,8,4,대전
89,,07.30(토),17:00,넥센,KIA,0,2,무등
90,,,17:00,삼성,LG,5,10,잠실
91,,,17:00,두산,롯데,6,8,사직
92,,,17:00,SK,한화,2,7,대전
93,,07.31(일),17:00,넥센,KIA,9,4,무등
94,,,17:00,삼성,LG,,,잠실
95,,,17:00,두산,롯데,7,8,사직
96,,,17:00,SK,한화,5,2,대전
0,2011,08.02(화),18:30,KIA,두산,8,3,잠실
1,,,18:30,LG,SK,5,4,문학
2,,,18:30,넥센,삼성,3,5,대구
3,,,18:30,롯데,한화,9,3,대전
4,,08.03(수),18:30,KIA,두산,4,5,잠실
5,,,18:30,LG,SK,4,5,문학
6,,,18:30,넥센,삼성,2,3,대구
7,,,18:30,롯데,한화,,,대전
8,,08.04(목),18:30,KIA,두산,2,1,잠실
9,,,18:30,LG,SK,1,9,문학
10,,,18:30,넥센,삼성,0,2,대구
11,,,18:30,롯데,한화,9,1,대전
12,,08.05(금),18:30,두산,넥센,5,8,목동
13,,,18:30,한화,LG,0,8,잠실
14,,,18:30,KIA,SK,2,4,문학
15,,,18:30,삼성,롯데,2,0,사직
16,,08.06(토),17:00,두산,넥센,9,5,목동
17,,,17:00,한화,LG,5,2,잠실
18,,,17:00,KIA,SK,0,3,문학
19,,,17:00,삼성,롯데,4,11,사직
20,,08.07(일),17:00,두산,넥센,0,3,목동
21,,,17:00,한화,LG,11,4,잠실
22,,,17:00,KIA,SK,6,1,문학
23,,,17:00,삼성,롯데,3,1,사직
24,,08.09(화),18:30,LG,KIA,0,2,무등
25,,,18:30,SK,두산,1,2,잠실
26,,,18:30,넥센,롯데,3,1,사직
27,,,18:30,한화,삼성,,,대구
28,,08.10(수),18:30,LG,KIA,13,4,무등
29,,,18:30,SK,두산,11,5,잠실
30,,,18:30,넥센,롯데,3,4,사직
31,,,18:30,한화,삼성,2,4,대구
32,,08.11(목),18:30,LG,KIA,2,3,무등
33,,,18:30,SK,두산,1,3,잠실
34,,,18:30,넥센,롯데,3,5,사직
35,,,18:30,한화,삼성,4,2,대구
36,,08.12(금),18:30,롯데,LG,,,잠실
37,,,18:30,넥센,SK,,,문학
38,,,18:30,KIA,삼성,3,7,대구
39,,,18:30,두산,한화,,,대전
40,,08.13(토),17:00,롯데,LG,4,6,잠실
41,,,17:00,넥센,SK,3,4,문학
42,,,17:00,KIA,삼성,11,4,대구
43,,,17:00,두산,한화,8,4,대전
44,,08.14(일),17:00,롯데,LG,4,1,잠실
45,,,17:00,넥센,SK,0,11,문학
46,,,17:00,KIA,삼성,2,6,대구
47,,,17:00,두산,한화,2,8,대전
48,,08.16(화),18:30,한화,넥센,,,목동
49,,,18:30,롯데,KIA,7,2,무등
50,,,18:30,LG,두산,,,잠실
51,,,18:30,삼성,SK,,,문학
52,,08.17(수),18:30,한화,넥센,,,목동
53,,,18:30,롯데,KIA,9,3,무등
54,,,18:30,LG,두산,,,잠실
55,,,18:30,삼성,SK,9,0,문학
56,,08.18(목),18:30,한화,넥센,0,3,목동
57,,,18:30,롯데,KIA,4,1,무등
58,,,18:30,LG,두산,3,5,잠실
59,,,18:30,삼성,SK,2,0,문학
60,,08.19(금),18:30,KIA,넥센,4,5,목동
61,,,18:30,한화,두산,5,3,잠실
62,,,18:30,SK,롯데,,,사직
63,,,18:30,LG,삼성,,,대구
64,,08.20(토),17:00,KIA,넥센,2,3,목동
65,,,17:00,한화,두산,9,18,잠실
66,,,17:00,SK,롯데,5,2,사직
67,,,17:00,LG,삼성,9,3,대구
68,,08.21(일),17:00,KIA,넥센,9,5,목동
69,,,17:00,한화,두산,5,1,잠실
70,,,17:00,SK,롯데,1,9,사직
71,,,17:00,LG,삼성,1,0,대구
72,,08.23(화),18:30,넥센,LG,6,5,잠실
73,,,18:30,두산,SK,8,2,문학
74,,,18:30,KIA,롯데,9,13,사직
75,,,18:30,삼성,한화,1,3,청주
76,,08.24(수),18:30,넥센,LG,4,2,잠실
77,,,18:30,두산,SK,4,5,문학
78,,,18:30,KIA,롯데,4,12,사직
79,,,18:30,삼성,한화,4,5,청주
80,,08.25(목),18:30,넥센,LG,8,4,잠실
81,,,18:30,두산,SK,4,10,문학
82,,,18:30,KIA,롯데,0,6,사직
83,,,18:30,삼성,한화,9,3,청주
84,,08.26(금),18:30,롯데,넥센,2,1,목동
85,,,18:30,SK,KIA,2,3,무등
86,,,18:30,삼성,두산,3,2,잠실
87,,,18:30,LG,한화,1,1,대전
88,,08.27(토),17:00,롯데,넥센,2,6,목동
89,,,17:00,SK,KIA,1,7,무등
90,,,17:00,삼성,두산,2,1,잠실
91,,,17:00,LG,한화,7,4,대전
92,,08.28(일),17:00,롯데,넥센,6,3,목동
93,,,17:00,SK,KIA,2,3,무등
94,,,17:00,삼성,두산,2,7,잠실
95,,,17:00,LG,한화,5,1,대전
96,,08.30(화),18:30,넥센,KIA,8,7,무등
97,,,18:30,한화,두산,5,12,잠실
98,,,18:30,LG,SK,4,3,문학
99,,,18:30,삼성,롯데,13,3,사직
100,,08.31(수),18:30,넥센,두산,4,2,잠실
101,,,18:30,LG,SK,3,0,문학
102,,,18:30,삼성,롯데,2,8,사직
0,2011,09.01(목),18:30,넥센,두산,3,6,잠실
1,,,18:30,LG,SK,6,7,문학
2,,,18:30,KIA,롯데,1,2,사직
3,,09.02(금),18:30,롯데,LG,6,2,잠실
4,,,18:30,넥센,한화,0,1,대전
5,,09.03(토),17:00,롯데,LG,7,1,잠실
6,,,17:00,두산,SK,9,7,문학
7,,,17:00,넥센,한화,3,4,대전
8,,09.04(일),17:00,롯데,LG,1,3,잠실
9,,,17:00,두산,SK,1,0,문학
10,,,17:00,넥센,한화,2,5,대전
11,,09.06(화),18:30,SK,넥센,4,4,목동
12,,,18:30,두산,LG,3,1,잠실
13,,,18:30,한화,삼성,6,0,대구
14,,09.07(수),18:30,SK,넥센,1,0,목동
15,,,18:30,두산,LG,5,2,잠실
16,,,18:30,한화,삼성,1,4,대구
17,,09.08(목),18:30,한화,넥센,4,1,목동
18,,,18:30,삼성,KIA,7,3,무등
19,,,18:30,두산,LG,2,4,잠실
20,,,18:30,롯데,SK,2,2,문학
21,,09.09(금),18:30,한화,넥센,1,7,목동
22,,,18:30,KIA,두산,3,6,잠실
23,,,18:30,롯데,SK,9,10,문학
24,,09.10(토),17:00,KIA,두산,3,6,잠실
25,,,17:00,한화,SK,4,2,문학
26,,,17:00,넥센,롯데,6,7,사직
27,,,17:00,LG,삼성,4,5,대구
28,,09.11(일),17:00,KIA,두산,6,3,잠실
29,,,17:00,한화,SK,3,4,문학
30,,,17:00,넥센,롯데,2,2,사직
31,,,17:00,LG,삼성,7,9,대구
32,,09.13(화),17:00,두산,LG,3,2,잠실
33,,,17:00,넥센,SK,3,6,문학
34,,,17:00,롯데,삼성,5,0,대구
35,,,17:00,KIA,한화,6,5,대전
36,,09.14(수),18:30,두산,LG,7,12,잠실
37,,,18:30,넥센,SK,7,8,문학
38,,,18:30,롯데,삼성,5,8,대구
39,,,18:30,KIA,한화,7,18,대전
40,,09.15(목),18:30,두산,넥센,3,7,목동
41,,,18:30,SK,LG,11,2,잠실
42,,,18:30,롯데,한화,12,7,청주
43,,09.16(금),18:30,두산,넥센,4,5,목동
44,,,18:30,SK,LG,5,4,잠실
45,,,18:30,롯데,한화,10,12,청주
46,,09.17(토),17:00,삼성,넥센,11,4,목동
47,,,17:00,롯데,두산,2,10,잠실
48,,,17:00,한화,SK,8,2,문학
49,,09.18(일),17:00,LG,KIA,3,7,무등
50,,,17:00,삼성,넥센,2,4,목동
51,,,17:00,롯데,두산,6,3,잠실
52,,,17:00,한화,SK,5,13,문학
53,,09.20(화),18:30,넥센,LG,0,2,잠실
54,,,18:30,SK,롯데,4,5,사직
55,,,18:30,두산,삼성,5,6,대구
56,,09.21(수),18:30,넥센,LG,3,7,잠실
57,,,18:30,SK,롯데,6,2,사직
58,,,18:30,두산,삼성,5,3,대구
59,,09.22(목),18:30,넥센,LG,6,2,잠실
60,,,18:30,SK,롯데,2,12,사직
61,,,18:30,KIA,삼성,2,5,대구
62,,,18:30,두산,한화,1,8,대전
63,,09.23(금),18:30,넥센,삼성,0,10,대구
64,,,18:30,두산,한화,7,6,대전
65,,09.24(토),17:00,두산,KIA,4,9,무등
66,,,17:00,SK,LG,7,6,잠실
67,,,17:00,넥센,삼성,0,2,대구
68,,,17:00,롯데,한화,6,1,대전
69,,09.25(일),17:00,두산,KIA,7,2,무등
70,,,17:00,SK,LG,3,4,잠실
71,,,17:00,넥센,삼성,0,7,대구
72,,,17:00,롯데,한화,3,4,대전
73,,09.27(화),18:30,삼성,두산,5,3,잠실
74,,,18:30,넥센,SK,2,10,문학
75,,09.28(수),18:30,삼성,두산,5,2,잠실
76,,,18:30,넥센,SK,5,0,문학
77,,,18:30,LG,한화,2,4,대전
78,,09.29(목),18:30,LG,넥센,0,5,목동
79,,,18:30,KIA,두산,8,1,잠실
80,,,18:30,삼성,SK,3,3,문학
81,,09.30(금),18:30,한화,넥센,0,3,목동
82,,,18:30,삼성,SK,0,2,문학
83,,,18:30,두산,롯데,3,6,사직
0,2011,10.01(토),17:00,한화,넥센,11,9,목동
1,,,17:00,LG,두산,1,9,잠실
2,,,17:00,삼성,SK,6,4,문학
3,,10.02(일),17:00,한화,넥센,6,4,목동
4,,,17:00,LG,두산,1,11,잠실
5,,10.03(월),17:00,LG,두산,4,7,잠실
6,,,17:00,SK,삼성,4,3,대구
7,,10.04(화),18:30,SK,KIA,0,4,무등
8,,,18:30,삼성,LG,2,7,잠실
9,,,18:30,한화,롯데,2,20,사직
10,,10.05(수),18:30,두산,넥센,8,2,목동
11,,,18:30,SK,KIA,3,0,무등
12,,,18:30,삼성,LG,2,2,잠실
13,,,18:30,한화,롯데,3,6,사직
14,,10.06(목),18:30,두산,넥센,4,0,목동
15,,,18:30,SK,KIA,6,5,무등
16,,,18:30,삼성,LG,8,3,잠실
17,,,18:30,한화,롯데,3,5,사직
0,2012,04.07(토),13:55,KIA,SK,2,6,문학
1,,,13:55,한화,롯데,1,4,사직
2,,,14:00,넥센,두산,6,2,잠실
3,,,14:00,LG,삼성,6,3,대구
4,,04.08(일),14:00,넥센,두산,11,13,잠실
5,,,14:00,KIA,SK,1,4,문학
6,,,14:00,한화,롯데,5,10,사직
7,,,14:00,LG,삼성,3,2,대구
8,,04.10(화),18:30,SK,넥센,,,목동
9,,,18:30,삼성,KIA,,,무등
10,,,18:30,롯데,LG,,,잠실
11,,,18:30,두산,한화,,,청주
12,,04.11(수),18:30,SK,넥센,5,1,목동
13,,,18:30,삼성,KIA,0,1,무등
14,,,18:30,롯데,LG,8,3,잠실
15,,,18:30,두산,한화,6,0,청주
16,,04.12(목),18:30,SK,넥센,2,4,목동
17,,,18:30,삼성,KIA,10,2,무등
18,,,18:30,롯데,LG,0,4,잠실
19,,,18:30,두산,한화,2,8,청주
20,,04.13(금),18:30,KIA,LG,8,6,잠실
21,,,18:30,한화,SK,0,1,문학
22,,,18:30,두산,롯데,6,1,사직
23,,,18:30,넥센,삼성,0,2,대구
24,,04.14(토),17:00,KIA,LG,9,7,잠실
25,,,17:00,한화,SK,0,1,문학
26,,,17:00,두산,롯데,3,3,사직
27,,,17:00,넥센,삼성,1,4,대구
28,,04.15(일),14:00,KIA,LG,3,5,잠실
29,,,14:00,한화,SK,6,11,문학
30,,,14:00,두산,롯데,0,5,사직
31,,,14:00,넥센,삼성,10,7,대구
32,,04.17(화),18:30,KIA,넥센,2,1,목동
33,,,18:30,삼성,두산,1,9,잠실
34,,,18:30,SK,롯데,2,3,사직
35,,,18:30,LG,한화,6,7,청주
36,,04.18(수),18:30,KIA,넥센,1,6,목동
37,,,18:30,삼성,두산,3,4,잠실
38,,,18:30,SK,롯데,8,2,사직
39,,,18:30,LG,한화,6,1,청주
40,,04.19(목),18:30,KIA,넥센,4,1,목동
41,,,18:30,삼성,두산,2,7,잠실
42,,,18:30,SK,롯데,3,6,사직
43,,,18:30,LG,한화,2,1,청주
44,,04.20(금),18:30,롯데,KIA,11,7,무등
45,,,18:30,두산,넥센,4,7,목동
46,,,18:30,SK,LG,1,4,잠실
47,,,18:30,삼성,한화,9,4,청주
48,,04.21(토),13:50,롯데,KIA,,,무등
49,,,17:00,두산,넥센,,,목동
50,,,17:00,SK,LG,,,잠실
51,,,17:00,삼성,한화,,,청주
52,,04.22(일),14:00,롯데,KIA,,,무등
53,,,14:00,두산,넥센,,,목동
54,,,14:00,SK,LG,,,잠실
55,,,14:00,삼성,한화,8,4,청주
56,,04.24(화),18:30,한화,KIA,16,8,무등
57,,,18:30,넥센,LG,7,3,잠실
58,,,18:30,두산,SK,2,1,문학
59,,,18:30,롯데,삼성,6,2,대구
60,,04.25(수),18:30,한화,KIA,,,무등
61,,,18:30,넥센,LG,,,잠실
62,,,18:30,두산,SK,,,문학
63,,,18:30,롯데,삼성,,,대구
64,,04.26(목),18:30,한화,KIA,8,0,무등
65,,,18:30,넥센,LG,9,7,잠실
66,,,18:30,두산,SK,4,2,문학
67,,,18:30,롯데,삼성,3,6,대구
68,,04.27(금),18:30,KIA,두산,0,2,잠실
69,,,18:30,삼성,SK,4,7,문학
70,,,18:30,LG,롯데,20,8,사직
71,,,18:30,넥센,한화,11,4,청주
72,,04.28(토),17:00,KIA,두산,9,8,잠실
73,,,17:00,삼성,SK,5,8,문학
74,,,17:00,LG,롯데,3,5,사직
75,,,17:00,넥센,한화,7,5,청주
76,,04.29(일),14:00,KIA,두산,3,4,잠실
77,,,14:00,삼성,SK,9,4,문학
78,,,14:00,LG,롯데,0,5,사직
79,,,14:00,넥센,한화,3,6,청주
0,2012,05.01(화),18:30,롯데,넥센,11,1,목동
1,,,18:30,SK,KIA,,,무등
2,,,18:30,한화,LG,2,4,잠실
3,,,18:30,두산,삼성,,,대구
4,,05.02(수),18:30,롯데,넥센,4,6,목동
5,,,18:30,SK,KIA,,,무등
6,,,18:30,한화,LG,2,6,잠실
7,,,18:30,두산,삼성,5,3,대구
8,,05.03(목),18:30,롯데,넥센,4,2,목동
9,,,18:30,SK,KIA,6,6,무등
10,,,18:30,한화,LG,4,1,잠실
11,,,18:30,두산,삼성,0,10,대구
12,,05.04(금),18:30,넥센,KIA,3,3,무등
13,,,18:30,두산,LG,6,3,잠실
14,,,18:30,롯데,SK,3,5,문학
15,,,18:30,한화,삼성,7,1,대구
16,,05.05(토),13:50,롯데,SK,3,1,문학
17,,,14:00,넥센,KIA,2,3,무등
18,,,14:00,두산,LG,3,5,잠실
19,,,14:00,한화,삼성,0,5,대구
20,,05.06(일),14:00,넥센,KIA,8,10,무등
21,,,14:00,두산,LG,3,5,잠실
22,,,14:00,롯데,SK,3,5,문학
23,,,14:00,한화,삼성,7,3,대구
24,,05.08(화),18:30,LG,넥센,8,2,목동
25,,,18:30,SK,두산,2,1,잠실
26,,,18:30,삼성,롯데,2,1,사직
27,,,18:30,KIA,한화,2,3,대전
28,,05.09(수),18:30,LG,넥센,6,11,목동
29,,,18:30,SK,두산,9,5,잠실
30,,,18:30,삼성,롯데,3,0,사직
31,,,18:30,KIA,한화,8,1,대전
32,,05.10(목),18:30,LG,넥센,1,2,목동
33,,,18:30,SK,두산,8,9,잠실
34,,,18:30,삼성,롯데,2,2,사직
35,,,18:30,KIA,한화,4,1,대전
36,,05.11(금),18:30,두산,KIA,0,1,무등
