,0,1,2,3,4,5,6,7,8,9,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,10,11
7, ,4구, ,1파, ,4구, , , ,,1,0,0,1,0.208,나지완,구장 : 문학,"관중 : 27,439",2010.08.01(일),개시 : 16:59,경기시간 : 2:57,KIA,SK,,
8, , , , , , ,중안, ,1땅,,2,1,1,0,0.246,김원섭,구장 : 문학,"관중 : 27,439",2010.08.01(일),개시 : 16:59,경기시간 : 2:57,KIA,SK,,
9, ,3희번, ,우중안, ,중안,삼진, , ,,3,2,0,0,0.272,안치홍,구장 : 문학,"관중 : 27,439",2010.08.01(일),개시 : 16:59,경기시간 : 2:57,KIA,SK,,
10, , , , , , , , ,우비,,1,0,0,0,0.277,박기남,구장 : 문학,"관중 : 27,439",2010.08.01(일),개시 : 16:59,경기시간 : 2:57,KIA,SK,,
11, ,삼진, ,2땅, ,3땅, ,삼진, ,,4,0,0,0,0.260,차일목,구장 : 문학,"관중 : 27,439",2010.08.01(일),개시 : 16:59,경기시간 : 2:57,KIA,SK,,
12, , , , , , , , ,유땅,,1,0,0,0,0.251,김상훈,구장 : 문학,"관중 : 27,439",2010.08.01(일),개시 : 16:59,경기시간 : 2:57,KIA,SK,,
13, ,좌안, , ,좌비, ,좌홈,유땅, ,,4,2,3,1,0.239,이종범,구장 : 문학,"관중 : 27,439",2010.08.01(일),개시 : 16:59,경기시간 : 2:57,KIA,SK,,
0,우안, ,4구, ,투땅, , ,중비, ,,3,1,0,0,0.287,정근우,구장 : 문학,"관중 : 27,439",2010.08.01(일),개시 : 16:59,경기시간 : 2:57,SK,KIA,,
1,투안, ,유땅, , ,중비, , , ,,3,1,0,0,0.223,조동화,구장 : 문학,"관중 : 27,439",2010.08.01(일),개시 : 16:59,경기시간 : 2:57,SK,KIA,,
2, , , , , , , , ,1파,,1,0,0,0,0.204,모창민,구장 : 문학,"관중 : 27,439",2010.08.01(일),개시 : 16:59,경기시간 : 2:57,SK,KIA,,
3,32병, ,우비, , ,좌비, , ,삼진,,4,0,0,0,0.189,최동수,구장 : 문학,"관중 : 27,439",2010.08.01(일),개시 : 16:59,경기시간 : 2:57,SK,KIA,,
4,중비, ,유땅, , ,우비, , ,삼진,,4,0,0,0,0.244,이호준,구장 : 문학,"관중 : 27,439",2010.08.01(일),개시 : 16:59,경기시간 : 2:57,SK,KIA,,
5, ,중비, ,중안, , ,우비, , ,,3,1,0,0,0.309,최정,구장 : 문학,"관중 : 27,439",2010.08.01(일),개시 : 16:59,경기시간 : 2:57,SK,KIA,,
6, ,좌안, ,3땅, , ,2땅, , ,,3,1,0,0,0.327,김강민,구장 : 문학,"관중 : 27,439",2010.08.01(일),개시 : 16:59,경기시간 : 2:57,SK,KIA,,
7, ,2비, ,1비, , ,1파, , ,,3,0,0,0,0.230,박재홍,구장 : 문학,"관중 : 27,439",2010.08.01(일),개시 : 16:59,경기시간 : 2:57,SK,KIA,,
8, ,중안, , ,3땅, , , , ,,2,1,0,0,0.259,박경완,구장 : 문학,"관중 : 27,439",2010.08.01(일),개시 : 16:59,경기시간 : 2:57,SK,KIA,,
9, , , , , , , ,삼진, ,,1,0,0,0,0.278,정상호,구장 : 문학,"관중 : 27,439",2010.08.01(일),개시 : 16:59,경기시간 : 2:57,SK,KIA,,
10, ,유땅, , , , , , , ,,1,0,0,0,0.267,김연훈,구장 : 문학,"관중 : 27,439",2010.08.01(일),개시 : 16:59,경기시간 : 2:57,SK,KIA,,
11, , , , ,2땅, , ,유땅, ,,2,0,0,0,0.238,권용관,구장 : 문학,"관중 : 27,439",2010.08.01(일),개시 : 16:59,경기시간 : 2:57,SK,KIA,,
0,2비, ,3땅,사구, ,중비, ,유땅, ,,4,0,0,1,0.250,이택근,구장 : 사직,"관중 : 25,404",2010.08.01(일),개시 : 17:00,경기시간 : 3:01,LG,롯데,,
1,좌안, ,좌홈,좌2, ,1땅, , ,우비,,5,3,2,1,0.292,이병규,구장 : 사직,"관중 : 25,404",2010.08.01(일),개시 : 17:00,경기시간 : 3:01,LG,롯데,,
2,투땅, ,중안,삼진, , ,4구, ,투안,,4,2,0,1,0.281,박용택,구장 : 사직,"관중 : 25,404",2010.08.01(일),개시 : 17:00,경기시간 : 3:01,LG,롯데,,
3,삼진, ,우안, ,좌2, , , , ,,3,2,1,0,0.357,이진영,구장 : 사직,"관중 : 25,404",2010.08.01(일),개시 : 17:00,경기시간 : 3:01,LG,롯데,,
4, , , , , , ,사구, ,1파,,1,0,0,0,0.278,이대형,구장 : 사직,"관중 : 25,404",2010.08.01(일),개시 : 17:00,경기시간 : 3:01,LG,롯데,,
5,1안, ,4구, ,삼진, , , , ,,2,1,0,0,0.323,손인호,구장 : 사직,"관중 : 25,404",2010.08.01(일),개시 : 17:00,경기시간 : 3:01,LG,롯데,,
6, , , , , , ,삼진, ,4구,,1,0,0,0,0.356,박용근,구장 : 사직,"관중 : 25,404",2010.08.01(일),개시 : 17:00,경기시간 : 3:01,LG,롯데,,
7, ,3비,2안, ,우비, , , , ,,3,1,0,0,0.269,정성훈,구장 : 사직,"관중 : 25,404",2010.08.01(일),개시 : 17:00,경기시간 : 3:01,LG,롯데,,
8, , , , , , ,삼진, , ,,1,0,0,0,0.400,윤요섭,구장 : 사직,"관중 : 25,404",2010.08.01(일),개시 : 17:00,경기시간 : 3:01,LG,롯데,,
9, , , , , , , , ,유땅,,1,0,0,0,0.199,박병호,구장 : 사직,"관중 : 25,404",2010.08.01(일),개시 : 17:00,경기시간 : 3:01,LG,롯데,,
10, ,좌비,좌비, , ,좌안, ,우비, ,,4,1,0,0,0.299,조인성,구장 : 사직,"관중 : 25,404",2010.08.01(일),개시 : 17:00,경기시간 : 3:01,LG,롯데,,
11, ,1땅, ,1파, ,우안, ,삼진, ,,4,1,0,0,0.248,오지환,구장 : 사직,"관중 : 25,404",2010.08.01(일),개시 : 17:00,경기시간 : 3:01,LG,롯데,,
12, , ,삼진,좌비, ,포땅, ,사구, ,,3,0,0,0,0.234,박경수,구장 : 사직,"관중 : 25,404",2010.08.01(일),개시 : 17:00,경기시간 : 3:01,LG,롯데,,
13, , , , , , , , , ,,0,0,0,0,0.000,윤진호,구장 : 사직,"관중 : 25,404",2010.08.01(일),개시 : 17:00,경기시간 : 3:01,LG,롯데,,
0,삼진, ,1파, ,포파, , ,중비, ,,4,0,0,0,0.274,김주찬,구장 : 사직,"관중 : 25,404",2010.08.01(일),개시 : 17:00,경기시간 : 3:01,롯데,LG,,
1,삼진, ,3땅, ,삼진, , ,우비, ,,4,0,0,0,0.333,조성환,구장 : 사직,"관중 : 25,404",2010.08.01(일),개시 : 17:00,경기시간 : 3:01,롯데,LG,,
2,우홈, , ,우안, ,좌홈, ,중비, ,,4,3,2,3,0.358,홍성흔,구장 : 사직,"관중 : 25,404",2010.08.01(일),개시 : 17:00,경기시간 : 3:01,롯데,LG,,
3,삼진, , ,우중2, ,중비, , , ,,3,1,0,1,0.365,이대호,구장 : 사직,"관중 : 25,404",2010.08.01(일),개시 : 17:00,경기시간 : 3:01,롯데,LG,,
4, ,2땅, ,우희비, ,삼진, , , ,,2,0,1,0,0.262,가르시아,구장 : 사직,"관중 : 25,404",2010.08.01(일),개시 : 17:00,경기시간 : 3:01,롯데,LG,,
5, ,좌홈, ,2중안, ,우비, , , ,,3,2,2,1,0.279,전준우,구장 : 사직,"관중 : 25,404",2010.08.01(일),개시 : 17:00,경기시간 : 3:01,롯데,LG,,
6, ,3땅, ,4구, , ,우비, , ,,2,0,0,0,0.230,황재균,구장 : 사직,"관중 : 25,404",2010.08.01(일),개시 : 17:00,경기시간 : 3:01,롯데,LG,,
7, ,삼진, ,포파, , ,3땅, , ,,3,0,0,0,0.241,문규현,구장 : 사직,"관중 : 25,404",2010.08.01(일),개시 : 17:00,경기시간 : 3:01,롯데,LG,,
8, , ,삼진, ,삼진, ,3땅, , ,,3,0,0,0,0.145,장성우,구장 : 사직,"관중 : 25,404",2010.08.01(일),개시 : 17:00,경기시간 : 3:01,롯데,LG,,
0,좌안, ,1땅, ,좌중2,중안, ,중비, ,,5,3,1,1,0.289,장민석,구장 : 대구,"관중 : 5,780",2010.08.01(일),개시 : 16:59,경기시간 : 3:11,넥센,삼성,,
1,4구, ,우중3, ,투희번,4구, , ,2땅,,2,1,1,1,0.258,김민우,구장 : 대구,"관중 : 5,780",2010.08.01(일),개시 : 16:59,경기시간 : 3:11,넥센,삼성,,
2,2땅, ,우희비, ,우홈,투안, , ,중비,,4,2,4,1,0.298,강병식,구장 : 대구,"관중 : 5,780",2010.08.01(일),개시 : 16:59,경기시간 : 3:11,넥센,삼성,,
3, , , , , , , , , ,,0,0,0,0,0.281,송지만,구장 : 대구,"관중 : 5,780",2010.08.01(일),개시 : 16:59,경기시간 : 3:11,넥센,삼성,,
4,삼진, ,삼진, ,우비,중비, , ,좌안,,5,1,0,0,0.274,유한준,구장 : 대구,"관중 : 5,780",2010.08.01(일),개시 : 16:59,경기시간 : 3:11,넥센,삼성,,
5,2비, , ,우중안,삼진, ,유비, ,포파,,5,1,0,0,0.175,오재일,구장 : 대구,"관중 : 5,780",2010.08.01(일),개시 : 16:59,경기시간 : 3:11,넥센,삼성,,
6, , , , , , , , , ,,0,0,0,0,0.289,이숭용,구장 : 대구,"관중 : 5,780",2010.08.01(일),개시 : 16:59,경기시간 : 3:11,넥센,삼성,,
7, ,삼진, ,1희번, ,3땅,유땅, , ,,3,0,0,0,0.228,김민성,구장 : 대구,"관중 : 5,780",2010.08.01(일),개시 : 16:59,경기시간 : 3:11,넥센,삼성,,
8, ,2땅, ,4구, ,좌안,중비, , ,,3,1,0,1,0.200,조중근,구장 : 대구,"관중 : 5,780",2010.08.01(일),개시 : 16:59,경기시간 : 3:11,넥센,삼성,,
9, ,삼진, ,유비, ,중안, ,중비, ,,4,1,0,0,0.214,강귀태,구장 : 대구,"관중 : 5,780",2010.08.01(일),개시 : 16:59,경기시간 : 3:11,넥센,삼성,,
10, , , , , , , , , ,,0,0,0,0,0.032,허준,구장 : 대구,"관중 : 5,780",2010.08.01(일),개시 : 16:59,경기시간 : 3:11,넥센,삼성,,
11, , ,투안,삼진, ,유땅, ,좌비, ,,4,1,0,2,0.257,김일경,구장 : 대구,"관중 : 5,780",2010.08.01(일),개시 : 16:59,경기시간 : 3:11,넥센,삼성,,
12, , , , , , , , , ,,0,0,0,0,0.306,강정호,구장 : 대구,"관중 : 5,780",2010.08.01(일),개시 : 16:59,경기시간 : 3:11,넥센,삼성,,
0,우비, ,유직, ,3땅, , ,삼진, ,,4,0,0,0,0.311,조동찬,구장 : 대구,"관중 : 5,780",2010.08.01(일),개시 : 16:59,경기시간 : 3:11,삼성,넥센,,
1,유땅, ,우비, , ,4구, ,4구, ,,2,0,0,0,0.256,김상수,구장 : 대구,"관중 : 5,780",2010.08.01(일),개시 : 16:59,경기시간 : 3:11,삼성,넥센,,
2,삼진, , ,4구, ,4구, ,우비, ,,2,0,0,1,0.297,박석민,구장 : 대구,"관중 : 5,780",2010.08.01(일),개시 : 16:59,경기시간 : 3:11,삼성,넥센,,
3, ,투땅, ,3파, ,4구, ,삼진, ,,3,0,0,0,0.257,최형우,구장 : 대구,"관중 : 5,780",2010.08.01(일),개시 : 16:59,경기시간 : 3:11,삼성,넥센,,
4, ,중비, ,좌홈, ,좌중안, , ,좌안,,4,3,2,2,0.292,신명철,구장 : 대구,"관중 : 5,780",2010.08.01(일),개시 : 16:59,경기시간 : 3:11,삼성,넥센,,
5, ,우비, ,중비, ,우비, , , ,,3,0,0,0,0.268,진갑용,구장 : 대구,"관중 : 5,780",2010.08.01(일),개시 : 16:59,경기시간 : 3:11,삼성,넥센,,
6, , , , , , , , ,삼진,,1,0,0,0,0.271,이정식,구장 : 대구,"관중 : 5,780",2010.08.01(일),개시 : 16:59,경기시간 : 3:11,삼성,넥센,,
7, , ,4구,중비, , ,유땅, ,중안,,3,1,0,0,0.191,강봉규,구장 : 대구,"관중 : 5,780",2010.08.01(일),개시 : 16:59,경기시간 : 3:11,삼성,넥센,,
8, , ,중안, ,유비, ,3비, , ,,3,1,0,0,0.301,박한이,구장 : 대구,"관중 : 5,780",2010.08.01(일),개시 : 16:59,경기시간 : 3:11,삼성,넥센,,
9, , , , , , , , ,투직,,1,0,0,0,0.287,채태인,구장 : 대구,"관중 : 5,780",2010.08.01(일),개시 : 16:59,경기시간 : 3:11,삼성,넥센,,
10, , ,2비, , , , , , ,,1,0,0,0,0.286,오정복,구장 : 대구,"관중 : 5,780",2010.08.01(일),개시 : 16:59,경기시간 : 3:11,삼성,넥센,,
11, , , , ,2땅, ,유비, , ,,2,0,0,0,0.281,이영욱,구장 : 대구,"관중 : 5,780",2010.08.01(일),개시 : 16:59,경기시간 : 3:11,삼성,넥센,,
12, , , , , , , , ,삼진,,1,0,0,0,0.311,조영훈,구장 : 대구,"관중 : 5,780",2010.08.01(일),개시 : 16:59,경기시간 : 3:11,삼성,넥센,,
0,유땅,1땅, , ,투땅, , ,유안,중비,,5,1,0,1,0.295,김경언,구장 : 목동,"관중 : 7,902",2010.08.03(화),개시 : 18:29,경기시간 : 2:53,한화,넥센,,
1,좌안, ,2땅, ,1번, , ,포안,우비,,5,2,0,2,0.248,추승우,구장 : 목동,"관중 : 7,902",2010.08.03(화),개시 : 18:29,경기시간 : 2:53,한화,넥센,,
2,좌안, ,우비, , ,좌비, ,우안, ,,4,2,2,1,0.244,장성호,구장 : 목동,"관중 : 7,902",2010.08.03(화),개시 : 18:29,경기시간 : 2:53,한화,넥센,,
3, , , , , , , , , ,,0,0,0,0,0.184,전현태,구장 : 목동,"관중 : 7,902",2010.08.03(화),개시 : 18:29,경기시간 : 2:53,한화,넥센,,
4,삼진, ,삼진, , ,3땅, ,사구, ,,3,0,1,0,0.294,김태완,구장 : 목동,"관중 : 7,902",2010.08.03(화),개시 : 18:29,경기시간 : 2:53,한화,넥센,,
5, , , , , , , , , ,,0,0,0,1,0.214,이상훈,구장 : 목동,"관중 : 7,902",2010.08.03(화),개시 : 18:29,경기시간 : 2:53,한화,넥센,,
6,중안, , ,삼진, ,삼진, ,중희비, ,,3,1,1,0,0.269,최진행,구장 : 목동,"관중 : 7,902",2010.08.03(화),개시 : 18:29,경기시간 : 2:53,한화,넥센,,
7,유땅, , ,우2, , ,삼진,우중안, ,,4,2,1,0,0.291,정원석,구장 : 목동,"관중 : 7,902",2010.08.03(화),개시 : 18:29,경기시간 : 2:53,한화,넥센,,
8, ,유땅, ,우비, , ,좌비,우비, ,,4,0,0,0,0.263,손지환,구장 : 목동,"관중 : 7,902",2010.08.03(화),개시 : 18:29,경기시간 : 2:53,한화,넥센,,
9, ,삼진, ,우파, , ,중비,삼진, ,,4,0,0,0,0.257,신경현,구장 : 목동,"관중 : 7,902",2010.08.03(화),개시 : 18:29,경기시간 : 2:53,한화,넥센,,
10, , , , , , , , , ,,0,0,0,0,0.185,이희근,구장 : 목동,"관중 : 7,902",2010.08.03(화),개시 : 18:29,경기시간 : 2:53,한화,넥센,,
11, ,우중안, , ,좌안, , ,4구,유비,,3,2,0,1,0.216,이대수,구장 : 목동,"관중 : 7,902",2010.08.03(화),개시 : 18:29,경기시간 : 2:53,한화,넥센,,
0,4구, ,포땅, , ,2직, ,삼진, ,,3,0,0,0,0.255,김민우,구장 : 목동,"관중 : 7,902",2010.08.03(화),개시 : 18:29,경기시간 : 2:53,넥센,한화,,
1,유2병, ,삼진, , ,중안, ,중비, ,,4,1,0,0,0.229,김민성,구장 : 목동,"관중 : 7,902",2010.08.03(화),개시 : 18:29,경기시간 : 2:53,넥센,한화,,
2,2땅, ,삼진, , ,1파, ,삼진, ,,4,0,0,0,0.271,유한준,구장 : 목동,"관중 : 7,902",2010.08.03(화),개시 : 18:29,경기시간 : 2:53,넥센,한화,,
3, ,좌중2, ,유땅, ,사구, , ,중안,,3,2,0,2,0.286,송지만,구장 : 목동,"관중 : 7,902",2010.08.03(화),개시 : 18:29,경기시간 : 2:53,넥센,한화,,
4, ,3희번, ,삼진, ,3땅, , ,중비,,3,0,0,0,0.303,강정호,구장 : 목동,"관중 : 7,902",2010.08.03(화),개시 : 18:29,경기시간 : 2:53,넥센,한화,,
5, ,사구, , , , , , , ,,0,0,0,0,0.298,강병식,구장 : 목동,"관중 : 7,902",2010.08.03(화),개시 : 18:29,경기시간 : 2:53,넥센,한화,,
6, , , ,우비, , ,삼진, , ,,2,0,0,0,0.254,김일경,구장 : 목동,"관중 : 7,902",2010.08.03(화),개시 : 18:29,경기시간 : 2:53,넥센,한화,,
7, , , , , , , , ,좌중2,,1,1,1,0,0.195,오재일,구장 : 목동,"관중 : 7,902",2010.08.03(화),개시 : 18:29,경기시간 : 2:53,넥센,한화,,
8, ,우희비, , ,3땅, ,중안, , ,,2,1,1,0,0.218,강귀태,구장 : 목동,"관중 : 7,902",2010.08.03(화),개시 : 18:29,경기시간 : 2:53,넥센,한화,,
9, , , , , , , , , ,,0,0,0,0,0.032,허준,구장 : 목동,"관중 : 7,902",2010.08.03(화),개시 : 18:29,경기시간 : 2:53,넥센,한화,,
10, , , , , , , , ,1땅,,1,0,0,0,0.188,조중근,구장 : 목동,"관중 : 7,902",2010.08.03(화),개시 : 18:29,경기시간 : 2:53,넥센,한화,,
11, ,포파, , ,유직, ,3비, , ,,3,0,0,0,0.194,장영석,구장 : 목동,"관중 : 7,902",2010.08.03(화),개시 : 18:29,경기시간 : 2:53,넥센,한화,,
12, , , , , , , , ,삼진,,1,0,0,0,0.288,이숭용,구장 : 목동,"관중 : 7,902",2010.08.03(화),개시 : 18:29,경기시간 : 2:53,넥센,한화,,
13, , ,좌안, ,유땅, ,투땅, , ,,3,1,0,0,0.289,장민석,구장 : 목동,"관중 : 7,902",2010.08.03(화),개시 : 18:29,경기시간 : 2:53,넥센,한화,,
0,우비, ,3희번, ,우비,1직, , ,좌비,,4,0,0,0,0.276,이대형,구장 : 무등,"관중 : 13,400",2010.08.03(화),개시 : 18:30,경기시간 : 3:46,LG,KIA,,
1,4구, ,유실, ,3안, ,삼진, , ,,3,1,0,1,0.354,박용근,구장 : 무등,"관중 : 13,400",2010.08.03(화),개시 : 18:30,경기시간 : 3:46,LG,KIA,,
2, , , , , , , , ,우안,,1,1,0,0,0.419,윤요섭,구장 : 무등,"관중 : 13,400",2010.08.03(화),개시 : 18:30,경기시간 : 3:46,LG,KIA,,
3,중안, ,우홈, ,중안, ,3실, ,중비,,5,3,3,1,0.259,이택근,구장 : 무등,"관중 : 13,400",2010.08.03(화),개시 : 18:30,경기시간 : 3:46,LG,KIA,,
4,유병, ,좌비, ,삼진, , , , ,,3,0,0,0,0.195,박병호,구장 : 무등,"관중 : 13,400",2010.08.03(화),개시 : 18:30,경기시간 : 3:46,LG,KIA,,
5, , , , , , ,투땅, ,1땅,,2,0,0,0,0.290,이병규,구장 : 무등,"관중 : 13,400",2010.08.03(화),개시 : 18:30,경기시간 : 3:46,LG,KIA,,
6, ,4구,2땅, ,삼진, ,2직, , ,,3,0,0,0,0.353,이진영,구장 : 무등,"관중 : 13,400",2010.08.03(화),개시 : 18:30,경기시간 : 3:46,LG,KIA,,
7, ,투희번, ,중비, ,좌안, ,중안, ,,3,2,0,0,0.303,조인성,구장 : 무등,"관중 : 13,400",2010.08.03(화),개시 : 18:30,경기시간 : 3:46,LG,KIA,,
8, ,유땅, ,투땅, ,3희번, ,삼진, ,,3,0,0,0,0.283,이병규,구장 : 무등,"관중 : 13,400",2010.08.03(화),개시 : 18:30,경기시간 : 3:46,LG,KIA,,
9, ,유직, ,4구, ,4구, ,우비, ,,2,0,0,0,0.267,정성훈,구장 : 무등,"관중 : 13,400",2010.08.03(화),개시 : 18:30,경기시간 : 3:46,LG,KIA,,
10, , ,4구,삼진, , , , , ,,1,0,0,1,0.231,박경수,구장 : 무등,"관중 : 13,400",2010.08.03(화),개시 : 18:30,경기시간 : 3:46,LG,KIA,,
11, , , , , ,3파, , , ,,1,0,0,0,0.280,박용택,구장 : 무등,"관중 : 13,400",2010.08.03(화),개시 : 18:30,경기시간 : 3:46,LG,KIA,,
12, , , , , , , , , ,,0,0,0,0,0.000,윤진호,구장 : 무등,"관중 : 13,400",2010.08.03(화),개시 : 18:30,경기시간 : 3:46,LG,KIA,,
13, , , , , , , ,1직, ,,1,0,0,0,0.247,오지환,구장 : 무등,"관중 : 13,400",2010.08.03(화),개시 : 18:30,경기시간 : 3:46,LG,KIA,,
0,유땅, ,4구,유직, ,중안, ,좌안, ,,4,2,1,2,0.315,이용규,구장 : 무등,"관중 : 13,400",2010.08.03(화),개시 : 18:30,경기시간 : 3:46,KIA,LG,,
1,삼진, ,우2,3땅, , , , , ,,3,1,0,1,0.316,신종길,구장 : 무등,"관중 : 13,400",2010.08.03(화),개시 : 18:30,경기시간 : 3:46,KIA,LG,,
2, , , , , ,삼진, , , ,,1,0,0,0,0.207,나지완,구장 : 무등,"관중 : 13,400",2010.08.03(화),개시 : 18:30,경기시간 : 3:46,KIA,LG,,
3, , , , , , , ,3안, ,,1,1,0,1,0.243,이종범,구장 : 무등,"관중 : 13,400",2010.08.03(화),개시 : 18:30,경기시간 : 3:46,KIA,LG,,
4,포파, ,2비, ,좌비, ,포파,2땅, ,,5,0,0,0,0.269,채종범,구장 : 무등,"관중 : 13,400",2010.08.03(화),개시 : 18:30,경기시간 : 3:46,KIA,LG,,
