,0,1,2,3,4,5,6,7,8,9,10,11,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2
7,삼진, ,좌2, ,삼진, ,삼진, ,1땅,,,,5,1,1,0,0.364,박해민,구장 : 수원,"관중 : 10,886",2015.03.31(화),개시 : 18:29,경기시간 : 3:42,삼성,KT
8, ,3실,중비, ,3땅, ,삼진, , ,,,,4,0,0,0,0.125,이지영,구장 : 수원,"관중 : 10,886",2015.03.31(화),개시 : 18:29,경기시간 : 3:42,삼성,KT
9, , , , , , , , , ,,,,0,0,0,0,0.000,강봉규,구장 : 수원,"관중 : 10,886",2015.03.31(화),개시 : 18:29,경기시간 : 3:42,삼성,KT
10, , , , , , , , , ,,,,0,0,0,0,0.500,진갑용,구장 : 수원,"관중 : 10,886",2015.03.31(화),개시 : 18:29,경기시간 : 3:42,삼성,KT
11, ,투희번, ,삼진,3땅, , ,삼진, ,,,,3,0,0,0,0.200,김상수,구장 : 수원,"관중 : 10,886",2015.03.31(화),개시 : 18:29,경기시간 : 3:42,삼성,KT
0,4구, ,삼진,4구, ,우비, , ,삼진,,,,3,0,1,1,0.333,김동명,구장 : 수원,"관중 : 10,886",2015.03.31(화),개시 : 18:29,경기시간 : 3:42,KT,삼성
1,삼진, ,4구, , , , , , ,,,,1,0,0,0,0.000,신명철,구장 : 수원,"관중 : 10,886",2015.03.31(화),개시 : 18:29,경기시간 : 3:42,KT,삼성
2, , , ,2직, ,우안, , ,삼진,,,,3,1,0,0,0.250,조중근,구장 : 수원,"관중 : 10,886",2015.03.31(화),개시 : 18:29,경기시간 : 3:42,KT,삼성
3,좌비, ,좌2,좌2, ,3땅, , ,중비,,,,5,2,4,0,0.462,마르테,구장 : 수원,"관중 : 10,886",2015.03.31(화),개시 : 18:29,경기시간 : 3:42,KT,삼성
4, ,2땅,1땅,좌비, , ,2실, , ,,,,4,0,0,0,0.385,김상현,구장 : 수원,"관중 : 10,886",2015.03.31(화),개시 : 18:29,경기시간 : 3:42,KT,삼성
5, ,삼진, ,우중안,우2, ,3땅, , ,,,,4,2,0,1,0.444,박경수,구장 : 수원,"관중 : 10,886",2015.03.31(화),개시 : 18:29,경기시간 : 3:42,KT,삼성
6, ,4구, ,4구,삼진, ,3땅, , ,,,,2,0,0,1,0.333,김사연,구장 : 수원,"관중 : 10,886",2015.03.31(화),개시 : 18:29,경기시간 : 3:42,KT,삼성
7, ,삼진, ,3안,우비, , ,우비, ,,,,4,1,1,1,0.182,박기혁,구장 : 수원,"관중 : 10,886",2015.03.31(화),개시 : 18:29,경기시간 : 3:42,KT,삼성
8, , ,삼진,1비,좌비, , , , ,,,,3,0,0,0,0.000,용덕한,구장 : 수원,"관중 : 10,886",2015.03.31(화),개시 : 18:29,경기시간 : 3:42,KT,삼성
9, , , , , , , ,3땅, ,,,,1,0,0,0,0.333,윤도경,구장 : 수원,"관중 : 10,886",2015.03.31(화),개시 : 18:29,경기시간 : 3:42,KT,삼성
10, , , , , , , , , ,,,,0,0,0,0,0.000,안중열,구장 : 수원,"관중 : 10,886",2015.03.31(화),개시 : 18:29,경기시간 : 3:42,KT,삼성
11, , ,좌중2,사구, ,유땅, ,좌비, ,,,,3,1,0,2,0.200,이대형,구장 : 수원,"관중 : 10,886",2015.03.31(화),개시 : 18:29,경기시간 : 3:42,KT,삼성
