,0,1,2,3,4,5,6,7,8,9,10,11,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2
0,1땅, ,우안, ,유땅, ,3번, ,삼진, , ,우홈,6,2,1,1,0.333,서건창,구장 : 목동,"관중 : 12,500",2015.03.28(토),개시 : 14:00,경기시간 : 4:22,넥센,한화
1,3비, ,우중안, ,2땅, ,2땅, ,2비, , , ,5,1,0,1,0.200,이택근,구장 : 목동,"관중 : 12,500",2015.03.28(토),개시 : 14:00,경기시간 : 4:22,넥센,한화
2,4구, ,4구, ,3땅, ,중홈, , ,2비, , ,3,1,2,1,0.333,유한준,구장 : 목동,"관중 : 12,500",2015.03.28(토),개시 : 14:00,경기시간 : 4:22,넥센,한화
3,유비, ,유땅, , ,유비,3땅, , ,삼진, , ,5,0,1,0,0.000,박병호,구장 : 목동,"관중 : 12,500",2015.03.28(토),개시 : 14:00,경기시간 : 4:22,넥센,한화
4, ,삼진,중비, , ,우2, ,우2, , , , ,4,2,0,0,0.500,김민성,구장 : 목동,"관중 : 12,500",2015.03.28(토),개시 : 14:00,경기시간 : 4:22,넥센,한화
5, , , , , , , , , , , , ,0,0,0,1,0.000,임병욱,구장 : 목동,"관중 : 12,500",2015.03.28(토),개시 : 14:00,경기시간 : 4:22,넥센,한화
6, , , , , , , , , ,유땅, , ,1,0,0,0,0.000,박헌도,구장 : 목동,"관중 : 12,500",2015.03.28(토),개시 : 14:00,경기시간 : 4:22,넥센,한화
7, ,1땅, ,4구, ,4구, , , , , , ,1,0,0,0,0.000,스나이더,구장 : 목동,"관중 : 12,500",2015.03.28(토),개시 : 14:00,경기시간 : 4:22,넥센,한화
8, , , , , , , ,포번, , , , ,1,0,0,0,0.000,김지수,구장 : 목동,"관중 : 12,500",2015.03.28(토),개시 : 14:00,경기시간 : 4:22,넥센,한화
9, , , , , , , , , , ,포파, ,1,0,0,0,0.000,윤석민,구장 : 목동,"관중 : 12,500",2015.03.28(토),개시 : 14:00,경기시간 : 4:22,넥센,한화
10, ,우중안, ,4구, ,1땅, ,유땅, , ,2땅, ,4,1,1,0,0.250,이성열,구장 : 목동,"관중 : 12,500",2015.03.28(토),개시 : 14:00,경기시간 : 4:22,넥센,한화
11, ,좌안, ,3비, ,우비, ,삼진, , ,유땅, ,5,1,0,0,0.200,김하성,구장 : 목동,"관중 : 12,500",2015.03.28(토),개시 : 14:00,경기시간 : 4:22,넥센,한화
12, ,삼진, , , , , , , , , , ,1,0,0,0,0.000,김재현,구장 : 목동,"관중 : 12,500",2015.03.28(토),개시 : 14:00,경기시간 : 4:22,넥센,한화
13, , , ,투유병, , , , , , , , ,1,0,0,0,0.000,문우람,구장 : 목동,"관중 : 12,500",2015.03.28(토),개시 : 14:00,경기시간 : 4:22,넥센,한화
14, , , , , , ,4구, ,삼진, , , ,1,0,0,1,0.000,유선정,구장 : 목동,"관중 : 12,500",2015.03.28(토),개시 : 14:00,경기시간 : 4:22,넥센,한화
15, , , , , , , , , , , ,삼진,1,0,0,0,0.000,유재신,구장 : 목동,"관중 : 12,500",2015.03.28(토),개시 : 14:00,경기시간 : 4:22,넥센,한화
0,중안,2땅, ,중안, ,2땅, , ,우비,,,,5,2,0,2,0.400,박민우,구장 : 잠실,"관중 : 21,746",2015.03.28(토),개시 : 14:00,경기시간 : 3:20,NC,두산
1,4구, ,삼진,우안, , ,4구, ,32병,,,,3,1,1,1,0.333,이종욱,구장 : 잠실,"관중 : 21,746",2015.03.28(토),개시 : 14:00,경기시간 : 3:20,NC,두산
2,중안, ,우안,삼진, , ,중비, , ,,,,4,2,0,1,0.500,나성범,구장 : 잠실,"관중 : 21,746",2015.03.28(토),개시 : 14:00,경기시간 : 3:20,NC,두산
3,좌희비, ,사구, ,2땅, ,좌파, , ,,,,2,0,1,0,0.000,테임즈,구장 : 잠실,"관중 : 21,746",2015.03.28(토),개시 : 14:00,경기시간 : 3:20,NC,두산
4,중희비, ,삼진, ,삼진, , ,4구, ,,,,2,0,1,0,0.000,모창민,구장 : 잠실,"관중 : 21,746",2015.03.28(토),개시 : 14:00,경기시간 : 3:20,NC,두산
5,2땅, ,좌안, ,중비, , ,중비, ,,,,4,1,1,0,0.250,이호준,구장 : 잠실,"관중 : 21,746",2015.03.28(토),개시 : 14:00,경기시간 : 3:20,NC,두산
6, ,2땅,삼진, , ,우비, ,유땅, ,,,,4,0,0,0,0.000,손시헌,구장 : 잠실,"관중 : 21,746",2015.03.28(토),개시 : 14:00,경기시간 : 3:20,NC,두산
7, ,4구, ,삼진, ,중안, ,3땅, ,,,,3,1,0,0,0.333,김태군,구장 : 잠실,"관중 : 21,746",2015.03.28(토),개시 : 14:00,경기시간 : 3:20,NC,두산
8, ,우안, ,삼진, ,삼진, , ,우안,,,,4,2,0,0,0.500,김종호,구장 : 잠실,"관중 : 21,746",2015.03.28(토),개시 : 14:00,경기시간 : 3:20,NC,두산
0,3땅, ,우비,유땅, ,중안, ,좌안, ,,,,5,2,0,2,0.400,민병헌,구장 : 잠실,"관중 : 21,746",2015.03.28(토),개시 : 14:00,경기시간 : 3:20,두산,NC
1,1땅, ,2땅, ,2땅,우3, ,우비, ,,,,5,1,2,0,0.200,정수빈,구장 : 잠실,"관중 : 21,746",2015.03.28(토),개시 : 14:00,경기시간 : 3:20,두산,NC
2,삼진, , ,우중안,우홈,유땅, ,고4, ,,,,4,2,1,2,0.500,김현수,구장 : 잠실,"관중 : 21,746",2015.03.28(토),개시 : 14:00,경기시간 : 3:20,두산,NC
3, ,중비, ,3실,삼진,유땅, ,2희비, ,,,,4,0,1,1,0.000,루츠,구장 : 잠실,"관중 : 21,746",2015.03.28(토),개시 : 14:00,경기시간 : 3:20,두산,NC
4, , , , , , , , , ,,,,0,0,0,0,0.000,최주환,구장 : 잠실,"관중 : 21,746",2015.03.28(토),개시 : 14:00,경기시간 : 3:20,두산,NC
5, ,3땅, ,4구,좌안,우파, ,우안, ,,,,4,2,1,1,0.500,홍성흔,구장 : 잠실,"관중 : 21,746",2015.03.28(토),개시 : 14:00,경기시간 : 3:20,두산,NC
6, ,우안, ,좌희비,4구, ,삼진,4구, ,,,,2,1,1,0,0.500,오재원,구장 : 잠실,"관중 : 21,746",2015.03.28(토),개시 : 14:00,경기시간 : 3:20,두산,NC
7, ,3땅, ,우비,투땅, ,유땅,유땅, ,,,,5,0,0,0,0.000,양의지,구장 : 잠실,"관중 : 21,746",2015.03.28(토),개시 : 14:00,경기시간 : 3:20,두산,NC
8, , , , , , , , , ,,,,0,0,0,0,0.000,최재훈,구장 : 잠실,"관중 : 21,746",2015.03.28(토),개시 : 14:00,경기시간 : 3:20,두산,NC
9, , ,1땅,4구, ,우중홈,1땅, , ,,,,3,1,1,1,0.333,김재환,구장 : 잠실,"관중 : 21,746",2015.03.28(토),개시 : 14:00,경기시간 : 3:20,두산,NC
10, , , , , , , , , ,,,,0,0,0,0,0.000,김진형,구장 : 잠실,"관중 : 21,746",2015.03.28(토),개시 : 14:00,경기시간 : 3:20,두산,NC
11, , ,4구,중안, ,좌안, ,좌안, ,,,,3,3,2,2,1.000,김재호,구장 : 잠실,"관중 : 21,746",2015.03.28(토),개시 : 14:00,경기시간 : 3:20,두산,NC
0,유땅,중비, ,좌2, ,4구, ,좌중안,삼진,,,,5,2,0,1,0.400,김동명,구장 : 사직,"관중 : 27,500",2015.03.28(토),개시 : 14:02,경기시간 : 4:01,KT,롯데
1,좌안,1땅, ,3희번, ,3땅, ,삼진, ,,,,4,1,0,0,0.250,이대형,구장 : 사직,"관중 : 27,500",2015.03.28(토),개시 : 14:02,경기시간 : 4:01,KT,롯데
2,4구, ,좌안,중희비, ,투땅, ,4구, ,,,,2,1,1,2,0.500,박경수,구장 : 사직,"관중 : 27,500",2015.03.28(토),개시 : 14:02,경기시간 : 4:01,KT,롯데
3,좌안, ,우중안,2땅, ,중비, ,삼진, ,,,,5,2,0,2,0.400,마르테,구장 : 사직,"관중 : 27,500",2015.03.28(토),개시 : 14:02,경기시간 : 4:01,KT,롯데
4,우홈, ,좌안, ,좌중홈, ,중안, ,2땅,,,,5,4,5,3,0.800,김상현,구장 : 사직,"관중 : 27,500",2015.03.28(토),개시 : 14:02,경기시간 : 4:01,KT,롯데
5,삼진, ,4구, ,유땅, , , , ,,,,2,0,0,0,0.000,신명철,구장 : 사직,"관중 : 27,500",2015.03.28(토),개시 : 14:02,경기시간 : 4:01,KT,롯데
6, , , , , , ,삼진, ,중안,,,,2,1,0,1,0.500,조중근,구장 : 사직,"관중 : 27,500",2015.03.28(토),개시 : 14:02,경기시간 : 4:01,KT,롯데
7, ,삼진,유병, ,우안, ,3땅, ,4구,,,,4,1,0,0,0.250,김사연,구장 : 사직,"관중 : 27,500",2015.03.28(토),개시 : 14:02,경기시간 : 4:01,KT,롯데
8, ,4구,우안, ,4구, ,삼진, ,삼진,,,,3,1,1,0,0.333,박기혁,구장 : 사직,"관중 : 27,500",2015.03.28(토),개시 : 14:02,경기시간 : 4:01,KT,롯데
9, ,사구,유땅, ,2직, , , , ,,,,2,0,0,0,0.000,용덕한,구장 : 사직,"관중 : 27,500",2015.03.28(토),개시 : 14:02,경기시간 : 4:01,KT,롯데
10, , , , , , , ,4구, ,,,,0,0,0,0,0.000,장성호,구장 : 사직,"관중 : 27,500",2015.03.28(토),개시 : 14:02,경기시간 : 4:01,KT,롯데
11, , , , , , , , , ,,,,0,0,0,0,0.000,송민섭,구장 : 사직,"관중 : 27,500",2015.03.28(토),개시 : 14:02,경기시간 : 4:01,KT,롯데
12, , , , , , , , , ,,,,0,0,0,0,0.000,안중열,구장 : 사직,"관중 : 27,500",2015.03.28(토),개시 : 14:02,경기시간 : 4:01,KT,롯데
13, , , , , , , , ,좌안,,,,1,1,1,0,1.000,윤도경,구장 : 사직,"관중 : 27,500",2015.03.28(토),개시 : 14:02,경기시간 : 4:01,KT,롯데
14, , , , , , , , , ,,,,0,0,0,0,0.000,심우준,구장 : 사직,"관중 : 27,500",2015.03.28(토),개시 : 14:02,경기시간 : 4:01,KT,롯데
0,3땅, ,우안, ,투실,좌안, ,중2, ,,,,5,3,2,3,0.600,아두치,구장 : 사직,"관중 : 27,500",2015.03.28(토),개시 : 14:02,경기시간 : 4:01,롯데,KT
1,유땅, ,좌비, ,중2,좌안, ,삼진, ,,,,5,2,3,1,0.400,황재균,구장 : 사직,"관중 : 27,500",2015.03.28(토),개시 : 14:02,경기시간 : 4:01,롯데,KT
2,우중2, ,유땅, ,좌안,4구, ,우안, ,,,,4,3,1,2,0.750,손아섭,구장 : 사직,"관중 : 27,500",2015.03.28(토),개시 : 14:02,경기시간 : 4:01,롯데,KT
3,중홈, , ,3땅,4구,삼진, ,야선, ,,,,4,1,3,2,0.250,최준석,구장 : 사직,"관중 : 27,500",2015.03.28(토),개시 : 14:02,경기시간 : 4:01,롯데,KT
4, , , , , , , , , ,,,,0,0,0,0,0.000,임재철,구장 : 사직,"관중 : 27,500",2015.03.28(토),개시 : 14:02,경기시간 : 4:01,롯데,KT
5,삼진, , ,중비,좌홈, ,우비, , ,,,,4,1,3,1,0.250,박종윤,구장 : 사직,"관중 : 27,500",2015.03.28(토),개시 : 14:02,경기시간 : 4:01,롯데,KT
6, , , , , , , , , ,,,,0,0,0,0,0.000,오승택,구장 : 사직,"관중 : 27,500",2015.03.28(토),개시 : 14:02,경기시간 : 4:01,롯데,KT
7, , , , , , , ,삼진, ,,,,1,0,0,0,0.000,하준호,구장 : 사직,"관중 : 27,500",2015.03.28(토),개시 : 14:02,경기시간 : 4:01,롯데,KT
8, , , , , , , , , ,,,,0,0,0,0,0.000,강동수,구장 : 사직,"관중 : 27,500",2015.03.28(토),개시 : 14:02,경기시간 : 4:01,롯데,KT
9, ,유안, ,삼진,삼진, ,사구,1파, ,,,,4,1,0,0,0.250,강민호,구장 : 사직,"관중 : 27,500",2015.03.28(토),개시 : 14:02,경기시간 : 4:01,롯데,KT
10, ,유병, , ,투땅/ 삼진, , , , ,,,,3,0,0,0,0.000,김대우,구장 : 사직,"관중 : 27,500",2015.03.28(토),개시 : 14:02,경기시간 : 4:01,롯데,KT
11, , , , , , , , , ,,,,0,0,0,0,0.000,이우민,구장 : 사직,"관중 : 27,500",2015.03.28(토),개시 : 14:02,경기시간 : 4:01,롯데,KT
12, , , , , , ,유직, , ,,,,1,0,0,0,0.000,김민하,구장 : 사직,"관중 : 27,500",2015.03.28(토),개시 : 14:02,경기시간 : 4:01,롯데,KT
13, ,삼진, , ,3안,우2,4구, , ,,,,3,2,0,2,0.667,정훈,구장 : 사직,"관중 : 27,500",2015.03.28(토),개시 : 14:02,경기시간 : 4:01,롯데,KT
14, , ,2땅, ,우2,투희번,중비, , ,,,,3,1,0,1,0.333,문규현,구장 : 사직,"관중 : 27,500",2015.03.28(토),개시 : 14:02,경기시간 : 4:01,롯데,KT
0,삼진, ,1땅, , ,삼진, , , ,,,,3,0,0,0,0.000,이명기,구장 : 대구,"관중 : 10,000",2015.03.28(토),개시 : 14:03,경기시간 : 3:10,SK,삼성
1, , , , , , ,중비, , ,,,,1,0,0,0,0.000,최정,구장 : 대구,"관중 : 10,000",2015.03.28(토),개시 : 14:03,경기시간 : 3:10,SK,삼성
2, , , , , , , , , ,,,,0,0,0,0,0.000,박철우,구장 : 대구,"관중 : 10,000",2015.03.28(토),개시 : 14:03,경기시간 : 3:10,SK,삼성
3,3땅, , ,4구, ,삼진, , , ,,,,2,0,0,0,0.000,박계현,구장 : 대구,"관중 : 10,000",2015.03.28(토),개시 : 14:03,경기시간 : 3:10,SK,삼성
4, , , , , , , ,중비, ,,,,1,0,0,0,0.000,박진만,구장 : 대구,"관중 : 10,000",2015.03.28(토),개시 : 14:03,경기시간 : 3:10,SK,삼성
5,우3, , ,유2병, ,4구, ,삼진, ,,,,3,1,0,0,0.333,이재원,구장 : 대구,"관중 : 10,000",2015.03.28(토),개시 : 14:03,경기시간 : 3:10,SK,삼성
6,우비, , ,1땅, ,중안, ,4구, ,,,,3,1,0,0,0.333,박정권,구장 : 대구,"관중 : 10,000",2015.03.28(토),개시 : 14:03,경기시간 : 3:10,SK,삼성
7, ,3땅, , ,2땅,유땅, ,삼진, ,,,,4,0,0,0,0.000,브라운,구장 : 대구,"관중 : 10,000",2015.03.28(토),개시 : 14:03,경기시간 : 3:10,SK,삼성
8, ,유땅, , ,1실, ,1땅, ,삼진,,,,4,0,0,0,0.000,임훈,구장 : 대구,"관중 : 10,000",2015.03.28(토),개시 : 14:03,경기시간 : 3:10,SK,삼성
9, ,4구, , ,4구, ,유땅, , ,,,,1,0,0,0,0.000,나주환,구장 : 대구,"관중 : 10,000",2015.03.28(토),개시 : 14:03,경기시간 : 3:10,SK,삼성
10, , , , , , , , ,우중안,,,,1,1,0,0,1.000,조동화,구장 : 대구,"관중 : 10,000",2015.03.28(토),개시 : 14:03,경기시간 : 3:10,SK,삼성
11, , ,유땅, ,삼진, ,중2, ,좌비,,,,4,1,0,1,0.250,정상호,구장 : 대구,"관중 : 10,000",2015.03.28(토),개시 : 14:03,경기시간 : 3:10,SK,삼성
12, , ,2땅, ,삼진, , , , ,,,,2,0,0,0,0.000,김성현,구장 : 대구,"관중 : 10,000",2015.03.28(토),개시 : 14:03,경기시간 : 3:10,SK,삼성
13, , , , , , ,중안, ,좌비,,,,2,1,1,0,0.500,박재상,구장 : 대구,"관중 : 10,000",2015.03.28(토),개시 : 14:03,경기시간 : 3:10,SK,삼성
0,중비,삼진, ,1파, ,2비,유안, , ,,,,5,1,1,0,0.200,나바로,구장 : 대구,"관중 : 10,000",2015.03.28(토),개시 : 14:03,경기시간 : 3:10,삼성,SK
1,중안, ,우안,우안, ,4구,투땅, , ,,,,4,3,0,1,0.750,박한이,구장 : 대구,"관중 : 10,000",2015.03.28(토),개시 : 14:03,경기시간 : 3:10,삼성,SK
2,우비, ,우안,삼진, ,4구, ,삼진, ,,,,4,1,0,1,0.250,박석민,구장 : 대구,"관중 : 10,000",2015.03.28(토),개시 : 14:03,경기시간 : 3:10,삼성,SK
3,4구, ,좌비, ,2안,2실, ,중안, ,,,,4,2,0,0,0.500,최형우,구장 : 대구,"관중 : 10,000",2015.03.28(토),개시 : 14:03,경기시간 : 3:10,삼성,SK
4, , , , , , , , , ,,,,0,0,0,0,0.000,박찬도,구장 : 대구,"관중 : 10,000",2015.03.28(토),개시 : 14:03,경기시간 : 3:10,삼성,SK
5,중비, ,우2, ,좌비,좌비, ,2땅, ,,,,5,1,1,1,0.200,이승엽,구장 : 대구,"관중 : 10,000",2015.03.28(토),개시 : 14:03,경기시간 : 3:10,삼성,SK
6, ,유땅,우2, ,중비, ,2땅,중비, ,,,,5,1,2,0,0.200,구자욱,구장 : 대구,"관중 : 10,000",2015.03.28(토),개시 : 14:03,경기시간 : 3:10,삼성,SK
7, ,4구,1번, ,좌안, ,좌안, , ,,,,3,2,0,2,0.667,박해민,구장 : 대구,"관중 : 10,000",2015.03.28(토),개시 : 14:03,경기시간 : 3:10,삼성,SK
8, ,중안,삼진, ,유땅, ,유땅, , ,,,,4,1,1,0,0.250,이지영,구장 : 대구,"관중 : 10,000",2015.03.28(토),개시 : 14:03,경기시간 : 3:10,삼성,SK
9, ,삼진, ,유땅, ,우비,3좌2, , ,,,,4,1,1,1,0.250,김상수,구장 : 대구,"관중 : 10,000",2015.03.28(토),개시 : 14:03,경기시간 : 3:10,삼성,SK
0,4구, ,우2, ,1직, , ,유직, ,,,,3,1,0,0,0.333,오지환,구장 : 광주,"관중 : 22,000",2015.03.28(토),개시 : 14:00,경기시간 : 2:59,LG,KIA
1,유땅, ,2비, , ,유안, ,우3, ,,,,4,2,0,1,0.500,정성훈,구장 : 광주,"관중 : 22,000",2015.03.28(토),개시 : 14:00,경기시간 : 2:59,LG,KIA
2,유직, ,삼진, , ,중비, ,우2, ,,,,4,1,1,0,0.250,박용택,구장 : 광주,"관중 : 22,000",2015.03.28(토),개시 : 14:00,경기시간 : 2:59,LG,KIA
3,3땅, ,3직, , ,4구, ,삼진, ,,,,3,0,0,0,0.000,최승준,구장 : 광주,"관중 : 22,000",2015.03.28(토),개시 : 14:00,경기시간 : 2:59,LG,KIA
4, ,중안, ,1비, ,유병, , , ,,,,3,1,0,0,0.333,정의윤,구장 : 광주,"관중 : 22,000",2015.03.28(토),개시 : 14:00,경기시간 : 2:59,LG,KIA
5, , , , , , , , , ,,,,0,0,0,0,0.000,윤진호,구장 : 광주,"관중 : 22,000",2015.03.28(토),개시 : 14:00,경기시간 : 2:59,LG,KIA
6, , , , , , , , ,2땅,,,,1,0,0,0,0.000,김용의,구장 : 광주,"관중 : 22,000",2015.03.28(토),개시 : 14:00,경기시간 : 2:59,LG,KIA
7, ,투땅, ,좌안, , ,삼진, ,중비,,,,4,1,0,0,0.250,이병규,구장 : 광주,"관중 : 22,000",2015.03.28(토),개시 : 14:00,경기시간 : 2:59,LG,KIA
8, ,삼진, ,유병, , ,삼진, , ,,,,3,0,0,0,0.000,채은성,구장 : 광주,"관중 : 22,000",2015.03.28(토),개시 : 14:00,경기시간 : 2:59,LG,KIA
9, , , , , , , , ,중비,,,,1,0,0,0,0.000,양석환,구장 : 광주,"관중 : 22,000",2015.03.28(토),개시 : 14:00,경기시간 : 2:59,LG,KIA
10, ,중안, , ,4구, ,삼진, , ,,,,2,1,0,0,0.500,최경철,구장 : 광주,"관중 : 22,000",2015.03.28(토),개시 : 14:00,경기시간 : 2:59,LG,KIA
11, , ,4구, ,투희번, , , , ,,,,0,0,0,0,0.000,손주인,구장 : 광주,"관중 : 22,000",2015.03.28(토),개시 : 14:00,경기시간 : 2:59,LG,KIA
12, , , , , , , ,좌비, ,,,,1,0,0,0,0.000,이진영,구장 : 광주,"관중 : 22,000",2015.03.28(토),개시 : 14:00,경기시간 : 2:59,LG,KIA
0,중안, ,삼진, , ,유땅,좌희비, , ,,,,3,1,1,0,0.333,김주찬,구장 : 광주,"관중 : 22,000",2015.03.28(토),개시 : 14:00,경기시간 : 2:59,KIA,LG
1, , , , , , , , , ,,,,0,0,0,0,0.000,이호신,구장 : 광주,"관중 : 22,000",2015.03.28(토),개시 : 14:00,경기시간 : 2:59,KIA,LG
2,우비, , ,1땅, ,2땅,삼진, , ,,,,4,0,0,0,0.000,강한울,구장 : 광주,"관중 : 22,000",2015.03.28(토),개시 : 14:00,경기시간 : 2:59,KIA,LG
3,유땅, , ,중비, ,좌2, ,중비, ,,,,4,1,0,0,0.250,필,구장 : 광주,"관중 : 22,000",2015.03.28(토),개시 : 14:00,경기시간 : 2:59,KIA,LG
4,3파, , ,좌안, ,4구, ,좌안, ,,,,3,2,0,0,0.667,나지완,구장 : 광주,"관중 : 22,000",2015.03.28(토),개시 : 14:00,경기시간 : 2:59,KIA,LG
5, , , , , , , , , ,,,,0,0,0,0,0.000,박준태,구장 : 광주,"관중 : 22,000",2015.03.28(토),개시 : 14:00,경기시간 : 2:59,KIA,LG
6, ,우안, ,4구, ,우비, ,4구, ,,,,2,1,0,0,0.500,최희섭,구장 : 광주,"관중 : 22,000",2015.03.28(토),개시 : 14:00,경기시간 : 2:59,KIA,LG
7, , , , , , , , , ,,,,0,0,0,0,0.000,최병연,구장 : 광주,"관중 : 22,000",2015.03.28(토),개시 : 14:00,경기시간 : 2:59,KIA,LG
8, ,3병, ,3땅, , ,중홈,2비, ,,,,4,1,1,1,0.250,이범호,구장 : 광주,"관중 : 22,000",2015.03.28(토),개시 : 14:00,경기시간 : 2:59,KIA,LG
9, , , , , , , , , ,,,,0,0,0,0,0.000,박기남,구장 : 광주,"관중 : 22,000",2015.03.28(토),개시 : 14:00,경기시간 : 2:59,KIA,LG
10, ,삼진, , ,포파, ,중안,2땅, ,,,,4,1,0,1,0.250,김원섭,구장 : 광주,"관중 : 22,000",2015.03.28(토),개시 : 14:00,경기시간 : 2:59,KIA,LG
11, , ,3땅, ,삼진, ,우중3, , ,,,,3,1,1,1,0.333,최용규,구장 : 광주,"관중 : 22,000",2015.03.28(토),개시 : 14:00,경기시간 : 2:59,KIA,LG
12, , ,삼진, ,투땅, ,유땅, , ,,,,3,0,0,0,0.000,이성우,구장 : 광주,"관중 : 22,000",2015.03.28(토),개시 : 14:00,경기시간 : 2:59,KIA,LG
0,1땅, ,우홈, ,좌안, ,1땅, ,좌2,,,,5,3,1,1,0.500,김경언,구장 : 목동,"관중 : 10,369",2015.03.29(일),개시 : 14:00,경기시간 : 3:54,한화,넥센
1,삼진, ,좌안, ,1땅, ,좌안, ,좌안,,,,5,3,1,0,0.333,이용규,구장 : 목동,"관중 : 10,369",2015.03.29(일),개시 : 14:00,경기시간 : 3:54,한화,넥센
2,2땅, ,투땅, ,2직, , ,사구,삼진,,,,4,0,0,0,0.444,모건,구장 : 목동,"관중 : 10,369",2015.03.29(일),개시 : 14:00,경기시간 : 3:54,한화,넥센
3, ,4구,4구, ,4구, , ,3땅, ,,,,1,0,0,1,0.000,김태균,구장 : 목동,"관중 : 10,369",2015.03.29(일),개시 : 14:00,경기시간 : 3:54,한화,넥센
4, , , , , , , , , ,,,,0,0,0,1,0.000,송주호,구장 : 목동,"관중 : 10,369",2015.03.29(일),개시 : 14:00,경기시간 : 3:54,한화,넥센
5, , , , , , , , ,4구,,,,0,0,0,0,0.000,최진행,구장 : 목동,"관중 : 10,369",2015.03.29(일),개시 : 14:00,경기시간 : 3:54,한화,넥센
6, , , , , , , , , ,,,,0,0,0,0,0.000,장운호,구장 : 목동,"관중 : 10,369",2015.03.29(일),개시 : 14:00,경기시간 : 3:54,한화,넥센
7, ,4구,우비, ,삼진, , ,사구,삼진,,,,3,0,0,1,0.125,김회성,구장 : 목동,"관중 : 10,369",2015.03.29(일),개시 : 14:00,경기시간 : 3:54,한화,넥센
8, ,3희번,삼진, , ,좌안, ,중안, ,,,,3,2,1,0,0.333,정범모,구장 : 목동,"관중 : 10,369",2015.03.29(일),개시 : 14:00,경기시간 : 3:54,한화,넥센
9, ,우2, ,1땅, ,2유병, ,삼진, ,,,,4,1,2,0,0.200,고동진,구장 : 목동,"관중 : 10,369",2015.03.29(일),개시 : 14:00,경기시간 : 3:54,한화,넥센
10, , , , , , , , , ,,,,0,0,0,0,0.000,주현상,구장 : 목동,"관중 : 10,369",2015.03.29(일),개시 : 14:00,경기시간 : 3:54,한화,넥센
11, ,삼진, ,우비, ,2땅, , ,1땅,,,,4,0,0,0,0.250,강경학,구장 : 목동,"관중 : 10,369",2015.03.29(일),개시 : 14:00,경기시간 : 3:54,한화,넥센
12, ,삼진, ,삼진, , ,유땅, ,4구,,,,3,0,0,1,0.111,권용관,구장 : 목동,"관중 : 10,369",2015.03.29(일),개시 : 14:00,경기시간 : 3:54,한화,넥센
0,2땅, ,삼진, ,4구,중안, , ,1직,,,,4,1,1,0,0.300,서건창,구장 : 목동,"관중 : 10,369",2015.03.29(일),개시 : 14:00,경기시간 : 3:54,넥센,한화
