,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,9
12, , , , , , , , , ,0,0,0,0,0.167,황목치승,구장 : 잠실,"관중 : 21,161",2016.10.01(토),개시 : 17:00,경기시간 : 3:02,LG,SK,
0,우비, ,좌비, ,3안, ,삼진,좌비, ,5,1,0,0,0.342,박민우,구장 : 사직,"관중 : 13,279",2016.10.01(토),개시 : 17:00,경기시간 : 3:08,NC,롯데,
1,중비, ,삼진, ,3땅, ,우안, ,4구,4,1,0,2,0.270,김성욱,구장 : 사직,"관중 : 13,279",2016.10.01(토),개시 : 17:00,경기시간 : 3:08,NC,롯데,
2,우안, ,3안, ,4구, ,2땅, ,우안,4,3,0,2,0.314,나성범,구장 : 사직,"관중 : 13,279",2016.10.01(토),개시 : 17:00,경기시간 : 3:08,NC,롯데,
3,우2, ,사구, ,3땅, ,중안, ,2실,4,2,2,2,0.333,조영훈,구장 : 사직,"관중 : 13,279",2016.10.01(토),개시 : 17:00,경기시간 : 3:08,NC,롯데,
4,4구, ,4구, ,유땅, ,좌홈, ,4구,2,1,3,1,0.306,박석민,구장 : 사직,"관중 : 13,279",2016.10.01(토),개시 : 17:00,경기시간 : 3:08,NC,롯데,
5,우비, ,2땅, , ,좌안, , , ,3,1,0,0,0.300,권희동,구장 : 사직,"관중 : 13,279",2016.10.01(토),개시 : 17:00,경기시간 : 3:08,NC,롯데,
6, , , , , , , , , ,0,0,0,0,0.143,이재율,구장 : 사직,"관중 : 13,279",2016.10.01(토),개시 : 17:00,경기시간 : 3:08,NC,롯데,
7, , , , , , ,2땅, , ,1,0,0,0,0.260,김준완,구장 : 사직,"관중 : 13,279",2016.10.01(토),개시 : 17:00,경기시간 : 3:08,NC,롯데,
8, , , , , , , , ,3땅,1,0,1,1,0.300,이종욱,구장 : 사직,"관중 : 13,279",2016.10.01(토),개시 : 17:00,경기시간 : 3:08,NC,롯데,
9, ,우비, ,3땅, ,3비, ,4구, ,3,0,0,0,0.339,모창민,구장 : 사직,"관중 : 13,279",2016.10.01(토),개시 : 17:00,경기시간 : 3:08,NC,롯데,
10, , , , , , , , , ,0,0,0,0,0.270,김종호,구장 : 사직,"관중 : 13,279",2016.10.01(토),개시 : 17:00,경기시간 : 3:08,NC,롯데,
11, , , , , , , , ,삼진,1,0,0,0,0.220,지석훈,구장 : 사직,"관중 : 13,279",2016.10.01(토),개시 : 17:00,경기시간 : 3:08,NC,롯데,
12, ,좌안, ,4구, ,3땅, ,중안, ,3,2,0,0,0.301,손시헌,구장 : 사직,"관중 : 13,279",2016.10.01(토),개시 : 17:00,경기시간 : 3:08,NC,롯데,
13, , , , , , , , ,좌2,1,1,1,0,0.300,이호준,구장 : 사직,"관중 : 13,279",2016.10.01(토),개시 : 17:00,경기시간 : 3:08,NC,롯데,
14, , , , , , , , , ,0,0,0,0,0.214,이상호,구장 : 사직,"관중 : 13,279",2016.10.01(토),개시 : 17:00,경기시간 : 3:08,NC,롯데,
15, ,유병, ,유병, ,우비, ,중비, ,4,0,0,0,0.229,김태군,구장 : 사직,"관중 : 13,279",2016.10.01(토),개시 : 17:00,경기시간 : 3:08,NC,롯데,
16, , , , , , , , ,3땅,1,0,0,0,0.181,용덕한,구장 : 사직,"관중 : 13,279",2016.10.01(토),개시 : 17:00,경기시간 : 3:08,NC,롯데,
0,삼진, , ,삼진, ,삼진, ,삼진, ,4,0,0,0,0.256,전준우,구장 : 사직,"관중 : 13,279",2016.10.01(토),개시 : 17:00,경기시간 : 3:08,롯데,NC,
1,3땅, , ,중안, ,4구, , , ,2,1,0,0,0.350,신본기,구장 : 사직,"관중 : 13,279",2016.10.01(토),개시 : 17:00,경기시간 : 3:08,롯데,NC,
2, , , , , , , , ,좌안,1,1,0,0,0.267,오승택,구장 : 사직,"관중 : 13,279",2016.10.01(토),개시 : 17:00,경기시간 : 3:08,롯데,NC,
3,삼진, , ,좌안, ,2땅, , ,투땅,4,1,0,0,0.325,손아섭,구장 : 사직,"관중 : 13,279",2016.10.01(토),개시 : 17:00,경기시간 : 3:08,롯데,NC,
4, ,3땅, ,삼진, , ,중안, ,2땅,4,1,0,0,0.331,황재균,구장 : 사직,"관중 : 13,279",2016.10.01(토),개시 : 17:00,경기시간 : 3:08,롯데,NC,
5, ,삼진, ,삼진, , ,유땅, ,유땅,4,0,0,0,0.324,강민호,구장 : 사직,"관중 : 13,279",2016.10.01(토),개시 : 17:00,경기시간 : 3:08,롯데,NC,
6, ,포땅, , ,2땅, ,투땅, , ,3,0,0,0,0.327,김문호,구장 : 사직,"관중 : 13,279",2016.10.01(토),개시 : 17:00,경기시간 : 3:08,롯데,NC,
7, , ,좌비, ,좌비, , , , ,2,0,0,0,0.267,정훈,구장 : 사직,"관중 : 13,279",2016.10.01(토),개시 : 17:00,경기시간 : 3:08,롯데,NC,
8, , , , , , , , , ,0,0,0,0,0.272,문규현,구장 : 사직,"관중 : 13,279",2016.10.01(토),개시 : 17:00,경기시간 : 3:08,롯데,NC,
9, , , , , , ,삼진, , ,1,0,0,0,0.260,최준석,구장 : 사직,"관중 : 13,279",2016.10.01(토),개시 : 17:00,경기시간 : 3:08,롯데,NC,
10, , , , , , , , , ,0,0,0,0,0.143,김대륙,구장 : 사직,"관중 : 13,279",2016.10.01(토),개시 : 17:00,경기시간 : 3:08,롯데,NC,
11, , ,삼진, ,삼진, , ,삼진, ,3,0,0,0,0.289,김상호,구장 : 사직,"관중 : 13,279",2016.10.01(토),개시 : 17:00,경기시간 : 3:08,롯데,NC,
12, , ,3땅, , ,투땅, , , ,2,0,0,0,0.261,김사훈,구장 : 사직,"관중 : 13,279",2016.10.01(토),개시 : 17:00,경기시간 : 3:08,롯데,NC,
13, , , , , , , ,3땅, ,1,0,0,0,0.255,박헌도,구장 : 사직,"관중 : 13,279",2016.10.01(토),개시 : 17:00,경기시간 : 3:08,롯데,NC,
14, , , , , , , , , ,0,0,0,0,0.266,김준태,구장 : 사직,"관중 : 13,279",2016.10.01(토),개시 : 17:00,경기시간 : 3:08,롯데,NC,
0,유땅,좌2, ,2땅, ,우2,우안, , ,5,3,3,1,0.284,김종호,구장 : 사직,"관중 : 15,347",2016.10.02(일),개시 : 14:00,경기시간 : 3:18,NC,롯데,
1, , , , , , , , ,중안,1,1,0,0,0.272,김성욱,구장 : 사직,"관중 : 15,347",2016.10.02(일),개시 : 14:00,경기시간 : 3:18,NC,롯데,
2,좌2,중안, ,유안, ,유비,2땅, ,1병,6,3,1,1,0.300,이상호,구장 : 사직,"관중 : 15,347",2016.10.02(일),개시 : 14:00,경기시간 : 3:18,NC,롯데,
3,4구,2땅, ,1파, ,좌비, , , ,3,0,1,1,0.331,모창민,구장 : 사직,"관중 : 15,347",2016.10.02(일),개시 : 14:00,경기시간 : 3:18,NC,롯데,
4, , , , , , , ,중비,2땅,2,0,0,0,0.299,손시헌,구장 : 사직,"관중 : 15,347",2016.10.02(일),개시 : 14:00,경기시간 : 3:18,NC,롯데,
5,사구,삼진, , ,3땅, ,삼진,우홈, ,4,1,1,1,0.305,박석민,구장 : 사직,"관중 : 15,347",2016.10.02(일),개시 : 14:00,경기시간 : 3:18,NC,롯데,
6,우안, ,삼진, ,우비, ,우안,좌중2, ,5,3,1,1,0.342,조영훈,구장 : 사직,"관중 : 15,347",2016.10.02(일),개시 : 14:00,경기시간 : 3:18,NC,롯데,
7,우희비, ,2비, ,중비, ,우안, , ,3,1,1,0,0.221,지석훈,구장 : 사직,"관중 : 15,347",2016.10.02(일),개시 : 14:00,경기시간 : 3:18,NC,롯데,
8, , , , , , , ,좌비, ,1,0,0,1,0.341,박민우,구장 : 사직,"관중 : 15,347",2016.10.02(일),개시 : 14:00,경기시간 : 3:18,NC,롯데,
9,유땅, ,좌안, , ,4구, , , ,2,1,0,1,0.262,김준완,구장 : 사직,"관중 : 15,347",2016.10.02(일),개시 : 14:00,경기시간 : 3:18,NC,롯데,
10, , , , , , ,4구,좌비, ,1,0,0,1,0.314,나성범,구장 : 사직,"관중 : 15,347",2016.10.02(일),개시 : 14:00,경기시간 : 3:18,NC,롯데,
11, ,투땅,투직, , ,좌안, , , ,3,1,0,1,0.200,이재율,구장 : 사직,"관중 : 15,347",2016.10.02(일),개시 : 14:00,경기시간 : 3:18,NC,롯데,
12, , , , , , ,우중2, ,4구,1,1,2,1,0.302,이종욱,구장 : 사직,"관중 : 15,347",2016.10.02(일),개시 : 14:00,경기시간 : 3:18,NC,롯데,
13, ,좌중안, ,3땅, ,1희번, , , ,2,1,0,1,0.188,용덕한,구장 : 사직,"관중 : 15,347",2016.10.02(일),개시 : 14:00,경기시간 : 3:18,NC,롯데,
14, , , , , , ,우희비, , ,0,0,1,0,0.300,이호준,구장 : 사직,"관중 : 15,347",2016.10.02(일),개시 : 14:00,경기시간 : 3:18,NC,롯데,
15, , , , , , , , ,좌안,1,1,0,0,0.231,김태군,구장 : 사직,"관중 : 15,347",2016.10.02(일),개시 : 14:00,경기시간 : 3:18,NC,롯데,
0,4구, ,유땅,2땅, ,유땅, , ,중비,4,0,0,0,0.323,손아섭,구장 : 사직,"관중 : 15,347",2016.10.02(일),개시 : 14:00,경기시간 : 3:18,롯데,NC,
1,우비, ,4구,유땅, , ,삼진, ,유땅,4,0,0,1,0.328,신본기,구장 : 사직,"관중 : 15,347",2016.10.02(일),개시 : 14:00,경기시간 : 3:18,롯데,NC,
2,삼진, ,좌홈, ,3땅, ,우홈, ,삼진,5,2,3,2,0.267,박헌도,구장 : 사직,"관중 : 15,347",2016.10.02(일),개시 : 14:00,경기시간 : 3:18,롯데,NC,
3,4구, ,좌비, ,좌홈, ,2실, , ,3,1,1,1,0.331,황재균,구장 : 사직,"관중 : 15,347",2016.10.02(일),개시 : 14:00,경기시간 : 3:18,롯데,NC,
4,3비, ,좌홈, ,3비, ,삼진, , ,4,1,1,1,0.323,강민호,구장 : 사직,"관중 : 15,347",2016.10.02(일),개시 : 14:00,경기시간 : 3:18,롯데,NC,
5, ,사구,1파, ,2땅, ,2땅, , ,3,0,0,0,0.247,전준우,구장 : 사직,"관중 : 15,347",2016.10.02(일),개시 : 14:00,경기시간 : 3:18,롯데,NC,
6, ,중비, ,중비, ,4구, ,삼진, ,3,0,0,0,0.261,오승택,구장 : 사직,"관중 : 15,347",2016.10.02(일),개시 : 14:00,경기시간 : 3:18,롯데,NC,
7, ,우비, ,우안, ,투희번, ,2땅, ,3,1,0,1,0.272,문규현,구장 : 사직,"관중 : 15,347",2016.10.02(일),개시 : 14:00,경기시간 : 3:18,롯데,NC,
8, ,우비, ,좌안, , , , , ,2,1,1,0,0.280,김사훈,구장 : 사직,"관중 : 15,347",2016.10.02(일),개시 : 14:00,경기시간 : 3:18,롯데,NC,
9, , , , , ,삼진, , , ,1,0,0,0,0.327,김문호,구장 : 사직,"관중 : 15,347",2016.10.02(일),개시 : 14:00,경기시간 : 3:18,롯데,NC,
10, , , , , , , ,유땅, ,1,0,0,0,0.264,김준태,구장 : 사직,"관중 : 15,347",2016.10.02(일),개시 : 14:00,경기시간 : 3:18,롯데,NC,
0,삼진, ,좌희비, , ,투안, ,중비, ,3,1,1,0,0.322,이대형,구장 : 광주,"관중 : 12,235",2016.10.02(일),개시 : 13:59,경기시간 : 2:22,KT,KIA,
1,투땅, ,2땅, , ,우비, ,삼진, ,4,0,0,0,0.212,김연훈,구장 : 광주,"관중 : 12,235",2016.10.02(일),개시 : 13:59,경기시간 : 2:22,KT,KIA,
2,2땅, , ,삼진, ,유땅, , ,삼진,4,0,0,0,0.337,유한준,구장 : 광주,"관중 : 12,235",2016.10.02(일),개시 : 13:59,경기시간 : 2:22,KT,KIA,
3, ,2땅, ,우비, , ,삼진, ,투땅,4,0,0,0,0.325,이진영,구장 : 광주,"관중 : 12,235",2016.10.02(일),개시 : 13:59,경기시간 : 2:22,KT,KIA,
4, ,좌비, ,유땅, , ,2땅, ,삼진,4,0,0,0,0.271,유민상,구장 : 광주,"관중 : 12,235",2016.10.02(일),개시 : 13:59,경기시간 : 2:22,KT,KIA,
5, ,유땅, , ,2땅, ,유땅, , ,3,0,0,0,0.220,하준호,구장 : 광주,"관중 : 12,235",2016.10.02(일),개시 : 13:59,경기시간 : 2:22,KT,KIA,
6, , ,중안, ,삼진, , ,중안, ,3,2,0,1,0.241,심우준,구장 : 광주,"관중 : 12,235",2016.10.02(일),개시 : 13:59,경기시간 : 2:22,KT,KIA,
7, , ,삼진, ,우비, , ,투희번, ,2,0,0,0,0.199,이해창,구장 : 광주,"관중 : 12,235",2016.10.02(일),개시 : 13:59,경기시간 : 2:22,KT,KIA,
8, , ,2안, , ,삼진, , , ,2,1,0,0,0.208,문상철,구장 : 광주,"관중 : 12,235",2016.10.02(일),개시 : 13:59,경기시간 : 2:22,KT,KIA,
9, , , , , , , ,4구, ,0,0,0,0,0.315,박경수,구장 : 광주,"관중 : 12,235",2016.10.02(일),개시 : 13:59,경기시간 : 2:22,KT,KIA,
10, , , , , , , , , ,0,0,0,0,0.000,정주후,구장 : 광주,"관중 : 12,235",2016.10.02(일),개시 : 13:59,경기시간 : 2:22,KT,KIA,
11, , , , , , , , , ,0,0,0,0,0.235,박용근,구장 : 광주,"관중 : 12,235",2016.10.02(일),개시 : 13:59,경기시간 : 2:22,KT,KIA,
0,우중안, ,우비, , ,우비, ,투희번, ,3,1,0,1,0.273,안치홍,구장 : 광주,"관중 : 12,235",2016.10.02(일),개시 : 13:59,경기시간 : 2:22,KIA,KT,
1,1희번, ,유땅, , ,유땅, ,3땅, ,3,0,0,0,0.125,김선빈,구장 : 광주,"관중 : 12,235",2016.10.02(일),개시 : 13:59,경기시간 : 2:22,KIA,KT,
2,우안, , ,중비, ,우비, ,4구, ,3,1,1,1,0.345,김주찬,구장 : 광주,"관중 : 12,235",2016.10.02(일),개시 : 13:59,경기시간 : 2:22,KIA,KT,
3,삼진, , ,좌비, , ,우비,4구, ,3,0,0,0,0.307,나지완,구장 : 광주,"관중 : 12,235",2016.10.02(일),개시 : 13:59,경기시간 : 2:22,KIA,KT,
4, , , , , , , , , ,0,0,0,0,0.217,고영우,구장 : 광주,"관중 : 12,235",2016.10.02(일),개시 : 13:59,경기시간 : 2:22,KIA,KT,
5,좌비, , ,4구, , ,4구,좌안, ,2,1,2,0,0.307,이범호,구장 : 광주,"관중 : 12,235",2016.10.02(일),개시 : 13:59,경기시간 : 2:22,KIA,KT,
6, ,4구, ,좌비, , ,좌안,삼진, ,3,1,0,0,0.317,필,구장 : 광주,"관중 : 12,235",2016.10.02(일),개시 : 13:59,경기시간 : 2:22,KIA,KT,
7, , , , , , , , , ,0,0,0,0,0.000,헥터,구장 : 광주,"관중 : 12,235",2016.10.02(일),개시 : 13:59,경기시간 : 2:22,KIA,KT,
8, ,삼진, , , , , , , ,1,0,0,0,0.265,이홍구,구장 : 광주,"관중 : 12,235",2016.10.02(일),개시 : 13:59,경기시간 : 2:22,KIA,KT,
9, , , , ,유땅, , , , ,1,0,0,0,0.303,신종길,구장 : 광주,"관중 : 12,235",2016.10.02(일),개시 : 13:59,경기시간 : 2:22,KIA,KT,
10, , , , , , , , , ,0,0,0,0,0.213,이성우,구장 : 광주,"관중 : 12,235",2016.10.02(일),개시 : 13:59,경기시간 : 2:22,KIA,KT,
11, , , , , , ,1비, , ,1,0,0,0,0.280,김주형,구장 : 광주,"관중 : 12,235",2016.10.02(일),개시 : 13:59,경기시간 : 2:22,KIA,KT,
12, , , , , , , , , ,0,0,0,0,0.182,한승택,구장 : 광주,"관중 : 12,235",2016.10.02(일),개시 : 13:59,경기시간 : 2:22,KIA,KT,
13, ,우비, , ,우안, ,좌비, , ,3,1,0,0,0.267,김호령,구장 : 광주,"관중 : 12,235",2016.10.02(일),개시 : 13:59,경기시간 : 2:22,KIA,KT,
14, , ,포땅, ,삼진, , ,4구, ,2,0,0,1,0.318,노수광,구장 : 광주,"관중 : 12,235",2016.10.02(일),개시 : 13:59,경기시간 : 2:22,KIA,KT,
0,삼진,삼진, ,유안, ,삼진, ,삼진, ,5,1,1,0,0.342,고종욱,구장 : 대전,"관중 : 6,451",2016.10.02(일),개시 : 14:00,경기시간 : 2:54,넥센,한화,
1,좌중안, ,1파,중안, , ,중비, ,3땅,5,2,1,0,0.284,김하성,구장 : 대전,"관중 : 6,451",2016.10.02(일),개시 : 14:00,경기시간 : 2:54,넥센,한화,
2,삼진, ,2땅,2땅, , ,3땅, ,좌비,5,0,0,0,0.287,채태인,구장 : 대전,"관중 : 6,451",2016.10.02(일),개시 : 14:00,경기시간 : 2:54,넥센,한화,
3,좌비, ,투2안, ,삼진, ,좌안, , ,4,2,0,0,0.337,윤석민,구장 : 대전,"관중 : 6,451",2016.10.02(일),개시 : 14:00,경기시간 : 2:54,넥센,한화,
4, , , , , , , , ,우홈,1,1,1,1,0.298,대니돈,구장 : 대전,"관중 : 6,451",2016.10.02(일),개시 : 14:00,경기시간 : 2:54,넥센,한화,
5, ,중2,삼진, ,4구, ,삼진, ,2비,4,1,0,1,0.310,김민성,구장 : 대전,"관중 : 6,451",2016.10.02(일),개시 : 14:00,경기시간 : 2:54,넥센,한화,
6, ,유땅, ,삼진,좌안, , ,좌안, ,4,2,0,0,0.313,이택근,구장 : 대전,"관중 : 6,451",2016.10.02(일),개시 : 14:00,경기시간 : 2:54,넥센,한화,
7, , , , , , , , , ,0,0,0,0,0.250,유재신,구장 : 대전,"관중 : 6,451",2016.10.02(일),개시 : 14:00,경기시간 : 2:54,넥센,한화,
8, ,좌희비, ,투땅,32병, , ,중비, ,3,0,1,0,0.250,박동원,구장 : 대전,"관중 : 6,451",2016.10.02(일),개시 : 14:00,경기시간 : 2:54,넥센,한화,
9, ,좌중안, ,우안, ,1땅, ,삼진, ,4,2,0,1,0.417,김웅빈,구장 : 대전,"관중 : 6,451",2016.10.02(일),개시 : 14:00,경기시간 : 2:54,넥센,한화,
10, , , , , , , , , ,0,0,0,0,0.266,김지수,구장 : 대전,"관중 : 6,451",2016.10.02(일),개시 : 14:00,경기시간 : 2:54,넥센,한화,
11, ,우2, ,우안, ,삼진, ,4구, ,3,2,0,1,0.244,임병욱,구장 : 대전,"관중 : 6,451",2016.10.02(일),개시 : 14:00,경기시간 : 2:54,넥센,한화,
0,유안, ,좌비, ,삼진, , ,2비, ,4,1,0,0,0.304,정근우,구장 : 대전,"관중 : 6,451",2016.10.02(일),개시 : 14:00,경기시간 : 2:54,한화,넥센,
1,2비, ,중비, ,삼진, , ,삼진, ,4,0,0,0,0.284,하주석,구장 : 대전,"관중 : 6,451",2016.10.02(일),개시 : 14:00,경기시간 : 2:54,한화,넥센,
2,3땅, , ,삼진, ,중2, ,4구, ,3,1,0,0,0.327,송광민,구장 : 대전,"관중 : 6,451",2016.10.02(일),개시 : 14:00,경기시간 : 2:54,한화,넥센,
3,2비, , ,중홈, ,유땅, ,유땅, ,4,1,1,1,0.359,김태균,구장 : 대전,"관중 : 6,451",2016.10.02(일),개시 : 14:00,경기시간 : 2:54,한화,넥센,
4, ,우안, ,중비, ,1땅, , ,1땅,4,1,0,0,0.277,이성열,구장 : 대전,"관중 : 6,451",2016.10.02(일),개시 : 14:00,경기시간 : 2:54,한화,넥센,
5, ,유2병, ,유실, ,좌비, , ,삼진,4,0,0,0,0.279,이양기,구장 : 대전,"관중 : 6,451",2016.10.02(일),개시 : 14:00,경기시간 : 2:54,한화,넥센,
6, ,2땅, ,우비, , ,좌비, ,삼진,4,0,0,0,0.271,양성우,구장 : 대전,"관중 : 6,451",2016.10.02(일),개시 : 14:00,경기시간 : 2:54,한화,넥센,
7, , , , , , , , , ,0,0,0,0,0.271,신성현,구장 : 대전,"관중 : 6,451",2016.10.02(일),개시 : 14:00,경기시간 : 2:54,한화,넥센,
8, , ,우비, ,우안, ,우비, , ,3,1,0,0,0.234,장운호,구장 : 대전,"관중 : 6,451",2016.10.02(일),개시 : 14:00,경기시간 : 2:54,한화,넥센,
9, , ,중안, , , , , , ,1,1,0,0,0.228,차일목,구장 : 대전,"관중 : 6,451",2016.10.02(일),개시 : 14:00,경기시간 : 2:54,한화,넥센,
10, , , , ,포희번, ,3땅, , ,1,0,0,0,0.197,허도환,구장 : 대전,"관중 : 6,451",2016.10.02(일),개시 : 14:00,경기시간 : 2:54,한화,넥센,
0,좌중안,좌2, ,4구,우중3,우파, ,유실, ,5,3,3,3,0.306,정근우,구장 : 잠실,"관중 : 22,103",2016.10.03(월),개시 : 14:02,경기시간 : 3:22,한화,두산,
1, , , , , , , , , ,0,0,0,0,0.146,오선진,구장 : 잠실,"관중 : 22,103",2016.10.03(월),개시 : 14:02,경기시간 : 3:22,한화,두산,
2,좌안,우희비, ,좌안,유땅, ,4구,2땅, ,4,2,2,2,0.273,양성우,구장 : 잠실,"관중 : 22,103",2016.10.03(월),개시 : 14:02,경기시간 : 3:22,한화,두산,
3,2땅,좌비, ,좌중2,좌안, ,좌비, ,4구,5,2,1,2,0.328,송광민,구장 : 잠실,"관중 : 22,103",2016.10.03(월),개시 : 14:02,경기시간 : 3:22,한화,두산,
4,좌안, ,4구,중희비,좌홈, ,좌2, ,우안,4,4,4,1,0.364,김태균,구장 : 잠실,"관중 : 22,103",2016.10.03(월),개시 : 14:02,경기시간 : 3:22,한화,두산,
5, , , , , , , , , ,0,0,0,0,0.429,박준혁,구장 : 잠실,"관중 : 22,103",2016.10.03(월),개시 : 14:02,경기시간 : 3:22,한화,두산,
6,2비, ,우안,좌중안,좌비, ,우안, , ,5,3,2,0,0.286,이성열,구장 : 잠실,"관중 : 22,103",2016.10.03(월),개시 : 14:02,경기시간 : 3:22,한화,두산,
7, , , , , , , , ,삼진,1,0,0,0,0.269,신성현,구장 : 잠실,"관중 : 22,103",2016.10.03(월),개시 : 14:02,경기시간 : 3:22,한화,두산,
8,우비, ,3희번,우비, ,좌안,유2병, ,32병,5,1,0,1,0.271,이양기,구장 : 잠실,"관중 : 22,103",2016.10.03(월),개시 : 14:02,경기시간 : 3:22,한화,두산,
9, ,중비,좌비, ,유땅,2안, ,좌비, ,5,1,0,0,0.283,하주석,구장 : 잠실,"관중 : 22,103",2016.10.03(월),개시 : 14:02,경기시간 : 3:22,한화,두산,
10, ,중안,삼진, ,좌2,2유병, ,중비, ,5,2,0,2,0.246,장운호,구장 : 잠실,"관중 : 22,103",2016.10.03(월),개시 : 14:02,경기시간 : 3:22,한화,두산,
11, ,사구, ,우비,사구,좌중안, ,좌안, ,3,2,1,2,0.216,허도환,구장 : 잠실,"관중 : 22,103",2016.10.03(월),개시 : 14:02,경기시간 : 3:22,한화,두산,
0,유땅, ,유땅, ,유땅, , , , ,3,0,0,0,0.336,박건우,구장 : 잠실,"관중 : 22,103",2016.10.03(월),개시 : 14:02,경기시간 : 3:22,두산,한화,
1, , , , , , ,2비,1땅, ,2,0,0,0,0.242,정수빈,구장 : 잠실,"관중 : 22,103",2016.10.03(월),개시 : 14:02,경기시간 : 3:22,두산,한화,
2,사구, , , , , , , , ,0,0,0,0,0.273,오재원,구장 : 잠실,"관중 : 22,103",2016.10.03(월),개시 : 14:02,경기시간 : 3:22,두산,한화,
