,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,9,10,11,12,13,14,15,16,17
11, , , , , , , , , ,0,0,0,0,0.192,최승환,구장 : 잠실,"관중 : 15,960",2008.09.13(토),개시 : 17:00,경기시간 : 3:01,두산,KIA,,,,,,,,,
12, ,4구, , ,중비,삼진, ,중안, ,3,1,0,1,0.252,김재호,구장 : 잠실,"관중 : 15,960",2008.09.13(토),개시 : 17:00,경기시간 : 3:01,두산,KIA,,,,,,,,,
13, ,유비, , ,우비,좌비, ,4구, ,3,0,0,1,0.215,전상렬,구장 : 잠실,"관중 : 15,960",2008.09.13(토),개시 : 17:00,경기시간 : 3:01,두산,KIA,,,,,,,,,
0,우중2, ,삼진, ,좌비, , , , ,3,1,0,1,0.287,이영우,구장 : 문학,"관중 : 12,547",2008.09.13(토),개시 : 16:59,경기시간 : 3:13,한화,SK,,,,,,,,,
1, , , , , , , ,1실, ,1,0,0,0,0.262,김태완,구장 : 문학,"관중 : 12,547",2008.09.13(토),개시 : 16:59,경기시간 : 3:13,한화,SK,,,,,,,,,
2, , , , , , , , , ,0,0,0,1,0.246,추승우,구장 : 문학,"관중 : 12,547",2008.09.13(토),개시 : 16:59,경기시간 : 3:13,한화,SK,,,,,,,,,
3,투희번, , ,삼진, ,4구, , , ,1,0,0,0,0.211,윤재국,구장 : 문학,"관중 : 12,547",2008.09.13(토),개시 : 16:59,경기시간 : 3:13,한화,SK,,,,,,,,,
4, , , , , , , ,좌2, ,1,1,1,1,0.294,송광민,구장 : 문학,"관중 : 12,547",2008.09.13(토),개시 : 16:59,경기시간 : 3:13,한화,SK,,,,,,,,,
5, , , , , , , , , ,0,0,0,0,0.000,토마스,구장 : 문학,"관중 : 12,547",2008.09.13(토),개시 : 16:59,경기시간 : 3:13,한화,SK,,,,,,,,,
6,2땅, , ,중비, ,유병, ,2땅, ,4,0,1,0,0.242,클락,구장 : 문학,"관중 : 12,547",2008.09.13(토),개시 : 16:59,경기시간 : 3:13,한화,SK,,,,,,,,,
7,3직, , ,좌중2, ,2직, ,좌안, ,4,2,1,1,0.325,김태균,구장 : 문학,"관중 : 12,547",2008.09.13(토),개시 : 16:59,경기시간 : 3:13,한화,SK,,,,,,,,,
8, ,삼진, ,4구, , ,유땅,유비, ,3,0,0,1,0.287,이범호,구장 : 문학,"관중 : 12,547",2008.09.13(토),개시 : 16:59,경기시간 : 3:13,한화,SK,,,,,,,,,
9, ,좌비, ,좌중2, , ,좌안, ,좌비,4,2,2,0,0.262,연경흠,구장 : 문학,"관중 : 12,547",2008.09.13(토),개시 : 16:59,경기시간 : 3:13,한화,SK,,,,,,,,,
10, ,좌비, ,삼진, , ,1번, ,4구,3,0,0,0,0.210,한상훈,구장 : 문학,"관중 : 12,547",2008.09.13(토),개시 : 16:59,경기시간 : 3:13,한화,SK,,,,,,,,,
11, , ,삼진, ,1파, ,중비, ,우비,4,0,0,0,0.264,신경현,구장 : 문학,"관중 : 12,547",2008.09.13(토),개시 : 16:59,경기시간 : 3:13,한화,SK,,,,,,,,,
12, , , , , , , , , ,0,0,0,0,0.216,이희근,구장 : 문학,"관중 : 12,547",2008.09.13(토),개시 : 16:59,경기시간 : 3:13,한화,SK,,,,,,,,,
13, , ,우비, ,삼진, , ,좌비,삼진,4,0,0,0,0.179,이여상,구장 : 문학,"관중 : 12,547",2008.09.13(토),개시 : 16:59,경기시간 : 3:13,한화,SK,,,,,,,,,
0,4구, ,유직, ,우안, ,유땅, ,우비,4,1,0,1,0.287,김강민,구장 : 문학,"관중 : 12,547",2008.09.13(토),개시 : 16:59,경기시간 : 3:13,SK,한화,,,,,,,,,
1,유땅, ,삼진, ,1파, ,투번, , ,4,0,0,0,0.285,박재상,구장 : 문학,"관중 : 12,547",2008.09.13(토),개시 : 16:59,경기시간 : 3:13,SK,한화,,,,,,,,,
2,우2, ,중비, , ,4구,중비, , ,3,1,1,0,0.296,이재원,구장 : 문학,"관중 : 12,547",2008.09.13(토),개시 : 16:59,경기시간 : 3:13,SK,한화,,,,,,,,,
3,3땅, , ,우중안, ,삼진, ,4구, ,3,1,0,0,0.325,박재홍,구장 : 문학,"관중 : 12,547",2008.09.13(토),개시 : 16:59,경기시간 : 3:13,SK,한화,,,,,,,,,
4,유비, , ,삼진, ,4구, ,좌비, ,3,0,0,0,0.320,최정,구장 : 문학,"관중 : 12,547",2008.09.13(토),개시 : 16:59,경기시간 : 3:13,SK,한화,,,,,,,,,
5, ,4구, ,3땅, ,투땅, ,중비, ,3,0,0,0,0.257,나주환,구장 : 문학,"관중 : 12,547",2008.09.13(토),개시 : 16:59,경기시간 : 3:13,SK,한화,,,,,,,,,
6, ,삼진, ,3땅, , , , , ,2,0,0,0,0.221,모창민,구장 : 문학,"관중 : 12,547",2008.09.13(토),개시 : 16:59,경기시간 : 3:13,SK,한화,,,,,,,,,
7, , , , , ,고4, ,좌비, ,1,0,0,0,0.312,김재현,구장 : 문학,"관중 : 12,547",2008.09.13(토),개시 : 16:59,경기시간 : 3:13,SK,한화,,,,,,,,,
8, , , , , , , , , ,0,0,0,0,0.148,권영진,구장 : 문학,"관중 : 12,547",2008.09.13(토),개시 : 16:59,경기시간 : 3:13,SK,한화,,,,,,,,,
9, ,삼진, , ,유비,우비, , ,2땅,4,0,0,0,0.205,정상호,구장 : 문학,"관중 : 12,547",2008.09.13(토),개시 : 16:59,경기시간 : 3:13,SK,한화,,,,,,,,,
10, ,유땅, , ,1땅, ,우홈, ,좌비,4,1,1,1,0.333,박정환,구장 : 문학,"관중 : 12,547",2008.09.13(토),개시 : 16:59,경기시간 : 3:13,SK,한화,,,,,,,,,
0,좌중안, ,1땅, ,2안, ,투땅,우안,1실,6,3,1,2,0.268,이대형,구장 : 목동,"관중 : 2,560",2008.09.14(일),개시 : 17:00,경기시간 : 3:12,LG,우리,,,,,,,,,
1,유땅, ,삼진, ,삼진, ,우중안,4구,3땅,5,1,1,1,0.262,박경수,구장 : 목동,"관중 : 2,560",2008.09.14(일),개시 : 17:00,경기시간 : 3:12,LG,우리,,,,,,,,,
2,좌희비, , ,3땅, ,좌안,중안, , ,3,2,2,0,0.301,안치용,구장 : 목동,"관중 : 2,560",2008.09.14(일),개시 : 17:00,경기시간 : 3:12,LG,우리,,,,,,,,,
3, , , , , , , ,2땅, ,1,0,1,0,0.260,박용택,구장 : 목동,"관중 : 2,560",2008.09.14(일),개시 : 17:00,경기시간 : 3:12,LG,우리,,,,,,,,,
4, , , , , , , , , ,0,0,0,0,0.500,임도현,구장 : 목동,"관중 : 2,560",2008.09.14(일),개시 : 17:00,경기시간 : 3:12,LG,우리,,,,,,,,,
5,좌비, , ,2땅, ,3병,우안,1땅, ,5,1,1,0,0.269,최동수,구장 : 목동,"관중 : 2,560",2008.09.14(일),개시 : 17:00,경기시간 : 3:12,LG,우리,,,,,,,,,
6, ,2땅, ,4구, ,좌안,유땅, ,우비,4,1,0,0,0.257,서동욱,구장 : 목동,"관중 : 2,560",2008.09.14(일),개시 : 17:00,경기시간 : 3:12,LG,우리,,,,,,,,,
7, ,삼진, ,중비, ,삼진, ,좌안, ,4,1,0,1,0.229,이병규,구장 : 목동,"관중 : 2,560",2008.09.14(일),개시 : 17:00,경기시간 : 3:12,LG,우리,,,,,,,,,
8, , , , , , , , ,4구,0,0,0,1,0.269,손인호,구장 : 목동,"관중 : 2,560",2008.09.14(일),개시 : 17:00,경기시간 : 3:12,LG,우리,,,,,,,,,
9, ,중안, , ,삼진, ,우중안,4구, ,3,2,0,2,0.250,김태완,구장 : 목동,"관중 : 2,560",2008.09.14(일),개시 : 17:00,경기시간 : 3:12,LG,우리,,,,,,,,,
10, , , , , , , , ,삼진,1,0,0,0,0.233,김상현,구장 : 목동,"관중 : 2,560",2008.09.14(일),개시 : 17:00,경기시간 : 3:12,LG,우리,,,,,,,,,
11, ,좌비, , ,좌안, ,삼진,우비, ,4,1,0,0,0.231,조인성,구장 : 목동,"관중 : 2,560",2008.09.14(일),개시 : 17:00,경기시간 : 3:12,LG,우리,,,,,,,,,
12, , , , , , , , ,3안,1,1,0,1,1.000,서성종,구장 : 목동,"관중 : 2,560",2008.09.14(일),개시 : 17:00,경기시간 : 3:12,LG,우리,,,,,,,,,
13, , ,유땅, ,2땅, ,우3,중안, ,4,2,1,1,0.244,권용관,구장 : 목동,"관중 : 2,560",2008.09.14(일),개시 : 17:00,경기시간 : 3:12,LG,우리,,,,,,,,,
14, , , , , , , , ,좌안,1,1,0,0,0.208,박용근,구장 : 목동,"관중 : 2,560",2008.09.14(일),개시 : 17:00,경기시간 : 3:12,LG,우리,,,,,,,,,
0,2직, , ,좌비, ,우비, , , ,3,0,0,0,0.324,전준호,구장 : 목동,"관중 : 2,560",2008.09.14(일),개시 : 17:00,경기시간 : 3:12,우리,LG,,,,,,,,,
1, , , , , , , , , ,0,0,0,0,0.000,이정호,구장 : 목동,"관중 : 2,560",2008.09.14(일),개시 : 17:00,경기시간 : 3:12,우리,LG,,,,,,,,,
2, , , , , , , , , ,0,0,0,0,0.000,조용훈,구장 : 목동,"관중 : 2,560",2008.09.14(일),개시 : 17:00,경기시간 : 3:12,우리,LG,,,,,,,,,
3, , , , , , , , ,중2,1,1,0,0,0.239,정수성,구장 : 목동,"관중 : 2,560",2008.09.14(일),개시 : 17:00,경기시간 : 3:12,우리,LG,,,,,,,,,
4,좌비, , ,삼진, , ,중비, ,2땅,4,0,0,0,0.256,조재호,구장 : 목동,"관중 : 2,560",2008.09.14(일),개시 : 17:00,경기시간 : 3:12,우리,LG,,,,,,,,,
5,2직, , ,좌안, , ,유땅, , ,3,1,0,0,0.268,정성훈,구장 : 목동,"관중 : 2,560",2008.09.14(일),개시 : 17:00,경기시간 : 3:12,우리,LG,,,,,,,,,
6, , , , , , , , ,삼진,1,0,0,0,0.235,황재균,구장 : 목동,"관중 : 2,560",2008.09.14(일),개시 : 17:00,경기시간 : 3:12,우리,LG,,,,,,,,,
7, ,1땅, ,중비, , ,사구, , ,2,0,0,0,0.236,강병식,구장 : 목동,"관중 : 2,560",2008.09.14(일),개시 : 17:00,경기시간 : 3:12,우리,LG,,,,,,,,,
8, , , , , , , , ,중비,1,0,0,0,0.273,김남형,구장 : 목동,"관중 : 2,560",2008.09.14(일),개시 : 17:00,경기시간 : 3:12,우리,LG,,,,,,,,,
9, ,좌비, , ,1땅, , , , ,2,0,0,0,0.297,조중근,구장 : 목동,"관중 : 2,560",2008.09.14(일),개시 : 17:00,경기시간 : 3:12,우리,LG,,,,,,,,,
10, , , , , , ,좌안, , ,1,1,0,0,0.222,오윤,구장 : 목동,"관중 : 2,560",2008.09.14(일),개시 : 17:00,경기시간 : 3:12,우리,LG,,,,,,,,,
11, ,우비, , ,투땅, , , , ,2,0,0,0,0.286,송지만,구장 : 목동,"관중 : 2,560",2008.09.14(일),개시 : 17:00,경기시간 : 3:12,우리,LG,,,,,,,,,
12, , , , , , ,좌비, , ,1,0,0,0,0.266,이숭용,구장 : 목동,"관중 : 2,560",2008.09.14(일),개시 : 17:00,경기시간 : 3:12,우리,LG,,,,,,,,,
13, , ,중안, ,우파, , ,3땅, ,3,1,0,0,0.259,강정호,구장 : 목동,"관중 : 2,560",2008.09.14(일),개시 : 17:00,경기시간 : 3:12,우리,LG,,,,,,,,,
14, , ,2병, , ,좌비, , , ,2,0,0,0,0.249,강귀태,구장 : 목동,"관중 : 2,560",2008.09.14(일),개시 : 17:00,경기시간 : 3:12,우리,LG,,,,,,,,,
15, , , , , , , ,삼진, ,1,0,0,0,0.221,김동수,구장 : 목동,"관중 : 2,560",2008.09.14(일),개시 : 17:00,경기시간 : 3:12,우리,LG,,,,,,,,,
16, , ,중안, , ,3번, , , ,2,1,0,0,0.269,김일경,구장 : 목동,"관중 : 2,560",2008.09.14(일),개시 : 17:00,경기시간 : 3:12,우리,LG,,,,,,,,,
17, , , , , , , ,유땅, ,1,0,0,0,0.231,권도영,구장 : 목동,"관중 : 2,560",2008.09.14(일),개시 : 17:00,경기시간 : 3:12,우리,LG,,,,,,,,,
0,우안, ,좌안, ,3땅,삼진, ,투좌2, ,5,3,1,2,0.306,김주찬,구장 : 시민,"관중 : 9,193",2008.09.14(일),개시 : 16:59,경기시간 : 2:54,롯데,삼성,,,,,,,,,
1,유비, ,중안, ,포번,좌안, , , ,4,2,1,0,0.313,이인구,구장 : 시민,"관중 : 9,193",2008.09.14(일),개시 : 16:59,경기시간 : 2:54,롯데,삼성,,,,,,,,,
2, , , , , , , ,좌안, ,1,1,2,0,0.277,정보명,구장 : 시민,"관중 : 9,193",2008.09.14(일),개시 : 16:59,경기시간 : 2:54,롯데,삼성,,,,,,,,,
3, , , , , , , , , ,0,0,0,0,0.091,최만호,구장 : 시민,"관중 : 9,193",2008.09.14(일),개시 : 16:59,경기시간 : 2:54,롯데,삼성,,,,,,,,,
4,유땅, ,투안, ,유땅,삼진, , , ,4,1,0,0,0.329,조성환,구장 : 시민,"관중 : 9,193",2008.09.14(일),개시 : 16:59,경기시간 : 2:54,롯데,삼성,,,,,,,,,
5, , , , , , , ,2병, ,1,0,0,0,0.277,이원석,구장 : 시민,"관중 : 9,193",2008.09.14(일),개시 : 16:59,경기시간 : 2:54,롯데,삼성,,,,,,,,,
6,삼진, ,중희비, , ,좌홈,좌비, ,1직,4,1,2,1,0.304,이대호,구장 : 시민,"관중 : 9,193",2008.09.14(일),개시 : 16:59,경기시간 : 2:54,롯데,삼성,,,,,,,,,
7, ,우중2,포파, , ,우중홈,중비, ,1땅,5,2,1,1,0.281,가르시아,구장 : 시민,"관중 : 9,193",2008.09.14(일),개시 : 16:59,경기시간 : 2:54,롯데,삼성,,,,,,,,,
8, ,중비, ,유실, ,좌2,2비, , ,4,1,0,1,0.290,강민호,구장 : 시민,"관중 : 9,193",2008.09.14(일),개시 : 16:59,경기시간 : 2:54,롯데,삼성,,,,,,,,,
9, , , , , , , , ,유땅,1,0,0,0,0.138,최기문,구장 : 시민,"관중 : 9,193",2008.09.14(일),개시 : 16:59,경기시간 : 2:54,롯데,삼성,,,,,,,,,
10, ,투땅, ,3파, ,2땅, ,4구, ,3,0,0,1,0.335,손광민,구장 : 시민,"관중 : 9,193",2008.09.14(일),개시 : 16:59,경기시간 : 2:54,롯데,삼성,,,,,,,,,
11, ,1파, ,좌안, ,좌중2, ,우안, ,4,3,1,2,0.288,박기혁,구장 : 시민,"관중 : 9,193",2008.09.14(일),개시 : 16:59,경기시간 : 2:54,롯데,삼성,,,,,,,,,
12, , , , , , , , , ,0,0,0,0,0.000,김민성,구장 : 시민,"관중 : 9,193",2008.09.14(일),개시 : 16:59,경기시간 : 2:54,롯데,삼성,,,,,,,,,
13, , ,2땅,유병, ,중안, ,삼진, ,4,1,1,1,0.206,이승화,구장 : 시민,"관중 : 9,193",2008.09.14(일),개시 : 16:59,경기시간 : 2:54,롯데,삼성,,,,,,,,,
0,좌비, ,좌파, , ,유땅, , , ,3,0,0,0,0.325,박한이,구장 : 시민,"관중 : 9,193",2008.09.14(일),개시 : 16:59,경기시간 : 2:54,삼성,롯데,,,,,,,,,
1, , , , , , , ,유땅, ,1,0,0,0,0.127,허승민,구장 : 시민,"관중 : 9,193",2008.09.14(일),개시 : 16:59,경기시간 : 2:54,삼성,롯데,,,,,,,,,
2,중비, , ,중비, ,4구, ,4구, ,2,0,0,0,0.244,우동균,구장 : 시민,"관중 : 9,193",2008.09.14(일),개시 : 16:59,경기시간 : 2:54,삼성,롯데,,,,,,,,,
3,2땅, , ,좌2, ,좌비, , , ,3,1,0,0,0.272,양준혁,구장 : 시민,"관중 : 9,193",2008.09.14(일),개시 : 16:59,경기시간 : 2:54,삼성,롯데,,,,,,,,,
4, , , , , , , ,우비, ,1,0,0,0,0.269,진갑용,구장 : 시민,"관중 : 9,193",2008.09.14(일),개시 : 16:59,경기시간 : 2:54,삼성,롯데,,,,,,,,,
5, ,4구, ,삼진, , ,좌중홈, ,중비,3,1,1,1,0.287,박석민,구장 : 시민,"관중 : 9,193",2008.09.14(일),개시 : 16:59,경기시간 : 2:54,삼성,롯데,,,,,,,,,
6, ,삼진, ,삼진, , ,좌비, ,좌비,4,0,0,0,0.274,최형우,구장 : 시민,"관중 : 9,193",2008.09.14(일),개시 : 16:59,경기시간 : 2:54,삼성,롯데,,,,,,,,,
7, ,2직, , ,1땅, ,좌비, , ,3,0,0,0,0.217,박진만,구장 : 시민,"관중 : 9,193",2008.09.14(일),개시 : 16:59,경기시간 : 2:54,삼성,롯데,,,,,,,,,
8, , , , , , , , ,포파,1,0,0,0,0.213,조동찬,구장 : 시민,"관중 : 9,193",2008.09.14(일),개시 : 16:59,경기시간 : 2:54,삼성,롯데,,,,,,,,,
9, , ,우안, ,유땅, ,중비, , ,3,1,0,0,0.296,강봉규,구장 : 시민,"관중 : 9,193",2008.09.14(일),개시 : 16:59,경기시간 : 2:54,삼성,롯데,,,,,,,,,
10, , ,투비, ,유땅, , , , ,2,0,0,0,0.240,현재윤,구장 : 시민,"관중 : 9,193",2008.09.14(일),개시 : 16:59,경기시간 : 2:54,삼성,롯데,,,,,,,,,
11, , , , , , , ,4구, ,0,0,0,0,0.000,이영욱,구장 : 시민,"관중 : 9,193",2008.09.14(일),개시 : 16:59,경기시간 : 2:54,삼성,롯데,,,,,,,,,
12, , , , , , , , , ,0,0,0,0,0.220,심광호,구장 : 시민,"관중 : 9,193",2008.09.14(일),개시 : 16:59,경기시간 : 2:54,삼성,롯데,,,,,,,,,
13, , ,1비, , ,2땅, ,유땅, ,3,0,0,0,0.157,손지환,구장 : 시민,"관중 : 9,193",2008.09.14(일),개시 : 16:59,경기시간 : 2:54,삼성,롯데,,,,,,,,,
0,좌비, ,유땅, ,우비, , , , ,3,0,0,0,0.286,이종범,구장 : 잠실,"관중 : 15,698",2008.09.14(일),개시 : 17:00,경기시간 : 2:35,KIA,두산,,,,,,,,,
1, , , , , , ,유땅, , ,1,0,0,0,0.297,최경환,구장 : 잠실,"관중 : 15,698",2008.09.14(일),개시 : 17:00,경기시간 : 2:35,KIA,두산,,,,,,,,,
2,좌안, ,우안, ,2땅, ,삼진, , ,4,2,0,0,0.231,김경언,구장 : 잠실,"관중 : 15,698",2008.09.14(일),개시 : 17:00,경기시간 : 2:35,KIA,두산,,,,,,,,,
3,1실, ,유비, , ,중안, ,2땅, ,4,1,0,1,0.293,김원섭,구장 : 잠실,"관중 : 15,698",2008.09.14(일),개시 : 17:00,경기시간 : 2:35,KIA,두산,,,,,,,,,
4,포파, , ,좌비, ,좌홈, ,우안, ,4,2,2,1,0.295,나지완,구장 : 잠실,"관중 : 15,698",2008.09.14(일),개시 : 17:00,경기시간 : 2:35,KIA,두산,,,,,,,,,
5,삼진, , , , , , , , ,1,0,0,0,0.293,김상훈,구장 : 잠실,"관중 : 15,698",2008.09.14(일),개시 : 17:00,경기시간 : 2:35,KIA,두산,,,,,,,,,
6, , , ,중비, ,우비, ,32병, ,3,0,0,0,0.250,차일목,구장 : 잠실,"관중 : 15,698",2008.09.14(일),개시 : 17:00,경기시간 : 2:35,KIA,두산,,,,,,,,,
7, ,3땅, ,우안, ,2땅, , , ,3,1,0,0,0.258,이현곤,구장 : 잠실,"관중 : 15,698",2008.09.14(일),개시 : 17:00,경기시간 : 2:35,KIA,두산,,,,,,,,,
8, , , , , , , , , ,0,0,0,0,0.125,김형철,구장 : 잠실,"관중 : 15,698",2008.09.14(일),개시 : 17:00,경기시간 : 2:35,KIA,두산,,,,,,,,,
9, , , , , , , , ,우비,1,0,0,0,0.111,이영수,구장 : 잠실,"관중 : 15,698",2008.09.14(일),개시 : 17:00,경기시간 : 2:35,KIA,두산,,,,,,,,,
10, ,2땅, ,우중안, ,삼진, , ,4구,3,1,0,0,0.143,류은재,구장 : 잠실,"관중 : 15,698",2008.09.14(일),개시 : 17:00,경기시간 : 2:35,KIA,두산,,,,,,,,,
11, ,유땅, ,우비, , ,1파, ,유땅,4,0,0,0,0.357,박진영,구장 : 잠실,"관중 : 15,698",2008.09.14(일),개시 : 17:00,경기시간 : 2:35,KIA,두산,,,,,,,,,
12, , , , , , , , , ,0,0,0,0,0.267,김선빈,구장 : 잠실,"관중 : 15,698",2008.09.14(일),개시 : 17:00,경기시간 : 2:35,KIA,두산,,,,,,,,,
13, , ,2비, ,투땅, ,중안, ,삼진,4,1,0,0,0.250,김주현,구장 : 잠실,"관중 : 15,698",2008.09.14(일),개시 : 17:00,경기시간 : 2:35,KIA,두산,,,,,,,,,
0,우안,3안,3땅, , , , , , ,3,2,0,2,0.272,고영민,구장 : 잠실,"관중 : 15,698",2008.09.14(일),개시 : 17:00,경기시간 : 2:35,두산,KIA,,,,,,,,,
1, , , , ,1땅, ,3파, , ,2,0,1,0,0.222,최주환,구장 : 잠실,"관중 : 15,698",2008.09.14(일),개시 : 17:00,경기시간 : 2:35,두산,KIA,,,,,,,,,
2, , , , , , , , , ,0,0,0,0,0.194,민병헌,구장 : 잠실,"관중 : 15,698",2008.09.14(일),개시 : 17:00,경기시간 : 2:35,두산,KIA,,,,,,,,,
3,우2,2땅, ,2안,1땅, ,좌중3, , ,5,3,2,3,0.241,오재원,구장 : 잠실,"관중 : 15,698",2008.09.14(일),개시 : 17:00,경기시간 : 2:35,두산,KIA,,,,,,,,,
4,우중2,좌파, ,좌안,2땅, ,우홈, , ,5,3,2,2,0.350,김현수,구장 : 잠실,"관중 : 15,698",2008.09.14(일),개시 : 17:00,경기시간 : 2:35,두산,KIA,,,,,,,,,
5, , , , , , , , , ,0,0,0,0,0.299,이종욱,구장 : 잠실,"관중 : 15,698",2008.09.14(일),개시 : 17:00,경기시간 : 2:35,두산,KIA,,,,,,,,,
6,중희비, ,중안,좌안, , , , , ,2,2,2,1,0.309,김동주,구장 : 잠실,"관중 : 15,698",2008.09.14(일),개시 : 17:00,경기시간 : 2:35,두산,KIA,,,,,,,,,
7, , , , , ,좌비,투땅, , ,2,0,0,0,0.231,이대수,구장 : 잠실,"관중 : 15,698",2008.09.14(일),개시 : 17:00,경기시간 : 2:35,두산,KIA,,,,,,,,,
8,삼진, ,3중안,유땅, , , , , ,3,1,0,1,0.350,홍성흔,구장 : 잠실,"관중 : 15,698",2008.09.14(일),개시 : 17:00,경기시간 : 2:35,두산,KIA,,,,,,,,,
9, , , , , ,삼진, ,삼진, ,2,0,0,0,0.077,김재환,구장 : 잠실,"관중 : 15,698",2008.09.14(일),개시 : 17:00,경기시간 : 2:35,두산,KIA,,,,,,,,,
10,4구, ,우안,투땅, ,중안, , , ,3,2,1,1,0.299,유재웅,구장 : 잠실,"관중 : 15,698",2008.09.14(일),개시 : 17:00,경기시간 : 2:35,두산,KIA,,,,,,,,,
11, , , , , , , ,사구, ,0,0,0,0,0.224,정원석,구장 : 잠실,"관중 : 15,698",2008.09.14(일),개시 : 17:00,경기시간 : 2:35,두산,KIA,,,,,,,,,
12,삼진, ,삼진,3땅, ,좌중안, , , ,4,1,0,0,0.207,채상병,구장 : 잠실,"관중 : 15,698",2008.09.14(일),개시 : 17:00,경기시간 : 2:35,두산,KIA,,,,,,,,,
13, , , , , , , ,32병, ,1,0,0,0,0.189,최승환,구장 : 잠실,"관중 : 15,698",2008.09.14(일),개시 : 17:00,경기시간 : 2:35,두산,KIA,,,,,,,,,
14, ,4구,우2, ,좌안,1직, , , ,3,2,1,2,0.257,김재호,구장 : 잠실,"관중 : 15,698",2008.09.14(일),개시 : 17:00,경기시간 : 2:35,두산,KIA,,,,,,,,,
15, ,삼진,2땅, ,우안, ,1땅, , ,4,1,1,0,0.211,이성열,구장 : 잠실,"관중 : 15,698",2008.09.14(일),개시 : 17:00,경기시간 : 2:35,두산,KIA,,,,,,,,,
0,중비, ,중안, ,3땅, ,삼진, , ,6,1,1,0,0.288,송광민,구장 : 문학,"관중 : 15,171",2008.09.14(일),개시 : 17:00,경기시간 : 4:23,한화,SK,우비, ,유땅,,,,,,
1,삼진, ,삼진, , ,좌중2, ,삼진, ,6,1,0,0,0.256,연경흠,구장 : 문학,"관중 : 15,171",2008.09.14(일),개시 : 17:00,경기시간 : 4:23,한화,SK,삼진, ,삼진,,,,,,
2,중비, , ,중비, ,유땅, ,유실, ,5,0,0,0,0.284,이범호,구장 : 문학,"관중 : 15,171",2008.09.14(일),개시 : 17:00,경기시간 : 4:23,한화,SK,삼진, , ,,,,,,
3, ,삼진, ,4구, ,좌안, ,좌안, ,3,2,0,0,0.327,김태균,구장 : 문학,"관중 : 15,171",2008.09.14(일),개시 : 17:00,경기시간 : 4:23,한화,SK, ,4구, ,,,,,,
4, , , , , , , , , ,0,0,0,0,0.246,추승우,구장 : 문학,"관중 : 15,171",2008.09.14(일),개시 : 17:00,경기시간 : 4:23,한화,SK, , , ,,,,,,
5, ,삼진, ,우비, ,삼진, ,좌안, ,5,1,0,0,0.261,김태완,구장 : 문학,"관중 : 15,171",2008.09.14(일),개시 : 17:00,경기시간 : 4:23,한화,SK, ,삼진, ,,,,,,
6, ,삼진, ,좌비, ,삼진, ,3땅, ,5,0,0,0,0.239,클락,구장 : 문학,"관중 : 15,171",2008.09.14(일),개시 : 17:00,경기시간 : 4:23,한화,SK, ,2직, ,,,,,,
7, , ,좌2, ,유땅, , , , ,2,1,0,1,0.266,신경현,구장 : 문학,"관중 : 15,171",2008.09.14(일),개시 : 17:00,경기시간 : 4:23,한화,SK, , , ,,,,,,
8, , , , , , ,삼진, , ,1,0,0,0,0.000,정현석,구장 : 문학,"관중 : 15,171",2008.09.14(일),개시 : 17:00,경기시간 : 4:23,한화,SK, , , ,,,,,,
9, , , , , , , , ,삼진,2,0,0,0,0.212,이희근,구장 : 문학,"관중 : 15,171",2008.09.14(일),개시 : 17:00,경기시간 : 4:23,한화,SK, ,3땅, ,,,,,,
10, , ,투안, ,좌비, ,유땅, ,유땅,5,1,0,0,0.240,김민재,구장 : 문학,"관중 : 15,171",2008.09.14(일),개시 : 17:00,경기시간 : 4:23,한화,SK, , ,중비,,,,,,
11, , , , , , , , , ,0,0,0,0,0.210,한상훈,구장 : 문학,"관중 : 15,171",2008.09.14(일),개시 : 17:00,경기시간 : 4:23,한화,SK, , , ,,,,,,
12, , ,삼진, ,우안, ,좌안, ,중비,5,3,0,0,0.193,이여상,구장 : 문학,"관중 : 15,171",2008.09.14(일),개시 : 17:00,경기시간 : 4:23,한화,SK, , ,우2,,,,,,
0,삼진, ,좌안, ,유땅, , ,4구, ,4,1,0,0,0.299,정근우,구장 : 문학,"관중 : 15,171",2008.09.14(일),개시 : 17:00,경기시간 : 4:23,SK,한화,투땅, ,4구,,,,,,
1,좌비, ,2안, ,삼진, , ,포희번, ,5,2,1,0,0.285,조동화,구장 : 문학,"관중 : 15,171",2008.09.14(일),개시 : 17:00,경기시간 : 4:23,SK,한화,중비, ,우안,,,,,,
2,우비, ,유땅, , ,중안, , , ,3,1,0,0,0.312,김재현,구장 : 문학,"관중 : 15,171",2008.09.14(일),개시 : 17:00,경기시간 : 4:23,SK,한화, , , ,,,,,,
3, , , , , , , , , ,0,0,0,0,0.221,모창민,구장 : 문학,"관중 : 15,171",2008.09.14(일),개시 : 17:00,경기시간 : 4:23,SK,한화, , , ,,,,,,
4, , , , , , , ,4구, ,1,0,0,0,0.284,박재상,구장 : 문학,"관중 : 15,171",2008.09.14(일),개시 : 17:00,경기시간 : 4:23,SK,한화, ,유땅, ,,,,,,
5, ,우비, ,좌홈, ,4구, ,우비, ,3,1,1,1,0.325,박재홍,구장 : 문학,"관중 : 15,171",2008.09.14(일),개시 : 17:00,경기시간 : 4:23,SK,한화, ,4구, ,,,,,,
