,0,1,2,3,4,5,6,7,8,9,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,10,11,12
0,4구, ,좌비, , ,좌안,4구, , ,,2,1,0,0,0.250,정수근,구장 : 문학,"관중 : 20,091",2002.08.24(토),개시 : 18:32,경기시간 : 3:14,두산,SK,,,
1,유비, , ,중비, ,유땅, , , ,,3,0,0,0,0.304,최경환,구장 : 문학,"관중 : 20,091",2002.08.24(토),개시 : 18:32,경기시간 : 3:14,두산,SK,,,
2, , , , , , ,3파, , ,,1,0,0,0,0.281,강봉규,구장 : 문학,"관중 : 20,091",2002.08.24(토),개시 : 18:32,경기시간 : 3:14,두산,SK,,,
3,삼진, , ,삼진, ,4구, ,4구, ,,2,0,0,0,0.342,김동주,구장 : 문학,"관중 : 20,091",2002.08.24(토),개시 : 18:32,경기시간 : 3:14,두산,SK,,,
4, , , , , , , , , ,,0,0,0,0,0.155,김민호,구장 : 문학,"관중 : 20,091",2002.08.24(토),개시 : 18:32,경기시간 : 3:14,두산,SK,,,
5,2땅, , ,투비, ,4구, ,유비, ,,3,0,0,0,0.254,심재학,구장 : 문학,"관중 : 20,091",2002.08.24(토),개시 : 18:32,경기시간 : 3:14,두산,SK,,,
6, ,삼진, , ,우중2,삼진, ,유병, ,,4,1,0,1,0.288,안경현,구장 : 문학,"관중 : 20,091",2002.08.24(토),개시 : 18:32,경기시간 : 3:14,두산,SK,,,
7, ,유땅, , ,우비, ,삼진, ,삼진,,4,0,0,0,0.294,홍성흔,구장 : 문학,"관중 : 20,091",2002.08.24(토),개시 : 18:32,경기시간 : 3:14,두산,SK,,,
8, ,좌비, , ,2땅, ,삼진, , ,,3,0,1,0,0.276,장원진,구장 : 문학,"관중 : 20,091",2002.08.24(토),개시 : 18:32,경기시간 : 3:14,두산,SK,,,
9, , , , , , , , ,유비,,1,0,0,0,0.182,문희성,구장 : 문학,"관중 : 20,091",2002.08.24(토),개시 : 18:32,경기시간 : 3:14,두산,SK,,,
10, , ,삼진, ,2땅, ,좌안, ,삼진,,4,1,0,1,0.157,홍원기,구장 : 문학,"관중 : 20,091",2002.08.24(토),개시 : 18:32,경기시간 : 3:14,두산,SK,,,
11, , ,우중2, , ,삼진,좌중2, , ,,3,2,1,0,0.266,전상렬,구장 : 문학,"관중 : 20,091",2002.08.24(토),개시 : 18:32,경기시간 : 3:14,두산,SK,,,
0,삼진,삼진, , ,좌비, , , , ,,3,0,0,0,0.310,이진영,구장 : 문학,"관중 : 20,091",2002.08.24(토),개시 : 18:32,경기시간 : 3:14,SK,두산,,,
1, , , , , , ,4구, , ,,0,0,0,0,0.266,김동수,구장 : 문학,"관중 : 20,091",2002.08.24(토),개시 : 18:32,경기시간 : 3:14,SK,두산,,,
2,투안,1파, , ,유땅, ,유땅, , ,,4,1,0,1,0.274,김민재,구장 : 문학,"관중 : 20,091",2002.08.24(토),개시 : 18:32,경기시간 : 3:14,SK,두산,,,
3,좌안, ,4구, ,삼진, , ,중안, ,,3,2,1,1,0.239,김기태,구장 : 문학,"관중 : 20,091",2002.08.24(토),개시 : 18:32,경기시간 : 3:14,SK,두산,,,
4, , , , , , , , , ,,0,0,0,0,0.218,양용모,구장 : 문학,"관중 : 20,091",2002.08.24(토),개시 : 18:32,경기시간 : 3:14,SK,두산,,,
5,4구, ,유2병, , ,우비, ,1파, ,,3,0,0,0,0.284,페르난데,구장 : 문학,"관중 : 20,091",2002.08.24(토),개시 : 18:32,경기시간 : 3:14,SK,두산,,,
6,유땅, ,중홈, , ,삼진, ,좌안, ,,4,2,1,1,0.295,이호준,구장 : 문학,"관중 : 20,091",2002.08.24(토),개시 : 18:32,경기시간 : 3:14,SK,두산,,,
7, , , , , , , , , ,,0,0,0,0,0.233,송재익,구장 : 문학,"관중 : 20,091",2002.08.24(토),개시 : 18:32,경기시간 : 3:14,SK,두산,,,
8,중안, ,유땅, , ,2비, ,우비, ,,4,1,1,0,0.285,잉글린,구장 : 문학,"관중 : 20,091",2002.08.24(토),개시 : 18:32,경기시간 : 3:14,SK,두산,,,
9,1땅, , ,삼진, , ,우안, , ,,3,1,0,0,0.273,조원우,구장 : 문학,"관중 : 20,091",2002.08.24(토),개시 : 18:32,경기시간 : 3:14,SK,두산,,,
10, ,유땅, ,유땅, , , , , ,,2,0,0,0,0.263,최태원,구장 : 문학,"관중 : 20,091",2002.08.24(토),개시 : 18:32,경기시간 : 3:14,SK,두산,,,
11, , , , , , ,투희번, , ,,0,0,0,0,0.141,정경배,구장 : 문학,"관중 : 20,091",2002.08.24(토),개시 : 18:32,경기시간 : 3:14,SK,두산,,,
12, ,중안, ,유땅, , , , , ,,2,1,0,0,0.215,강성우,구장 : 문학,"관중 : 20,091",2002.08.24(토),개시 : 18:32,경기시간 : 3:14,SK,두산,,,
13, , , , , , , , , ,,0,0,0,0,0.263,강혁,구장 : 문학,"관중 : 20,091",2002.08.24(토),개시 : 18:32,경기시간 : 3:14,SK,두산,,,
14, , , , , , ,3땅, , ,,1,0,0,0,0.295,채종범,구장 : 문학,"관중 : 20,091",2002.08.24(토),개시 : 18:32,경기시간 : 3:14,SK,두산,,,
0,우안, ,2땅, ,우중홈, ,유땅, , ,,4,2,3,1,0.282,김대익,구장 : 수원,"관중 : 1,132",2002.08.24(토),개시 : 18:30,경기시간 : 2:58,롯데,현대,,,
1,포희번, ,2땅, , , , , , ,,1,0,0,0,0.238,이우민,구장 : 수원,"관중 : 1,132",2002.08.24(토),개시 : 18:30,경기시간 : 2:58,롯데,현대,,,
2, , , , ,2비, ,유땅, , ,,2,0,0,0,0.222,이동욱,구장 : 수원,"관중 : 1,132",2002.08.24(토),개시 : 18:30,경기시간 : 2:58,롯데,현대,,,
3,투직, , ,4구,타방, , , , ,,1,0,0,0,0.291,허문회,구장 : 수원,"관중 : 1,132",2002.08.24(토),개시 : 18:30,경기시간 : 2:58,롯데,현대,,,
4, , , , , , , ,삼진, ,,1,0,0,0,0.206,김태균,구장 : 수원,"관중 : 1,132",2002.08.24(토),개시 : 18:30,경기시간 : 2:58,롯데,현대,,,
5, ,삼진, ,투유병,우안, , ,1비, ,,4,1,0,0,0.262,김응국,구장 : 수원,"관중 : 1,132",2002.08.24(토),개시 : 18:30,경기시간 : 2:58,롯데,현대,,,
6, ,우비, ,좌안,삼진, , ,3땅, ,,4,1,0,0,0.268,최기문,구장 : 수원,"관중 : 1,132",2002.08.24(토),개시 : 18:30,경기시간 : 2:58,롯데,현대,,,
7, ,좌안, ,1직, ,좌안, , ,우2,,4,3,0,0,0.301,박현승,구장 : 수원,"관중 : 1,132",2002.08.24(토),개시 : 18:30,경기시간 : 2:58,롯데,현대,,,
8, ,유실, , ,좌안,삼진, , ,삼진,,4,1,0,1,0.167,권오현,구장 : 수원,"관중 : 1,132",2002.08.24(토),개시 : 18:30,경기시간 : 2:58,롯데,현대,,,
9, ,삼진, , ,1땅,유2병, , , ,,3,0,0,1,0.214,박기혁,구장 : 수원,"관중 : 1,132",2002.08.24(토),개시 : 18:30,경기시간 : 2:58,롯데,현대,,,
10, , , , , , , , ,3땅,,1,0,0,0,0.202,조성환,구장 : 수원,"관중 : 1,132",2002.08.24(토),개시 : 18:30,경기시간 : 2:58,롯데,현대,,,
11, , ,삼진, ,삼진, , , , ,,2,0,0,0,0.100,박준서,구장 : 수원,"관중 : 1,132",2002.08.24(토),개시 : 18:30,경기시간 : 2:58,롯데,현대,,,
12, , , , , , , , , ,,0,0,0,0,0.182,이계성,구장 : 수원,"관중 : 1,132",2002.08.24(토),개시 : 18:30,경기시간 : 2:58,롯데,현대,,,
13, , , , , , ,좌비, , ,,1,0,0,0,0.192,박정태,구장 : 수원,"관중 : 1,132",2002.08.24(토),개시 : 18:30,경기시간 : 2:58,롯데,현대,,,
14, , , , , , , , , ,,0,0,0,0,0.000,김사율,구장 : 수원,"관중 : 1,132",2002.08.24(토),개시 : 18:30,경기시간 : 2:58,롯데,현대,,,
15, , , , , , , , , ,,0,0,0,0,0.091,이명호,구장 : 수원,"관중 : 1,132",2002.08.24(토),개시 : 18:30,경기시간 : 2:58,롯데,현대,,,
16, , , , , , , , , ,,0,0,0,0,0.000,김제빈,구장 : 수원,"관중 : 1,132",2002.08.24(토),개시 : 18:30,경기시간 : 2:58,롯데,현대,,,
17, , , , , , , , ,삼진,,1,0,0,0,0.188,윤재국,구장 : 수원,"관중 : 1,132",2002.08.24(토),개시 : 18:30,경기시간 : 2:58,롯데,현대,,,
0,3파, ,우비, ,4구,삼진, , , ,,3,0,0,1,0.300,전준호,구장 : 수원,"관중 : 1,132",2002.08.24(토),개시 : 18:30,경기시간 : 2:58,현대,롯데,,,
1,중안, ,1땅, ,1희번, ,좌비, , ,,3,1,0,0,0.240,박종호,구장 : 수원,"관중 : 1,132",2002.08.24(토),개시 : 18:30,경기시간 : 2:58,현대,롯데,,,
2,좌비, , ,4구,유비, ,중안, , ,,3,1,0,0,0.295,박재홍,구장 : 수원,"관중 : 1,132",2002.08.24(토),개시 : 18:30,경기시간 : 2:58,현대,롯데,,,
3,1땅, , ,1유병,4구, ,우비, , ,,3,0,0,0,0.322,이숭용,구장 : 수원,"관중 : 1,132",2002.08.24(토),개시 : 18:30,경기시간 : 2:58,현대,롯데,,,
4, ,좌안, ,좌2,4구, , ,좌2, ,,3,3,0,1,0.319,심정수,구장 : 수원,"관중 : 1,132",2002.08.24(토),개시 : 18:30,경기시간 : 2:58,현대,롯데,,,
5, ,4구, ,사구,사구, , ,중비, ,,1,0,1,1,0.286,프랭클린,구장 : 수원,"관중 : 1,132",2002.08.24(토),개시 : 18:30,경기시간 : 2:58,현대,롯데,,,
6, , , , , , , , , ,,0,0,0,0,0.239,채종국,구장 : 수원,"관중 : 1,132",2002.08.24(토),개시 : 18:30,경기시간 : 2:58,현대,롯데,,,
7, ,포비, ,좌홈,삼진, , , , ,,3,1,3,1,0.265,폴,구장 : 수원,"관중 : 1,132",2002.08.24(토),개시 : 18:30,경기시간 : 2:58,현대,롯데,,,
8, , , , , , , , , ,,0,0,0,0,0.286,최익성,구장 : 수원,"관중 : 1,132",2002.08.24(토),개시 : 18:30,경기시간 : 2:58,현대,롯데,,,
9, , , , , , , ,4구, ,,0,0,0,0,0.333,조재호,구장 : 수원,"관중 : 1,132",2002.08.24(토),개시 : 18:30,경기시간 : 2:58,현대,롯데,,,
10, ,32병, ,중홈, ,우비, ,삼진, ,,4,1,1,1,0.213,박경완,구장 : 수원,"관중 : 1,132",2002.08.24(토),개시 : 18:30,경기시간 : 2:58,현대,롯데,,,
11, , ,1비,우비, ,1파, ,3땅, ,,4,0,0,0,0.217,박진만,구장 : 수원,"관중 : 1,132",2002.08.24(토),개시 : 18:30,경기시간 : 2:58,현대,롯데,,,
0,1땅, ,4구, ,32병, , ,우비, ,,3,0,0,0,0.348,이영우,구장 : 시민,"관중 : 6,291",2002.08.25(일),개시 : 18:30,경기시간 : 2:46,한화,삼성,,,
1,삼진, , , , , , , , ,,1,0,0,0,0.188,김종석,구장 : 시민,"관중 : 6,291",2002.08.25(일),개시 : 18:30,경기시간 : 2:46,한화,삼성,,,
2, , ,중비, , ,우비, ,유2병, ,,3,0,0,0,0.297,강석천,구장 : 시민,"관중 : 6,291",2002.08.25(일),개시 : 18:30,경기시간 : 2:46,한화,삼성,,,
3,삼진, , ,투땅, ,삼진, , ,삼진,,4,0,0,0,0.290,송지만,구장 : 시민,"관중 : 6,291",2002.08.25(일),개시 : 18:30,경기시간 : 2:46,한화,삼성,,,
4, ,2땅, ,유땅, ,삼진, , ,삼진,,4,0,0,0,0.240,김태균,구장 : 시민,"관중 : 6,291",2002.08.25(일),개시 : 18:30,경기시간 : 2:46,한화,삼성,,,
5, ,3땅, ,4구, , ,좌중2, ,좌안,,3,2,0,0,0.289,데이비스,구장 : 시민,"관중 : 6,291",2002.08.25(일),개시 : 18:30,경기시간 : 2:46,한화,삼성,,,
6, ,유땅, ,좌안, , , , , ,,2,1,0,0,0.267,이도형,구장 : 시민,"관중 : 6,291",2002.08.25(일),개시 : 18:30,경기시간 : 2:46,한화,삼성,,,
7, , , , , , ,중비, , ,,1,0,0,0,0.000,채상병,구장 : 시민,"관중 : 6,291",2002.08.25(일),개시 : 18:30,경기시간 : 2:46,한화,삼성,,,
8, , , , , , , , ,유땅,,1,0,0,0,0.191,조경택,구장 : 시민,"관중 : 6,291",2002.08.25(일),개시 : 18:30,경기시간 : 2:46,한화,삼성,,,
9, , ,중안,유땅, , ,삼진, , ,,3,1,0,0,0.241,이범호,구장 : 시민,"관중 : 6,291",2002.08.25(일),개시 : 18:30,경기시간 : 2:46,한화,삼성,,,
10, , ,삼진, ,삼진, ,삼진, , ,,3,0,0,0,0.258,황우구,구장 : 시민,"관중 : 6,291",2002.08.25(일),개시 : 18:30,경기시간 : 2:46,한화,삼성,,,
11, , ,2안, ,우안, , ,좌안, ,,3,3,0,0,0.202,김수연,구장 : 시민,"관중 : 6,291",2002.08.25(일),개시 : 18:30,경기시간 : 2:46,한화,삼성,,,
0,삼진,좌2, ,3비, ,삼진, , , ,,4,1,3,0,0.284,강동우,구장 : 시민,"관중 : 6,291",2002.08.25(일),개시 : 18:30,경기시간 : 2:46,삼성,한화,,,
1,4구,3땅, , ,중안,중비, , , ,,3,1,0,1,0.273,박한이,구장 : 시민,"관중 : 6,291",2002.08.25(일),개시 : 18:30,경기시간 : 2:46,삼성,한화,,,
2,삼진, ,우홈, ,중비, ,1땅, , ,,4,1,1,1,0.333,이승엽,구장 : 시민,"관중 : 6,291",2002.08.25(일),개시 : 18:30,경기시간 : 2:46,삼성,한화,,,
3,좌비, ,유땅, ,3안, ,좌비, , ,,4,1,0,1,0.312,마해영,구장 : 시민,"관중 : 6,291",2002.08.25(일),개시 : 18:30,경기시간 : 2:46,삼성,한화,,,
4, ,투땅,3땅, ,좌2, ,1비, , ,,4,1,1,1,0.277,브리또,구장 : 시민,"관중 : 6,291",2002.08.25(일),개시 : 18:30,경기시간 : 2:46,삼성,한화,,,
5, ,좌2,우비, ,중안, , ,투땅, ,,4,2,2,1,0.297,김한수,구장 : 시민,"관중 : 6,291",2002.08.25(일),개시 : 18:30,경기시간 : 2:46,삼성,한화,,,
6, ,유안, ,좌비,삼진, , , , ,,3,1,0,1,0.269,김종훈,구장 : 시민,"관중 : 6,291",2002.08.25(일),개시 : 18:30,경기시간 : 2:46,삼성,한화,,,
7, , , , , , , ,좌비, ,,1,0,0,0,0.258,양준혁,구장 : 시민,"관중 : 6,291",2002.08.25(일),개시 : 18:30,경기시간 : 2:46,삼성,한화,,,
8, , , , , , , , , ,,0,0,0,0,0.105,임재철,구장 : 시민,"관중 : 6,291",2002.08.25(일),개시 : 18:30,경기시간 : 2:46,삼성,한화,,,
9, ,삼진, ,중안,삼진, , ,2비, ,,4,1,0,0,0.280,진갑용,구장 : 시민,"관중 : 6,291",2002.08.25(일),개시 : 18:30,경기시간 : 2:46,삼성,한화,,,
10, ,4구, ,3땅, ,3땅, , , ,,2,0,0,1,0.254,박정환,구장 : 시민,"관중 : 6,291",2002.08.25(일),개시 : 18:30,경기시간 : 2:46,삼성,한화,,,
0,유땅, , ,3땅, ,1땅, , , ,,3,0,0,0,0.307,이종범,구장 : 잠실,"관중 : 27,476",2002.08.25(일),개시 : 18:32,경기시간 : 2:35,KIA,LG,,,
1, , , , , , , , ,삼진,,1,0,0,0,0.240,김인철,구장 : 잠실,"관중 : 27,476",2002.08.25(일),개시 : 18:32,경기시간 : 2:35,KIA,LG,,,
2,삼진, , ,3안, , ,삼진, , ,,3,1,0,0,0.275,김종국,구장 : 잠실,"관중 : 27,476",2002.08.25(일),개시 : 18:32,경기시간 : 2:35,KIA,LG,,,
3,2땅, , ,유2병, , ,유비, , ,,3,0,0,0,0.342,장성호,구장 : 잠실,"관중 : 27,476",2002.08.25(일),개시 : 18:32,경기시간 : 2:35,KIA,LG,,,
4, ,4구, , ,중비, ,1비, , ,,2,0,0,0,0.314,펨버튼,구장 : 잠실,"관중 : 27,476",2002.08.25(일),개시 : 18:32,경기시간 : 2:35,KIA,LG,,,
5, ,유비, , ,삼진, , , , ,,2,0,0,0,0.273,김경언,구장 : 잠실,"관중 : 27,476",2002.08.25(일),개시 : 18:32,경기시간 : 2:35,KIA,LG,,,
6, , , , , , , ,2비, ,,1,0,0,0,0.253,김태룡,구장 : 잠실,"관중 : 27,476",2002.08.25(일),개시 : 18:32,경기시간 : 2:35,KIA,LG,,,
7, , , , , , , , , ,,0,0,0,0,0.203,장정석,구장 : 잠실,"관중 : 27,476",2002.08.25(일),개시 : 18:32,경기시간 : 2:35,KIA,LG,,,
8, ,유땅, , ,유땅, , ,삼진, ,,3,0,0,0,0.241,홍세완,구장 : 잠실,"관중 : 27,476",2002.08.25(일),개시 : 18:32,경기시간 : 2:35,KIA,LG,,,
9, , ,2땅, , ,삼진, ,삼진, ,,3,0,0,0,0.227,김창희,구장 : 잠실,"관중 : 27,476",2002.08.25(일),개시 : 18:32,경기시간 : 2:35,KIA,LG,,,
10, , ,4구, , ,2직, , ,1파,,2,0,0,0,0.234,김상훈,구장 : 잠실,"관중 : 27,476",2002.08.25(일),개시 : 18:32,경기시간 : 2:35,KIA,LG,,,
11, , ,2병, , ,좌홈, , ,중비,,3,1,1,1,0.295,정성훈,구장 : 잠실,"관중 : 27,476",2002.08.25(일),개시 : 18:32,경기시간 : 2:35,KIA,LG,,,
0,유땅, ,좌안, ,우중3,투안, , , ,,4,3,0,2,0.289,유지현,구장 : 잠실,"관중 : 27,476",2002.08.25(일),개시 : 18:32,경기시간 : 2:35,LG,KIA,,,
1,삼진, ,삼진, ,중희비,유직, , , ,,3,0,1,0,0.275,이종열,구장 : 잠실,"관중 : 27,476",2002.08.25(일),개시 : 18:32,경기시간 : 2:35,LG,KIA,,,
2,삼진, ,좌희비, ,좌안, ,중비, , ,,3,1,1,0,0.297,박용택,구장 : 잠실,"관중 : 27,476",2002.08.25(일),개시 : 18:32,경기시간 : 2:35,LG,KIA,,,
3, ,좌안,4구, ,중안, ,중비, , ,,3,2,0,1,0.287,마르티네,구장 : 잠실,"관중 : 27,476",2002.08.25(일),개시 : 18:32,경기시간 : 2:35,LG,KIA,,,
4, ,중안,유비, ,유비, ,유비, , ,,4,1,0,1,0.342,김재현,구장 : 잠실,"관중 : 27,476",2002.08.25(일),개시 : 18:32,경기시간 : 2:35,LG,KIA,,,
5, ,2땅, ,삼진,우비, , ,유땅, ,,4,0,1,0,0.250,최동수,구장 : 잠실,"관중 : 27,476",2002.08.25(일),개시 : 18:32,경기시간 : 2:35,LG,KIA,,,
6, ,삼진, ,유땅, ,중비, ,우비, ,,4,0,0,0,0.208,손지환,구장 : 잠실,"관중 : 27,476",2002.08.25(일),개시 : 18:32,경기시간 : 2:35,LG,KIA,,,
7, ,우중안, ,스낫, ,중안, ,좌중2, ,,4,3,1,0,0.258,조인성,구장 : 잠실,"관중 : 27,476",2002.08.25(일),개시 : 18:32,경기시간 : 2:35,LG,KIA,,,
8, ,중비, ,삼진, ,3희번, ,2땅, ,,3,0,0,0,0.244,최만호,구장 : 잠실,"관중 : 27,476",2002.08.25(일),개시 : 18:32,경기시간 : 2:35,LG,KIA,,,
0,2땅, ,4구, ,삼진, , ,2비, ,,3,0,0,0,0.270,김호,구장 : 문학,"관중 : 7,213",2002.08.25(일),개시 : 18:31,경기시간 : 2:42,두산,SK,,,
1, , , , , , , , ,고4,,0,0,0,0,0.254,심재학,구장 : 문학,"관중 : 7,213",2002.08.25(일),개시 : 18:31,경기시간 : 2:42,두산,SK,,,
2,3땅, ,1파, ,3안, , ,좌비, ,,4,1,1,0,0.280,강봉규,구장 : 문학,"관중 : 7,213",2002.08.25(일),개시 : 18:31,경기시간 : 2:42,두산,SK,,,
3, , , , , , , , ,삼진,,1,0,0,0,0.303,최경환,구장 : 문학,"관중 : 7,213",2002.08.25(일),개시 : 18:31,경기시간 : 2:42,두산,SK,,,
4,우안, ,4구, ,유2병, , ,투땅,2땅,,4,1,0,0,0.287,안경현,구장 : 문학,"관중 : 7,213",2002.08.25(일),개시 : 18:31,경기시간 : 2:42,두산,SK,,,
5,유땅, ,삼진, , ,1비, , ,4구,,3,0,0,1,0.292,홍성흔,구장 : 문학,"관중 : 7,213",2002.08.25(일),개시 : 18:31,경기시간 : 2:42,두산,SK,,,
6, ,2비,포파, , , , , , ,,2,0,0,0,0.154,문희성,구장 : 문학,"관중 : 7,213",2002.08.25(일),개시 : 18:31,경기시간 : 2:42,두산,SK,,,
7, , , , , ,2땅, , , ,,1,0,0,0,0.000,윤태수,구장 : 문학,"관중 : 7,213",2002.08.25(일),개시 : 18:31,경기시간 : 2:42,두산,SK,,,
8, , , , , , , , ,포안,,1,1,0,1,0.162,김민호,구장 : 문학,"관중 : 7,213",2002.08.25(일),개시 : 18:31,경기시간 : 2:42,두산,SK,,,
9, ,우안, ,삼진, ,중비, , ,투실,,4,1,0,1,0.276,장원진,구장 : 문학,"관중 : 7,213",2002.08.25(일),개시 : 18:31,경기시간 : 2:42,두산,SK,,,
10, ,4구, ,유직, , ,삼진, ,고4,,2,0,0,0,0.154,홍원기,구장 : 문학,"관중 : 7,213",2002.08.25(일),개시 : 18:31,경기시간 : 2:42,두산,SK,,,
11, ,3땅, ,3번, , ,유비, , ,,3,0,0,0,0.261,전상렬,구장 : 문학,"관중 : 7,213",2002.08.25(일),개시 : 18:31,경기시간 : 2:42,두산,SK,,,
12, , , , , , , , ,좌2,,1,1,2,0,0.344,김동주,구장 : 문학,"관중 : 7,213",2002.08.25(일),개시 : 18:31,경기시간 : 2:42,두산,SK,,,
13, , , , , , , , , ,,0,0,0,0,0.125,고영민,구장 : 문학,"관중 : 7,213",2002.08.25(일),개시 : 18:31,경기시간 : 2:42,두산,SK,,,
14, , , , , , , , , ,,0,0,0,0,0.000,레스,구장 : 문학,"관중 : 7,213",2002.08.25(일),개시 : 18:31,경기시간 : 2:42,두산,SK,,,
15, , , , , , , , , ,,0,0,0,0,0.000,이상훈,구장 : 문학,"관중 : 7,213",2002.08.25(일),개시 : 18:31,경기시간 : 2:42,두산,SK,,,
16, ,삼진, , ,4구, ,2땅, ,1땅,,3,0,0,1,0.248,정수근,구장 : 문학,"관중 : 7,213",2002.08.25(일),개시 : 18:31,경기시간 : 2:42,두산,SK,,,
0,우비, ,중비, , ,삼진, , ,좌비,,4,0,0,0,0.268,조원우,구장 : 문학,"관중 : 7,213",2002.08.25(일),개시 : 18:31,경기시간 : 2:42,SK,두산,,,
1,우비, , ,좌비, ,중안, , ,우중안,,4,2,0,0,0.276,김민재,구장 : 문학,"관중 : 7,213",2002.08.25(일),개시 : 18:31,경기시간 : 2:42,SK,두산,,,
2,3땅, , ,유땅, ,유땅, , , ,,3,0,0,0,0.293,이호준,구장 : 문학,"관중 : 7,213",2002.08.25(일),개시 : 18:31,경기시간 : 2:42,SK,두산,,,
3, , , , , , , , , ,,0,0,0,0,0.233,송재익,구장 : 문학,"관중 : 7,213",2002.08.25(일),개시 : 18:31,경기시간 : 2:42,SK,두산,,,
4, , , , , , , , ,중비,,1,0,0,0,0.262,최태원,구장 : 문학,"관중 : 7,213",2002.08.25(일),개시 : 18:31,경기시간 : 2:42,SK,두산,,,
5, ,좌중홈, ,삼진, , ,유땅, ,4구,,3,1,1,1,0.285,페르난데,구장 : 문학,"관중 : 7,213",2002.08.25(일),개시 : 18:31,경기시간 : 2:42,SK,두산,,,
6, ,3직, , ,좌홈, ,3땅, ,우비,,4,1,1,1,0.295,채종범,구장 : 문학,"관중 : 7,213",2002.08.25(일),개시 : 18:31,경기시간 : 2:42,SK,두산,,,
7, ,삼진, , ,투땅, ,3땅, , ,,3,0,0,0,0.219,조경환,구장 : 문학,"관중 : 7,213",2002.08.25(일),개시 : 18:31,경기시간 : 2:42,SK,두산,,,
8, ,좌비, , ,2땅, , ,중비, ,,3,0,0,0,0.262,김동수,구장 : 문학,"관중 : 7,213",2002.08.25(일),개시 : 18:31,경기시간 : 2:42,SK,두산,,,
9, , , , , , , , , ,,0,0,0,0,0.215,강성우,구장 : 문학,"관중 : 7,213",2002.08.25(일),개시 : 18:31,경기시간 : 2:42,SK,두산,,,
10, , ,2비, ,1땅, , ,유땅, ,,3,0,0,0,0.134,정경배,구장 : 문학,"관중 : 7,213",2002.08.25(일),개시 : 18:31,경기시간 : 2:42,SK,두산,,,
11, , ,유땅, , ,유땅, ,1땅, ,,3,0,0,0,0.211,양용모,구장 : 문학,"관중 : 7,213",2002.08.25(일),개시 : 18:31,경기시간 : 2:42,SK,두산,,,
12, , , , , , , , , ,,0,0,0,0,0.310,이진영,구장 : 문학,"관중 : 7,213",2002.08.25(일),개시 : 18:31,경기시간 : 2:42,SK,두산,,,
0,중비, ,중안, ,삼진, ,중비, ,3땅,,5,1,0,1,0.281,김대익,구장 : 수원,"관중 : 1,317",2002.08.25(일),개시 : 18:30,경기시간 : 2:58,롯데,현대,,,
1,중비, ,우홈, ,3안, ,삼진, ,3땅,,5,2,2,1,0.255,이우민,구장 : 수원,"관중 : 1,317",2002.08.25(일),개시 : 18:30,경기시간 : 2:58,롯데,현대,,,
2,1땅, ,우비, ,중안, ,우안, ,2땅,,5,2,0,2,0.295,허문회,구장 : 수원,"관중 : 1,317",2002.08.25(일),개시 : 18:30,경기시간 : 2:58,롯데,현대,,,
3, ,삼진, ,우중안,1땅, ,좌안, , ,,4,2,0,1,0.266,김응국,구장 : 수원,"관중 : 1,317",2002.08.25(일),개시 : 18:30,경기시간 : 2:58,롯데,현대,,,
4, ,좌안, ,우2,좌2, ,좌안, , ,,4,4,3,1,0.278,최기문,구장 : 수원,"관중 : 1,317",2002.08.25(일),개시 : 18:30,경기시간 : 2:58,롯데,현대,,,
5, ,우비, ,우안,투땅, ,좌비, , ,,4,1,1,0,0.300,박현승,구장 : 수원,"관중 : 1,317",2002.08.25(일),개시 : 18:30,경기시간 : 2:58,롯데,현대,,,
6, ,삼진, ,중안, ,우비, ,중안, ,,4,2,0,0,0.200,박정태,구장 : 수원,"관중 : 1,317",2002.08.25(일),개시 : 18:30,경기시간 : 2:58,롯데,현대,,,
7, , , , , , , , , ,,0,0,0,0,0.193,신명철,구장 : 수원,"관중 : 1,317",2002.08.25(일),개시 : 18:30,경기시간 : 2:58,롯데,현대,,,
8, , , , , , , , , ,,0,0,0,0,0.100,박준서,구장 : 수원,"관중 : 1,317",2002.08.25(일),개시 : 18:30,경기시간 : 2:58,롯데,현대,,,
9, , ,삼진,유비, ,우안, ,포파, ,,4,1,0,0,0.176,권오현,구장 : 수원,"관중 : 1,317",2002.08.25(일),개시 : 18:30,경기시간 : 2:58,롯데,현대,,,
10, , ,중비,삼진, ,3땅, ,3직, ,,4,0,0,0,0.195,조성환,구장 : 수원,"관중 : 1,317",2002.08.25(일),개시 : 18:30,경기시간 : 2:58,롯데,현대,,,
0,좌안, ,삼진, , ,삼진,우안, ,우중2,,5,3,1,1,0.305,전준호,구장 : 수원,"관중 : 1,317",2002.08.25(일),개시 : 18:30,경기시간 : 2:58,현대,롯데,,,
1,투희번, ,포파, , ,사구,좌비, ,좌중안,,3,1,1,1,0.241,박종호,구장 : 수원,"관중 : 1,317",2002.08.25(일),개시 : 18:30,경기시간 : 2:58,현대,롯데,,,
2, , , , , , , , , ,,0,0,0,0,0.179,서한규,구장 : 수원,"관중 : 1,317",2002.08.25(일),개시 : 18:30,경기시간 : 2:58,현대,롯데,,,
3,유안, , ,유땅, ,좌중홈, ,좌비,2비,,5,2,2,1,0.297,박재홍,구장 : 수원,"관중 : 1,317",2002.08.25(일),개시 : 18:30,경기시간 : 2:58,현대,롯데,,,
