,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,9,10,11,12
5, ,삼진, , ,삼진,4구, , , ,2,0,0,0,0.200,최준석,구장 : 시민,"관중 : 3,026",2008.04.24(목),개시 : 18:30,경기시간 : 3:25,두산,삼성,,,,
6, , , , , , , ,3땅, ,1,0,0,0,0.077,정원석,구장 : 시민,"관중 : 3,026",2008.04.24(목),개시 : 18:30,경기시간 : 3:25,두산,삼성,,,,
7, ,중비, , ,2직,4구, , ,좌비,3,0,1,0,0.360,홍성흔,구장 : 시민,"관중 : 3,026",2008.04.24(목),개시 : 18:30,경기시간 : 3:25,두산,삼성,,,,
8, ,유땅, , ,삼진,유땅, , ,삼진,4,0,0,0,0.192,고영민,구장 : 시민,"관중 : 3,026",2008.04.24(목),개시 : 18:30,경기시간 : 3:25,두산,삼성,,,,
9, , ,유땅, , ,투안,삼진, ,삼진,4,1,0,1,0.250,오재원,구장 : 시민,"관중 : 3,026",2008.04.24(목),개시 : 18:30,경기시간 : 3:25,두산,삼성,,,,
10, , ,좌비, , ,2비,3땅, , ,3,0,0,0,0.148,채상병,구장 : 시민,"관중 : 3,026",2008.04.24(목),개시 : 18:30,경기시간 : 3:25,두산,삼성,,,,
11, , ,우비, , ,4구,4구, , ,1,0,0,1,0.154,김재호,구장 : 시민,"관중 : 3,026",2008.04.24(목),개시 : 18:30,경기시간 : 3:25,두산,삼성,,,,
0,4구, ,우희비,삼진, ,삼진, ,중안, ,3,1,1,0,0.314,박한이,구장 : 시민,"관중 : 3,026",2008.04.24(목),개시 : 18:30,경기시간 : 3:25,삼성,두산,,,,
1,좌비, ,우2, ,1파, , , , ,3,1,1,0,0.205,최형우,구장 : 시민,"관중 : 3,026",2008.04.24(목),개시 : 18:30,경기시간 : 3:25,삼성,두산,,,,
2, , , , , , ,4구,중비, ,1,0,0,1,0.308,김창희,구장 : 시민,"관중 : 3,026",2008.04.24(목),개시 : 18:30,경기시간 : 3:25,삼성,두산,,,,
3,2땅, ,삼진, ,1땅, ,우안, , ,4,1,0,0,0.308,크루즈,구장 : 시민,"관중 : 3,026",2008.04.24(목),개시 : 18:30,경기시간 : 3:25,삼성,두산,,,,
4, , , , , , , ,우비, ,1,0,0,1,0.229,신명철,구장 : 시민,"관중 : 3,026",2008.04.24(목),개시 : 18:30,경기시간 : 3:25,삼성,두산,,,,
5,삼진, ,삼진, ,1땅, ,우2,삼진, ,5,1,1,0,0.265,박석민,구장 : 시민,"관중 : 3,026",2008.04.24(목),개시 : 18:30,경기시간 : 3:25,삼성,두산,,,,
6, ,2비, ,4구, ,4구,삼진, , ,2,0,0,2,0.210,양준혁,구장 : 시민,"관중 : 3,026",2008.04.24(목),개시 : 18:30,경기시간 : 3:25,삼성,두산,,,,
7, ,우비, ,중비, ,삼진, , , ,3,0,0,0,0.235,심정수,구장 : 시민,"관중 : 3,026",2008.04.24(목),개시 : 18:30,경기시간 : 3:25,삼성,두산,,,,
8, , , , , , ,좌중안, , ,1,1,1,0,0.095,허승민,구장 : 시민,"관중 : 3,026",2008.04.24(목),개시 : 18:30,경기시간 : 3:25,삼성,두산,,,,
9, ,좌비, ,좌비, ,좌안,유땅, , ,4,1,0,0,0.235,박진만,구장 : 시민,"관중 : 3,026",2008.04.24(목),개시 : 18:30,경기시간 : 3:25,삼성,두산,,,,
10, , ,중안,우안, ,좌안,우비, , ,4,3,1,2,0.255,진갑용,구장 : 시민,"관중 : 3,026",2008.04.24(목),개시 : 18:30,경기시간 : 3:25,삼성,두산,,,,
11, , ,우2,좌중2, ,삼진, ,4구, ,3,2,2,1,0.286,김재걸,구장 : 시민,"관중 : 3,026",2008.04.24(목),개시 : 18:30,경기시간 : 3:25,삼성,두산,,,,
0,우2,삼진, ,중비, ,2직, ,4구,고4,4,1,0,1,0.432,전준호,구장 : 무등,"관중 : 4,084",2008.04.24(목),개시 : 18:29,경기시간 : 4:44,우리,KIA, ,고4, ,
1,3희번, ,우중2,유땅, ,우비, ,투희번,삼진,5,1,0,1,0.125,최현종,구장 : 무등,"관중 : 4,084",2008.04.24(목),개시 : 18:29,경기시간 : 4:44,우리,KIA, ,투땅, ,
2,좌안, ,좌중안,우안, ,유안, ,4구, ,6,6,2,2,0.365,이택근,구장 : 무등,"관중 : 4,084",2008.04.24(목),개시 : 18:29,경기시간 : 4:44,우리,KIA,2안, ,중안,
3,4구, ,좌안,4구, ,4구, ,삼진, ,4,1,0,0,0.311,브룸바,구장 : 무등,"관중 : 4,084",2008.04.24(목),개시 : 18:29,경기시간 : 4:44,우리,KIA,유2병, ,2땅,
4,삼진, ,유비,삼진, ,1실, , , ,4,0,0,0,0.254,정성훈,구장 : 무등,"관중 : 4,084",2008.04.24(목),개시 : 18:29,경기시간 : 4:44,우리,KIA, , , ,
5, , , , , , , ,1땅, ,1,0,0,0,0.256,조재호,구장 : 무등,"관중 : 4,084",2008.04.24(목),개시 : 18:29,경기시간 : 4:44,우리,KIA, , , ,
6, , , , , , , , , ,2,0,0,0,0.000,권도영,구장 : 무등,"관중 : 4,084",2008.04.24(목),개시 : 18:29,경기시간 : 4:44,우리,KIA,유땅, ,삼진,
7,좌비, ,1땅, ,중비,삼진, , ,우안,5,1,0,1,0.260,이숭용,구장 : 무등,"관중 : 4,084",2008.04.24(목),개시 : 18:29,경기시간 : 4:44,우리,KIA, , , ,
8, , , , , , , , , ,2,0,0,1,0.200,유재신,구장 : 무등,"관중 : 4,084",2008.04.24(목),개시 : 18:29,경기시간 : 4:44,우리,KIA, ,삼진,투땅,
9, , , , , , , , , ,0,0,0,0,0.125,김동수,구장 : 무등,"관중 : 4,084",2008.04.24(목),개시 : 18:29,경기시간 : 4:44,우리,KIA, , , ,
10, ,우비,중안, ,2직, ,투땅, ,삼진,6,2,1,0,0.259,강정호,구장 : 무등,"관중 : 4,084",2008.04.24(목),개시 : 18:29,경기시간 : 4:44,우리,KIA, ,좌2, ,
11, ,우2,3실, ,중안, ,삼진, , ,4,2,0,0,0.246,강귀태,구장 : 무등,"관중 : 4,084",2008.04.24(목),개시 : 18:29,경기시간 : 4:44,우리,KIA, , , ,
12, , , , , , , , ,중안,1,1,1,0,0.353,전근표,구장 : 무등,"관중 : 4,084",2008.04.24(목),개시 : 18:29,경기시간 : 4:44,우리,KIA, ,고4, ,
13, ,우비,3땅, ,중비, ,유땅, ,3번,6,0,0,0,0.274,황재균,구장 : 무등,"관중 : 4,084",2008.04.24(목),개시 : 18:29,경기시간 : 4:44,우리,KIA, ,투땅, ,
0,우안, ,3직, ,3땅,좌중3, , ,2땅,6,2,2,0,0.333,이용규,구장 : 무등,"관중 : 4,084",2008.04.24(목),개시 : 18:29,경기시간 : 4:44,KIA,우리, ,삼진, ,
1,2땅, , ,중비,우중안,중비, , ,중비,5,1,1,1,0.178,이종범,구장 : 무등,"관중 : 4,084",2008.04.24(목),개시 : 18:29,경기시간 : 4:44,KIA,우리, , ,4구,
2,사구, , ,3땅,중비, , , , ,2,0,0,0,0.255,김주형,구장 : 무등,"관중 : 4,084",2008.04.24(목),개시 : 18:29,경기시간 : 4:44,KIA,우리, , , ,
3, , , , , , ,3땅, ,4구,1,0,0,0,0.063,송산,구장 : 무등,"관중 : 4,084",2008.04.24(목),개시 : 18:29,경기시간 : 4:44,KIA,우리, , ,투희번,
4,삼진, , ,4구, ,삼진,2땅, ,삼진,4,0,0,0,0.219,최희섭,구장 : 무등,"관중 : 4,084",2008.04.24(목),개시 : 18:29,경기시간 : 4:44,KIA,우리, , ,고4,
5, ,1땅, ,중안, ,좌중안,2땅, , ,5,2,0,0,0.283,김원섭,구장 : 무등,"관중 : 4,084",2008.04.24(목),개시 : 18:29,경기시간 : 4:44,KIA,우리,포번, ,4구,
6, ,중비, ,삼진, ,1땅, ,삼진, ,6,1,1,1,0.235,이현곤,구장 : 무등,"관중 : 4,084",2008.04.24(목),개시 : 18:29,경기시간 : 4:44,KIA,우리,2직, ,좌안,
7, ,우파, , ,중2,좌중2, ,좌안, ,5,3,0,2,0.260,발데스,구장 : 무등,"관중 : 4,084",2008.04.24(목),개시 : 18:29,경기시간 : 4:44,KIA,우리,삼진, , ,
8, , ,1번, ,삼진,우안, ,2땅, ,4,1,2,1,0.263,김선빈,구장 : 무등,"관중 : 4,084",2008.04.24(목),개시 : 18:29,경기시간 : 4:44,KIA,우리, , , ,
9, , , , , , , , , ,1,0,0,0,0.043,김종국,구장 : 무등,"관중 : 4,084",2008.04.24(목),개시 : 18:29,경기시간 : 4:44,KIA,우리, ,우비, ,
10, , ,우비, , , , , , ,1,0,0,0,0.227,차일목,구장 : 무등,"관중 : 4,084",2008.04.24(목),개시 : 18:29,경기시간 : 4:44,KIA,우리, , , ,
11, , , , ,우2,좌안, , , ,2,2,1,2,1.000,최경환,구장 : 무등,"관중 : 4,084",2008.04.24(목),개시 : 18:29,경기시간 : 4:44,KIA,우리, , , ,
12, , , , , , , ,유땅, ,2,0,0,0,0.143,안재만,구장 : 무등,"관중 : 4,084",2008.04.24(목),개시 : 18:29,경기시간 : 4:44,KIA,우리, ,3땅, ,
0,2비, ,우3, ,4구,좌안, , , ,3,2,0,2,0.325,이영우,구장 : 잠실,"관중 : 9,616",2008.04.24(목),개시 : 18:30,경기시간 : 3:03,한화,LG,,,,
1, , , , , , ,우비, ,투땅,2,0,0,0,0.189,추승우,구장 : 잠실,"관중 : 9,616",2008.04.24(목),개시 : 18:30,경기시간 : 3:03,한화,LG,,,,
2,우2, ,삼진, ,우안,3파,중안, ,투땅,6,3,1,2,0.267,고동진,구장 : 잠실,"관중 : 9,616",2008.04.24(목),개시 : 18:30,경기시간 : 3:03,한화,LG,,,,
3,삼진, , ,우안,좌중3,4구,4구, , ,3,2,3,2,0.322,클락,구장 : 잠실,"관중 : 9,616",2008.04.24(목),개시 : 18:30,경기시간 : 3:03,한화,LG,,,,
4,좌비, , ,삼진,좌홈,좌안, , , ,4,2,3,1,0.281,김태균,구장 : 잠실,"관중 : 9,616",2008.04.24(목),개시 : 18:30,경기시간 : 3:03,한화,LG,,,,
5, , , , , , ,우2, , ,1,1,2,0,0.400,오승택,구장 : 잠실,"관중 : 9,616",2008.04.24(목),개시 : 18:30,경기시간 : 3:03,한화,LG,,,,
6, ,3파, ,유안,좌안,삼진, , , ,4,2,0,1,0.308,이범호,구장 : 잠실,"관중 : 9,616",2008.04.24(목),개시 : 18:30,경기시간 : 3:03,한화,LG,,,,
7, , , , , , , ,중비, ,1,0,0,0,0.000,오선진,구장 : 잠실,"관중 : 9,616",2008.04.24(목),개시 : 18:30,경기시간 : 3:03,한화,LG,,,,
8, ,유땅, ,포파,중안,중비, ,좌비, ,5,1,0,0,0.271,김태완,구장 : 잠실,"관중 : 9,616",2008.04.24(목),개시 : 18:30,경기시간 : 3:03,한화,LG,,,,
9, ,우비, ,좌비,2땅, ,4구,1직, ,4,0,1,2,0.049,한상훈,구장 : 잠실,"관중 : 9,616",2008.04.24(목),개시 : 18:30,경기시간 : 3:03,한화,LG,,,,
10, , ,2땅, ,유땅/ 좌홈, ,우2, , ,4,2,2,2,0.216,신경현,구장 : 잠실,"관중 : 9,616",2008.04.24(목),개시 : 18:30,경기시간 : 3:03,한화,LG,,,,
11, , , , , , , , ,우안,1,1,0,0,0.300,이희근,구장 : 잠실,"관중 : 9,616",2008.04.24(목),개시 : 18:30,경기시간 : 3:03,한화,LG,,,,
12, , ,삼진, ,4구/ 삼진, , , , ,2,0,0,1,0.284,김민재,구장 : 잠실,"관중 : 9,616",2008.04.24(목),개시 : 18:30,경기시간 : 3:03,한화,LG,,,,
13, , , , , , ,3땅, , ,1,0,1,0,0.308,이도형,구장 : 잠실,"관중 : 9,616",2008.04.24(목),개시 : 18:30,경기시간 : 3:03,한화,LG,,,,
14, , , , , , , , ,1땅,1,0,0,0,0.250,이여상,구장 : 잠실,"관중 : 9,616",2008.04.24(목),개시 : 18:30,경기시간 : 3:03,한화,LG,,,,
0,삼진, ,투안,삼진, , ,유땅, , ,4,1,0,0,0.303,이대형,구장 : 잠실,"관중 : 9,616",2008.04.24(목),개시 : 18:30,경기시간 : 3:03,LG,한화,,,,
1,삼진, ,3희번, ,4구, ,삼진, , ,2,0,0,0,0.233,박경수,구장 : 잠실,"관중 : 9,616",2008.04.24(목),개시 : 18:30,경기시간 : 3:03,LG,한화,,,,
2,중안, ,4구, ,중안, , ,삼진, ,3,2,0,0,0.275,박용택,구장 : 잠실,"관중 : 9,616",2008.04.24(목),개시 : 18:30,경기시간 : 3:03,LG,한화,,,,
3,3땅, ,삼진, ,32병, , ,좌비, ,4,0,0,0,0.289,최동수,구장 : 잠실,"관중 : 9,616",2008.04.24(목),개시 : 18:30,경기시간 : 3:03,LG,한화,,,,
4, , , , , , , , , ,0,0,0,0,0.000,이범준,구장 : 잠실,"관중 : 9,616",2008.04.24(목),개시 : 18:30,경기시간 : 3:03,LG,한화,,,,
5, ,1파,삼진, ,3직, , , , ,3,0,0,0,0.269,조인성,구장 : 잠실,"관중 : 9,616",2008.04.24(목),개시 : 18:30,경기시간 : 3:03,LG,한화,,,,
6, , , , , , , ,좌안, ,1,1,0,0,0.333,김정민,구장 : 잠실,"관중 : 9,616",2008.04.24(목),개시 : 18:30,경기시간 : 3:03,LG,한화,,,,
7, ,삼진, ,좌중2, ,중비, , , ,3,1,0,1,0.328,이종열,구장 : 잠실,"관중 : 9,616",2008.04.24(목),개시 : 18:30,경기시간 : 3:03,LG,한화,,,,
8, , , , , , , ,좌비, ,1,0,0,0,0.077,김용우,구장 : 잠실,"관중 : 9,616",2008.04.24(목),개시 : 18:30,경기시간 : 3:03,LG,한화,,,,
9, ,중안, ,포희번, ,좌비, , , ,2,1,0,0,0.143,정의윤,구장 : 잠실,"관중 : 9,616",2008.04.24(목),개시 : 18:30,경기시간 : 3:03,LG,한화,,,,
10, , , , , , , , ,3비,1,0,0,0,0.333,채종국,구장 : 잠실,"관중 : 9,616",2008.04.24(목),개시 : 18:30,경기시간 : 3:03,LG,한화,,,,
11, ,삼진, ,4구, ,3땅, , ,유비,3,0,0,0,0.176,김상현,구장 : 잠실,"관중 : 9,616",2008.04.24(목),개시 : 18:30,경기시간 : 3:03,LG,한화,,,,
12, , ,유안,유땅, , , , , ,2,1,0,0,0.239,권용관,구장 : 잠실,"관중 : 9,616",2008.04.24(목),개시 : 18:30,경기시간 : 3:03,LG,한화,,,,
13, , , , , , ,좌비, , ,1,0,0,0,0.000,오태근,구장 : 잠실,"관중 : 9,616",2008.04.24(목),개시 : 18:30,경기시간 : 3:03,LG,한화,,,,
14, , , , , , , , ,삼진,1,0,0,0,0.190,박용근,구장 : 잠실,"관중 : 9,616",2008.04.24(목),개시 : 18:30,경기시간 : 3:03,LG,한화,,,,
0,삼진, ,2땅, , ,유땅, , ,4구,3,0,0,0,0.301,정수근,구장 : 문학,"관중 : 9,590",2008.04.24(목),개시 : 18:30,경기시간 : 2:38,롯데,SK,,,,
1,삼진, ,사구, , ,유땅, , ,투희번,2,0,0,0,0.125,이승화,구장 : 문학,"관중 : 9,590",2008.04.24(목),개시 : 18:30,경기시간 : 2:38,롯데,SK,,,,
2,중안, , ,투파, , ,중안, ,삼진,4,2,0,0,0.365,조성환,구장 : 문학,"관중 : 9,590",2008.04.24(목),개시 : 18:30,경기시간 : 2:38,롯데,SK,,,,
3,중안, , ,2땅, , ,2유병, ,유땅,4,1,0,0,0.348,이대호,구장 : 문학,"관중 : 9,590",2008.04.24(목),개시 : 18:30,경기시간 : 2:38,롯데,SK,,,,
4,삼진, , ,1땅, , ,우중홈, , ,3,1,1,1,0.284,가르시아,구장 : 문학,"관중 : 9,590",2008.04.24(목),개시 : 18:30,경기시간 : 2:38,롯데,SK,,,,
5, ,3땅, , ,2비, ,3땅, , ,3,0,0,0,0.348,강민호,구장 : 문학,"관중 : 9,590",2008.04.24(목),개시 : 18:30,경기시간 : 2:38,롯데,SK,,,,
6, ,좌비, , ,유땅, , ,중비, ,3,0,0,0,0.203,박현승,구장 : 문학,"관중 : 9,590",2008.04.24(목),개시 : 18:30,경기시간 : 2:38,롯데,SK,,,,
7, ,좌비, , ,중비, , ,3땅, ,3,0,0,0,0.115,마해영,구장 : 문학,"관중 : 9,590",2008.04.24(목),개시 : 18:30,경기시간 : 2:38,롯데,SK,,,,
8, , ,삼진, , ,3땅, , , ,2,0,0,0,0.231,박기혁,구장 : 문학,"관중 : 9,590",2008.04.24(목),개시 : 18:30,경기시간 : 2:38,롯데,SK,,,,
9, , , , , , , , , ,0,0,0,0,0.200,손광민,구장 : 문학,"관중 : 9,590",2008.04.24(목),개시 : 18:30,경기시간 : 2:38,롯데,SK,,,,
10, , , , , , , ,2땅, ,1,0,0,0,0.214,이원석,구장 : 문학,"관중 : 9,590",2008.04.24(목),개시 : 18:30,경기시간 : 2:38,롯데,SK,,,,
0,중안, ,우안, ,투땅, ,유땅, , ,4,2,0,1,0.286,이진영,구장 : 문학,"관중 : 9,590",2008.04.24(목),개시 : 18:30,경기시간 : 2:38,SK,롯데,,,,
1, , , , , , , , , ,0,0,0,0,0.208,조동화,구장 : 문학,"관중 : 9,590",2008.04.24(목),개시 : 18:30,경기시간 : 2:38,SK,롯데,,,,
2,투희번, ,좌비, , ,우2, ,삼진, ,3,1,0,1,0.234,박재상,구장 : 문학,"관중 : 9,590",2008.04.24(목),개시 : 18:30,경기시간 : 2:38,SK,롯데,,,,
3,좌희비, , ,우2, ,투땅, ,1직, ,3,1,1,0,0.304,김재현,구장 : 문학,"관중 : 9,590",2008.04.24(목),개시 : 18:30,경기시간 : 2:38,SK,롯데,,,,
4,중비, , ,3땅, ,삼진, , , ,3,0,0,0,0.379,박재홍,구장 : 문학,"관중 : 9,590",2008.04.24(목),개시 : 18:30,경기시간 : 2:38,SK,롯데,,,,
5, , , , , , , ,유땅, ,1,0,0,0,0.185,박정권,구장 : 문학,"관중 : 9,590",2008.04.24(목),개시 : 18:30,경기시간 : 2:38,SK,롯데,,,,
6, ,우안, ,사구, ,투안, , , ,2,2,1,0,0.278,정근우,구장 : 문학,"관중 : 9,590",2008.04.24(목),개시 : 18:30,경기시간 : 2:38,SK,롯데,,,,
7, ,4구, ,중비, ,삼진, , , ,2,0,0,0,0.323,박경완,구장 : 문학,"관중 : 9,590",2008.04.24(목),개시 : 18:30,경기시간 : 2:38,SK,롯데,,,,
8, ,유2병, ,삼진, , ,삼진, , ,3,0,0,0,0.292,나주환,구장 : 문학,"관중 : 9,590",2008.04.24(목),개시 : 18:30,경기시간 : 2:38,SK,롯데,,,,
9, , ,중비, ,투땅, ,좌비, , ,3,0,0,0,0.220,김강민,구장 : 문학,"관중 : 9,590",2008.04.24(목),개시 : 18:30,경기시간 : 2:38,SK,롯데,,,,
10, , ,유땅, ,유땅, , , , ,2,0,0,0,0.167,김동건,구장 : 문학,"관중 : 9,590",2008.04.24(목),개시 : 18:30,경기시간 : 2:38,SK,롯데,,,,
11, , , , , , ,중안, , ,1,1,0,0,0.364,최정,구장 : 문학,"관중 : 9,590",2008.04.24(목),개시 : 18:30,경기시간 : 2:38,SK,롯데,,,,
0,중2, ,1땅, , ,4구,투땅, , ,3,1,0,1,0.425,전준호,구장 : 잠실,"관중 : 4,665",2008.04.25(금),개시 : 18:30,경기시간 : 3:41,우리,LG,,,,
1,2땅, ,3땅, , , , , , ,2,0,0,0,0.100,최현종,구장 : 잠실,"관중 : 4,665",2008.04.25(금),개시 : 18:30,경기시간 : 3:41,우리,LG,,,,
2, , , , , ,2땅, , , ,1,0,0,0,0.257,이숭용,구장 : 잠실,"관중 : 4,665",2008.04.25(금),개시 : 18:30,경기시간 : 3:41,우리,LG,,,,
3, , , , , , ,삼진, , ,1,0,0,1,0.000,권도영,구장 : 잠실,"관중 : 4,665",2008.04.25(금),개시 : 18:30,경기시간 : 3:41,우리,LG,,,,
4,2땅, , ,우비, ,좌2,삼진, , ,4,1,2,1,0.360,이택근,구장 : 잠실,"관중 : 4,665",2008.04.25(금),개시 : 18:30,경기시간 : 3:41,우리,LG,,,,
5,삼진, , ,4구, ,삼진, ,유비, ,3,0,0,0,0.299,브룸바,구장 : 잠실,"관중 : 4,665",2008.04.25(금),개시 : 18:30,경기시간 : 3:41,우리,LG,,,,
6, ,2땅, ,중비, ,4구, ,삼진, ,3,0,0,0,0.300,전근표,구장 : 잠실,"관중 : 4,665",2008.04.25(금),개시 : 18:30,경기시간 : 3:41,우리,LG,,,,
7, ,좌비, ,우비, ,3실, ,중비, ,4,0,0,0,0.226,강정호,구장 : 잠실,"관중 : 4,665",2008.04.25(금),개시 : 18:30,경기시간 : 3:41,우리,LG,,,,
8, ,유안, , ,중비,4구, , , ,2,1,0,0,0.260,정성훈,구장 : 잠실,"관중 : 4,665",2008.04.25(금),개시 : 18:30,경기시간 : 3:41,우리,LG,,,,
9, , , , , , , , ,우비,1,0,0,0,0.214,강병식,구장 : 잠실,"관중 : 4,665",2008.04.25(금),개시 : 18:30,경기시간 : 3:41,우리,LG,,,,
10, ,좌비, , ,투땅,2땅, , , ,3,0,0,0,0.233,강귀태,구장 : 잠실,"관중 : 4,665",2008.04.25(금),개시 : 18:30,경기시간 : 3:41,우리,LG,,,,
11, , , , , , , , ,투안,1,1,0,0,0.292,송지만,구장 : 잠실,"관중 : 4,665",2008.04.25(금),개시 : 18:30,경기시간 : 3:41,우리,LG,,,,
12, , , , , , , , , ,0,0,0,0,0.200,유재신,구장 : 잠실,"관중 : 4,665",2008.04.25(금),개시 : 18:30,경기시간 : 3:41,우리,LG,,,,
13, , ,우비, ,좌중안, ,중안, ,2병,4,2,0,0,0.286,황재균,구장 : 잠실,"관중 : 4,665",2008.04.25(금),개시 : 18:30,경기시간 : 3:41,우리,LG,,,,
0,좌파,4구, ,4구, ,2안, ,유안, ,3,2,0,1,0.314,이대형,구장 : 잠실,"관중 : 4,665",2008.04.25(금),개시 : 18:30,경기시간 : 3:41,LG,우리,,,,
1,중안,우비, ,삼진, ,포희번, ,4구, ,3,1,0,1,0.238,박경수,구장 : 잠실,"관중 : 4,665",2008.04.25(금),개시 : 18:30,경기시간 : 3:41,LG,우리,,,,
2,우중2, ,중안, , , , , , ,2,2,1,1,0.290,박용택,구장 : 잠실,"관중 : 4,665",2008.04.25(금),개시 : 18:30,경기시간 : 3:41,LG,우리,,,,
3, , , ,2실, ,우파, ,3파, ,3,0,0,0,0.000,손인호,구장 : 잠실,"관중 : 4,665",2008.04.25(금),개시 : 18:30,경기시간 : 3:41,LG,우리,,,,
4,2비, ,3희번,4구, ,유땅, , , ,2,0,1,0,0.282,최동수,구장 : 잠실,"관중 : 4,665",2008.04.25(금),개시 : 18:30,경기시간 : 3:41,LG,우리,,,,
5,3땅, ,중희비,4구, , ,1땅, , ,2,0,2,0,0.318,이종열,구장 : 잠실,"관중 : 4,665",2008.04.25(금),개시 : 18:30,경기시간 : 3:41,LG,우리,,,,
6, ,3땅,좌안,중비, , ,우안, , ,4,2,0,0,0.280,조인성,구장 : 잠실,"관중 : 4,665",2008.04.25(금),개시 : 18:30,경기시간 : 3:41,LG,우리,,,,
7, ,사구,3땅, ,유땅, ,유2병, , ,3,0,0,0,0.169,김상현,구장 : 잠실,"관중 : 4,665",2008.04.25(금),개시 : 18:30,경기시간 : 3:41,LG,우리,,,,
8, ,사구, ,2땅,중비, , ,중비, ,3,0,0,0,0.118,정의윤,구장 : 잠실,"관중 : 4,665",2008.04.25(금),개시 : 18:30,경기시간 : 3:41,LG,우리,,,,
9, ,중비, ,좌중안,우비, , ,삼진, ,4,1,0,1,0.239,권용관,구장 : 잠실,"관중 : 4,665",2008.04.25(금),개시 : 18:30,경기시간 : 3:41,LG,우리,,,,
0,좌2, ,3희번, ,유땅, ,좌안,삼진,3땅,5,2,0,1,0.337,이용규,구장 : 문학,"관중 : 5,029",2008.04.25(금),개시 : 18:31,경기시간 : 4:15,KIA,SK,,,,
1,포파, ,투땅, ,유안, , , , ,3,1,1,0,0.250,김경언,구장 : 문학,"관중 : 5,029",2008.04.25(금),개시 : 18:31,경기시간 : 4:15,KIA,SK,,,,
2, , , , , , ,삼진,우비, ,2,0,0,0,0.056,송산,구장 : 문학,"관중 : 5,029",2008.04.25(금),개시 : 18:31,경기시간 : 4:15,KIA,SK,,,,
3,2비, ,유땅, ,4구, ,우중2, , ,3,1,1,1,0.600,최경환,구장 : 문학,"관중 : 5,029",2008.04.25(금),개시 : 18:31,경기시간 : 4:15,KIA,SK,,,,
4, , , , , , , ,3땅, ,1,0,0,0,0.174,이종범,구장 : 문학,"관중 : 5,029",2008.04.25(금),개시 : 18:31,경기시간 : 4:15,KIA,SK,,,,
5,중비, , ,유땅,좌비, ,좌안, ,우비,5,1,0,1,0.218,최희섭,구장 : 문학,"관중 : 5,029",2008.04.25(금),개시 : 18:31,경기시간 : 4:15,KIA,SK,,,,
6, ,4구, ,중안, ,투땅,우안, ,좌안,4,3,1,1,0.320,김원섭,구장 : 문학,"관중 : 5,029",2008.04.25(금),개시 : 18:31,경기시간 : 4:15,KIA,SK,,,,
7, ,2병, ,중비, ,중안,중희실, ,좌중안,4,2,2,1,0.247,이현곤,구장 : 문학,"관중 : 5,029",2008.04.25(금),개시 : 18:31,경기시간 : 4:15,KIA,SK,,,,
8, ,2땅, ,4구, ,중안,투땅, ,4구,3,1,0,1,0.263,발데스,구장 : 문학,"관중 : 5,029",2008.04.25(금),개시 : 18:31,경기시간 : 4:15,KIA,SK,,,,
9, , ,4구,유땅, ,삼진, , , ,2,0,0,1,0.250,김선빈,구장 : 문학,"관중 : 5,029",2008.04.25(금),개시 : 18:31,경기시간 : 4:15,KIA,SK,,,,
10, , , , , , ,사구, , ,0,0,0,0,0.315,장성호,구장 : 문학,"관중 : 5,029",2008.04.25(금),개시 : 18:31,경기시간 : 4:15,KIA,SK,,,,
11, , , , , , , , ,좌2,1,1,1,0,0.083,김종국,구장 : 문학,"관중 : 5,029",2008.04.25(금),개시 : 18:31,경기시간 : 4:15,KIA,SK,,,,
12, , ,4구, ,3땅, , , , ,1,0,0,0,0.217,차일목,구장 : 문학,"관중 : 5,029",2008.04.25(금),개시 : 18:31,경기시간 : 4:15,KIA,SK,,,,
13, , , , , ,우비,중비, ,투땅,3,0,1,0,0.240,김주형,구장 : 문학,"관중 : 5,029",2008.04.25(금),개시 : 18:31,경기시간 : 4:15,KIA,SK,,,,
0,중비, ,3땅, ,투땅, , , , ,3,0,0,0,0.273,이진영,구장 : 문학,"관중 : 5,029",2008.04.25(금),개시 : 18:31,경기시간 : 4:15,SK,KIA,,,,
1, , , , , ,4구, , , ,0,0,0,0,0.455,이재원,구장 : 문학,"관중 : 5,029",2008.04.25(금),개시 : 18:31,경기시간 : 4:15,SK,KIA,,,,
2, , , , , , , ,우안, ,1,1,0,1,0.200,박정권,구장 : 문학,"관중 : 5,029",2008.04.25(금),개시 : 18:31,경기시간 : 4:15,SK,KIA,,,,
3,2땅, ,중비, ,중안,유땅, ,좌안, ,5,2,0,2,0.246,박재상,구장 : 문학,"관중 : 5,029",2008.04.25(금),개시 : 18:31,경기시간 : 4:15,SK,KIA,,,,
4,4구, ,우홈, ,우2, ,4구, , ,2,2,1,2,0.333,김재현,구장 : 문학,"관중 : 5,029",2008.04.25(금),개시 : 18:31,경기시간 : 4:15,SK,KIA,,,,
5, , , , , , , ,3희번, ,0,0,0,1,0.162,모창민,구장 : 문학,"관중 : 5,029",2008.04.25(금),개시 : 18:31,경기시간 : 4:15,SK,KIA,,,,
6,중비, ,3땅, ,4구, ,삼진,중안, ,4,1,1,0,0.364,박재홍,구장 : 문학,"관중 : 5,029",2008.04.25(금),개시 : 18:31,경기시간 : 4:15,SK,KIA,,,,
