,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,HP,SO,SB,CS,SH,GDP,E,컴프야P,ground
2017년 04월 06일,36,34,7,6,0,0,1,1,1,1,1,11,0,0,0,0,0,-16,수원
2017년 04월 06일,39,35,11,10,1,0,0,5,4,1,2,8,0,0,1,3,1,79,대전
2017년 04월 06일,37,34,8,5,1,0,2,4,4,2,0,5,2,0,1,0,0,151,광주
2017년 04월 06일,34,34,8,5,1,0,2,3,3,0,0,5,0,0,0,0,0,89,사직
2017년 04월 07일,41,37,11,3,6,1,1,7,6,4,0,4,2,0,0,1,1,361,잠실
2017년 04월 07일,42,34,10,8,1,0,1,5,5,4,2,8,2,0,2,1,0,180,인천
2017년 04월 07일,36,33,8,7,0,0,1,2,2,3,0,7,1,1,0,1,0,39,수원
2017년 04월 07일,38,37,10,7,2,1,0,2,2,1,0,3,0,0,0,1,0,63,광주
2017년 04월 07일,37,35,10,7,3,0,0,6,6,1,1,8,0,0,0,1,2,97,사직
2017년 04월 08일,49,46,20,15,3,0,2,13,12,2,1,6,0,0,0,1,1,402,잠실
2017년 04월 08일,35,31,4,3,1,0,0,2,2,4,0,10,0,0,0,0,1,-50,인천
2017년 04월 08일,36,31,7,7,0,0,0,0,0,4,0,4,0,1,1,1,1,-24,수원
2017년 04월 08일,42,38,12,9,2,1,0,4,4,4,0,7,0,0,0,1,0,138,광주
2017년 04월 08일,42,39,14,9,3,1,1,6,6,3,0,7,1,1,0,1,0,222,사직
2017년 04월 09일,47,44,19,16,2,0,1,13,12,3,0,5,0,1,0,2,1,342,잠실
2017년 04월 09일,43,38,12,11,1,0,0,5,5,4,1,10,1,1,0,1,1,98,인천
2017년 04월 09일,30,29,4,4,0,0,0,0,0,0,1,11,0,0,0,2,0,-105,수원
2017년 04월 09일,37,35,13,13,0,0,0,2,2,1,0,4,0,2,1,1,0,55,광주
2017년 04월 09일,36,31,5,3,2,0,0,1,1,4,1,9,1,0,0,1,0,-26,사직
2017년 04월 11일,35,34,8,6,2,0,0,4,4,1,0,5,0,0,0,0,0,30,잠실
2017년 04월 11일,35,34,8,7,1,0,0,2,2,1,0,5,1,1,0,0,0,10,고척
2017년 04월 11일,45,34,8,6,1,0,1,6,6,8,2,8,1,0,1,1,0,165,인천
2017년 04월 11일,50,43,14,12,1,0,1,11,11,7,0,7,1,0,0,0,2,265,대구
2017년 04월 11일,44,34,6,6,0,0,0,3,1,8,1,15,3,0,1,0,0,-6,마산
2017년 04월 12일,44,36,9,5,3,1,0,8,7,5,0,5,2,0,3,0,1,194,잠실
2017년 04월 12일,38,32,8,4,4,0,0,3,3,4,1,7,1,1,1,2,3,46,고척
2017년 04월 12일,48,45,12,12,0,0,0,1,1,3,0,15,1,0,0,3,2,-67,인천
2017년 04월 12일,35,31,7,5,1,1,0,5,5,3,0,9,0,0,1,3,1,60,대구
2017년 04월 12일,34,32,5,5,0,0,0,0,0,1,1,10,0,0,0,1,1,-106,마산
2017년 04월 13일,40,33,8,7,1,0,0,4,4,5,0,7,0,0,2,0,0,105,잠실
2017년 04월 13일,43,39,13,8,4,0,1,7,7,4,0,2,2,0,0,1,2,253,고척
2017년 04월 13일,42,38,12,8,1,0,3,10,9,4,0,8,1,0,0,1,0,287,인천
2017년 04월 13일,32,30,4,1,2,0,1,1,1,2,0,10,0,0,0,1,2,-45,대구
2017년 04월 13일,36,29,5,4,1,0,0,1,1,7,0,11,1,1,0,2,0,-24,마산
2017년 04월 14일,34,34,9,7,1,0,1,2,2,0,0,8,0,0,0,2,1,19,잠실
2017년 04월 14일,45,35,11,8,2,0,1,6,5,5,2,4,1,0,3,0,1,218,대전
2017년 04월 14일,36,34,7,6,0,0,1,2,2,1,1,9,0,0,0,0,0,2,광주
2017년 04월 14일,42,36,10,8,1,0,1,6,4,5,0,12,1,0,1,1,2,90,사직
2017년 04월 14일,53,38,13,10,1,0,2,10,10,12,2,5,0,0,1,0,1,353,마산
2017년 04월 15일,40,30,3,2,1,0,0,1,1,5,3,6,2,1,2,0,0,25,잠실
2017년 04월 15일,47,41,17,8,5,1,3,12,12,6,0,8,2,1,0,1,1,482,대전
2017년 04월 15일,37,37,13,11,2,0,0,2,2,0,0,6,0,0,0,3,0,38,광주
2017년 04월 15일,40,36,11,8,1,1,1,4,4,2,1,8,0,0,1,1,0,125,사직
2017년 04월 15일,48,40,14,10,1,0,3,11,11,5,2,6,0,0,1,0,0,383,마산
2017년 04월 16일,44,41,14,12,1,0,1,5,5,3,0,8,0,0,0,1,0,144,잠실
2017년 04월 16일,42,35,12,6,4,1,1,10,10,3,2,7,0,1,2,1,0,307,대전
2017년 04월 16일,44,38,13,11,2,0,0,6,6,4,1,9,1,1,1,0,0,142,광주
2017년 04월 16일,37,34,10,8,2,0,0,3,3,2,0,6,0,1,1,0,1,77,사직
2017년 04월 16일,36,30,6,6,0,0,0,0,0,6,0,7,1,1,0,2,1,-46,마산
2017년 04월 18일,48,43,10,7,1,0,2,3,3,5,0,9,1,1,0,2,0,93,잠실
2017년 04월 18일,37,35,8,5,1,1,1,4,3,2,0,9,0,0,0,0,0,67,인천
2017년 04월 18일,39,38,11,7,3,0,1,5,5,1,0,7,0,0,0,1,0,154,수원
2017년 04월 18일,37,34,9,9,0,0,0,2,2,1,1,11,1,0,1,1,1,-23,대전
2017년 04월 18일,43,39,14,8,2,0,4,8,8,2,1,7,0,0,1,0,0,358,사직
2017년 04월 19일,32,30,4,3,1,0,0,1,1,2,0,8,0,1,0,0,0,-70,잠실
2017년 04월 19일,36,32,6,5,1,0,0,3,2,4,0,5,0,0,0,3,2,-31,인천
2017년 04월 19일,39,34,9,7,2,0,0,1,1,3,1,6,0,0,1,1,1,29,수원
2017년 04월 19일,33,31,4,4,0,0,0,0,0,0,2,6,1,0,0,2,0,-67,대전
2017년 04월 19일,47,42,16,11,2,1,2,8,8,3,1,11,1,0,1,0,0,310,사직
2017년 04월 20일,36,31,5,4,1,0,0,2,2,4,0,6,0,0,1,1,0,-24,잠실
2017년 04월 20일,44,38,11,7,3,0,1,5,5,4,1,8,0,0,1,0,2,154,인천
2017년 04월 20일,41,37,13,9,4,0,0,9,8,3,1,5,2,0,0,3,1,226,수원
2017년 04월 20일,35,32,10,8,2,0,0,4,3,2,0,6,0,2,1,1,1,68,대전
2017년 04월 20일,38,33,9,7,0,0,2,5,5,1,2,8,0,0,2,1,2,153,사직
2017년 04월 21일,36,33,8,5,2,0,1,2,2,3,0,10,0,0,0,2,1,26,잠실
2017년 04월 21일,32,30,4,3,0,1,0,1,0,2,0,8,1,0,0,1,2,-72,고척
2017년 04월 21일,39,36,10,7,2,0,1,4,4,2,0,7,0,0,1,0,2,99,인천
2017년 04월 21일,37,34,10,6,2,0,2,7,7,0,0,4,0,0,3,0,0,245,수원
2017년 04월 21일,48,39,8,6,2,0,0,4,4,4,3,13,1,0,2,2,3,-1,대구
2017년 04월 22일,39,34,10,7,1,0,2,5,5,2,2,9,1,1,1,0,2,152,잠실
2017년 04월 22일,38,36,12,11,1,0,0,3,3,0,2,3,4,1,0,2,0,126,고척
2017년 04월 22일,40,35,10,9,1,0,0,4,3,4,0,3,1,0,1,1,0,90,인천
2017년 04월 22일,44,42,17,14,3,0,0,9,9,2,0,7,2,0,0,2,2,217,수원
2017년 04월 22일,51,42,17,7,8,1,1,14,14,8,1,4,0,0,0,1,0,479,대구
2017년 04월 23일,36,34,8,8,0,0,0,1,1,1,1,6,0,0,0,0,2,-40,잠실
2017년 04월 23일,41,34,10,6,3,0,1,5,5,7,0,8,0,0,0,3,0,146,고척
2017년 04월 23일,45,40,14,9,1,0,4,8,8,4,1,11,0,2,0,0,1,315,인천
2017년 04월 23일,56,47,19,9,8,0,2,14,14,7,2,10,0,0,0,0,0,491,수원
2017년 04월 23일,40,37,10,3,3,1,3,6,6,3,0,9,0,0,0,0,1,240,대구
2017년 04월 25일,41,39,12,7,1,1,3,8,7,1,1,6,1,0,0,0,0,286,잠실
2017년 04월 25일,45,41,14,12,2,0,0,9,9,3,1,4,1,0,0,0,1,205,고척
2017년 04월 25일,38,37,12,8,3,0,1,3,3,1,0,6,0,0,0,2,1,101,광주
2017년 04월 25일,35,31,6,4,1,0,1,2,2,2,0,7,0,0,2,0,0,33,사직
2017년 04월 25일,38,35,6,6,0,0,0,1,1,2,0,11,0,0,0,0,0,-72,마산
2017년 04월 26일,33,28,2,2,0,0,0,0,0,5,0,12,0,1,0,0,1,-137,잠실
2017년 04월 26일,43,38,9,6,2,1,0,4,4,2,2,7,1,0,1,1,1,98,고척
2017년 04월 26일,35,33,6,6,0,0,0,0,0,2,0,7,0,0,0,0,0,-60,광주
2017년 04월 26일,34,31,7,6,0,0,1,2,2,2,0,8,1,0,1,1,1,17,사직
2017년 04월 26일,32,30,4,2,0,0,2,4,4,1,1,6,0,0,0,0,1,45,마산
2017년 04월 27일,35,32,6,4,2,0,0,2,2,2,0,8,0,0,1,0,0,2,잠실
2017년 04월 27일,35,34,8,6,0,0,2,3,3,1,0,8,0,0,0,1,0,71,고척
2017년 04월 27일,45,43,18,14,2,0,2,9,9,2,0,11,0,0,0,1,0,280,광주
2017년 04월 27일,38,36,11,10,1,0,0,6,5,0,1,6,1,0,1,1,0,116,사직
2017년 04월 27일,33,31,4,4,0,0,0,0,0,2,0,11,1,0,0,0,1,-111,마산
2017년 04월 28일,38,32,6,3,2,1,0,0,0,4,1,10,0,0,1,0,0,-12,잠실
2017년 04월 28일,34,31,5,5,0,0,0,2,2,2,0,5,2,0,1,0,0,9,수원
2017년 04월 28일,47,38,13,9,1,0,3,13,12,7,2,7,0,0,0,1,0,387,대전
2017년 04월 28일,41,34,9,6,1,0,2,7,7,5,2,5,1,0,0,2,0,239,대구
2017년 04월 28일,35,34,8,5,3,0,0,3,3,1,0,10,3,0,0,0,1,18,광주
2017년 04월 29일,45,34,7,7,0,0,0,3,1,8,1,6,0,0,2,1,1,21,잠실
2017년 04월 29일,33,31,6,6,0,0,0,0,0,0,2,6,1,0,0,2,0,-54,수원
2017년 04월 29일,45,41,14,14,0,0,0,7,6,2,0,6,1,0,2,0,0,163,대전
2017년 04월 29일,39,34,8,4,1,0,3,5,5,4,1,11,0,0,0,2,1,140,대구
2017년 04월 29일,54,43,9,7,1,0,1,8,7,9,2,11,3,2,0,1,0,170,광주
2017년 04월 30일,43,36,11,10,1,0,0,6,6,6,0,11,1,1,1,0,0,133,잠실
2017년 04월 30일,41,37,13,9,1,1,2,7,6,3,1,5,1,3,0,0,0,262,수원
2017년 04월 30일,42,33,8,8,0,0,0,5,4,8,0,4,1,0,1,1,0,117,대전
2017년 04월 30일,45,40,13,5,2,1,5,13,12,2,3,10,0,0,0,0,0,460,대구
2017년 04월 30일,42,41,16,9,3,1,3,12,11,1,0,5,0,1,0,1,0,407,광주
2017년 05월 02일,30,30,6,4,1,0,1,2,2,0,0,10,1,1,0,1,0,15,잠실
2017년 05월 02일,45,38,14,11,1,1,1,9,8,2,3,1,0,2,2,1,0,290,고척
2017년 05월 02일,44,37,13,12,1,0,0,6,6,4,1,6,5,0,2,0,0,214,인천
2017년 05월 02일,46,41,15,11,4,0,0,9,7,3,0,4,1,0,2,0,0,246,수원
2017년 05월 02일,45,37,10,8,1,0,1,5,5,4,1,9,0,0,3,0,0,120,대구
2017년 05월 03일,31,28,5,5,0,0,0,0,0,2,1,7,0,0,0,3,0,-74,잠실
2017년 05월 03일,35,31,5,2,2,1,0,2,2,3,0,7,0,0,1,1,1,15,고척
2017년 05월 03일,46,40,12,7,2,0,3,9,9,4,1,7,0,0,1,0,1,301,인천
2017년 05월 03일,39,34,11,7,4,0,0,2,2,4,0,7,0,1,1,2,1,74,수원
2017년 05월 03일,48,39,14,11,0,0,3,10,10,8,1,11,0,1,0,1,0,333,대구
2017년 05월 04일,39,34,6,4,2,0,0,3,2,4,1,9,0,0,0,0,1,-23,잠실
2017년 05월 04일,36,34,9,7,1,0,1,1,1,0,2,6,0,0,0,1,1,31,고척
2017년 05월 04일,41,35,10,8,2,0,0,2,1,5,1,8,1,1,0,1,0,41,인천
2017년 05월 04일,36,33,9,7,0,0,2,3,3,1,0,6,0,1,2,1,0,127,수원
2017년 05월 04일,52,37,13,9,0,0,4,17,17,10,3,6,0,0,2,1,0,532,대구
2017년 05월 05일,37,33,6,3,0,1,2,3,3,3,1,8,1,1,0,0,0,110,잠실
2017년 05월 05일,41,36,11,10,1,0,0,3,3,5,0,8,1,1,0,0,0,71,고척
2017년 05월 05일,32,32,6,4,2,0,0,1,1,0,0,6,0,0,0,1,3,-68,대전
2017년 05월 05일,47,42,13,10,2,0,1,5,5,4,0,10,1,0,1,0,1,160,사직
2017년 05월 05일,35,33,8,7,0,0,1,2,2,0,1,2,0,0,1,1,0,55,마산
2017년 05월 06일,38,31,6,6,0,0,0,7,7,4,2,7,2,0,1,1,0,111,잠실
2017년 05월 06일,50,43,20,15,5,0,0,13,13,3,2,5,2,0,2,2,1,398,고척
2017년 05월 06일,37,32,7,5,1,0,1,3,3,4,0,7,0,0,1,1,1,67,대전
2017년 05월 06일,45,37,12,10,2,0,0,3,3,7,1,8,0,0,0,3,0,120,사직
2017년 05월 06일,45,36,10,5,2,0,3,12,10,6,2,8,1,0,1,2,0,310,마산
2017년 05월 07일,47,40,16,14,1,1,0,10,10,1,4,5,1,0,2,1,0,302,잠실
2017년 05월 07일,53,47,12,7,4,0,1,6,6,2,4,13,0,1,0,1,1,126,고척
2017년 05월 07일,44,36,11,6,3,0,2,10,9,6,0,8,1,0,2,0,0,305,대전
2017년 05월 07일,38,36,8,4,3,0,1,5,5,2,0,6,0,0,0,0,1,108,사직
2017년 05월 07일,37,34,8,7,1,0,0,3,0,2,1,7,2,0,0,1,1,-3,마산
2017년 05월 09일,,,,,,,,,,,,,,,,,,,잠실
2017년 05월 09일,,,,,,,,,,,,,,,,,,,대전
2017년 05월 09일,,,,,,,,,,,,,,,,,,,대구
2017년 05월 09일,38,37,12,9,2,0,1,4,4,1,0,10,0,0,0,2,2,88,광주
2017년 05월 09일,,,,,,,,,,,,,,,,,,,마산
2017년 05월 10일,35,32,5,4,0,1,0,0,0,2,1,14,0,0,0,0,0,-85,잠실
2017년 05월 10일,46,41,15,10,3,0,2,8,8,4,0,11,4,1,1,0,0,314,대전
2017년 05월 10일,44,41,15,10,2,1,2,6,6,2,0,7,0,1,1,0,0,264,대구
2017년 05월 10일,38,32,9,6,3,0,0,3,3,5,0,4,0,1,1,1,2,73,광주
2017년 05월 10일,35,35,8,6,2,0,0,0,0,0,0,9,0,0,0,0,1,-55,마산
2017년 05월 11일,30,30,4,4,0,0,0,0,0,0,0,5,0,0,0,0,1,-96,잠실
2017년 05월 11일,33,30,4,3,1,0,0,1,0,2,1,8,0,0,0,2,2,-92,대전
2017년 05월 11일,41,35,10,4,5,0,1,8,8,5,0,9,1,0,1,0,1,219,대구
2017년 05월 11일,39,37,13,11,1,0,1,4,4,0,0,8,2,0,2,2,1,149,광주
2017년 05월 11일,37,33,9,8,0,0,1,2,2,2,0,7,1,0,2,1,1,73,마산
2017년 05월 12일,41,37,9,6,3,0,0,5,5,3,1,8,0,0,0,0,0,99,잠실
2017년 05월 12일,36,33,9,8,1,0,0,2,2,2,1,7,0,0,0,1,2,-11,인천
2017년 05월 12일,39,34,10,6,2,0,2,8,8,2,1,2,2,0,2,1,1,277,수원
2017년 05월 12일,33,31,7,6,1,0,0,1,1,2,0,10,0,0,0,3,0,-44,대구
2017년 05월 12일,,,,,,,,,,,,,,,,,,,사직
2017년 05월 13일,44,40,13,8,2,0,3,10,10,1,2,5,0,0,1,1,1,329,잠실
2017년 05월 13일,42,41,9,4,3,0,2,5,5,1,0,9,0,0,0,1,0,132,인천
2017년 05월 13일,37,35,6,4,1,0,1,2,2,1,1,7,0,0,0,0,0,20,수원
2017년 05월 13일,38,36,12,10,2,0,0,5,5,0,1,6,1,0,1,1,0,136,대구
2017년 05월 13일,46,40,14,8,4,0,2,9,8,5,1,7,2,0,0,1,0,336,사직
2017년 05월 14일,35,33,9,8,1,0,0,1,1,0,0,5,0,1,2,0,0,20,잠실
2017년 05월 14일,36,31,6,4,1,0,1,3,3,5,0,4,0,2,0,0,0,71,인천
2017년 05월 14일,37,35,11,8,1,1,1,5,5,1,0,5,1,0,1,2,5,103,수원
2017년 05월 14일,38,34,8,6,1,0,1,5,5,3,0,11,1,0,1,0,1,98,대구
2017년 05월 14일,53,42,17,10,4,1,2,15,15,9,1,5,0,0,1,1,1,498,사직
2017년 05월 16일,37,34,10,8,1,0,1,2,2,2,0,4,1,1,1,0,0,132,잠실
2017년 05월 16일,30,29,4,4,0,0,0,1,1,0,0,9,0,0,1,1,0,-67,고척
2017년 05월 16일,43,37,10,6,3,0,1,8,8,6,0,6,0,0,0,1,0,208,인천
2017년 05월 16일,40,37,8,8,0,0,0,2,2,3,0,10,0,0,0,4,0,-50,광주
2017년 05월 16일,34,27,4,4,0,0,0,0,0,5,1,6,0,0,1,1,0,-66,사직
2017년 05월 17일,37,31,7,4,2,0,1,2,2,3,1,5,0,0,2,1,1,77,잠실
2017년 05월 17일,43,38,12,8,3,1,0,8,7,2,3,2,1,0,0,1,1,228,고척
2017년 05월 17일,41,36,10,7,1,1,1,5,4,2,1,5,1,1,2,0,1,136,인천
2017년 05월 17일,37,35,8,5,2,0,1,3,2,2,0,9,1,1,0,0,0,47,광주
2017년 05월 17일,38,33,5,3,1,0,1,4,2,5,0,9,1,0,0,1,3,4,사직
2017년 05월 18일,40,32,8,7,1,0,0,4,4,6,1,7,0,0,1,1,2,41,잠실
2017년 05월 18일,42,35,9,7,1,0,1,6,6,6,0,7,0,1,1,0,0,147,고척
2017년 05월 18일,32,28,3,3,0,0,0,1,0,4,0,11,0,1,0,0,0,-105,인천
2017년 05월 18일,39,37,15,13,2,0,0,4,3,1,1,6,0,1,0,4,0,104,광주
2017년 05월 18일,37,34,10,7,2,0,1,4,3,2,0,6,1,1,1,1,0,99,사직
2017년 05월 19일,42,36,11,7,2,0,2,9,9,2,1,5,0,0,3,0,1,300,잠실
2017년 05월 19일,35,35,9,8,1,0,0,4,4,0,0,7,0,0,0,1,2,13,수원
2017년 05월 19일,38,34,11,7,3,0,1,6,6,1,1,6,1,0,2,1,2,188,대전
2017년 05월 19일,43,39,14,10,2,0,2,7,7,4,0,6,1,0,0,1,1,268,광주
2017년 05월 19일,52,37,12,7,2,0,3,11,11,11,2,7,1,0,2,0,1,412,마산
2017년 05월 20일,38,31,7,6,1,0,0,2,2,2,4,7,3,0,1,2,0,48,잠실
2017년 05월 20일,44,40,15,10,2,0,3,11,11,4,0,10,1,0,0,2,0,354,수원
2017년 05월 20일,46,40,14,8,4,0,2,9,8,5,0,6,1,0,1,1,1,319,대전
2017년 05월 20일,40,39,15,12,2,0,1,6,6,1,0,3,1,0,0,3,0,225,광주
2017년 05월 20일,34,29,4,4,0,0,0,0,0,4,0,10,1,0,1,0,0,-71,마산
2017년 05월 21일,37,31,7,5,2,0,0,3,3,2,2,5,0,0,2,0,0,57,잠실
2017년 05월 21일,43,39,12,11,1,0,0,4,4,2,1,7,0,0,1,1,0,78,수원
2017년 05월 21일,41,37,10,6,1,0,3,8,7,2,1,7,5,0,1,0,1,301,대전
2017년 05월 21일,42,35,10,4,3,1,2,7,6,6,0,6,0,0,1,4,1,237,광주
2017년 05월 21일,52,46,14,12,1,0,1,9,9,6,0,13,1,0,0,1,1,202,마산
2017년 05월 23일,,,,,,,,,,,,,,,,,,,잠실
2017년 05월 23일,51,43,17,13,3,0,1,15,14,4,3,4,0,0,1,2,1,401,고척
2017년 05월 23일,49,41,17,12,3,1,1,13,11,6,0,4,0,0,2,1,2,364,대전
2017년 05월 23일,53,44,18,12,2,1,3,12,12,6,2,8,0,0,1,0,0,468,대구
2017년 05월 23일,49,41,13,11,1,1,0,6,4,8,0,10,2,1,0,1,0,139,사직
2017년 05월 24일,37,32,6,5,0,0,1,2,2,4,1,6,0,2,0,0,0,38,잠실
2017년 05월 24일,41,37,14,12,1,1,0,5,4,1,2,5,0,0,1,2,0,159,고척
2017년 05월 24일,48,39,15,8,5,0,2,9,9,6,1,4,0,0,2,0,0,383,대전
2017년 05월 24일,45,38,13,8,2,1,2,9,8,3,1,8,0,1,3,1,0,293,대구
2017년 05월 24일,37,33,8,4,1,0,3,5,5,4,0,8,0,0,0,2,0,167,사직
2017년 05월 25일,43,39,11,7,1,1,2,9,7,3,0,8,0,0,1,0,2,214,잠실
2017년 05월 25일,45,41,15,11,1,1,2,13,13,2,1,6,0,0,1,0,0,375,고척
2017년 05월 25일,47,36,8,8,0,0,0,6,5,10,1,10,2,0,0,1,1,75,대전
2017년 05월 25일,35,32,5,1,2,0,2,4,4,3,0,12,0,0,0,0,1,48,대구
2017년 05월 25일,41,39,12,6,2,0,4,6,6,2,0,8,0,0,0,1,0,261,사직
2017년 05월 26일,46,40,18,16,1,1,0,5,5,3,0,11,1,2,3,2,0,204,잠실
2017년 05월 26일,40,32,7,6,1,0,0,3,3,6,1,5,1,1,1,1,1,41,고척
2017년 05월 26일,33,31,6,5,0,0,1,1,1,2,0,8,1,0,0,2,0,-9,인천
2017년 05월 26일,40,34,11,9,0,1,1,8,8,4,0,8,0,3,2,0,0,210,광주
2017년 05월 26일,43,41,15,15,0,0,0,3,2,1,0,10,0,0,1,0,2,44,마산
2017년 05월 27일,39,37,12,10,1,0,1,4,4,1,1,6,2,0,0,2,0,132,잠실
2017년 05월 27일,36,35,7,4,1,1,1,4,4,1,0,5,0,0,0,0,0,62,고척
2017년 05월 27일,34,29,5,2,2,0,1,3,3,2,2,6,0,0,1,2,1,44,인천
2017년 05월 27일,45,36,10,8,2,0,0,7,6,9,0,2,0,0,0,2,2,135,광주
2017년 05월 27일,42,34,11,9,2,0,0,6,4,6,0,8,0,1,2,0,0,137,마산
2017년 05월 28일,35,32,8,6,1,1,0,5,5,3,0,5,0,1,0,2,0,71,잠실
2017년 05월 28일,41,33,10,4,4,2,0,3,2,8,0,8,3,1,0,0,0,171,고척
2017년 05월 28일,36,33,10,8,1,0,1,2,1,1,1,9,1,1,1,2,1,46,인천
2017년 05월 28일,47,43,12,8,3,0,1,4,4,3,1,8,0,1,0,1,0,130,광주
2017년 05월 28일,44,39,12,9,2,0,1,8,8,3,1,8,2,0,1,0,0,244,마산
2017년 05월 30일,35,31,7,3,2,1,1,3,3,1,2,5,0,0,1,2,1,103,잠실
2017년 05월 30일,43,35,9,6,2,0,1,8,8,6,0,8,2,0,2,0,0,223,수원
2017년 05월 30일,38,34,9,7,2,0,0,2,2,3,1,5,0,0,0,2,2,16,대전
2017년 05월 30일,32,31,7,5,2,0,0,1,1,1,0,5,1,1,0,2,0,12,대구
2017년 05월 30일,44,40,17,12,3,0,2,9,9,1,0,10,0,0,3,1,0,344,마산
2017년 05월 31일,39,34,8,5,2,1,0,2,1,4,1,6,0,0,0,1,0,35,잠실
2017년 05월 31일,41,35,10,4,4,0,2,8,8,5,0,7,0,0,1,1,0,259,수원
2017년 05월 31일,36,31,5,4,1,0,0,1,1,4,1,7,0,0,0,1,1,-34,대전
2017년 05월 31일,43,33,7,4,1,0,2,4,4,9,1,6,0,1,0,0,2,128,대구
2017년 05월 31일,43,37,13,7,2,1,3,10,10,5,1,4,0,0,0,3,1,368,마산
2017년 06월 01일,35,34,8,8,0,0,0,1,1,0,0,7,0,0,1,0,1,-30,잠실
2017년 06월 01일,40,38,13,5,5,0,3,10,10,2,0,8,1,2,0,0,1,340,수원
2017년 06월 01일,46,37,13,7,3,0,3,8,7,8,0,4,1,0,1,2,1,361,대전
2017년 06월 01일,34,31,6,4,2,0,0,2,2,2,0,2,0,0,1,1,2,-13,대구
2017년 06월 01일,40,36,11,7,3,0,1,7,6,3,0,7,0,1,1,2,1,148,마산
2017년 06월 02일,40,32,9,9,0,0,0,4,4,4,2,7,0,0,2,2,0,85,잠실
2017년 06월 02일,52,40,16,11,4,0,1,15,15,11,0,5,0,0,1,3,0,437,고척
2017년 06월 02일,36,33,6,2,2,0,2,4,4,2,1,5,0,0,0,0,2,89,대전
2017년 06월 02일,31,29,4,3,0,0,1,1,1,2,0,7,0,1,0,1,1,-50,대구
2017년 06월 02일,45,41,16,12,3,0,1,11,11,3,1,6,0,0,0,1,0,325,사직
2017년 06월 03일,40,35,11,9,2,0,0,4,4,3,0,7,2,0,2,1,1,125,잠실
2017년 06월 03일,42,36,10,5,3,0,2,5,5,5,1,5,0,1,0,0,0,195,고척
2017년 06월 03일,37,31,6,3,1,0,2,5,5,5,1,8,0,1,0,1,2,125,대전
2017년 06월 03일,47,38,10,9,0,0,1,5,3,8,1,8,2,0,0,1,0,100,대구
2017년 06월 03일,48,40,16,13,3,0,0,10,8,5,0,8,1,0,3,1,1,263,사직
2017년 06월 04일,45,36,9,5,4,0,0,6,5,5,3,7,0,1,1,0,0,155,잠실
2017년 06월 04일,43,40,16,12,2,0,2,6,6,2,1,6,0,0,0,2,0,264,고척
2017년 06월 04일,45,36,11,5,0,0,6,7,7,8,0,4,0,0,1,0,2,395,대전
2017년 06월 04일,49,43,18,11,5,1,1,13,13,4,1,5,0,0,1,1,2,409,대구
2017년 06월 04일,43,36,12,7,4,0,1,8,8,5,0,9,0,0,2,1,2,208,사직
