,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,9,10,11,12,13,14
11, , , , , , , ,투땅, ,1,0,0,0,0.400,김우석,구장 : 시민,"관중 : 6,235",2008.07.01(화),개시 : 18:30,경기시간 : 2:59,삼성,롯데,,,,,,
12, ,우비, ,좌안,중비, , ,유비, ,4,1,0,1,0.244,김재걸,구장 : 시민,"관중 : 6,235",2008.07.01(화),개시 : 18:30,경기시간 : 2:59,삼성,롯데,,,,,,
0,유안, ,좌안, ,사구, ,유땅, ,2땅,4,2,0,2,0.291,정근우,구장 : 잠실,"관중 : 5,527",2008.07.01(화),개시 : 18:29,경기시간 : 2:41,SK,LG,,,,,,
1,중비, ,우안, ,우2, ,우안, ,우파,5,3,0,0,0.357,이진영,구장 : 잠실,"관중 : 5,527",2008.07.01(화),개시 : 18:29,경기시간 : 2:41,SK,LG,,,,,,
2,4구, ,2땅, ,삼진, , , , ,2,0,1,0,0.318,김재현,구장 : 잠실,"관중 : 5,527",2008.07.01(화),개시 : 18:29,경기시간 : 2:41,SK,LG,,,,,,
3, , , , , , ,중안, , ,1,1,0,0,0.362,이재원,구장 : 잠실,"관중 : 5,527",2008.07.01(화),개시 : 18:29,경기시간 : 2:41,SK,LG,,,,,,
4, , , , , , , , , ,0,0,0,0,0.312,박재상,구장 : 잠실,"관중 : 5,527",2008.07.01(화),개시 : 18:29,경기시간 : 2:41,SK,LG,,,,,,
5, , , , , , , , ,유땅,1,0,0,0,0.206,정상호,구장 : 잠실,"관중 : 5,527",2008.07.01(화),개시 : 18:29,경기시간 : 2:41,SK,LG,,,,,,
6,2땅, ,중비, ,유땅, ,삼진, , ,4,0,0,0,0.347,박재홍,구장 : 잠실,"관중 : 5,527",2008.07.01(화),개시 : 18:29,경기시간 : 2:41,SK,LG,,,,,,
7, ,3땅, ,우비,3땅, ,4구, , ,3,0,0,0,0.329,최정,구장 : 잠실,"관중 : 5,527",2008.07.01(화),개시 : 18:29,경기시간 : 2:41,SK,LG,,,,,,
8, ,유안, ,4구, ,3비,2비, , ,3,1,0,0,0.301,박경완,구장 : 잠실,"관중 : 5,527",2008.07.01(화),개시 : 18:29,경기시간 : 2:41,SK,LG,,,,,,
9, ,유비, ,삼진, ,3땅, ,유땅, ,4,0,0,0,0.281,나주환,구장 : 잠실,"관중 : 5,527",2008.07.01(화),개시 : 18:29,경기시간 : 2:41,SK,LG,,,,,,
10, ,2땅, ,좌2, ,3실, ,투번, ,4,1,0,0,0.239,김강민,구장 : 잠실,"관중 : 5,527",2008.07.01(화),개시 : 18:29,경기시간 : 2:41,SK,LG,,,,,,
11, , ,2땅,2땅, , , , , ,2,0,0,0,0.241,조동화,구장 : 잠실,"관중 : 5,527",2008.07.01(화),개시 : 18:29,경기시간 : 2:41,SK,LG,,,,,,
12, , , , , ,2땅, ,삼진, ,2,0,0,0,0.000,김재구,구장 : 잠실,"관중 : 5,527",2008.07.01(화),개시 : 18:29,경기시간 : 2:41,SK,LG,,,,,,
0,삼진,우비, ,2땅, ,중비, , , ,4,0,0,0,0.269,이대형,구장 : 잠실,"관중 : 5,527",2008.07.01(화),개시 : 18:29,경기시간 : 2:41,LG,SK,,,,,,
1,유땅, ,4구,삼진, , ,3땅, , ,3,0,0,1,0.286,박용택,구장 : 잠실,"관중 : 5,527",2008.07.01(화),개시 : 18:29,경기시간 : 2:41,LG,SK,,,,,,
2,삼진, ,우안,중비, , ,2비, , ,4,1,0,1,0.354,안치용,구장 : 잠실,"관중 : 5,527",2008.07.01(화),개시 : 18:29,경기시간 : 2:41,LG,SK,,,,,,
3, ,우중홈,우중안, ,2땅, ,2안, , ,4,3,2,1,0.367,페타지니,구장 : 잠실,"관중 : 5,527",2008.07.01(화),개시 : 18:29,경기시간 : 2:41,LG,SK,,,,,,
4, ,중안,3땅, ,중비, ,유땅, , ,4,1,0,1,0.266,최동수,구장 : 잠실,"관중 : 5,527",2008.07.01(화),개시 : 18:29,경기시간 : 2:41,LG,SK,,,,,,
5, ,투희번,좌안, ,중비, , ,2비, ,3,1,1,0,0.292,박경수,구장 : 잠실,"관중 : 5,527",2008.07.01(화),개시 : 18:29,경기시간 : 2:41,LG,SK,,,,,,
6, ,사구,1안, , ,중비, ,좌비, ,3,1,0,0,0.308,김용의,구장 : 잠실,"관중 : 5,527",2008.07.01(화),개시 : 18:29,경기시간 : 2:41,LG,SK,,,,,,
7, ,우안,2비, , ,중안, ,우비, ,4,2,1,0,0.281,김정민,구장 : 잠실,"관중 : 5,527",2008.07.01(화),개시 : 18:29,경기시간 : 2:41,LG,SK,,,,,,
8, ,삼진,삼진, , ,2땅, , , ,3,0,0,0,0.186,박용근,구장 : 잠실,"관중 : 5,527",2008.07.01(화),개시 : 18:29,경기시간 : 2:41,LG,SK,,,,,,
9, , , , , , , , , ,0,0,0,0,0.211,채종국,구장 : 잠실,"관중 : 5,527",2008.07.01(화),개시 : 18:29,경기시간 : 2:41,LG,SK,,,,,,
0,1땅, ,중비, , ,중비, ,좌안, ,4,1,0,1,0.304,이종욱,구장 : 대전,"관중 : 4,743",2008.07.01(화),개시 : 18:30,경기시간 : 3:04,두산,한화,,,,,,
1,좌중홈, , ,삼진, ,4구, ,2안, ,3,2,1,2,0.287,고영민,구장 : 대전,"관중 : 4,743",2008.07.01(화),개시 : 18:30,경기시간 : 3:04,두산,한화,,,,,,
2,2땅, , ,4구, ,2땅, ,좌중안, ,3,1,2,0,0.346,김현수,구장 : 대전,"관중 : 4,743",2008.07.01(화),개시 : 18:30,경기시간 : 3:04,두산,한화,,,,,,
3,좌비, , ,2유병, , ,우안,좌희비, ,3,1,1,0,0.303,김동주,구장 : 대전,"관중 : 4,743",2008.07.01(화),개시 : 18:30,경기시간 : 3:04,두산,한화,,,,,,
4, ,유안, , ,우안, ,사구, ,중비,3,2,0,0,0.326,홍성흔,구장 : 대전,"관중 : 4,743",2008.07.01(화),개시 : 18:30,경기시간 : 3:04,두산,한화,,,,,,
5, ,1유병, , ,2유병, ,삼진, ,좌비,4,0,0,0,0.293,유재웅,구장 : 대전,"관중 : 4,743",2008.07.01(화),개시 : 18:30,경기시간 : 3:04,두산,한화,,,,,,
6, ,우비, , ,유땅, ,유2병, ,1파,4,0,0,0,0.255,정원석,구장 : 대전,"관중 : 4,743",2008.07.01(화),개시 : 18:30,경기시간 : 3:04,두산,한화,,,,,,
7, , ,삼진, , ,삼진, ,중비, ,3,0,0,0,0.217,채상병,구장 : 대전,"관중 : 4,743",2008.07.01(화),개시 : 18:30,경기시간 : 3:04,두산,한화,,,,,,
8, , ,2땅, , ,4구, ,4구, ,1,0,0,1,0.242,김재호,구장 : 대전,"관중 : 4,743",2008.07.01(화),개시 : 18:30,경기시간 : 3:04,두산,한화,,,,,,
0,유안, ,3땅, ,4구, ,1땅, , ,3,1,0,0,0.299,추승우,구장 : 대전,"관중 : 4,743",2008.07.01(화),개시 : 18:30,경기시간 : 3:04,한화,두산,,,,,,
1,2유병, ,중안, ,삼진, , , , ,3,1,0,0,0.245,송광민,구장 : 대전,"관중 : 4,743",2008.07.01(화),개시 : 18:30,경기시간 : 3:04,한화,두산,,,,,,
2, , , , , , , , , ,0,0,0,0,0.236,오승택,구장 : 대전,"관중 : 4,743",2008.07.01(화),개시 : 18:30,경기시간 : 3:04,한화,두산,,,,,,
3, , , , , , , ,유땅, ,1,0,0,0,0.286,연경흠,구장 : 대전,"관중 : 4,743",2008.07.01(화),개시 : 18:30,경기시간 : 3:04,한화,두산,,,,,,
4, , , , , , , , , ,0,0,0,0,1.000,김동영,구장 : 대전,"관중 : 4,743",2008.07.01(화),개시 : 18:30,경기시간 : 3:04,한화,두산,,,,,,
5,2땅, ,1땅, ,1땅, , ,삼진, ,4,0,0,0,0.302,클락,구장 : 대전,"관중 : 4,743",2008.07.01(화),개시 : 18:30,경기시간 : 3:04,한화,두산,,,,,,
6, ,4구,유땅, ,유땅, , ,4구, ,2,0,0,2,0.329,김태균,구장 : 대전,"관중 : 4,743",2008.07.01(화),개시 : 18:30,경기시간 : 3:04,한화,두산,,,,,,
7, ,삼진, ,좌안, ,2땅, ,중안, ,4,2,0,2,0.269,이범호,구장 : 대전,"관중 : 4,743",2008.07.01(화),개시 : 18:30,경기시간 : 3:04,한화,두산,,,,,,
8, ,좌비, ,중홈, ,삼진, ,우2, ,4,2,4,1,0.268,김태완,구장 : 대전,"관중 : 4,743",2008.07.01(화),개시 : 18:30,경기시간 : 3:04,한화,두산,,,,,,
9, ,우중2, ,유땅, ,우비, ,중비, ,4,1,0,1,0.187,이여상,구장 : 대전,"관중 : 4,743",2008.07.01(화),개시 : 18:30,경기시간 : 3:04,한화,두산,,,,,,
10, ,우안, ,유땅, , ,삼진, , ,3,1,2,0,0.275,신경현,구장 : 대전,"관중 : 4,743",2008.07.01(화),개시 : 18:30,경기시간 : 3:04,한화,두산,,,,,,
11, ,3땅, ,중비, , ,중비, , ,3,0,0,0,0.228,김민재,구장 : 대전,"관중 : 4,743",2008.07.01(화),개시 : 18:30,경기시간 : 3:04,한화,두산,,,,,,
12, , , , , , , , , ,0,0,0,0,0.191,한상훈,구장 : 대전,"관중 : 4,743",2008.07.01(화),개시 : 18:30,경기시간 : 3:04,한화,두산,,,,,,
0,중안, ,2직, ,2땅, , , , ,3,1,0,0,0.354,전준호,구장 : 무등,"관중 : 1,165",2008.07.02(수),개시 : 18:30,경기시간 : 3:27,우리,KIA,,,,,,
1, , , , , , ,4구, ,좌비,1,0,0,0,0.242,정수성,구장 : 무등,"관중 : 1,165",2008.07.02(수),개시 : 18:30,경기시간 : 3:27,우리,KIA,,,,,,
2,2땅, , ,우비, ,중안, , , ,3,1,0,1,0.265,정성훈,구장 : 무등,"관중 : 1,165",2008.07.02(수),개시 : 18:30,경기시간 : 3:27,우리,KIA,,,,,,
3, , , , , , ,1희번, ,투실,1,0,0,0,0.263,황재균,구장 : 무등,"관중 : 1,165",2008.07.02(수),개시 : 18:30,경기시간 : 3:27,우리,KIA,,,,,,
4,유비, , ,좌홈, ,좌안,삼진, ,4구,4,2,1,1,0.311,이택근,구장 : 무등,"관중 : 1,165",2008.07.02(수),개시 : 18:30,경기시간 : 3:27,우리,KIA,,,,,,
5,삼진, , ,3땅, ,우중안,우비, ,2땅,5,1,1,1,0.288,브룸바,구장 : 무등,"관중 : 1,165",2008.07.02(수),개시 : 18:30,경기시간 : 3:27,우리,KIA,,,,,,
6, ,삼진, ,유땅, ,포땅, ,삼진, ,4,0,0,1,0.293,송지만,구장 : 무등,"관중 : 1,165",2008.07.02(수),개시 : 18:30,경기시간 : 3:27,우리,KIA,,,,,,
7, , , , , , , , , ,0,0,0,0,0.193,권도영,구장 : 무등,"관중 : 1,165",2008.07.02(수),개시 : 18:30,경기시간 : 3:27,우리,KIA,,,,,,
8, ,1땅, , ,1땅,우2, ,2안, ,4,2,2,0,0.270,이숭용,구장 : 무등,"관중 : 1,165",2008.07.02(수),개시 : 18:30,경기시간 : 3:27,우리,KIA,,,,,,
9, ,삼진, , ,우안,투땅, ,3병, ,4,1,0,0,0.223,강정호,구장 : 무등,"관중 : 1,165",2008.07.02(수),개시 : 18:30,경기시간 : 3:27,우리,KIA,,,,,,
10, , ,2비, ,우안,4구, , ,삼진,3,1,0,0,0.212,김동수,구장 : 무등,"관중 : 1,165",2008.07.02(수),개시 : 18:30,경기시간 : 3:27,우리,KIA,,,,,,
11, , ,중비, ,삼진,3땅, , ,중안,4,1,0,0,0.310,김일경,구장 : 무등,"관중 : 1,165",2008.07.02(수),개시 : 18:30,경기시간 : 3:27,우리,KIA,,,,,,
0,3땅, , ,4구, ,좌비, ,좌안,우비,4,1,0,2,0.319,이용규,구장 : 무등,"관중 : 1,165",2008.07.02(수),개시 : 18:30,경기시간 : 3:27,KIA,우리,,,,,,
1,2땅, , ,1땅, ,중비, ,삼진, ,4,0,0,0,0.311,김원섭,구장 : 무등,"관중 : 1,165",2008.07.02(수),개시 : 18:30,경기시간 : 3:27,KIA,우리,,,,,,
2,삼진, , ,삼진, ,삼진, ,삼진, ,4,0,0,0,0.236,나지완,구장 : 무등,"관중 : 1,165",2008.07.02(수),개시 : 18:30,경기시간 : 3:27,KIA,우리,,,,,,
3, ,2땅, ,4구, , ,우중안,4구, ,2,1,0,1,0.337,장성호,구장 : 무등,"관중 : 1,165",2008.07.02(수),개시 : 18:30,경기시간 : 3:27,KIA,우리,,,,,,
4, ,2땅, ,중안, , ,사구,좌안, ,3,2,2,0,0.222,채종범,구장 : 무등,"관중 : 1,165",2008.07.02(수),개시 : 18:30,경기시간 : 3:27,KIA,우리,,,,,,
5, ,삼진, ,우비, , , , , ,2,0,0,0,0.263,이현곤,구장 : 무등,"관중 : 1,165",2008.07.02(수),개시 : 18:30,경기시간 : 3:27,KIA,우리,,,,,,
6, , , , , , ,좌파, , ,1,0,0,0,0.327,최경환,구장 : 무등,"관중 : 1,165",2008.07.02(수),개시 : 18:30,경기시간 : 3:27,KIA,우리,,,,,,
7, , , , , , , ,3직, ,1,0,0,0,0.125,김형철,구장 : 무등,"관중 : 1,165",2008.07.02(수),개시 : 18:30,경기시간 : 3:27,KIA,우리,,,,,,
8, , ,중안, ,투땅, ,좌안, ,2땅,4,2,0,0,0.278,김선빈,구장 : 무등,"관중 : 1,165",2008.07.02(수),개시 : 18:30,경기시간 : 3:27,KIA,우리,,,,,,
9, , ,2병, ,삼진, , , , ,2,0,0,0,0.263,차일목,구장 : 무등,"관중 : 1,165",2008.07.02(수),개시 : 18:30,경기시간 : 3:27,KIA,우리,,,,,,
10, , , , , , ,2땅, , ,1,0,1,0,0.282,이종범,구장 : 무등,"관중 : 1,165",2008.07.02(수),개시 : 18:30,경기시간 : 3:27,KIA,우리,,,,,,
11, , , , , , , , ,2비,1,0,0,0,0.125,이성우,구장 : 무등,"관중 : 1,165",2008.07.02(수),개시 : 18:30,경기시간 : 3:27,KIA,우리,,,,,,
12, , ,우비, ,중비, , , , ,2,0,0,0,0.237,김종국,구장 : 무등,"관중 : 1,165",2008.07.02(수),개시 : 18:30,경기시간 : 3:27,KIA,우리,,,,,,
13, , , , , , ,삼진, ,중안,2,1,0,0,0.250,김주형,구장 : 무등,"관중 : 1,165",2008.07.02(수),개시 : 18:30,경기시간 : 3:27,KIA,우리,,,,,,
0,삼진, ,2땅, , , , , , ,2,0,0,0,0.301,이종욱,구장 : 대전,"관중 : 2,569",2008.07.02(수),개시 : 18:30,경기시간 : 3:10,두산,한화,,,,,,
1, , , ,우안, ,좌2, , , ,2,2,1,0,0.227,이성열,구장 : 대전,"관중 : 2,569",2008.07.02(수),개시 : 18:30,경기시간 : 3:10,두산,한화,,,,,,
2, , , , , , , , ,3땅,1,0,0,0,0.129,최승환,구장 : 대전,"관중 : 2,569",2008.07.02(수),개시 : 18:30,경기시간 : 3:10,두산,한화,,,,,,
3,2땅, ,3파,좌비, ,삼진, , ,사구,4,0,0,1,0.240,오재원,구장 : 대전,"관중 : 2,569",2008.07.02(수),개시 : 18:30,경기시간 : 3:10,두산,한화,,,,,,
4,좌2, , ,4구,중비, ,중안, ,삼진,4,2,0,1,0.290,고영민,구장 : 대전,"관중 : 2,569",2008.07.02(수),개시 : 18:30,경기시간 : 3:10,두산,한화,,,,,,
5,4구, , ,4구,좌중홈, ,투땅, ,우안,3,2,2,2,0.349,김현수,구장 : 대전,"관중 : 2,569",2008.07.02(수),개시 : 18:30,경기시간 : 3:10,두산,한화,,,,,,
6,유땅, , ,좌안,삼진, ,유땅, ,2비,5,1,1,1,0.324,홍성흔,구장 : 대전,"관중 : 2,569",2008.07.02(수),개시 : 18:30,경기시간 : 3:10,두산,한화,,,,,,
7, ,2땅, ,좌중홈,우홈, ,삼진, , ,4,2,4,2,0.299,유재웅,구장 : 대전,"관중 : 2,569",2008.07.02(수),개시 : 18:30,경기시간 : 3:10,두산,한화,,,,,,
8, ,유땅, ,투직,삼진, , ,삼진, ,4,0,0,0,0.236,정원석,구장 : 대전,"관중 : 2,569",2008.07.02(수),개시 : 18:30,경기시간 : 3:10,두산,한화,,,,,,
9, ,포파, ,우안, ,중비, ,좌안, ,4,2,0,1,0.223,채상병,구장 : 대전,"관중 : 2,569",2008.07.02(수),개시 : 18:30,경기시간 : 3:10,두산,한화,,,,,,
10, , , , , , , , , ,0,0,0,0,0.185,민병헌,구장 : 대전,"관중 : 2,569",2008.07.02(수),개시 : 18:30,경기시간 : 3:10,두산,한화,,,,,,
11, , ,유땅,투번, ,중비, ,삼진, ,4,0,0,0,0.236,김재호,구장 : 대전,"관중 : 2,569",2008.07.02(수),개시 : 18:30,경기시간 : 3:10,두산,한화,,,,,,
0,우안, ,중비, ,투안, ,우안, ,투땅,5,3,0,1,0.306,추승우,구장 : 대전,"관중 : 2,569",2008.07.02(수),개시 : 18:30,경기시간 : 3:10,한화,두산,,,,,,
1,중비, ,삼진, ,좌비, ,1땅, , ,4,0,0,0,0.240,연경흠,구장 : 대전,"관중 : 2,569",2008.07.02(수),개시 : 18:30,경기시간 : 3:10,한화,두산,,,,,,
2, , , , , , , , ,좌파,1,0,0,0,0.301,클락,구장 : 대전,"관중 : 2,569",2008.07.02(수),개시 : 18:30,경기시간 : 3:10,한화,두산,,,,,,
3,2병, , ,4구,좌홈, ,3파, , ,3,1,2,2,0.270,이범호,구장 : 대전,"관중 : 2,569",2008.07.02(수),개시 : 18:30,경기시간 : 3:10,한화,두산,,,,,,
4, ,좌비, ,우중2,중홈, ,우비, , ,4,2,1,2,0.332,김태균,구장 : 대전,"관중 : 2,569",2008.07.02(수),개시 : 18:30,경기시간 : 3:10,한화,두산,,,,,,
5, ,2비, ,좌중2,우비, , ,우비, ,4,1,2,0,0.267,김태완,구장 : 대전,"관중 : 2,569",2008.07.02(수),개시 : 18:30,경기시간 : 3:10,한화,두산,,,,,,
6, ,우비, ,3비,삼진, , ,3비, ,4,0,0,0,0.179,이여상,구장 : 대전,"관중 : 2,569",2008.07.02(수),개시 : 18:30,경기시간 : 3:10,한화,두산,,,,,,
7, , ,우2,2비, ,삼진, ,삼진, ,4,1,0,1,0.274,신경현,구장 : 대전,"관중 : 2,569",2008.07.02(수),개시 : 18:30,경기시간 : 3:10,한화,두산,,,,,,
8, , ,3희번,투유안, ,삼진, , , ,2,1,0,0,0.667,김동영,구장 : 대전,"관중 : 2,569",2008.07.02(수),개시 : 18:30,경기시간 : 3:10,한화,두산,,,,,,
9, , , , , , , , ,삼진,1,0,0,0,0.240,송광민,구장 : 대전,"관중 : 2,569",2008.07.02(수),개시 : 18:30,경기시간 : 3:10,한화,두산,,,,,,
10, , ,우안,삼진, ,좌비, , ,중안,4,2,1,0,0.232,김민재,구장 : 대전,"관중 : 2,569",2008.07.02(수),개시 : 18:30,경기시간 : 3:10,한화,두산,,,,,,
0,우중2,좌중안, , ,4구,3땅, , , ,3,2,1,1,0.289,정수근,구장 : 시민,"관중 : 5,706",2008.07.03(목),개시 : 18:29,경기시간 : 3:20,롯데,삼성,,,,,,
1, , , , , , , ,좌비,1파,2,0,0,0,0.181,이승화,구장 : 시민,"관중 : 5,706",2008.07.03(목),개시 : 18:29,경기시간 : 3:20,롯데,삼성,,,,,,
2,1파,3파, , ,포희실,3땅, , ,우파,4,0,0,1,0.258,김주찬,구장 : 시민,"관중 : 5,706",2008.07.03(목),개시 : 18:29,경기시간 : 3:20,롯데,삼성,,,,,,
3,3안, ,중비, ,좌2,삼진, , , ,4,2,2,1,0.350,조성환,구장 : 시민,"관중 : 5,706",2008.07.03(목),개시 : 18:29,경기시간 : 3:20,롯데,삼성,,,,,,
4, , , , , , , , ,사구,0,0,0,1,0.083,박남섭,구장 : 시민,"관중 : 5,706",2008.07.03(목),개시 : 18:29,경기시간 : 3:20,롯데,삼성,,,,,,
5,우비, ,1땅, ,3땅, ,유땅, ,중비,5,0,0,0,0.308,이대호,구장 : 시민,"관중 : 5,706",2008.07.03(목),개시 : 18:29,경기시간 : 3:20,롯데,삼성,,,,,,
6,삼진, ,3땅, ,4구, ,중비, , ,3,0,0,0,0.306,강민호,구장 : 시민,"관중 : 5,706",2008.07.03(목),개시 : 18:29,경기시간 : 3:20,롯데,삼성,,,,,,
7, , , , , , , , ,우안,1,1,0,1,0.190,최기문,구장 : 시민,"관중 : 5,706",2008.07.03(목),개시 : 18:29,경기시간 : 3:20,롯데,삼성,,,,,,
8, ,좌비, ,1땅,우안, ,중비, ,우홈,5,2,4,2,0.249,가르시아,구장 : 시민,"관중 : 5,706",2008.07.03(목),개시 : 18:29,경기시간 : 3:20,롯데,삼성,,,,,,
9, ,중안, ,1파,3땅, , ,유땅,유실,5,1,0,3,0.296,정보명,구장 : 시민,"관중 : 5,706",2008.07.03(목),개시 : 18:29,경기시간 : 3:20,롯데,삼성,,,,,,
10, ,우비, ,3땅,우3, , ,삼진,좌안,5,2,2,0,0.343,손광민,구장 : 시민,"관중 : 5,706",2008.07.03(목),개시 : 18:29,경기시간 : 3:20,롯데,삼성,,,,,,
11, ,4구, , ,우안/ 삼진, , ,우안,우안,4,3,1,1,0.282,박기혁,구장 : 시민,"관중 : 5,706",2008.07.03(목),개시 : 18:29,경기시간 : 3:20,롯데,삼성,,,,,,
0,4구,좌안, , ,삼진, , ,2땅, ,3,1,0,1,0.314,박한이,구장 : 시민,"관중 : 5,706",2008.07.03(목),개시 : 18:29,경기시간 : 3:20,삼성,롯데,,,,,,
1,3희실,투땅, , ,중비, , , , ,2,0,0,1,0.269,김동현,구장 : 시민,"관중 : 5,706",2008.07.03(목),개시 : 18:29,경기시간 : 3:20,삼성,롯데,,,,,,
2, , , , , , , ,3파, ,1,0,0,0,0.313,강봉규,구장 : 시민,"관중 : 5,706",2008.07.03(목),개시 : 18:29,경기시간 : 3:20,삼성,롯데,,,,,,
3, , , , , , , , , ,0,0,0,0,0.400,김우석,구장 : 시민,"관중 : 5,706",2008.07.03(목),개시 : 18:29,경기시간 : 3:20,삼성,롯데,,,,,,
4,1땅, ,우안, ,삼진, , ,삼진, ,4,1,1,0,0.237,양준혁,구장 : 시민,"관중 : 5,706",2008.07.03(목),개시 : 18:29,경기시간 : 3:20,삼성,롯데,,,,,,
5,4구, ,우안, , ,4구, , ,좌2,2,2,0,0,0.284,박석민,구장 : 시민,"관중 : 5,706",2008.07.03(목),개시 : 18:29,경기시간 : 3:20,삼성,롯데,,,,,,
6,우비, ,4구, , ,중비, , ,투땅,3,0,0,1,0.278,최형우,구장 : 시민,"관중 : 5,706",2008.07.03(목),개시 : 18:29,경기시간 : 3:20,삼성,롯데,,,,,,
7,삼진, ,우비, , ,1유병, , ,우중2,4,1,1,0,0.284,채태인,구장 : 시민,"관중 : 5,706",2008.07.03(목),개시 : 18:29,경기시간 : 3:20,삼성,롯데,,,,,,
8, ,유안, ,유직, , ,좌비, ,3땅,4,1,0,0,0.324,김창희,구장 : 시민,"관중 : 5,706",2008.07.03(목),개시 : 18:29,경기시간 : 3:20,삼성,롯데,,,,,,
9, ,중비, ,유땅, , , , , ,2,0,0,0,0.216,현재윤,구장 : 시민,"관중 : 5,706",2008.07.03(목),개시 : 18:29,경기시간 : 3:20,삼성,롯데,,,,,,
10, , , , , , ,유비, , ,1,0,0,0,0.285,진갑용,구장 : 시민,"관중 : 5,706",2008.07.03(목),개시 : 18:29,경기시간 : 3:20,삼성,롯데,,,,,,
