,0,1,2,3,4,5,6,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,7,8,9,10,11
8, ,중비, ,4구, ,좌홈, ,3,1,3,1,0.231,박헌도,구장 : 목동,"관중 : 5,280",2014.09.07(일),개시 : 14:00,경기시간 : 3:09,넥센,롯데,중비, ,,,
9, , , , , , , ,0,0,0,0,0.321,이택근,구장 : 목동,"관중 : 5,280",2014.09.07(일),개시 : 14:00,경기시간 : 3:09,넥센,롯데, , ,,,
10, , ,우비,1비, ,삼진, ,3,0,0,0,0.174,김하성,구장 : 목동,"관중 : 5,280",2014.09.07(일),개시 : 14:00,경기시간 : 3:09,넥센,롯데, , ,,,
11, , , , , , , ,1,1,0,0,0.263,이성열,구장 : 목동,"관중 : 5,280",2014.09.07(일),개시 : 14:00,경기시간 : 3:09,넥센,롯데,좌안, ,,,
12, , , , , , , ,0,0,0,0,0.231,김지수,구장 : 목동,"관중 : 5,280",2014.09.07(일),개시 : 14:00,경기시간 : 3:09,넥센,롯데, , ,,,
13, , ,좌비,우비, , ,2비,4,1,0,0,0.248,박동원,구장 : 목동,"관중 : 5,280",2014.09.07(일),개시 : 14:00,경기시간 : 3:09,넥센,롯데,좌안, ,,,
0,2땅, ,중안,좌비, ,중비,중안,5,2,0,1,0.358,이명기,구장 : 잠실,"관중 : 12,620",2014.09.07(일),개시 : 14:00,경기시간 : 3:32,SK,두산, , ,,,
1,2땅, ,3희번,유땅, ,좌중안,삼진,4,1,0,1,0.254,조동화,구장 : 잠실,"관중 : 12,620",2014.09.07(일),개시 : 14:00,경기시간 : 3:32,SK,두산, , ,,,
2,좌비, ,삼진, ,4구,중안, ,4,1,1,2,0.313,최정,구장 : 잠실,"관중 : 12,620",2014.09.07(일),개시 : 14:00,경기시간 : 3:32,SK,두산,좌비, ,,,
3, , , , , , , ,0,0,0,0,0.233,신현철,구장 : 잠실,"관중 : 12,620",2014.09.07(일),개시 : 14:00,경기시간 : 3:32,SK,두산, , ,,,
4, ,4구,우중2, ,좌2,투안, ,3,3,1,3,0.297,박정권,구장 : 잠실,"관중 : 12,620",2014.09.07(일),개시 : 14:00,경기시간 : 3:32,SK,두산, , ,,,
5, , , , , , , ,1,1,1,1,0.261,한동민,구장 : 잠실,"관중 : 12,620",2014.09.07(일),개시 : 14:00,경기시간 : 3:32,SK,두산,우홈, ,,,
6, ,4구,좌안, ,삼진, , ,2,1,1,2,0.299,김강민,구장 : 잠실,"관중 : 12,620",2014.09.07(일),개시 : 14:00,경기시간 : 3:32,SK,두산, , ,,,
7, , , , , ,4구, ,1,0,0,1,0.320,임훈,구장 : 잠실,"관중 : 12,620",2014.09.07(일),개시 : 14:00,경기시간 : 3:32,SK,두산,중비, ,,,
8, ,좌2,좌안, ,4구,좌홈, ,4,3,6,1,0.288,김상현,구장 : 잠실,"관중 : 12,620",2014.09.07(일),개시 : 14:00,경기시간 : 3:32,SK,두산,우비, ,,,
9, , , , , , , ,0,0,0,0,0.227,김재현,구장 : 잠실,"관중 : 12,620",2014.09.07(일),개시 : 14:00,경기시간 : 3:32,SK,두산, , ,,,
10, ,사구,2땅, ,중희비,우비, ,2,0,1,0,0.294,김성현,구장 : 잠실,"관중 : 12,620",2014.09.07(일),개시 : 14:00,경기시간 : 3:32,SK,두산, , ,,,
11, , , , , , , ,1,0,0,0,0.313,박진만,구장 : 잠실,"관중 : 12,620",2014.09.07(일),개시 : 14:00,경기시간 : 3:32,SK,두산, ,3땅,,,
12, ,2유병, ,포번,삼진, ,우비,4,0,0,0,0.270,나주환,구장 : 잠실,"관중 : 12,620",2014.09.07(일),개시 : 14:00,경기시간 : 3:32,SK,두산, , ,,,
13, , , , , , , ,1,1,0,0,0.333,박계현,구장 : 잠실,"관중 : 12,620",2014.09.07(일),개시 : 14:00,경기시간 : 3:32,SK,두산, ,좌안,,,
14, ,삼진, ,4구, ,삼진,유직,3,0,0,0,0.244,정상호,구장 : 잠실,"관중 : 12,620",2014.09.07(일),개시 : 14:00,경기시간 : 3:32,SK,두산, , ,,,
15, , , , , , , ,1,0,0,0,0.352,이재원,구장 : 잠실,"관중 : 12,620",2014.09.07(일),개시 : 14:00,경기시간 : 3:32,SK,두산, ,삼진,,,
0,1땅, ,유땅, ,1땅, ,좌파,5,1,0,0,0.287,정수빈,구장 : 잠실,"관중 : 12,620",2014.09.07(일),개시 : 14:00,경기시간 : 3:32,두산,SK, ,우안,,,
1,우안, ,1땅, ,우비, ,좌비,5,1,0,0,0.250,최주환,구장 : 잠실,"관중 : 12,620",2014.09.07(일),개시 : 14:00,경기시간 : 3:32,두산,SK, ,2비,,,
2,중비, ,중비, , ,2땅, ,4,0,0,0,0.356,민병헌,구장 : 잠실,"관중 : 12,620",2014.09.07(일),개시 : 14:00,경기시간 : 3:32,두산,SK,우비, ,,,
3, , , , , , , ,1,0,0,0,0.167,김진형,구장 : 잠실,"관중 : 12,620",2014.09.07(일),개시 : 14:00,경기시간 : 3:32,두산,SK, ,포파,,,
4,좌파, , ,2땅, ,삼진, ,4,1,0,0,0.321,김현수,구장 : 잠실,"관중 : 12,620",2014.09.07(일),개시 : 14:00,경기시간 : 3:32,두산,SK,좌2, ,,,
5, , , , , , , ,0,0,0,1,0.229,박건우,구장 : 잠실,"관중 : 12,620",2014.09.07(일),개시 : 14:00,경기시간 : 3:32,두산,SK, , ,,,
6, ,3안, ,삼진, ,우안, ,4,3,1,0,0.325,홍성흔,구장 : 잠실,"관중 : 12,620",2014.09.07(일),개시 : 14:00,경기시간 : 3:32,두산,SK,좌중안, ,,,
7, ,좌파, ,중안, ,좌비, ,3,1,0,0,0.295,김재환,구장 : 잠실,"관중 : 12,620",2014.09.07(일),개시 : 14:00,경기시간 : 3:32,두산,SK, , ,,,
8, , , , , , , ,0,0,0,0,0.234,최재훈,구장 : 잠실,"관중 : 12,620",2014.09.07(일),개시 : 14:00,경기시간 : 3:32,두산,SK,사구, ,,,
9, ,좌비, ,유땅, , , ,2,0,0,0,0.323,오재원,구장 : 잠실,"관중 : 12,620",2014.09.07(일),개시 : 14:00,경기시간 : 3:32,두산,SK, , ,,,
10, , , , , , ,3안,2,1,0,1,0.286,고영민,구장 : 잠실,"관중 : 12,620",2014.09.07(일),개시 : 14:00,경기시간 : 3:32,두산,SK,좌비, ,,,
11, ,4구, , ,3땅, ,우홈,3,1,2,1,0.204,오재일,구장 : 잠실,"관중 : 12,620",2014.09.07(일),개시 : 14:00,경기시간 : 3:32,두산,SK,중비, ,,,
12, ,좌비, , ,4구, , ,1,0,0,0,0.259,김재호,구장 : 잠실,"관중 : 12,620",2014.09.07(일),개시 : 14:00,경기시간 : 3:32,두산,SK, , ,,,
13, , , , , , ,중비,2,0,0,0,0.257,허경민,구장 : 잠실,"관중 : 12,620",2014.09.07(일),개시 : 14:00,경기시간 : 3:32,두산,SK, ,중비,,,
0,유실, ,3땅, ,중비, , ,4,0,0,1,0.319,정성훈,구장 : 대전,"관중 : 8,439",2014.09.07(일),개시 : 14:00,경기시간 : 3:24,LG,한화,3땅, ,,,
1,우2, ,2땅, , ,중비, ,3,1,0,1,0.252,김용의,구장 : 대전,"관중 : 8,439",2014.09.07(일),개시 : 14:00,경기시간 : 3:24,LG,한화, , ,,,
2, , , , , , , ,1,1,0,0,0.269,정의윤,구장 : 대전,"관중 : 8,439",2014.09.07(일),개시 : 14:00,경기시간 : 3:24,LG,한화,좌안, ,,,
3, , , , , , , ,0,0,0,0,0.208,최경철,구장 : 대전,"관중 : 8,439",2014.09.07(일),개시 : 14:00,경기시간 : 3:24,LG,한화, , ,,,
4,우희비, ,우중안, , ,좌안, ,3,2,1,0,0.342,박용택,구장 : 대전,"관중 : 8,439",2014.09.07(일),개시 : 14:00,경기시간 : 3:24,LG,한화,2땅, ,,,
5,좌희비, ,중비, , ,2유병, ,2,0,1,0,0.306,이병규,구장 : 대전,"관중 : 8,439",2014.09.07(일),개시 : 14:00,경기시간 : 3:24,LG,한화, ,4구,,,
6,3땅, , ,좌안, , ,삼진,3,1,0,0,0.200,최승준,구장 : 대전,"관중 : 8,439",2014.09.07(일),개시 : 14:00,경기시간 : 3:24,LG,한화, , ,,,
7, , , , , , , ,1,0,0,0,0.211,박용근,구장 : 대전,"관중 : 8,439",2014.09.07(일),개시 : 14:00,경기시간 : 3:24,LG,한화, ,삼진,,,
8, ,우비, ,32병, , ,중비,3,0,0,0,0.280,채은성,구장 : 대전,"관중 : 8,439",2014.09.07(일),개시 : 14:00,경기시간 : 3:24,LG,한화, , ,,,
9, , , , , , , ,0,0,0,0,0.246,임재철,구장 : 대전,"관중 : 8,439",2014.09.07(일),개시 : 14:00,경기시간 : 3:24,LG,한화, , ,,,
10, , , , , , , ,1,0,0,0,0.233,이병규,구장 : 대전,"관중 : 8,439",2014.09.07(일),개시 : 14:00,경기시간 : 3:24,LG,한화, ,삼진,,,
11, ,2땅, ,유비, , ,2땅,4,1,0,0,0.257,오지환,구장 : 대전,"관중 : 8,439",2014.09.07(일),개시 : 14:00,경기시간 : 3:24,LG,한화, ,우안,,,
12, ,중비, , ,4구, , ,1,0,0,0,0.000,현재윤,구장 : 대전,"관중 : 8,439",2014.09.07(일),개시 : 14:00,경기시간 : 3:24,LG,한화, , ,,,
13, , , , , , , ,0,0,0,0,0.063,김재민,구장 : 대전,"관중 : 8,439",2014.09.07(일),개시 : 14:00,경기시간 : 3:24,LG,한화, , ,,,
14, , , , , , , ,1,0,0,0,0.067,문선재,구장 : 대전,"관중 : 8,439",2014.09.07(일),개시 : 14:00,경기시간 : 3:24,LG,한화,좌비, ,,,
15, , , , , , , ,1,0,0,0,0.200,박경수,구장 : 대전,"관중 : 8,439",2014.09.07(일),개시 : 14:00,경기시간 : 3:24,LG,한화, ,3땅,,,
16, , ,좌홈, ,투희번, , ,2,2,1,1,0.301,손주인,구장 : 대전,"관중 : 8,439",2014.09.07(일),개시 : 14:00,경기시간 : 3:24,LG,한화,좌안, ,,,
0,3땅, ,유땅, ,3땅, ,좌안,4,1,1,0,0.306,정근우,구장 : 대전,"관중 : 8,439",2014.09.07(일),개시 : 14:00,경기시간 : 3:24,한화,LG, , ,,,
1,유땅, , , , , , ,1,0,0,0,0.292,이학준,구장 : 대전,"관중 : 8,439",2014.09.07(일),개시 : 14:00,경기시간 : 3:24,한화,LG, , ,,,
2, , , ,투땅, , , ,1,0,0,0,0.282,한상훈,구장 : 대전,"관중 : 8,439",2014.09.07(일),개시 : 14:00,경기시간 : 3:24,한화,LG, , ,,,
3, , , , , ,삼진,삼진,2,0,0,0,0.241,강경학,구장 : 대전,"관중 : 8,439",2014.09.07(일),개시 : 14:00,경기시간 : 3:24,한화,LG, , ,,,
4,3땅, , ,유땅, ,좌안, ,3,1,0,0,0.323,송광민,구장 : 대전,"관중 : 8,439",2014.09.07(일),개시 : 14:00,경기시간 : 3:24,한화,LG, , ,,,
5, , , , , , , ,1,1,0,0,0.250,장운호,구장 : 대전,"관중 : 8,439",2014.09.07(일),개시 : 14:00,경기시간 : 3:24,한화,LG,우중안, ,,,
6, ,우중홈, ,좌홈, ,4구, ,3,2,2,2,0.371,김태균,구장 : 대전,"관중 : 8,439",2014.09.07(일),개시 : 14:00,경기시간 : 3:24,한화,LG,유2병, ,,,
7, ,유파, ,4구, ,유땅, ,3,0,0,0,0.288,김태완,구장 : 대전,"관중 : 8,439",2014.09.07(일),개시 : 14:00,경기시간 : 3:24,한화,LG,삼진, ,,,
8, ,우중3, ,2땅, , ,중안,4,3,0,1,0.324,김경언,구장 : 대전,"관중 : 8,439",2014.09.07(일),개시 : 14:00,경기시간 : 3:24,한화,LG, ,좌안,,,
9, ,우비, , ,중비, ,우안,4,2,2,2,0.277,최진행,구장 : 대전,"관중 : 8,439",2014.09.07(일),개시 : 14:00,경기시간 : 3:24,한화,LG, ,좌홈,,,
10, , ,삼진, , , , ,1,0,0,0,0.245,정범모,구장 : 대전,"관중 : 8,439",2014.09.07(일),개시 : 14:00,경기시간 : 3:24,한화,LG, , ,,,
11, , , , ,삼진, , ,1,0,0,0,0.287,이용규,구장 : 대전,"관중 : 8,439",2014.09.07(일),개시 : 14:00,경기시간 : 3:24,한화,LG, , ,,,
12, , , , , , ,투땅,1,0,0,0,0.234,조인성,구장 : 대전,"관중 : 8,439",2014.09.07(일),개시 : 14:00,경기시간 : 3:24,한화,LG, , ,,,
13, , ,중비, ,우안, ,3직,3,1,0,0,0.222,송주호,구장 : 대전,"관중 : 8,439",2014.09.07(일),개시 : 14:00,경기시간 : 3:24,한화,LG, , ,,,
0,좌2, ,중안, ,포파, , ,3,2,0,1,0.309,정근우,구장 : 목동,"관중 : 12,500",2014.09.09(화),개시 : 14:00,경기시간 : 3:40,한화,넥센, , ,,,
1, , , , , , , ,2,1,2,0,0.285,한상훈,구장 : 목동,"관중 : 12,500",2014.09.09(화),개시 : 14:00,경기시간 : 3:40,한화,넥센,2땅,좌중2,,,
2,유땅, ,1직, ,유안, , ,5,2,0,0,0.298,이학준,구장 : 목동,"관중 : 12,500",2014.09.09(화),개시 : 14:00,경기시간 : 3:40,한화,넥센,우비,좌안,,,
3,우희비, , ,좌안,투땅, , ,3,1,1,1,0.324,김경언,구장 : 목동,"관중 : 12,500",2014.09.09(화),개시 : 14:00,경기시간 : 3:40,한화,넥센,삼진, ,,,
4, , , , , , , ,1,0,0,0,0.000,노수광,구장 : 목동,"관중 : 12,500",2014.09.09(화),개시 : 14:00,경기시간 : 3:40,한화,넥센, ,삼진,,,
5,삼진, , ,4구, ,삼진, ,2,0,0,1,0.369,김태균,구장 : 목동,"관중 : 12,500",2014.09.09(화),개시 : 14:00,경기시간 : 3:40,한화,넥센, ,4구,,,
6, , , , , , , ,0,0,0,1,0.190,이창열,구장 : 목동,"관중 : 12,500",2014.09.09(화),개시 : 14:00,경기시간 : 3:40,한화,넥센, , ,,,
7, ,삼진, ,좌홈, ,삼진, ,3,1,3,1,0.289,김태완,구장 : 목동,"관중 : 12,500",2014.09.09(화),개시 : 14:00,경기시간 : 3:40,한화,넥센, ,4구,,,
8, ,삼진, ,삼진, ,삼진, ,3,0,0,0,0.274,최진행,구장 : 목동,"관중 : 12,500",2014.09.09(화),개시 : 14:00,경기시간 : 3:40,한화,넥센, , ,,,
9, , , , , , , ,1,0,0,1,0.200,송주호,구장 : 목동,"관중 : 12,500",2014.09.09(화),개시 : 14:00,경기시간 : 3:40,한화,넥센, ,유땅,,,
10, ,중비, ,중비, , ,투땅,4,1,1,0,0.250,장운호,구장 : 목동,"관중 : 12,500",2014.09.09(화),개시 : 14:00,경기시간 : 3:40,한화,넥센, ,좌안,,,
11, , ,삼진,삼진, , , ,2,0,0,0,0.242,정범모,구장 : 목동,"관중 : 12,500",2014.09.09(화),개시 : 14:00,경기시간 : 3:40,한화,넥센, , ,,,
12, , , , , , ,삼진,2,1,1,1,0.238,조인성,구장 : 목동,"관중 : 12,500",2014.09.09(화),개시 : 14:00,경기시간 : 3:40,한화,넥센, ,중안,,,
13, , ,우비, ,좌비, ,1땅,3,0,0,1,0.228,강경학,구장 : 목동,"관중 : 12,500",2014.09.09(화),개시 : 14:00,경기시간 : 3:40,한화,넥센, ,4구,,,
0,좌비,2땅, ,중비, ,우중안,우중안,6,2,2,1,0.363,서건창,구장 : 목동,"관중 : 12,500",2014.09.09(화),개시 : 14:00,경기시간 : 3:40,넥센,한화,3실, ,,,
1,우중2, ,중홈,2땅, ,2비,우중안,6,4,2,2,0.326,이택근,구장 : 목동,"관중 : 12,500",2014.09.09(화),개시 : 14:00,경기시간 : 3:40,넥센,한화,좌안, ,,,
2,4구, ,3땅,유땅, ,3안,1파,5,1,0,1,0.310,유한준,구장 : 목동,"관중 : 12,500",2014.09.09(화),개시 : 14:00,경기시간 : 3:40,넥센,한화,3땅, ,,,
3,좌안, ,우중홈, ,유안,4구,4구,3,3,2,2,0.313,박병호,구장 : 목동,"관중 : 12,500",2014.09.09(화),개시 : 14:00,경기시간 : 3:40,넥센,한화, , ,,,
4,삼진, ,중비, ,좌중2,우안,1비,5,2,1,1,0.292,김민성,구장 : 목동,"관중 : 12,500",2014.09.09(화),개시 : 14:00,경기시간 : 3:40,넥센,한화, , ,,,
5,삼진, ,우안, ,유실,유2병, ,5,2,1,3,0.268,윤석민,구장 : 목동,"관중 : 12,500",2014.09.09(화),개시 : 14:00,경기시간 : 3:40,넥센,한화,좌2, ,,,
6, ,좌중2,좌안, ,2파, ,우안,4,3,0,1,0.261,박헌도,구장 : 목동,"관중 : 12,500",2014.09.09(화),개시 : 14:00,경기시간 : 3:40,넥센,한화, , ,,,
7, , , , , , , ,1,0,0,0,0.281,문우람,구장 : 목동,"관중 : 12,500",2014.09.09(화),개시 : 14:00,경기시간 : 3:40,넥센,한화,2땅, ,,,
8, ,4구,중안, , , , ,1,1,1,0,0.286,김지수,구장 : 목동,"관중 : 12,500",2014.09.09(화),개시 : 14:00,경기시간 : 3:40,넥센,한화, , ,,,
9, , , , ,1땅, , ,1,0,0,0,0.262,이성열,구장 : 목동,"관중 : 12,500",2014.09.09(화),개시 : 14:00,경기시간 : 3:40,넥센,한화, , ,,,
10, , , , , , ,좌2,2,1,1,1,0.188,김하성,구장 : 목동,"관중 : 12,500",2014.09.09(화),개시 : 14:00,경기시간 : 3:40,넥센,한화,2땅, ,,,
11, ,포비,투직, ,3땅, ,유비,4,0,0,1,0.241,박동원,구장 : 목동,"관중 : 12,500",2014.09.09(화),개시 : 14:00,경기시간 : 3:40,넥센,한화,사구, ,,,
0,유땅,삼진, ,4구, ,중비, ,5,0,0,0,0.314,나바로,구장 : 마산,"관중 : 9,049",2014.09.09(화),개시 : 14:00,경기시간 : 4:16,삼성,NC, ,유2병, ,삼진,
1,우안, ,중안,중안, , ,삼진,6,4,1,2,0.333,박한이,구장 : 마산,"관중 : 9,049",2014.09.09(화),개시 : 14:00,경기시간 : 4:16,삼성,NC, ,삼진, ,우안,
2,중비, ,삼진,투땅, , ,삼진,6,0,0,0,0.316,채태인,구장 : 마산,"관중 : 9,049",2014.09.09(화),개시 : 14:00,경기시간 : 4:16,삼성,NC, , ,중비,1땅,
3,우중2, ,우안, ,좌중2, ,4구,4,3,1,0,0.370,최형우,구장 : 마산,"관중 : 9,049",2014.09.09(화),개시 : 14:00,경기시간 : 4:16,삼성,NC, , ,2비,사구,
4,중비, ,삼진, ,3땅, ,좌비,5,1,0,0,0.314,박석민,구장 : 마산,"관중 : 9,049",2014.09.09(화),개시 : 14:00,경기시간 : 4:16,삼성,NC, , ,좌2, ,
5, , , , , , , ,0,0,1,0,0.321,조동찬,구장 : 마산,"관중 : 9,049",2014.09.09(화),개시 : 14:00,경기시간 : 4:16,삼성,NC, , , ,4구,
6, ,유비,우비, ,유땅, , ,5,0,0,0,0.300,이승엽,구장 : 마산,"관중 : 9,049",2014.09.09(화),개시 : 14:00,경기시간 : 4:16,삼성,NC,좌비, ,고4,좌비,
7, ,우안, ,좌비,중비, , ,4,1,0,0,0.305,박해민,구장 : 마산,"관중 : 9,049",2014.09.09(화),개시 : 14:00,경기시간 : 4:16,삼성,NC,삼진, , , ,
8, , , , , , , ,0,0,0,0,0.348,김태완,구장 : 마산,"관중 : 9,049",2014.09.09(화),개시 : 14:00,경기시간 : 4:16,삼성,NC, , ,4구, ,
9, , , , , , , ,0,0,0,0,0.265,김헌곤,구장 : 마산,"관중 : 9,049",2014.09.09(화),개시 : 14:00,경기시간 : 4:16,삼성,NC, , , , ,
10, ,우비, ,좌안, ,중비, ,5,1,0,1,0.291,이지영,구장 : 마산,"관중 : 9,049",2014.09.09(화),개시 : 14:00,경기시간 : 4:16,삼성,NC,삼진, ,우비, ,
11, ,사구, ,1비, ,삼진, ,2,0,0,0,0.284,김상수,구장 : 마산,"관중 : 9,049",2014.09.09(화),개시 : 14:00,경기시간 : 4:16,삼성,NC, , , , ,
12, , , , , , , ,1,1,0,0,0.261,우동균,구장 : 마산,"관중 : 9,049",2014.09.09(화),개시 : 14:00,경기시간 : 4:16,삼성,NC, ,좌중안, , ,
13, , , , , , , ,0,0,0,0,0.000,박찬도,구장 : 마산,"관중 : 9,049",2014.09.09(화),개시 : 14:00,경기시간 : 4:16,삼성,NC, , , , ,
14, , , , , , , ,1,1,0,0,1.000,김재현,구장 : 마산,"관중 : 9,049",2014.09.09(화),개시 : 14:00,경기시간 : 4:16,삼성,NC, , , ,우안,
0,좌비, ,1땅, ,유2병, , ,4,1,0,0,0.298,박민우,구장 : 마산,"관중 : 9,049",2014.09.09(화),개시 : 14:00,경기시간 : 4:16,NC,삼성,좌중2, ,4구, ,
1,중안, ,우안, , ,유땅, ,4,2,0,1,0.281,김종호,구장 : 마산,"관중 : 9,049",2014.09.09(화),개시 : 14:00,경기시간 : 4:16,NC,삼성,2땅, , , ,
2, , , , , , , ,1,0,0,0,0.214,김성욱,구장 : 마산,"관중 : 9,049",2014.09.09(화),개시 : 14:00,경기시간 : 4:16,NC,삼성, , ,삼진, ,
3,4구, ,2땅, , ,삼진, ,3,0,0,1,0.333,나성범,구장 : 마산,"관중 : 9,049",2014.09.09(화),개시 : 14:00,경기시간 : 4:16,NC,삼성, ,우비, ,사구,
4,중안, , ,2땅, ,2땅, ,5,2,1,1,0.341,테임즈,구장 : 마산,"관중 : 9,049",2014.09.09(화),개시 : 14:00,경기시간 : 4:16,NC,삼성, ,3파, ,우2,
5,2유병, , ,4구, , ,좌안,2,1,0,0,0.269,이호준,구장 : 마산,"관중 : 9,049",2014.09.09(화),개시 : 14:00,경기시간 : 4:16,NC,삼성, , , , ,
6, , , , , , , ,0,0,0,0,0.200,이상호,구장 : 마산,"관중 : 9,049",2014.09.09(화),개시 : 14:00,경기시간 : 4:16,NC,삼성, , , , ,
7, , , , , , , ,1,1,0,0,0.274,모창민,구장 : 마산,"관중 : 9,049",2014.09.09(화),개시 : 14:00,경기시간 : 4:16,NC,삼성, ,좌안, , ,
8, , , , , , , ,0,0,0,0,0.000,강민국,구장 : 마산,"관중 : 9,049",2014.09.09(화),개시 : 14:00,경기시간 : 4:16,NC,삼성, , , , ,
9, , , , , , , ,0,0,0,1,0.283,권희동,구장 : 마산,"관중 : 9,049",2014.09.09(화),개시 : 14:00,경기시간 : 4:16,NC,삼성, , , ,고4,
10, ,중안, ,좌비, , ,2유병,5,2,4,1,0.286,이종욱,구장 : 마산,"관중 : 9,049",2014.09.09(화),개시 : 14:00,경기시간 : 4:16,NC,삼성, ,중비, ,우홈,
11, ,중비, , ,좌홈, ,1비,3,1,1,1,0.269,지석훈,구장 : 마산,"관중 : 9,049",2014.09.09(화),개시 : 14:00,경기시간 : 4:16,NC,삼성, , ,4구, ,
12, ,유땅, , ,유비, , ,3,0,0,0,0.091,이현곤,구장 : 마산,"관중 : 9,049",2014.09.09(화),개시 : 14:00,경기시간 : 4:16,NC,삼성,3땅, ,투희번, ,
13, , ,삼진, ,우안, , ,4,1,0,0,0.286,김태군,구장 : 마산,"관중 : 9,049",2014.09.09(화),개시 : 14:00,경기시간 : 4:16,NC,삼성,투땅, ,유땅, ,
0,중안, ,포땅, ,삼진, ,삼진,5,1,0,1,0.354,이명기,구장 : 사직,"관중 : 13,276",2014.09.09(화),개시 : 14:00,경기시간 : 4:08,SK,롯데, ,1비,,,
1,3희번, ,투실, , , , ,1,0,0,0,0.253,조동화,구장 : 사직,"관중 : 13,276",2014.09.09(화),개시 : 14:00,경기시간 : 4:08,SK,롯데, , ,,,
2, , , , ,좌비, , ,3,0,0,1,0.296,김강민,구장 : 사직,"관중 : 13,276",2014.09.09(화),개시 : 14:00,경기시간 : 4:08,SK,롯데,중비,우비,,,
3,좌홈, ,4구, ,우비, , ,2,1,2,3,0.314,최정,구장 : 사직,"관중 : 13,276",2014.09.09(화),개시 : 14:00,경기시간 : 4:08,SK,롯데,4구,4구,,,
4,삼진, ,좌홈, , ,유비, ,5,3,5,1,0.301,박정권,구장 : 사직,"관중 : 13,276",2014.09.09(화),개시 : 14:00,경기시간 : 4:08,SK,롯데,우중2,우안,,,
5,3땅, ,우비, , ,유비, ,4,0,1,0,0.271,김상현,구장 : 사직,"관중 : 13,276",2014.09.09(화),개시 : 14:00,경기시간 : 4:08,SK,롯데,우희비,1파,,,
6, ,좌비,삼진, , ,중비, ,3,0,0,0,0.316,임훈,구장 : 사직,"관중 : 13,276",2014.09.09(화),개시 : 14:00,경기시간 : 4:08,SK,롯데, , ,,,
7, , , , , , , ,1,0,0,0,0.351,이재원,구장 : 사직,"관중 : 13,276",2014.09.09(화),개시 : 14:00,경기시간 : 4:08,SK,롯데,3땅, ,,,
8, , , , , , , ,0,0,0,0,0.227,김재현,구장 : 사직,"관중 : 13,276",2014.09.09(화),개시 : 14:00,경기시간 : 4:08,SK,롯데, , ,,,
9, ,좌안, ,3땅, , ,좌홈,3,2,1,2,0.297,김성현,구장 : 사직,"관중 : 13,276",2014.09.09(화),개시 : 14:00,경기시간 : 4:08,SK,롯데, ,4구,,,
10, ,유땅, ,우안, , ,삼진,4,2,0,1,0.272,나주환,구장 : 사직,"관중 : 13,276",2014.09.09(화),개시 : 14:00,경기시간 : 4:08,SK,롯데, ,우안,,,
