,0,1,2,3,4,5,6,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,7,8,9,10,11
14, ,유비, ,유땅, ,4구,중비,3,0,0,1,0.187,차일목,구장 : 마산,"관중 : 7,569",2014.09.06(토),개시 : 16:59,경기시간 : 3:11,KIA,NC, , ,,,
15, , , , , , , ,0,0,0,0,0.234,이성우,구장 : 마산,"관중 : 7,569",2014.09.06(토),개시 : 16:59,경기시간 : 3:11,KIA,NC, , ,,,
16, , ,우비, ,좌중2,4구, ,3,1,0,2,0.261,김민우,구장 : 마산,"관중 : 7,569",2014.09.06(토),개시 : 16:59,경기시간 : 3:11,KIA,NC,2비, ,,,
17, , , , , , , ,0,0,0,0,0.000,박찬호,구장 : 마산,"관중 : 7,569",2014.09.06(토),개시 : 16:59,경기시간 : 3:11,KIA,NC, , ,,,
0,우안, ,삼진, , ,삼진, ,4,1,0,0,0.299,박민우,구장 : 마산,"관중 : 7,569",2014.09.06(토),개시 : 16:59,경기시간 : 3:11,NC,KIA, ,유땅,,,
1,1비, , ,좌비, ,좌비, ,4,1,0,0,0.231,김성욱,구장 : 마산,"관중 : 7,569",2014.09.06(토),개시 : 16:59,경기시간 : 3:11,NC,KIA, ,우안,,,
2,2비, , ,4구, , ,중비,3,0,0,0,0.337,나성범,구장 : 마산,"관중 : 7,569",2014.09.06(토),개시 : 16:59,경기시간 : 3:11,NC,KIA, ,좌비,,,
3,삼진, , ,2비, , ,2땅,4,1,0,0,0.270,이호준,구장 : 마산,"관중 : 7,569",2014.09.06(토),개시 : 16:59,경기시간 : 3:11,NC,KIA, ,중안,,,
4, , , , , , , ,0,0,0,0,0.000,강민국,구장 : 마산,"관중 : 7,569",2014.09.06(토),개시 : 16:59,경기시간 : 3:11,NC,KIA, , ,,,
5, ,2땅, ,중비, , ,삼진,4,1,0,0,0.284,권희동,구장 : 마산,"관중 : 7,569",2014.09.06(토),개시 : 16:59,경기시간 : 3:11,NC,KIA, ,3안,,,
6, ,3땅, , ,좌안, , ,4,1,0,0,0.270,조영훈,구장 : 마산,"관중 : 7,569",2014.09.06(토),개시 : 16:59,경기시간 : 3:11,NC,KIA,유비,삼진,,,
7, ,삼진, , ,중비, , ,2,0,0,0,0.268,지석훈,구장 : 마산,"관중 : 7,569",2014.09.06(토),개시 : 16:59,경기시간 : 3:11,NC,KIA, , ,,,
8, , , , , , , ,1,0,0,0,0.275,김종호,구장 : 마산,"관중 : 7,569",2014.09.06(토),개시 : 16:59,경기시간 : 3:11,NC,KIA,2땅, ,,,
9, , , , , , , ,0,0,0,0,0.143,노진혁,구장 : 마산,"관중 : 7,569",2014.09.06(토),개시 : 16:59,경기시간 : 3:11,NC,KIA, , ,,,
10, , ,3땅, ,우비, , ,2,0,0,0,0.125,이현곤,구장 : 마산,"관중 : 7,569",2014.09.06(토),개시 : 16:59,경기시간 : 3:11,NC,KIA, , ,,,
11, , , , , , , ,1,1,0,0,0.282,이종욱,구장 : 마산,"관중 : 7,569",2014.09.06(토),개시 : 16:59,경기시간 : 3:11,NC,KIA,좌안, ,,,
12, , , , , , , ,0,0,0,0,0.190,이상호,구장 : 마산,"관중 : 7,569",2014.09.06(토),개시 : 16:59,경기시간 : 3:11,NC,KIA, , ,,,
13, , ,유직, , ,삼진, ,2,0,0,0,0.283,김태군,구장 : 마산,"관중 : 7,569",2014.09.06(토),개시 : 16:59,경기시간 : 3:11,NC,KIA, , ,,,
14, , , , , , , ,1,0,0,0,0.244,박정준,구장 : 마산,"관중 : 7,569",2014.09.06(토),개시 : 16:59,경기시간 : 3:11,NC,KIA,삼진, ,,,
15, , , , , , , ,0,0,0,0,0.111,이승재,구장 : 마산,"관중 : 7,569",2014.09.06(토),개시 : 16:59,경기시간 : 3:11,NC,KIA, , ,,,
0,1땅, ,4구/ 3안, ,4구, ,3땅,4,1,1,1,0.323,황재균,구장 : 목동,"관중 : 7,756",2014.09.06(토),개시 : 16:59,경기시간 : 3:44,롯데,넥센, ,삼진,,,
1,1땅, ,우안/ 우중2, ,삼진, ,1땅,5,2,3,1,0.297,정훈,구장 : 목동,"관중 : 7,756",2014.09.06(토),개시 : 16:59,경기시간 : 3:44,롯데,넥센, , ,,,
2,4구, ,좌홈/ 4구, ,3파, , ,3,1,2,1,0.362,손아섭,구장 : 목동,"관중 : 7,756",2014.09.06(토),개시 : 16:59,경기시간 : 3:44,롯데,넥센,좌비, ,,,
3,삼진, ,우비/ 중비, ,삼진, , ,5,0,0,0,0.293,최준석,구장 : 목동,"관중 : 7,756",2014.09.06(토),개시 : 16:59,경기시간 : 3:44,롯데,넥센,3땅, ,,,
4, ,좌안,사구,우비, ,포파, ,4,2,0,2,0.304,박종윤,구장 : 목동,"관중 : 7,756",2014.09.06(토),개시 : 16:59,경기시간 : 3:44,롯데,넥센,우안, ,,,
5, ,삼진,삼진,좌안, ,좌홈, ,5,2,1,1,0.232,강민호,구장 : 목동,"관중 : 7,756",2014.09.06(토),개시 : 16:59,경기시간 : 3:44,롯데,넥센,3땅, ,,,
6, , , , , , , ,0,0,0,0,0.259,장성우,구장 : 목동,"관중 : 7,756",2014.09.06(토),개시 : 16:59,경기시간 : 3:44,롯데,넥센, , ,,,
7, ,2땅,4구,투안, ,중비, ,4,1,0,1,0.301,문규현,구장 : 목동,"관중 : 7,756",2014.09.06(토),개시 : 16:59,경기시간 : 3:44,롯데,넥센, ,삼진,,,
8, ,우중안,3안,중비, ,삼진, ,5,2,1,1,0.223,김문호,구장 : 목동,"관중 : 7,756",2014.09.06(토),개시 : 16:59,경기시간 : 3:44,롯데,넥센, ,2땅,,,
9, ,삼진,사구,3파, , , ,2,0,1,1,0.232,하준호,구장 : 목동,"관중 : 7,756",2014.09.06(토),개시 : 16:59,경기시간 : 3:44,롯데,넥센, , ,,,
10, , , , , , ,삼진,2,1,1,1,0.188,김민하,구장 : 목동,"관중 : 7,756",2014.09.06(토),개시 : 16:59,경기시간 : 3:44,롯데,넥센, ,좌홈,,,
0,2땅, ,좌비,좌비, ,우3, ,5,1,1,1,0.366,서건창,구장 : 목동,"관중 : 7,756",2014.09.06(토),개시 : 16:59,경기시간 : 3:44,넥센,롯데,삼진, ,,,
1,중비, ,중비, ,4구,좌안, ,4,2,1,0,0.302,로티노,구장 : 목동,"관중 : 7,756",2014.09.06(토),개시 : 16:59,경기시간 : 3:44,넥센,롯데,우2, ,,,
2,4구, ,3땅, ,3땅,투직, ,4,0,0,0,0.313,유한준,구장 : 목동,"관중 : 7,756",2014.09.06(토),개시 : 16:59,경기시간 : 3:44,넥센,롯데,삼진, ,,,
3,삼진, , ,중비,좌비, ,좌안,5,1,0,0,0.303,박병호,구장 : 목동,"관중 : 7,756",2014.09.06(토),개시 : 16:59,경기시간 : 3:44,넥센,롯데, ,좌비,,,
4, ,좌중2, ,유직,3땅, ,32병,5,1,0,1,0.291,김민성,구장 : 목동,"관중 : 7,756",2014.09.06(토),개시 : 16:59,경기시간 : 3:44,넥센,롯데, ,3땅,,,
5, ,중안, ,우중홈, ,우비,좌안,5,3,2,1,0.262,윤석민,구장 : 목동,"관중 : 7,756",2014.09.06(토),개시 : 16:59,경기시간 : 3:44,넥센,롯데, ,유땅,,,
6, ,유직, ,4구, ,좌2,우안,3,2,0,1,0.226,박헌도,구장 : 목동,"관중 : 7,756",2014.09.06(토),개시 : 16:59,경기시간 : 3:44,넥센,롯데, , ,,,
7, ,중비, ,4구, ,좌안, ,2,1,1,0,0.186,김하성,구장 : 목동,"관중 : 7,756",2014.09.06(토),개시 : 16:59,경기시간 : 3:44,넥센,롯데, , ,,,
8, , , , , , ,중비,1,0,0,0,0.259,이성열,구장 : 목동,"관중 : 7,756",2014.09.06(토),개시 : 16:59,경기시간 : 3:44,넥센,롯데, , ,,,
9, , , , , , , ,0,0,0,0,0.231,김지수,구장 : 목동,"관중 : 7,756",2014.09.06(토),개시 : 16:59,경기시간 : 3:44,넥센,롯데, , ,,,
10, ,삼진, ,4구, ,3땅, ,2,0,0,1,0.248,박동원,구장 : 목동,"관중 : 7,756",2014.09.06(토),개시 : 16:59,경기시간 : 3:44,넥센,롯데, , ,,,
11, , , , , , , ,1,0,0,0,0.274,안태영,구장 : 목동,"관중 : 7,756",2014.09.06(토),개시 : 16:59,경기시간 : 3:44,넥센,롯데,삼진, ,,,
12, , , , , , , ,0,0,0,0,0.220,허도환,구장 : 목동,"관중 : 7,756",2014.09.06(토),개시 : 16:59,경기시간 : 3:44,넥센,롯데, , ,,,
0,유비,유실, , ,1땅, ,우안,4,1,0,0,0.357,이명기,구장 : 잠실,"관중 : 18,818",2014.09.06(토),개시 : 17:00,경기시간 : 3:13,SK,두산, , ,,,
1, , , , , , , ,1,0,0,1,0.227,김재현,구장 : 잠실,"관중 : 18,818",2014.09.06(토),개시 : 17:00,경기시간 : 3:13,SK,두산,유비, ,,,
2,2땅,우안, , ,중안, ,4구,4,2,0,1,0.254,조동화,구장 : 잠실,"관중 : 18,818",2014.09.06(토),개시 : 17:00,경기시간 : 3:13,SK,두산, ,2땅,,,
3,우비,우비, , ,4구, ,좌홈,3,1,3,1,0.314,최정,구장 : 잠실,"관중 : 18,818",2014.09.06(토),개시 : 17:00,경기시간 : 3:13,SK,두산, ,사구,,,
4, , , , , , , ,0,0,0,0,0.233,신현철,구장 : 잠실,"관중 : 18,818",2014.09.06(토),개시 : 17:00,경기시간 : 3:13,SK,두산, , ,,,
5, ,우비,좌비, ,유비, , ,3,0,0,0,0.353,이재원,구장 : 잠실,"관중 : 18,818",2014.09.06(토),개시 : 17:00,경기시간 : 3:13,SK,두산, , ,,,
6, , , , , , ,삼진,2,0,0,0,0.254,한동민,구장 : 잠실,"관중 : 18,818",2014.09.06(토),개시 : 17:00,경기시간 : 3:13,SK,두산, ,유비,,,
7, ,좌안,좌비, , ,좌2,유땅,5,2,0,1,0.292,박정권,구장 : 잠실,"관중 : 18,818",2014.09.06(토),개시 : 17:00,경기시간 : 3:13,SK,두산, ,우비,,,
8, ,중안,삼진, , ,투희번, ,3,1,0,1,0.273,나주환,구장 : 잠실,"관중 : 18,818",2014.09.06(토),개시 : 17:00,경기시간 : 3:13,SK,두산,삼진, ,,,
9, ,우비, ,좌비, ,1파, ,4,0,0,0,0.296,김성현,구장 : 잠실,"관중 : 18,818",2014.09.06(토),개시 : 17:00,경기시간 : 3:13,SK,두산,우비, ,,,
10, ,사구, ,1땅, ,삼진, ,2,0,0,1,0.321,임훈,구장 : 잠실,"관중 : 18,818",2014.09.06(토),개시 : 17:00,경기시간 : 3:13,SK,두산,4구, ,,,
11, ,좌홈, ,3땅, , ,유땅,3,1,4,1,0.247,정상호,구장 : 잠실,"관중 : 18,818",2014.09.06(토),개시 : 17:00,경기시간 : 3:13,SK,두산,4구, ,,,
0,우비, , ,우중안, ,우안, ,5,4,0,0,0.360,민병헌,구장 : 잠실,"관중 : 18,818",2014.09.06(토),개시 : 17:00,경기시간 : 3:13,두산,SK,좌안,좌안,,,
1,투번, , ,중비, ,좌안, ,5,1,0,0,0.289,정수빈,구장 : 잠실,"관중 : 18,818",2014.09.06(토),개시 : 17:00,경기시간 : 3:13,두산,SK,2병,투땅,,,
2,중비, , ,중비, ,투땅, ,3,0,0,0,0.322,김현수,구장 : 잠실,"관중 : 18,818",2014.09.06(토),개시 : 17:00,경기시간 : 3:13,두산,SK, , ,,,
3, , , , , , , ,0,0,0,0,0.229,박건우,구장 : 잠실,"관중 : 18,818",2014.09.06(토),개시 : 17:00,경기시간 : 3:13,두산,SK,4구, ,,,
4, ,삼진, ,1파, , ,중안,4,2,0,1,0.314,칸투,구장 : 잠실,"관중 : 18,818",2014.09.06(토),개시 : 17:00,경기시간 : 3:13,두산,SK,우안, ,,,
5, , , , , , , ,0,0,0,0,0.200,오재일,구장 : 잠실,"관중 : 18,818",2014.09.06(토),개시 : 17:00,경기시간 : 3:13,두산,SK, , ,,,
6, ,3땅, , ,유땅, ,우2,3,1,1,0,0.321,홍성흔,구장 : 잠실,"관중 : 18,818",2014.09.06(토),개시 : 17:00,경기시간 : 3:13,두산,SK,4구, ,,,
7, ,중비, , ,좌비, ,삼진,4,0,0,0,0.325,오재원,구장 : 잠실,"관중 : 18,818",2014.09.06(토),개시 : 17:00,경기시간 : 3:13,두산,SK,중비, ,,,
8, , ,우안, ,좌비, , ,2,1,0,0,0.234,최재훈,구장 : 잠실,"관중 : 18,818",2014.09.06(토),개시 : 17:00,경기시간 : 3:13,두산,SK, , ,,,
9, , , , , , ,중안,2,2,0,1,0.293,김재환,구장 : 잠실,"관중 : 18,818",2014.09.06(토),개시 : 17:00,경기시간 : 3:13,두산,SK, ,좌2,,,
10, , ,3직, , ,3땅,우비,3,0,0,0,0.260,김재호,구장 : 잠실,"관중 : 18,818",2014.09.06(토),개시 : 17:00,경기시간 : 3:13,두산,SK, , ,,,
11, , , , , , , ,1,0,0,0,0.260,허경민,구장 : 잠실,"관중 : 18,818",2014.09.06(토),개시 : 17:00,경기시간 : 3:13,두산,SK, ,우비,,,
12, , ,유땅, , ,1땅, ,2,0,0,0,0.252,최주환,구장 : 잠실,"관중 : 18,818",2014.09.06(토),개시 : 17:00,경기시간 : 3:13,두산,SK, , ,,,
13, , , , , , ,삼진,1,0,0,0,0.280,고영민,구장 : 잠실,"관중 : 18,818",2014.09.06(토),개시 : 17:00,경기시간 : 3:13,두산,SK, , ,,,
14, , , , , , , ,1,0,1,0,0.200,김진형,구장 : 잠실,"관중 : 18,818",2014.09.06(토),개시 : 17:00,경기시간 : 3:13,두산,SK, ,1땅,,,
0,유땅, ,좌비, ,좌안,삼진, ,5,2,0,0,0.322,정성훈,구장 : 대전,"관중 : 13,000",2014.09.06(토),개시 : 17:00,경기시간 : 3:56,LG,한화,우중2, ,,,
1,삼진, ,4구, ,3땅, ,3파,3,0,0,2,0.201,박경수,구장 : 대전,"관중 : 13,000",2014.09.06(토),개시 : 17:00,경기시간 : 3:56,LG,한화, , ,,,
2, , , , , , , ,0,0,0,0,0.222,박용근,구장 : 대전,"관중 : 13,000",2014.09.06(토),개시 : 17:00,경기시간 : 3:56,LG,한화,4구, ,,,
3,4구, ,1땅, ,우비, ,2땅,4,0,1,0,0.340,박용택,구장 : 대전,"관중 : 13,000",2014.09.06(토),개시 : 17:00,경기시간 : 3:56,LG,한화,좌비, ,,,
4, , , , , , , ,0,0,0,0,0.000,현재윤,구장 : 대전,"관중 : 13,000",2014.09.06(토),개시 : 17:00,경기시간 : 3:56,LG,한화, , ,,,
5,1땅, ,우중안, ,4구, ,중안,4,3,2,2,0.308,이병규,구장 : 대전,"관중 : 13,000",2014.09.06(토),개시 : 17:00,경기시간 : 3:56,LG,한화, ,좌홈,,,
6, ,유비,삼진, ,우중2, , ,3,1,2,0,0.176,최승준,구장 : 대전,"관중 : 13,000",2014.09.06(토),개시 : 17:00,경기시간 : 3:56,LG,한화, , ,,,
7, , , , , , ,좌안,2,1,0,0,0.250,김용의,구장 : 대전,"관중 : 13,000",2014.09.06(토),개시 : 17:00,경기시간 : 3:56,LG,한화, ,2땅,,,
8, ,중안, ,유땅,4구, ,4구,2,1,0,0,0.286,채은성,구장 : 대전,"관중 : 13,000",2014.09.06(토),개시 : 17:00,경기시간 : 3:56,LG,한화, , ,,,
9, , , , , , , ,1,0,0,0,0.246,임재철,구장 : 대전,"관중 : 13,000",2014.09.06(토),개시 : 17:00,경기시간 : 3:56,LG,한화, ,우비,,,
10, ,유안, ,삼진,삼진, ,2땅,5,1,0,0,0.257,오지환,구장 : 대전,"관중 : 13,000",2014.09.06(토),개시 : 17:00,경기시간 : 3:56,LG,한화, ,삼진,,,
11, ,유2병, ,4구, ,삼진, ,2,0,0,0,0.208,최경철,구장 : 대전,"관중 : 13,000",2014.09.06(토),개시 : 17:00,경기시간 : 3:56,LG,한화, , ,,,
12, , , , , , , ,1,0,0,0,0.071,문선재,구장 : 대전,"관중 : 13,000",2014.09.06(토),개시 : 17:00,경기시간 : 3:56,LG,한화,삼진, ,,,
13, , ,4구,유땅, ,2땅, ,2,0,0,1,0.297,손주인,구장 : 대전,"관중 : 13,000",2014.09.06(토),개시 : 17:00,경기시간 : 3:56,LG,한화, , ,,,
14, , , , , , , ,1,0,0,0,0.266,정의윤,구장 : 대전,"관중 : 13,000",2014.09.06(토),개시 : 17:00,경기시간 : 3:56,LG,한화,2비, ,,,
15, , , , , , , ,0,0,0,0,0.293,황목치승,구장 : 대전,"관중 : 13,000",2014.09.06(토),개시 : 17:00,경기시간 : 3:56,LG,한화, , ,,,
0,좌안,유땅, ,2땅, ,우비,3땅,5,1,0,0,0.307,정근우,구장 : 대전,"관중 : 13,000",2014.09.06(토),개시 : 17:00,경기시간 : 3:56,한화,LG, , ,,,
1,투희번,좌비, ,우비, ,유땅,중안,4,1,2,0,0.295,이학준,구장 : 대전,"관중 : 13,000",2014.09.06(토),개시 : 17:00,경기시간 : 3:56,한화,LG, , ,,,
2,4구, ,중비, ,중비, ,3안/ 삼진,4,1,0,1,0.323,송광민,구장 : 대전,"관중 : 13,000",2014.09.06(토),개시 : 17:00,경기시간 : 3:56,한화,LG, , ,,,
3,우비, ,4구, ,좌안, ,좌중2,4,3,2,3,0.368,김태균,구장 : 대전,"관중 : 13,000",2014.09.06(토),개시 : 17:00,경기시간 : 3:56,한화,LG,우홈, ,,,
4,4구, ,우안, ,3땅, ,중안,4,2,1,1,0.294,김태완,구장 : 대전,"관중 : 13,000",2014.09.06(토),개시 : 17:00,경기시간 : 3:56,한화,LG,유땅, ,,,
5,유땅, ,좌비, ,2안, ,투희번,3,1,0,0,0.316,김경언,구장 : 대전,"관중 : 13,000",2014.09.06(토),개시 : 17:00,경기시간 : 3:56,한화,LG,4구, ,,,
6, ,좌홈,삼진, ,중안, ,4구,4,2,2,1,0.274,최진행,구장 : 대전,"관중 : 13,000",2014.09.06(토),개시 : 17:00,경기시간 : 3:56,한화,LG,유2병, ,,,
7, ,좌홈, ,4구,우비, ,사구,2,1,1,2,0.247,정범모,구장 : 대전,"관중 : 13,000",2014.09.06(토),개시 : 17:00,경기시간 : 3:56,한화,LG, , ,,,
8, ,우비, ,1희번, , , ,1,0,0,0,0.211,장운호,구장 : 대전,"관중 : 13,000",2014.09.06(토),개시 : 17:00,경기시간 : 3:56,한화,LG, , ,,,
9, , , , , ,2땅, ,1,0,0,0,0.284,한상훈,구장 : 대전,"관중 : 13,000",2014.09.06(토),개시 : 17:00,경기시간 : 3:56,한화,LG, , ,,,
10, , , , , , ,4구,0,0,1,1,0.167,송주호,구장 : 대전,"관중 : 13,000",2014.09.06(토),개시 : 17:00,경기시간 : 3:56,한화,LG, , ,,,
0,유땅, ,삼진, ,투땅, , ,4,0,0,0,0.356,김주찬,구장 : 마산,"관중 : 5,510",2014.09.07(일),개시 : 14:00,경기시간 : 3:14,KIA,NC,2비, ,,,
1, , , , , , , ,0,0,0,0,0.000,박찬호,구장 : 마산,"관중 : 5,510",2014.09.07(일),개시 : 14:00,경기시간 : 3:14,KIA,NC, , ,,,
2,투번, , , , , , ,1,0,0,0,0.285,이대형,구장 : 마산,"관중 : 5,510",2014.09.07(일),개시 : 14:00,경기시간 : 3:14,KIA,NC, , ,,,
3, , ,삼진, , ,삼진, ,2,0,0,0,0.275,박준태,구장 : 마산,"관중 : 5,510",2014.09.07(일),개시 : 14:00,경기시간 : 3:14,KIA,NC, , ,,,
4, , , , , , , ,0,0,0,1,0.216,김원섭,구장 : 마산,"관중 : 5,510",2014.09.07(일),개시 : 14:00,경기시간 : 3:14,KIA,NC, ,4구,,,
5,좌안, , ,중2, ,3땅, ,4,3,0,1,0.317,필,구장 : 마산,"관중 : 5,510",2014.09.07(일),개시 : 14:00,경기시간 : 3:14,KIA,NC, ,우중안,,,
6,1비, , ,중안, ,중비, ,4,1,1,0,0.326,나지완,구장 : 마산,"관중 : 5,510",2014.09.07(일),개시 : 14:00,경기시간 : 3:14,KIA,NC, ,2비,,,
7, ,4구, ,삼진, , ,삼진,3,1,0,1,0.339,안치홍,구장 : 마산,"관중 : 5,510",2014.09.07(일),개시 : 14:00,경기시간 : 3:14,KIA,NC, ,좌안,,,
8, ,우중안, ,삼진, , ,삼진,3,1,1,0,0.291,신종길,구장 : 마산,"관중 : 5,510",2014.09.07(일),개시 : 14:00,경기시간 : 3:14,KIA,NC, ,중희비,,,
9, ,중희비, , ,중비, ,삼진,3,0,1,0,0.254,이범호,구장 : 마산,"관중 : 5,510",2014.09.07(일),개시 : 14:00,경기시간 : 3:14,KIA,NC, ,유비,,,
10, ,유2병, , ,4구, , ,1,0,0,0,0.232,이성우,구장 : 마산,"관중 : 5,510",2014.09.07(일),개시 : 14:00,경기시간 : 3:14,KIA,NC, , ,,,
11, , , , , , , ,1,0,0,0,0.310,이종환,구장 : 마산,"관중 : 5,510",2014.09.07(일),개시 : 14:00,경기시간 : 3:14,KIA,NC,좌비, ,,,
12, , , , , , , ,0,0,0,0,0.211,백용환,구장 : 마산,"관중 : 5,510",2014.09.07(일),개시 : 14:00,경기시간 : 3:14,KIA,NC, , ,,,
13, , ,삼진, ,유비, , ,2,0,0,0,0.258,김민우,구장 : 마산,"관중 : 5,510",2014.09.07(일),개시 : 14:00,경기시간 : 3:14,KIA,NC, , ,,,
14, , , , , , , ,1,0,0,0,0.235,김주형,구장 : 마산,"관중 : 5,510",2014.09.07(일),개시 : 14:00,경기시간 : 3:14,KIA,NC,삼진, ,,,
15, , , , , , , ,0,0,0,0,0.280,김다원,구장 : 마산,"관중 : 5,510",2014.09.07(일),개시 : 14:00,경기시간 : 3:14,KIA,NC, , ,,,
0,삼진,4구,삼진, , ,유실, ,4,1,0,1,0.299,박민우,구장 : 마산,"관중 : 5,510",2014.09.07(일),개시 : 14:00,경기시간 : 3:14,NC,KIA,좌안, ,,,
1,좌2,중안,삼진, , ,삼진, ,5,2,1,1,0.278,김종호,구장 : 마산,"관중 : 5,510",2014.09.07(일),개시 : 14:00,경기시간 : 3:14,NC,KIA,삼진, ,,,
2, , , , , , , ,0,0,0,0,0.231,김성욱,구장 : 마산,"관중 : 5,510",2014.09.07(일),개시 : 14:00,경기시간 : 3:14,NC,KIA, , ,,,
3,2직,삼진, ,삼진, , , ,3,0,0,0,0.335,나성범,구장 : 마산,"관중 : 5,510",2014.09.07(일),개시 : 14:00,경기시간 : 3:14,NC,KIA, , ,,,
4, , , , , ,삼진, ,1,0,0,0,0.283,권희동,구장 : 마산,"관중 : 5,510",2014.09.07(일),개시 : 14:00,경기시간 : 3:14,NC,KIA, , ,,,
5,좌2,중안, ,삼진, ,중비, ,4,2,3,1,0.340,테임즈,구장 : 마산,"관중 : 5,510",2014.09.07(일),개시 : 14:00,경기시간 : 3:14,NC,KIA, , ,,,
6,4구,삼진, ,우비, , ,우비,3,0,0,0,0.268,이호준,구장 : 마산,"관중 : 5,510",2014.09.07(일),개시 : 14:00,경기시간 : 3:14,NC,KIA, , ,,,
7,중안,1땅, , ,우안, ,2땅,4,2,1,0,0.285,이종욱,구장 : 마산,"관중 : 5,510",2014.09.07(일),개시 : 14:00,경기시간 : 3:14,NC,KIA, , ,,,
8,투땅, ,우안, ,삼진, ,투땅,4,1,0,1,0.268,지석훈,구장 : 마산,"관중 : 5,510",2014.09.07(일),개시 : 14:00,경기시간 : 3:14,NC,KIA, , ,,,
9, ,좌안,중안, ,중비, , ,4,2,0,1,0.286,김태군,구장 : 마산,"관중 : 5,510",2014.09.07(일),개시 : 14:00,경기시간 : 3:14,NC,KIA,유땅, ,,,
10, ,우2,중희비, ,삼진, , ,3,1,1,1,0.200,이상호,구장 : 마산,"관중 : 5,510",2014.09.07(일),개시 : 14:00,경기시간 : 3:14,NC,KIA,중비, ,,,
0,중비, ,2비, ,우2, ,삼진,5,2,0,0,0.324,황재균,구장 : 목동,"관중 : 5,280",2014.09.07(일),개시 : 14:00,경기시간 : 3:09,롯데,넥센,우안, ,,,
1,좌2, ,투땅, ,삼진, ,우비,5,2,0,1,0.298,정훈,구장 : 목동,"관중 : 5,280",2014.09.07(일),개시 : 14:00,경기시간 : 3:09,롯데,넥센,우중안, ,,,
2,삼진, ,삼진, , ,중비, ,5,1,0,1,0.360,손아섭,구장 : 목동,"관중 : 5,280",2014.09.07(일),개시 : 14:00,경기시간 : 3:09,롯데,넥센,1안/ 2땅, ,,,
3,4구, , ,중안, ,4구, ,3,1,0,1,0.294,최준석,구장 : 목동,"관중 : 5,280",2014.09.07(일),개시 : 14:00,경기시간 : 3:09,롯데,넥센,유실,2땅,,,
4,우2, , ,유땅, ,중안, ,4,2,1,1,0.306,박종윤,구장 : 목동,"관중 : 5,280",2014.09.07(일),개시 : 14:00,경기시간 : 3:09,롯데,넥센,4구,유땅,,,
5,삼진, , ,우비, , , ,2,0,0,0,0.297,문규현,구장 : 목동,"관중 : 5,280",2014.09.07(일),개시 : 14:00,경기시간 : 3:09,롯데,넥센, , ,,,
6, , , , , ,투땅, ,1,0,0,0,0.319,히메네스,구장 : 목동,"관중 : 5,280",2014.09.07(일),개시 : 14:00,경기시간 : 3:09,롯데,넥센, , ,,,
7, , , , , , , ,0,0,0,0,0.234,신본기,구장 : 목동,"관중 : 5,280",2014.09.07(일),개시 : 14:00,경기시간 : 3:09,롯데,넥센, , ,,,
8, , , , , , , ,1,0,1,0,0.224,박준서,구장 : 목동,"관중 : 5,280",2014.09.07(일),개시 : 14:00,경기시간 : 3:09,롯데,넥센,좌희비,2땅,,,
9, ,우비, ,우비, ,유땅, ,4,1,3,1,0.259,장성우,구장 : 목동,"관중 : 5,280",2014.09.07(일),개시 : 14:00,경기시간 : 3:09,롯데,넥센,우중홈, ,,,
10, ,삼진, , ,삼진, ,투번,4,0,0,0,0.219,김문호,구장 : 목동,"관중 : 5,280",2014.09.07(일),개시 : 14:00,경기시간 : 3:09,롯데,넥센,삼진, ,,,
11, ,좌비, , ,삼진, ,좌안,4,2,1,1,0.212,김민하,구장 : 목동,"관중 : 5,280",2014.09.07(일),개시 : 14:00,경기시간 : 3:09,롯데,넥센,우중홈, ,,,
0,삼진, ,1땅, ,좌파, ,3안,5,1,0,1,0.364,서건창,구장 : 목동,"관중 : 5,280",2014.09.07(일),개시 : 14:00,경기시간 : 3:09,넥센,롯데,우비, ,,,
1,유비, , ,1땅,중비, ,좌안,4,1,1,0,0.301,로티노,구장 : 목동,"관중 : 5,280",2014.09.07(일),개시 : 14:00,경기시간 : 3:09,넥센,롯데, , ,,,
2, , , , , , , ,0,0,0,0,0.000,고종욱,구장 : 목동,"관중 : 5,280",2014.09.07(일),개시 : 14:00,경기시간 : 3:09,넥센,롯데, , ,,,
3, , , , , , , ,0,0,0,0,0.282,문우람,구장 : 목동,"관중 : 5,280",2014.09.07(일),개시 : 14:00,경기시간 : 3:09,넥센,롯데, , ,,,
4,2땅, , ,4구,2땅, ,4구,2,0,0,2,0.312,유한준,구장 : 목동,"관중 : 5,280",2014.09.07(일),개시 : 14:00,경기시간 : 3:09,넥센,롯데, , ,,,
5, ,좌중홈, ,중안, ,삼진,좌중2,4,3,2,2,0.308,박병호,구장 : 목동,"관중 : 5,280",2014.09.07(일),개시 : 14:00,경기시간 : 3:09,넥센,롯데, , ,,,
6, ,유비, ,우안, ,우비,1땅,4,1,1,0,0.291,김민성,구장 : 목동,"관중 : 5,280",2014.09.07(일),개시 : 14:00,경기시간 : 3:09,넥센,롯데, , ,,,
7, ,유땅, ,좌중안, ,중안, ,4,2,0,1,0.266,윤석민,구장 : 목동,"관중 : 5,280",2014.09.07(일),개시 : 14:00,경기시간 : 3:09,넥센,롯데,2땅, ,,,
