,0,1,2,3,4,5,6,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,7,8,9
10, , ,삼진, , , , ,1,0,0,0,0.195,최기문,구장 : 사직,"관중 : 1,286",2005.09.14(수),개시 : 18:30,경기시간 : 2:44,롯데,LG, , ,
11, , , , ,중비, , ,1,0,0,0,0.333,권민성,구장 : 사직,"관중 : 1,286",2005.09.14(수),개시 : 18:30,경기시간 : 2:44,롯데,LG, , ,
12, , , , , , , ,0,0,0,0,0.240,강민호,구장 : 사직,"관중 : 1,286",2005.09.14(수),개시 : 18:30,경기시간 : 2:44,롯데,LG,투희번, ,
13, , ,二땅, ,삼진, , ,2,0,0,0,0.153,박남섭,구장 : 사직,"관중 : 1,286",2005.09.14(수),개시 : 18:30,경기시간 : 2:44,롯데,LG, , ,
14, , , , , , , ,1,1,0,0,0.286,김승관,구장 : 사직,"관중 : 1,286",2005.09.14(수),개시 : 18:30,경기시간 : 2:44,롯데,LG,중안, ,
15, , , , , , , ,0,0,0,1,0.209,이원석,구장 : 사직,"관중 : 1,286",2005.09.14(수),개시 : 18:30,경기시간 : 2:44,롯데,LG, , ,
0,二비,중안, ,중안, ,4구, ,4,2,2,0,0.315,이종범,구장 : 대전,"관중 : 1,594",2005.09.14(수),개시 : 18:30,경기시간 : 3:07,KIA,한화,三땅, ,
1,좌안,二땅, ,삼진, ,一비, ,5,1,0,0,0.261,이용규,구장 : 대전,"관중 : 1,594",2005.09.14(수),개시 : 18:30,경기시간 : 3:07,KIA,한화, ,좌비,
2,중비, ,좌비, ,二안, ,三안,5,3,0,0,0.293,손지환,구장 : 대전,"관중 : 1,594",2005.09.14(수),개시 : 18:30,경기시간 : 3:07,KIA,한화, ,좌안,
3,유비, ,一땅, ,一땅, ,투안,5,1,0,0,0.296,장성호,구장 : 대전,"관중 : 1,594",2005.09.14(수),개시 : 18:30,경기시간 : 3:07,KIA,한화, ,우비,
4, ,4구,4구, ,4구, , ,0,0,0,0,0.240,이재주,구장 : 대전,"관중 : 1,594",2005.09.14(수),개시 : 18:30,경기시간 : 3:07,KIA,한화, , ,
5, , , , , , ,사구,1,0,0,0,0.261,심재학,구장 : 대전,"관중 : 1,594",2005.09.14(수),개시 : 18:30,경기시간 : 3:07,KIA,한화, ,우비,
6, ,포희번,유땅, ,유二병, , ,2,0,0,0,0.255,김경진,구장 : 대전,"관중 : 1,594",2005.09.14(수),개시 : 18:30,경기시간 : 3:07,KIA,한화, , ,
7, , , , , , ,삼진,1,0,0,0,0.268,김경언,구장 : 대전,"관중 : 1,594",2005.09.14(수),개시 : 18:30,경기시간 : 3:07,KIA,한화, , ,
8, ,중안, ,4구, ,우안,중비,3,2,0,1,0.231,김종국,구장 : 대전,"관중 : 1,594",2005.09.14(수),개시 : 18:30,경기시간 : 3:07,KIA,한화, , ,
9, ,사구, ,좌비, ,포희번, ,2,0,0,1,0.179,김주형,구장 : 대전,"관중 : 1,594",2005.09.14(수),개시 : 18:30,경기시간 : 3:07,KIA,한화,二땅, ,
10, ,一땅, ,一땅, , , ,2,0,0,0,0.270,송산,구장 : 대전,"관중 : 1,594",2005.09.14(수),개시 : 18:30,경기시간 : 3:07,KIA,한화, , ,
11, , , , , ,유땅, ,2,0,0,0,0.230,김상훈,구장 : 대전,"관중 : 1,594",2005.09.14(수),개시 : 18:30,경기시간 : 3:07,KIA,한화,중비, ,
0,二비, ,유땅, ,우2,유땅,二비,5,1,1,2,0.286,김인철,구장 : 대전,"관중 : 1,594",2005.09.14(수),개시 : 18:30,경기시간 : 3:07,한화,KIA, , ,
1,우2, ,삼진, ,포파,우중2, ,5,2,1,1,0.209,고동진,구장 : 대전,"관중 : 1,594",2005.09.14(수),개시 : 18:30,경기시간 : 3:07,한화,KIA,우비, ,
2,삼진, ,삼진, ,좌중2,4구, ,4,1,1,2,0.270,이범호,구장 : 대전,"관중 : 1,594",2005.09.14(수),개시 : 18:30,경기시간 : 3:07,한화,KIA,유땅, ,
3,우비, , ,포파,좌2,우안, ,4,2,2,1,0.307,김태균,구장 : 대전,"관중 : 1,594",2005.09.14(수),개시 : 18:30,경기시간 : 3:07,한화,KIA,사구, ,
4, , , , , , , ,0,0,0,0,0.000,이양기,구장 : 대전,"관중 : 1,594",2005.09.14(수),개시 : 18:30,경기시간 : 3:07,한화,KIA, , ,
5, ,유땅, ,중안,포비,좌홈, ,4,2,3,2,0.260,이도형,구장 : 대전,"관중 : 1,594",2005.09.14(수),개시 : 18:30,경기시간 : 3:07,한화,KIA, , ,
6, , , , , , , ,1,0,0,0,0.000,박노민,구장 : 대전,"관중 : 1,594",2005.09.14(수),개시 : 18:30,경기시간 : 3:07,한화,KIA,삼진, ,
7, ,4구, ,중안,二비,유땅, ,3,1,0,0,0.283,브리또,구장 : 대전,"관중 : 1,594",2005.09.14(수),개시 : 18:30,경기시간 : 3:07,한화,KIA, , ,
8, , , , , , , ,0,0,0,0,0.154,백승룡,구장 : 대전,"관중 : 1,594",2005.09.14(수),개시 : 18:30,경기시간 : 3:07,한화,KIA, , ,
9, ,一파, ,중안, , , ,2,1,0,0,0.269,백재호,구장 : 대전,"관중 : 1,594",2005.09.14(수),개시 : 18:30,경기시간 : 3:07,한화,KIA, , ,
10, , , , , ,삼진,중비,2,0,0,0,0.220,한상훈,구장 : 대전,"관중 : 1,594",2005.09.14(수),개시 : 18:30,경기시간 : 3:07,한화,KIA, , ,
11, ,중2, ,우희비, ,좌중2,중안,3,3,1,1,0.279,신경현,구장 : 대전,"관중 : 1,594",2005.09.14(수),개시 : 18:30,경기시간 : 3:07,한화,KIA, , ,
12, , , , , , , ,0,0,0,0,0.284,심광호,구장 : 대전,"관중 : 1,594",2005.09.14(수),개시 : 18:30,경기시간 : 3:07,한화,KIA, , ,
13, ,二땅, ,一땅, ,우안,유비,4,1,0,0,0.255,김수연,구장 : 대전,"관중 : 1,594",2005.09.14(수),개시 : 18:30,경기시간 : 3:07,한화,KIA, , ,
0,유안, ,우2, ,좌비, ,삼진,4,2,0,0,0.277,정수성,구장 : 시민,"관중 : 4,089",2005.09.15(목),개시 : 18:30,경기시간 : 3:10,현대,삼성, , ,
1,一파, ,우비, , ,좌안,4구,3,1,0,1,0.230,김일경,구장 : 시민,"관중 : 4,089",2005.09.15(목),개시 : 18:30,경기시간 : 3:10,현대,삼성, , ,
2,4구, ,삼진, , ,二땅,二땅,3,0,0,1,0.252,이숭용,구장 : 시민,"관중 : 4,089",2005.09.15(목),개시 : 18:30,경기시간 : 3:10,현대,삼성, , ,
3,중홈, , ,二비, ,4구, ,3,1,2,2,0.296,서튼,구장 : 시민,"관중 : 4,089",2005.09.15(목),개시 : 18:30,경기시간 : 3:10,현대,삼성,삼진, ,
4,좌안, , ,좌비, ,좌2, ,4,2,2,0,0.261,정성훈,구장 : 시민,"관중 : 4,089",2005.09.15(목),개시 : 18:30,경기시간 : 3:10,현대,삼성,삼진, ,
5,투땅, , ,좌중홈, ,사구, ,3,1,1,1,0.267,송지만,구장 : 시민,"관중 : 4,089",2005.09.15(목),개시 : 18:30,경기시간 : 3:10,현대,삼성,二파, ,
6, ,유안, ,우비, ,삼진, ,3,1,0,0,0.190,전근표,구장 : 시민,"관중 : 4,089",2005.09.15(목),개시 : 18:30,경기시간 : 3:10,현대,삼성, ,4구,
7, , , , , , , ,0,0,0,0,0.125,오윤,구장 : 시민,"관중 : 4,089",2005.09.15(목),개시 : 18:30,경기시간 : 3:10,현대,삼성, , ,
8, ,삼진, , ,우안, ,중비,4,1,0,0,0.219,김동수,구장 : 시민,"관중 : 4,089",2005.09.15(목),개시 : 18:30,경기시간 : 3:10,현대,삼성, ,투비,
9, ,삼진, , ,三二병, ,중안,4,1,0,0,0.178,지석훈,구장 : 시민,"관중 : 4,089",2005.09.15(목),개시 : 18:30,경기시간 : 3:10,현대,삼성, ,삼진,
0,삼진, ,二땅, ,사구, ,삼진,3,0,0,0,0.268,조동찬,구장 : 시민,"관중 : 4,089",2005.09.15(목),개시 : 18:30,경기시간 : 3:10,삼성,현대, , ,
1,우중홈, ,중2, ,사구, , ,3,2,2,1,0.272,박종호,구장 : 시민,"관중 : 4,089",2005.09.15(목),개시 : 18:30,경기시간 : 3:10,삼성,현대,유땅, ,
2, , , , , , , ,0,0,0,0,0.256,강명구,구장 : 시민,"관중 : 4,089",2005.09.15(목),개시 : 18:30,경기시간 : 3:10,삼성,현대, , ,
3,유땅, ,중안, ,좌희비, , ,3,1,1,0,0.297,박한이,구장 : 시민,"관중 : 4,089",2005.09.15(목),개시 : 18:30,경기시간 : 3:10,삼성,현대,좌비, ,
4,삼진, ,우비, , ,포파, ,4,0,0,0,0.277,심정수,구장 : 시민,"관중 : 4,089",2005.09.15(목),개시 : 18:30,경기시간 : 3:10,삼성,현대,우비, ,
5, , , , , , , ,0,0,0,0,0.240,강동우,구장 : 시민,"관중 : 4,089",2005.09.15(목),개시 : 18:30,경기시간 : 3:10,삼성,현대, , ,
6, ,좌안, ,중2, ,유땅, ,4,2,0,0,0.292,김한수,구장 : 시민,"관중 : 4,089",2005.09.15(목),개시 : 18:30,경기시간 : 3:10,삼성,현대, ,삼진,
7, ,중비, , , , , ,1,0,0,0,0.289,김대익,구장 : 시민,"관중 : 4,089",2005.09.15(목),개시 : 18:30,경기시간 : 3:10,삼성,현대, , ,
8, , , ,우비, ,우중안, ,3,1,0,0,0.301,김종훈,구장 : 시민,"관중 : 4,089",2005.09.15(목),개시 : 18:30,경기시간 : 3:10,삼성,현대, ,二비,
9, ,유비, , , , , ,1,0,0,0,0.258,양준혁,구장 : 시민,"관중 : 4,089",2005.09.15(목),개시 : 18:30,경기시간 : 3:10,삼성,현대, , ,
10, , , ,삼진, ,삼진, ,3,0,0,0,0.212,박정환,구장 : 시민,"관중 : 4,089",2005.09.15(목),개시 : 18:30,경기시간 : 3:10,삼성,현대, ,삼진,
11, ,三땅, , ,4구, , ,1,0,0,1,0.215,이정식,구장 : 시민,"관중 : 4,089",2005.09.15(목),개시 : 18:30,경기시간 : 3:10,삼성,현대, , ,
12, , , , , , ,一비,1,0,0,0,0.184,박석민,구장 : 시민,"관중 : 4,089",2005.09.15(목),개시 : 18:30,경기시간 : 3:10,삼성,현대, , ,
13, , , , , , , ,0,0,0,0,0.000,손승현,구장 : 시민,"관중 : 4,089",2005.09.15(목),개시 : 18:30,경기시간 : 3:10,삼성,현대, , ,
14, , ,우2, ,유비, ,삼진,3,1,0,1,0.248,박진만,구장 : 시민,"관중 : 4,089",2005.09.15(목),개시 : 18:30,경기시간 : 3:10,삼성,현대, , ,
0,포실,삼진, , ,중비, ,二유병,4,0,0,0,0.264,이대형,구장 : 사직,"관중 : 2,473",2005.09.15(목),개시 : 18:30,경기시간 : 3:11,LG,롯데, , ,
1,중안, ,삼진, ,三안, ,三땅,4,2,0,1,0.143,박경수,구장 : 사직,"관중 : 2,473",2005.09.15(목),개시 : 18:30,경기시간 : 3:11,LG,롯데, , ,
2,삼진, ,삼진, ,우안, , ,4,1,0,0,0.336,이병규,구장 : 사직,"관중 : 2,473",2005.09.15(목),개시 : 18:30,경기시간 : 3:11,LG,롯데,삼진, ,
3,중안, ,二비, ,포파, , ,4,1,1,1,0.303,클리어,구장 : 사직,"관중 : 2,473",2005.09.15(목),개시 : 18:30,경기시간 : 3:11,LG,롯데,三땅, ,
4,중안, , ,삼진, ,우비, ,4,1,1,0,0.289,박용택,구장 : 사직,"관중 : 2,473",2005.09.15(목),개시 : 18:30,경기시간 : 3:11,LG,롯데,삼진, ,
5,유땅, , ,유땅, ,좌2, ,3,1,0,0,0.312,최동수,구장 : 사직,"관중 : 2,473",2005.09.15(목),개시 : 18:30,경기시간 : 3:11,LG,롯데, , ,
6, , , , , , , ,1,0,0,0,0.000,안치용,구장 : 사직,"관중 : 2,473",2005.09.15(목),개시 : 18:30,경기시간 : 3:11,LG,롯데, ,二비,
7, ,三땅, ,유안, ,유땅, ,4,1,0,0,0.270,김정민,구장 : 사직,"관중 : 2,473",2005.09.15(목),개시 : 18:30,경기시간 : 3:11,LG,롯데, ,투비,
8, ,유땅, ,유땅, , , ,2,0,0,0,0.244,한규식,구장 : 사직,"관중 : 2,473",2005.09.15(목),개시 : 18:30,경기시간 : 3:11,LG,롯데, , ,
9, , , , , ,삼진, ,1,0,0,0,0.240,이성열,구장 : 사직,"관중 : 2,473",2005.09.15(목),개시 : 18:30,경기시간 : 3:11,LG,롯데, , ,
10, , , , , , , ,0,0,0,0,0.143,김우석,구장 : 사직,"관중 : 2,473",2005.09.15(목),개시 : 18:30,경기시간 : 3:11,LG,롯데, , ,
11, , , , , , , ,1,0,0,0,0.233,정의윤,구장 : 사직,"관중 : 2,473",2005.09.15(목),개시 : 18:30,경기시간 : 3:11,LG,롯데, ,유직,
12, ,좌2, , ,좌비, ,4구,2,1,0,0,0.240,권용관,구장 : 사직,"관중 : 2,473",2005.09.15(목),개시 : 18:30,경기시간 : 3:11,LG,롯데, , ,
0,좌안,좌비, ,유땅, ,三파, ,4,1,0,0,0.243,손인호,구장 : 사직,"관중 : 2,473",2005.09.15(목),개시 : 18:30,경기시간 : 3:11,롯데,LG, , ,
1,유비,중비, , ,포파, ,삼진,4,0,0,0,0.256,신명철,구장 : 사직,"관중 : 2,473",2005.09.15(목),개시 : 18:30,경기시간 : 3:11,롯데,LG, , ,
2,삼진, ,一땅, ,우2, ,좌2,4,2,0,1,0.263,라이온,구장 : 사직,"관중 : 2,473",2005.09.15(목),개시 : 18:30,경기시간 : 3:11,롯데,LG, , ,
3,유비, ,유땅, ,삼진, ,포파,4,0,0,0,0.270,이대호,구장 : 사직,"관중 : 2,473",2005.09.15(목),개시 : 18:30,경기시간 : 3:11,롯데,LG, , ,
4, , , , , , , ,0,0,0,0,0.209,이원석,구장 : 사직,"관중 : 2,473",2005.09.15(목),개시 : 18:30,경기시간 : 3:11,롯데,LG, , ,
5, ,좌홈,4구, ,고4, ,중비,2,1,1,1,0.288,펠로우,구장 : 사직,"관중 : 2,473",2005.09.15(목),개시 : 18:30,경기시간 : 3:11,롯데,LG, , ,
6, ,좌2,삼진, ,4구, , ,2,1,0,1,0.289,박연수,구장 : 사직,"관중 : 2,473",2005.09.15(목),개시 : 18:30,경기시간 : 3:11,롯데,LG, , ,
7, , , , , , , ,0,0,0,0,0.000,손민한,구장 : 사직,"관중 : 2,473",2005.09.15(목),개시 : 18:30,경기시간 : 3:11,롯데,LG, , ,
8, , , , , , , ,0,0,0,0,0.000,장원준,구장 : 사직,"관중 : 2,473",2005.09.15(목),개시 : 18:30,경기시간 : 3:11,롯데,LG, , ,
9, , , , , , , ,0,0,0,0,0.184,박정준,구장 : 사직,"관중 : 2,473",2005.09.15(목),개시 : 18:30,경기시간 : 3:11,롯데,LG, , ,
10, , , , , , , ,0,0,0,0,0.286,김승관,구장 : 사직,"관중 : 2,473",2005.09.15(목),개시 : 18:30,경기시간 : 3:11,롯데,LG,4구, ,
11, , , , , , , ,0,0,0,0,0.143,황준영,구장 : 사직,"관중 : 2,473",2005.09.15(목),개시 : 18:30,경기시간 : 3:11,롯데,LG, , ,
12, , , , , , , ,0,0,0,0,0.000,이왕기,구장 : 사직,"관중 : 2,473",2005.09.15(목),개시 : 18:30,경기시간 : 3:11,롯데,LG, , ,
13, ,포파, ,二비, , , ,2,0,0,0,0.237,최준석,구장 : 사직,"관중 : 2,473",2005.09.15(목),개시 : 18:30,경기시간 : 3:11,롯데,LG, , ,
14, , , , ,중안, , ,1,1,1,0,0.286,정수근,구장 : 사직,"관중 : 2,473",2005.09.15(목),개시 : 18:30,경기시간 : 3:11,롯데,LG,三희번, ,
15, ,三안, ,중비, ,삼진, ,4,1,0,1,0.240,강민호,구장 : 사직,"관중 : 2,473",2005.09.15(목),개시 : 18:30,경기시간 : 3:11,롯데,LG,삼진, ,
16, ,우중3, ,우안, ,삼진, ,4,2,2,0,0.175,박남섭,구장 : 사직,"관중 : 2,473",2005.09.15(목),개시 : 18:30,경기시간 : 3:11,롯데,LG,삼진, ,
0,우안,좌2, ,좌안,유땅, ,삼진,5,3,1,0,0.319,이종범,구장 : 대전,"관중 : 11,000",2005.09.15(목),개시 : 18:31,경기시간 : 3:44,KIA,한화, ,4구,
1,투희번,유비, ,사구, ,4구,우홈,3,1,1,2,0.262,이용규,구장 : 대전,"관중 : 11,000",2005.09.15(목),개시 : 18:31,경기시간 : 3:44,KIA,한화, ,좌비,
2,二땅,우비, ,우파, ,二땅,三땅,5,0,0,0,0.288,손지환,구장 : 대전,"관중 : 11,000",2005.09.15(목),개시 : 18:31,경기시간 : 3:44,KIA,한화, , ,
3,4구, ,一땅,二직, ,중안, ,4,1,1,0,0.260,심재학,구장 : 대전,"관중 : 11,000",2005.09.15(목),개시 : 18:31,경기시간 : 3:44,KIA,한화,유직, ,
4,유땅, ,중안, ,중안,우안, ,5,3,0,1,0.257,이재주,구장 : 대전,"관중 : 11,000",2005.09.15(목),개시 : 18:31,경기시간 : 3:44,KIA,한화,삼진, ,
5, ,우2,투안, ,투안,좌안, ,5,4,0,2,0.284,김경언,구장 : 대전,"관중 : 11,000",2005.09.15(목),개시 : 18:31,경기시간 : 3:44,KIA,한화,二땅, ,
6, ,포희번,삼진, ,포희번, , ,1,0,0,0,0.229,김민철,구장 : 대전,"관중 : 11,000",2005.09.15(목),개시 : 18:31,경기시간 : 3:44,KIA,한화, , ,
7, , , , , ,좌비, ,2,0,0,0,0.229,김종국,구장 : 대전,"관중 : 11,000",2005.09.15(목),개시 : 18:31,경기시간 : 3:44,KIA,한화, ,삼진,
8, ,우안,二땅, ,一희번,二땅, ,3,1,2,1,0.271,송산,구장 : 대전,"관중 : 11,000",2005.09.15(목),개시 : 18:31,경기시간 : 3:44,KIA,한화, ,4구,
9, ,우안, ,三파,좌안, ,삼진,5,2,1,0,0.191,김주형,구장 : 대전,"관중 : 11,000",2005.09.15(목),개시 : 18:31,경기시간 : 3:44,KIA,한화, ,一비,
0,좌안, ,좌2,三땅, ,4구, ,4,2,0,0,0.290,김인철,구장 : 대전,"관중 : 11,000",2005.09.15(목),개시 : 18:31,경기시간 : 3:44,한화,KIA,二유병, ,
1,투땅, ,삼진, ,유땅,유비, ,5,1,0,0,0.208,고동진,구장 : 대전,"관중 : 11,000",2005.09.15(목),개시 : 18:31,경기시간 : 3:44,한화,KIA,우2, ,
2,삼진, ,一땅, ,좌비, ,중안,5,1,0,1,0.316,데이비스,구장 : 대전,"관중 : 11,000",2005.09.15(목),개시 : 18:31,경기시간 : 3:44,한화,KIA,二땅, ,
3,유땅, , ,중안,좌안, ,좌2,4,3,1,1,0.275,이범호,구장 : 대전,"관중 : 11,000",2005.09.15(목),개시 : 18:31,경기시간 : 3:44,한화,KIA, , ,
4, , , , , , , ,1,0,0,0,0.000,박노민,구장 : 대전,"관중 : 11,000",2005.09.15(목),개시 : 18:31,경기시간 : 3:44,한화,KIA, ,중비,
5, ,三땅, ,좌안,三파, ,三파,5,1,0,0,0.282,브리또,구장 : 대전,"관중 : 11,000",2005.09.15(목),개시 : 18:31,경기시간 : 3:44,한화,KIA, ,좌비,
6, ,4구, ,우2, ,三안,삼진,4,2,1,1,0.282,신경현,구장 : 대전,"관중 : 11,000",2005.09.15(목),개시 : 18:31,경기시간 : 3:44,한화,KIA, ,二땅,
7, ,삼진, ,三땅, , , ,2,0,0,0,0.091,장종훈,구장 : 대전,"관중 : 11,000",2005.09.15(목),개시 : 18:31,경기시간 : 3:44,한화,KIA, , ,
8, , , , , ,좌비,4구,1,0,0,0,0.260,이도형,구장 : 대전,"관중 : 11,000",2005.09.15(목),개시 : 18:31,경기시간 : 3:44,한화,KIA, , ,
9, ,二땅, ,三땅, , , ,2,0,0,0,0.266,백재호,구장 : 대전,"관중 : 11,000",2005.09.15(목),개시 : 18:31,경기시간 : 3:44,한화,KIA, , ,
10, , , , , ,중2, ,1,1,1,0,0.225,한상훈,구장 : 대전,"관중 : 11,000",2005.09.15(목),개시 : 18:31,경기시간 : 3:44,한화,KIA, , ,
11, , , , , , ,삼진,1,0,0,0,0.233,임수민,구장 : 대전,"관중 : 11,000",2005.09.15(목),개시 : 18:31,경기시간 : 3:44,한화,KIA, , ,
12, , , , , , , ,0,0,0,0,0.154,백승룡,구장 : 대전,"관중 : 11,000",2005.09.15(목),개시 : 18:31,경기시간 : 3:44,한화,KIA, , ,
13, , ,삼진, , , , ,1,0,0,0,0.254,김수연,구장 : 대전,"관중 : 11,000",2005.09.15(목),개시 : 18:31,경기시간 : 3:44,한화,KIA, , ,
14, , , ,4구, , , ,0,0,0,0,0.307,김태균,구장 : 대전,"관중 : 11,000",2005.09.15(목),개시 : 18:31,경기시간 : 3:44,한화,KIA, , ,
15, , , , , ,좌비, ,2,1,0,0,0.333,이양기,구장 : 대전,"관중 : 11,000",2005.09.15(목),개시 : 18:31,경기시간 : 3:44,한화,KIA,우안, ,
0,삼진,二비, , ,포파,중비, ,5,0,0,0,0.273,정수성,구장 : 시민,"관중 : 2,049",2005.09.16(금),개시 : 18:30,경기시간 : 3:53,현대,삼성,삼진, ,
1,4구, ,삼진, , , , ,1,0,0,0,0.228,김일경,구장 : 시민,"관중 : 2,049",2005.09.16(금),개시 : 18:30,경기시간 : 3:53,현대,삼성, , ,
2, , , , ,三땅,삼진, ,3,0,0,0,0.100,김승권,구장 : 시민,"관중 : 2,049",2005.09.16(금),개시 : 18:30,경기시간 : 3:53,현대,삼성,삼진, ,
3,삼진, ,우홈, ,4구, , ,2,1,1,2,0.253,강병식,구장 : 시민,"관중 : 2,049",2005.09.16(금),개시 : 18:30,경기시간 : 3:53,현대,삼성, , ,
4, , , , , , ,4구,0,0,0,1,0.325,이택근,구장 : 시민,"관중 : 2,049",2005.09.16(금),개시 : 18:30,경기시간 : 3:53,현대,삼성, , ,
5, , , , , , , ,1,0,0,0,0.252,이숭용,구장 : 시민,"관중 : 2,049",2005.09.16(금),개시 : 18:30,경기시간 : 3:53,현대,삼성, ,유비,
6,二땅, ,삼진, ,우중홈, ,삼진,5,1,2,1,0.294,서튼,구장 : 시민,"관중 : 2,049",2005.09.16(금),개시 : 18:30,경기시간 : 3:53,현대,삼성, ,二비,
7, ,二땅,좌2, ,우안, ,중안,4,3,0,0,0.266,정성훈,구장 : 시민,"관중 : 2,049",2005.09.16(금),개시 : 18:30,경기시간 : 3:53,현대,삼성, ,4구,
8, ,좌안,三땅, ,중안, ,三땅,4,2,1,1,0.269,송지만,구장 : 시민,"관중 : 2,049",2005.09.16(금),개시 : 18:30,경기시간 : 3:53,현대,삼성, , ,
9, ,좌안, ,一땅,4구, ,4구,2,1,0,0,0.198,전근표,구장 : 시민,"관중 : 2,049",2005.09.16(금),개시 : 18:30,경기시간 : 3:53,현대,삼성, , ,
10, ,유안, ,중비,삼진, ,유땅,4,1,1,0,0.264,강귀태,구장 : 시민,"관중 : 2,049",2005.09.16(금),개시 : 18:30,경기시간 : 3:53,현대,삼성, , ,
11, ,삼진, ,三땅, ,二비, ,4,0,0,0,0.170,지석훈,구장 : 시민,"관중 : 2,049",2005.09.16(금),개시 : 18:30,경기시간 : 3:53,현대,삼성,포파, ,
0,좌안, ,중비,三파, ,우안, ,5,2,0,1,0.270,조동찬,구장 : 시민,"관중 : 2,049",2005.09.16(금),개시 : 18:30,경기시간 : 3:53,삼성,현대,삼진, ,
1,삼선, ,三땅, ,중안,一땅, ,5,1,0,0,0.271,박종호,구장 : 시민,"관중 : 2,049",2005.09.16(금),개시 : 18:30,경기시간 : 3:53,삼성,현대, ,우비,
2,투희번, ,중홈, ,유비, ,삼진,4,1,1,1,0.291,김한수,구장 : 시민,"관중 : 2,049",2005.09.16(금),개시 : 18:30,경기시간 : 3:53,삼성,현대, ,투땅,
3,三땅, ,삼진, ,4구, ,좌홈,4,2,2,1,0.279,심정수,구장 : 시민,"관중 : 2,049",2005.09.16(금),개시 : 18:30,경기시간 : 3:53,삼성,현대, ,좌안,
4, , , , , , , ,0,0,0,0,0.250,김재걸,구장 : 시민,"관중 : 2,049",2005.09.16(금),개시 : 18:30,경기시간 : 3:53,삼성,현대, , ,
5,4구, , ,좌안,삼진, ,우비,3,1,0,0,0.249,박진만,구장 : 시민,"관중 : 2,049",2005.09.16(금),개시 : 18:30,경기시간 : 3:53,삼성,현대, ,4구,
6,二땅, , ,二안,사구, ,유땅,4,1,0,0,0.297,박한이,구장 : 시민,"관중 : 2,049",2005.09.16(금),개시 : 18:30,경기시간 : 3:53,삼성,현대, ,중비,
7, ,4구, ,三희번,좌비, , ,1,0,0,0,0.299,김종훈,구장 : 시민,"관중 : 2,049",2005.09.16(금),개시 : 18:30,경기시간 : 3:53,삼성,현대,4구, ,
8, , , , , , , ,0,0,0,0,0.256,강명구,구장 : 시민,"관중 : 2,049",2005.09.16(금),개시 : 18:30,경기시간 : 3:53,삼성,현대, , ,
9, , , , , , , ,0,0,0,0,0.240,강동우,구장 : 시민,"관중 : 2,049",2005.09.16(금),개시 : 18:30,경기시간 : 3:53,삼성,현대, , ,
10, ,三비, ,우비, ,삼진, ,3,0,0,0,0.286,진갑용,구장 : 시민,"관중 : 2,049",2005.09.16(금),개시 : 18:30,경기시간 : 3:53,삼성,현대, , ,
11, , , , , , , ,1,0,0,0,0.286,김대익,구장 : 시민,"관중 : 2,049",2005.09.16(금),개시 : 18:30,경기시간 : 3:53,삼성,현대,一땅, ,
12, , , , , , , ,0,0,0,0,0.000,손승현,구장 : 시민,"관중 : 2,049",2005.09.16(금),개시 : 18:30,경기시간 : 3:53,삼성,현대, , ,
13, ,三二병, ,4구, , , ,1,0,0,0,0.206,박정환,구장 : 시민,"관중 : 2,049",2005.09.16(금),개시 : 18:30,경기시간 : 3:53,삼성,현대, , ,
14, , , , , ,삼진, ,2,0,0,0,0.257,양준혁,구장 : 시민,"관중 : 2,049",2005.09.16(금),개시 : 18:30,경기시간 : 3:53,삼성,현대,좌비, ,
0,二땅, ,우안, ,우2, , ,4,2,0,0,0.289,장원진,구장 : 무등,"관중 : 1,316",2005.09.16(금),개시 : 18:29,경기시간 : 2:54,두산,KIA,중직, ,
1,삼진, ,二땅, ,三땅, , ,3,0,0,0,0.306,임재철,구장 : 무등,"관중 : 1,316",2005.09.16(금),개시 : 18:29,경기시간 : 2:54,두산,KIA,4구, ,
2, , , , , , , ,0,0,0,1,0.186,윤승균,구장 : 무등,"관중 : 1,316",2005.09.16(금),개시 : 18:29,경기시간 : 2:54,두산,KIA, , ,
3,투땅, , ,二번,二땅, , ,3,0,0,0,0.259,최경환,구장 : 무등,"관중 : 1,316",2005.09.16(금),개시 : 18:29,경기시간 : 2:54,두산,KIA,4구, ,
4, ,유땅, ,4구, ,중비, ,2,0,0,1,0.258,문희성,구장 : 무등,"관중 : 1,316",2005.09.16(금),개시 : 18:29,경기시간 : 2:54,두산,KIA,4구, ,
5, ,유땅, ,우비, ,三땅, ,3,0,1,0,0.261,홍성흔,구장 : 무등,"관중 : 1,316",2005.09.16(금),개시 : 18:29,경기시간 : 2:54,두산,KIA,중희비, ,
6, , , , , , , ,0,0,0,0,0.286,안경현,구장 : 무등,"관중 : 1,316",2005.09.16(금),개시 : 18:29,경기시간 : 2:54,두산,KIA, , ,
7, ,4구, ,三실, ,좌비, ,3,0,0,0,0.143,정원석,구장 : 무등,"관중 : 1,316",2005.09.16(금),개시 : 18:29,경기시간 : 2:54,두산,KIA,좌비, ,
8, , ,삼진,4구, , ,4구,2,0,0,0,0.277,손시헌,구장 : 무등,"관중 : 1,316",2005.09.16(금),개시 : 18:29,경기시간 : 2:54,두산,KIA, ,유땅,
