,0,1,2,3,4,5,6,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,7,8,9
9, ,중안, ,중비, , , ,2,1,0,0,0.234,김태균,구장 : 문학,"관중 : 13,163",2005.09.10(토),개시 : 18:30,경기시간 : 3:29,SK,롯데, , ,
10, , , , ,우안, , ,1,1,2,0,0.236,조중근,구장 : 문학,"관중 : 13,163",2005.09.10(토),개시 : 18:30,경기시간 : 3:29,SK,롯데, , ,
11, , , , , , ,삼진,1,0,0,0,0.193,이대수,구장 : 문학,"관중 : 13,163",2005.09.10(토),개시 : 18:30,경기시간 : 3:29,SK,롯데, , ,
12, ,좌비, , , , , ,1,0,0,0,0.231,최경철,구장 : 문학,"관중 : 13,163",2005.09.10(토),개시 : 18:30,경기시간 : 3:29,SK,롯데, , ,
13, , , ,三땅, , , ,1,0,0,0,0.000,채종범,구장 : 문학,"관중 : 13,163",2005.09.10(토),개시 : 18:30,경기시간 : 3:29,SK,롯데, , ,
14, , , , ,삼진, ,삼진,2,0,0,0,0.248,박경완,구장 : 문학,"관중 : 13,163",2005.09.10(토),개시 : 18:30,경기시간 : 3:29,SK,롯데, , ,
15, , , , , , , ,0,0,0,0,0.237,최익성,구장 : 문학,"관중 : 13,163",2005.09.10(토),개시 : 18:30,경기시간 : 3:29,SK,롯데, , ,
16, ,좌안, ,4구,二땅, ,4구,2,1,0,0,0.278,김민재,구장 : 문학,"관중 : 13,163",2005.09.10(토),개시 : 18:30,경기시간 : 3:29,SK,롯데, , ,
0,三안, ,삼진,二직, ,三땅, ,5,2,0,1,0.270,조동찬,구장 : 대전,"관중 : 4,425",2005.09.10(토),개시 : 18:30,경기시간 : 3:26,삼성,한화,三안, ,
1,투희번, ,우비, ,4구,三땅, ,3,1,0,0,0.265,박종호,구장 : 대전,"관중 : 4,425",2005.09.10(토),개시 : 18:30,경기시간 : 3:26,삼성,한화,우안, ,
2, , , , , , , ,0,0,0,0,0.256,강명구,구장 : 대전,"관중 : 4,425",2005.09.10(토),개시 : 18:30,경기시간 : 3:26,삼성,한화, , ,
3,二땅, ,사구, ,三땅,유땅, ,4,0,1,1,0.298,박한이,구장 : 대전,"관중 : 4,425",2005.09.10(토),개시 : 18:30,경기시간 : 3:26,삼성,한화,좌비, ,
4,우비, ,우안, ,좌안, ,삼진,5,2,0,0,0.277,심정수,구장 : 대전,"관중 : 4,425",2005.09.10(토),개시 : 18:30,경기시간 : 3:26,삼성,한화, ,좌비,
5, , , , , , , ,0,0,0,0,0.000,오승환,구장 : 대전,"관중 : 4,425",2005.09.10(토),개시 : 18:30,경기시간 : 3:26,삼성,한화, , ,
6, ,유땅,유비, , , , ,2,0,0,0,0.259,양준혁,구장 : 대전,"관중 : 4,425",2005.09.10(토),개시 : 18:30,경기시간 : 3:26,삼성,한화, , ,
7, , , , ,유땅, ,우비,3,0,0,1,0.302,김종훈,구장 : 대전,"관중 : 4,425",2005.09.10(토),개시 : 18:30,경기시간 : 3:26,삼성,한화, ,우비,
8, ,유직, ,좌안,좌안, ,4구,4,2,1,1,0.290,김한수,구장 : 대전,"관중 : 4,425",2005.09.10(토),개시 : 18:30,경기시간 : 3:26,삼성,한화, ,좌비,
9, ,사구, ,좌안,중안, , ,2,2,1,0,0.306,김대익,구장 : 대전,"관중 : 4,425",2005.09.10(토),개시 : 18:30,경기시간 : 3:26,삼성,한화, , ,
10, , , , , , ,유땅,1,0,0,0,0.181,박석민,구장 : 대전,"관중 : 4,425",2005.09.10(토),개시 : 18:30,경기시간 : 3:26,삼성,한화, , ,
11, , , , , , , ,0,0,0,0,0.240,강동우,구장 : 대전,"관중 : 4,425",2005.09.10(토),개시 : 18:30,경기시간 : 3:26,삼성,한화, , ,
12, ,우2, ,투희번,중안, , ,3,2,1,0,0.237,이정식,구장 : 대전,"관중 : 4,425",2005.09.10(토),개시 : 18:30,경기시간 : 3:26,삼성,한화,三땅, ,
13, ,우비, ,중비,유비, , ,4,0,0,0,0.245,박진만,구장 : 대전,"관중 : 4,425",2005.09.10(토),개시 : 18:30,경기시간 : 3:26,삼성,한화,三비, ,
0,중비,삼진, ,4구, , ,중비,3,0,0,0,0.306,조원우,구장 : 대전,"관중 : 4,425",2005.09.10(토),개시 : 18:30,경기시간 : 3:26,한화,삼성, , ,
1, , , , , , , ,1,0,0,0,0.261,김수연,구장 : 대전,"관중 : 4,425",2005.09.10(토),개시 : 18:30,경기시간 : 3:26,한화,삼성, ,투땅,
2,우비, ,삼진,一땅, , ,사구,4,0,0,1,0.208,고동진,구장 : 대전,"관중 : 4,425",2005.09.10(토),개시 : 18:30,경기시간 : 3:26,한화,삼성, ,유비,
3,우홈, ,二땅, ,二땅, ,사구,4,1,1,1,0.317,데이비스,구장 : 대전,"관중 : 4,425",2005.09.10(토),개시 : 18:30,경기시간 : 3:26,한화,삼성, ,삼진,
4,좌안, ,4구, ,중비, ,중비,3,1,0,0,0.305,김태균,구장 : 대전,"관중 : 4,425",2005.09.10(토),개시 : 18:30,경기시간 : 3:26,한화,삼성, , ,
5,三땅, ,4구, ,좌안, ,중안,3,2,1,0,0.268,이범호,구장 : 대전,"관중 : 4,425",2005.09.10(토),개시 : 18:30,경기시간 : 3:26,한화,삼성, , ,
6, ,一땅,유비, ,三직, , ,3,0,0,0,0.286,김인철,구장 : 대전,"관중 : 4,425",2005.09.10(토),개시 : 18:30,경기시간 : 3:26,한화,삼성, , ,
7, , , , , , ,二땅,1,0,0,0,0.258,이도형,구장 : 대전,"관중 : 4,425",2005.09.10(토),개시 : 18:30,경기시간 : 3:26,한화,삼성, , ,
8, ,좌중2, ,우비, , , ,2,1,0,1,0.283,브리또,구장 : 대전,"관중 : 4,425",2005.09.10(토),개시 : 18:30,경기시간 : 3:26,한화,삼성, , ,
9, , , , , ,4구, ,1,0,0,0,0.216,한상훈,구장 : 대전,"관중 : 4,425",2005.09.10(토),개시 : 18:30,경기시간 : 3:26,한화,삼성,좌비, ,
10, ,三안, ,우비, ,二비, ,4,1,0,0,0.273,신경현,구장 : 대전,"관중 : 4,425",2005.09.10(토),개시 : 18:30,경기시간 : 3:26,한화,삼성,유땅, ,
11, ,二땅, ,좌안, ,투二병, ,4,1,0,0,0.261,백재호,구장 : 대전,"관중 : 4,425",2005.09.10(토),개시 : 18:30,경기시간 : 3:26,한화,삼성,삼진, ,
0,一땅, ,좌비, , ,二땅, ,3,0,0,0,0.243,손인호,구장 : 잠실,"관중 : 7,791",2005.09.11(일),개시 : 14:00,경기시간 : 3:08,롯데,두산, , ,
1, , , , , , , ,1,0,0,0,0.167,김승관,구장 : 잠실,"관중 : 7,791",2005.09.11(일),개시 : 14:00,경기시간 : 3:08,롯데,두산,삼진, ,
2, , , , , , , ,0,0,0,0,0.184,박정준,구장 : 잠실,"관중 : 7,791",2005.09.11(일),개시 : 14:00,경기시간 : 3:08,롯데,두산, , ,
3,삼진, ,좌비, , ,중안, ,3,1,0,0,0.278,박기혁,구장 : 잠실,"관중 : 7,791",2005.09.11(일),개시 : 14:00,경기시간 : 3:08,롯데,두산,4구, ,
4, , , , , , , ,0,0,0,0,0.209,이원석,구장 : 잠실,"관중 : 7,791",2005.09.11(일),개시 : 14:00,경기시간 : 3:08,롯데,두산, , ,
5,중비, , ,유비, ,좌비, ,4,0,0,0,0.261,라이온,구장 : 잠실,"관중 : 7,791",2005.09.11(일),개시 : 14:00,경기시간 : 3:08,롯데,두산,一땅, ,
6, ,二땅, ,유비, ,4구, ,3,1,0,1,0.275,이대호,구장 : 잠실,"관중 : 7,791",2005.09.11(일),개시 : 14:00,경기시간 : 3:08,롯데,두산, ,좌안,
7, ,중안, ,좌2, ,우비, ,4,3,0,1,0.286,펠로우,구장 : 잠실,"관중 : 7,791",2005.09.11(일),개시 : 14:00,경기시간 : 3:08,롯데,두산, ,좌중2,
8, ,좌비, ,좌안, , ,우비,4,2,2,0,0.290,박연수,구장 : 잠실,"관중 : 7,791",2005.09.11(일),개시 : 14:00,경기시간 : 3:08,롯데,두산, ,유안,
9, ,삼진, , ,중비, ,二땅,3,0,0,0,0.240,강민호,구장 : 잠실,"관중 : 7,791",2005.09.11(일),개시 : 14:00,경기시간 : 3:08,롯데,두산, , ,
10, , , , , , , ,1,0,0,0,0.197,최기문,구장 : 잠실,"관중 : 7,791",2005.09.11(일),개시 : 14:00,경기시간 : 3:08,롯데,두산, ,삼진,
11, , ,우비, ,좌비, ,좌비,4,0,0,0,0.158,박남섭,구장 : 잠실,"관중 : 7,791",2005.09.11(일),개시 : 14:00,경기시간 : 3:08,롯데,두산, ,좌비,
12, , ,좌안, ,三땅, , ,3,1,0,0,0.259,신명철,구장 : 잠실,"관중 : 7,791",2005.09.11(일),개시 : 14:00,경기시간 : 3:08,롯데,두산,중비, ,
13, , , , , , , ,1,0,0,0,0.143,황준영,구장 : 잠실,"관중 : 7,791",2005.09.11(일),개시 : 14:00,경기시간 : 3:08,롯데,두산, ,유직,
0,좌비,중안, ,우안, ,좌안,중안,5,4,2,0,0.286,장원진,구장 : 잠실,"관중 : 7,791",2005.09.11(일),개시 : 14:00,경기시간 : 3:08,두산,롯데, , ,
1,좌안,우비, ,삼진, ,투땅,중희비,4,1,1,0,0.313,임재철,구장 : 잠실,"관중 : 7,791",2005.09.11(일),개시 : 14:00,경기시간 : 3:08,두산,롯데, , ,
2,좌비, ,삼진, ,좌중2,삼진,중안,5,2,0,1,0.263,문희성,구장 : 잠실,"관중 : 7,791",2005.09.11(일),개시 : 14:00,경기시간 : 3:08,두산,롯데, , ,
3,좌비, ,우비, ,二땅, ,삼진/ 3땅,5,0,0,0,0.303,김동주,구장 : 잠실,"관중 : 7,791",2005.09.11(일),개시 : 14:00,경기시간 : 3:08,두산,롯데, , ,
4, , , , , , , ,0,0,0,0,0.258,나주환,구장 : 잠실,"관중 : 7,791",2005.09.11(일),개시 : 14:00,경기시간 : 3:08,두산,롯데, , ,
5, ,二안,우안, ,중안, ,좌안,4,4,1,2,0.263,홍성흔,구장 : 잠실,"관중 : 7,791",2005.09.11(일),개시 : 14:00,경기시간 : 3:08,두산,롯데, , ,
6, , , , , , , ,1,0,0,0,0.238,용덕한,구장 : 잠실,"관중 : 7,791",2005.09.11(일),개시 : 14:00,경기시간 : 3:08,두산,롯데,유땅, ,
7, ,一파,삼진, ,중비, , ,3,0,0,0,0.179,이승준,구장 : 잠실,"관중 : 7,791",2005.09.11(일),개시 : 14:00,경기시간 : 3:08,두산,롯데, , ,
8, , , , , , ,우안,1,1,0,0,0.220,홍원기,구장 : 잠실,"관중 : 7,791",2005.09.11(일),개시 : 14:00,경기시간 : 3:08,두산,롯데, , ,
9, , , , , , , ,0,0,0,1,0.000,방승재,구장 : 잠실,"관중 : 7,791",2005.09.11(일),개시 : 14:00,경기시간 : 3:08,두산,롯데, , ,
10, , , , , , , ,1,1,0,0,0.235,강봉규,구장 : 잠실,"관중 : 7,791",2005.09.11(일),개시 : 14:00,경기시간 : 3:08,두산,롯데,우안, ,
11, ,포파, ,三땅,삼진, , ,3,0,0,0,0.289,안경현,구장 : 잠실,"관중 : 7,791",2005.09.11(일),개시 : 14:00,경기시간 : 3:08,두산,롯데, , ,
12, , , , , , ,좌안,2,1,1,1,0.250,정원석,구장 : 잠실,"관중 : 7,791",2005.09.11(일),개시 : 14:00,경기시간 : 3:08,두산,롯데,중비, ,
13, ,4구, ,4구, ,중안, ,1,1,0,1,0.266,김창희,구장 : 잠실,"관중 : 7,791",2005.09.11(일),개시 : 14:00,경기시간 : 3:08,두산,롯데, , ,
14, , , , , , ,중안,2,1,1,1,0.186,윤승균,구장 : 잠실,"관중 : 7,791",2005.09.11(일),개시 : 14:00,경기시간 : 3:08,두산,롯데,삼진, ,
15, ,중안, ,좌비, ,4구,중안,3,2,2,1,0.278,손시헌,구장 : 잠실,"관중 : 7,791",2005.09.11(일),개시 : 14:00,경기시간 : 3:08,두산,롯데, , ,
16, , , , , , , ,0,0,0,0,0.231,김재호,구장 : 잠실,"관중 : 7,791",2005.09.11(일),개시 : 14:00,경기시간 : 3:08,두산,롯데, , ,
0,삼진, ,중비, , ,一땅, ,4,1,0,1,0.264,이용규,구장 : 문학,"관중 : 6,372",2005.09.11(일),개시 : 14:00,경기시간 : 2:45,KIA,SK, ,우2,
1,투땅, ,二땅, , ,二직, ,3,0,0,0,0.265,김경진,구장 : 문학,"관중 : 6,372",2005.09.11(일),개시 : 14:00,경기시간 : 2:45,KIA,SK, , ,
2, , , , , , , ,1,0,0,0,0.000,이영수,구장 : 문학,"관중 : 6,372",2005.09.11(일),개시 : 14:00,경기시간 : 2:45,KIA,SK, ,유비,
3,一땅, , ,삼진, , ,삼진,4,1,1,0,0.297,장성호,구장 : 문학,"관중 : 6,372",2005.09.11(일),개시 : 14:00,경기시간 : 2:45,KIA,SK, ,중안,
4, ,一땅, ,삼진, , ,二땅,4,0,0,0,0.253,심재학,구장 : 문학,"관중 : 6,372",2005.09.11(일),개시 : 14:00,경기시간 : 2:45,KIA,SK, ,二직,
5, ,우안, ,우비, , ,중비,3,1,0,0,0.288,손지환,구장 : 문학,"관중 : 6,372",2005.09.11(일),개시 : 14:00,경기시간 : 2:45,KIA,SK, ,4구,
6, ,우안, , ,유비, , ,4,1,0,0,0.277,김경언,구장 : 문학,"관중 : 6,372",2005.09.11(일),개시 : 14:00,경기시간 : 2:45,KIA,SK,삼진,우비,
7, ,三실, , ,투땅, , ,2,0,0,0,0.235,김상훈,구장 : 문학,"관중 : 6,372",2005.09.11(일),개시 : 14:00,경기시간 : 2:45,KIA,SK, , ,
8, , , , , , , ,1,1,0,0,0.274,송산,구장 : 문학,"관중 : 6,372",2005.09.11(일),개시 : 14:00,경기시간 : 2:45,KIA,SK,중안, ,
9, ,三二병, , ,유땅, , ,2,0,0,0,0.192,김주형,구장 : 문학,"관중 : 6,372",2005.09.11(일),개시 : 14:00,경기시간 : 2:45,KIA,SK, , ,
10, , , , , , , ,1,0,0,0,0.230,김민철,구장 : 문학,"관중 : 6,372",2005.09.11(일),개시 : 14:00,경기시간 : 2:45,KIA,SK,유비, ,
11, , ,우중안, , ,우비, ,2,1,0,0,0.226,김종국,구장 : 문학,"관중 : 6,372",2005.09.11(일),개시 : 14:00,경기시간 : 2:45,KIA,SK, , ,
12, , , , , , , ,1,0,0,0,0.000,장일현,구장 : 문학,"관중 : 6,372",2005.09.11(일),개시 : 14:00,경기시간 : 2:45,KIA,SK,삼진, ,
13, , , , , , , ,0,0,0,0,0.000,서동욱,구장 : 문학,"관중 : 6,372",2005.09.11(일),개시 : 14:00,경기시간 : 2:45,KIA,SK, , ,
0,三안,좌2, , ,삼진, ,포땅,5,2,1,1,0.299,박재홍,구장 : 문학,"관중 : 6,372",2005.09.11(일),개시 : 14:00,경기시간 : 2:45,SK,KIA,삼진, ,
1, , , , , , , ,0,0,0,0,0.000,조웅천,구장 : 문학,"관중 : 6,372",2005.09.11(일),개시 : 14:00,경기시간 : 2:45,SK,KIA, , ,
2, , , , , , , ,0,0,0,0,0.000,차바치,구장 : 문학,"관중 : 6,372",2005.09.11(일),개시 : 14:00,경기시간 : 2:45,SK,KIA, , ,
3,三희번,一땅, , ,삼진, ,一번,3,0,0,0,0.267,조동화,구장 : 문학,"관중 : 6,372",2005.09.11(일),개시 : 14:00,경기시간 : 2:45,SK,KIA, , ,
4,二비, ,二땅, , ,一땅, ,3,0,0,0,0.318,김재현,구장 : 문학,"관중 : 6,372",2005.09.11(일),개시 : 14:00,경기시간 : 2:45,SK,KIA, , ,
5, , , , , , , ,1,1,0,1,0.500,채종범,구장 : 문학,"관중 : 6,372",2005.09.11(일),개시 : 14:00,경기시간 : 2:45,SK,KIA,중안, ,
6,우중안, ,좌비, , ,우3, ,4,3,1,2,0.279,이호준,구장 : 문학,"관중 : 6,372",2005.09.11(일),개시 : 14:00,경기시간 : 2:45,SK,KIA,우중2, ,
7,二땅, ,一땅, , ,좌중2, ,3,1,1,1,0.292,이진영,구장 : 문학,"관중 : 6,372",2005.09.11(일),개시 : 14:00,경기시간 : 2:45,SK,KIA, , ,
8, , , , , , , ,1,1,1,1,0.219,조경환,구장 : 문학,"관중 : 6,372",2005.09.11(일),개시 : 14:00,경기시간 : 2:45,SK,KIA,좌중안, ,
9, ,유땅, ,유땅, ,유땅, ,4,0,0,0,0.292,정경배,구장 : 문학,"관중 : 6,372",2005.09.11(일),개시 : 14:00,경기시간 : 2:45,SK,KIA,삼진, ,
10, , , , , , , ,0,0,0,0,0.375,김형철,구장 : 문학,"관중 : 6,372",2005.09.11(일),개시 : 14:00,경기시간 : 2:45,SK,KIA, , ,
11, ,유실, ,삼진, , , ,2,0,0,1,0.232,김태균,구장 : 문학,"관중 : 6,372",2005.09.11(일),개시 : 14:00,경기시간 : 2:45,SK,KIA, , ,
12, , , , , ,우안, ,1,1,1,0,0.241,조중근,구장 : 문학,"관중 : 6,372",2005.09.11(일),개시 : 14:00,경기시간 : 2:45,SK,KIA, , ,
13, , , , , , , ,1,0,0,0,0.247,박경완,구장 : 문학,"관중 : 6,372",2005.09.11(일),개시 : 14:00,경기시간 : 2:45,SK,KIA,삼진, ,
14, , , , , , , ,0,0,0,0,0.278,강성우,구장 : 문학,"관중 : 6,372",2005.09.11(일),개시 : 14:00,경기시간 : 2:45,SK,KIA, , ,
15, ,4구, ,삼진, , , ,1,0,0,0,0.226,최경철,구장 : 문학,"관중 : 6,372",2005.09.11(일),개시 : 14:00,경기시간 : 2:45,SK,KIA, , ,
16, , , , , ,포파, ,1,0,0,0,0.133,박재상,구장 : 문학,"관중 : 6,372",2005.09.11(일),개시 : 14:00,경기시간 : 2:45,SK,KIA, , ,
17, , , , , , , ,1,1,2,1,0.207,이대수,구장 : 문학,"관중 : 6,372",2005.09.11(일),개시 : 14:00,경기시간 : 2:45,SK,KIA,좌안, ,
18, ,중비, , ,투땅, ,三직,4,1,1,0,0.278,김민재,구장 : 문학,"관중 : 6,372",2005.09.11(일),개시 : 14:00,경기시간 : 2:45,SK,KIA,좌2, ,
0,우파, ,좌안, ,좌비, ,4구,3,1,0,2,0.271,조동찬,구장 : 대전,"관중 : 3,453",2005.09.11(일),개시 : 13:59,경기시간 : 3:53,삼성,한화,4구, ,
1,4구, ,우안, ,중비, ,우안,4,3,3,0,0.271,박종호,구장 : 대전,"관중 : 3,453",2005.09.11(일),개시 : 13:59,경기시간 : 3:53,삼성,한화,우안, ,
2, , , , , , , ,0,0,0,0,0.245,박진만,구장 : 대전,"관중 : 3,453",2005.09.11(일),개시 : 13:59,경기시간 : 3:53,삼성,한화, , ,
3,좌비, ,우중2, ,二땅, ,사구,4,1,0,0,0.297,박한이,구장 : 대전,"관중 : 3,453",2005.09.11(일),개시 : 13:59,경기시간 : 3:53,삼성,한화,중비, ,
4,삼진, , ,좌안, ,삼진,좌희비,4,2,1,2,0.279,심정수,구장 : 대전,"관중 : 3,453",2005.09.11(일),개시 : 13:59,경기시간 : 3:53,삼성,한화, ,우2,
5, , , , , , , ,0,0,0,0,0.000,오승환,구장 : 대전,"관중 : 3,453",2005.09.11(일),개시 : 13:59,경기시간 : 3:53,삼성,한화, , ,
6, ,좌비, ,좌홈, ,三땅,좌비,4,1,2,1,0.290,김한수,구장 : 대전,"관중 : 3,453",2005.09.11(일),개시 : 13:59,경기시간 : 3:53,삼성,한화, , ,
7, , , , , , , ,1,1,0,0,0.192,박석민,구장 : 대전,"관중 : 3,453",2005.09.11(일),개시 : 13:59,경기시간 : 3:53,삼성,한화, ,우안,
8, ,4구, ,삼진, , , ,1,0,0,0,0.301,김대익,구장 : 대전,"관중 : 3,453",2005.09.11(일),개시 : 13:59,경기시간 : 3:53,삼성,한화, , ,
9, , , , , ,스낫, ,2,0,1,0,0.298,김종훈,구장 : 대전,"관중 : 3,453",2005.09.11(일),개시 : 13:59,경기시간 : 3:53,삼성,한화,유땅,중희비,
10, ,二유병, ,우2, ,4구, ,2,1,0,0,0.260,양준혁,구장 : 대전,"관중 : 3,453",2005.09.11(일),개시 : 13:59,경기시간 : 3:53,삼성,한화, , ,
11, , , , , , , ,1,1,0,0,0.241,박정환,구장 : 대전,"관중 : 3,453",2005.09.11(일),개시 : 13:59,경기시간 : 3:53,삼성,한화,중안, ,
12, , , , , , , ,0,0,0,1,0.256,강명구,구장 : 대전,"관중 : 3,453",2005.09.11(일),개시 : 13:59,경기시간 : 3:53,삼성,한화, , ,
13, , , , , , , ,1,0,0,0,0.240,강동우,구장 : 대전,"관중 : 3,453",2005.09.11(일),개시 : 13:59,경기시간 : 3:53,삼성,한화, ,유땅,
14, , ,二땅,二땅, , , ,2,0,0,0,0.230,이정식,구장 : 대전,"관중 : 3,453",2005.09.11(일),개시 : 13:59,경기시간 : 3:53,삼성,한화, , ,
15, , , , , ,二땅, ,2,0,0,0,0.290,진갑용,구장 : 대전,"관중 : 3,453",2005.09.11(일),개시 : 13:59,경기시간 : 3:53,삼성,한화,유비,4구,
16, , ,三땅,좌비, , ,유땅,4,0,0,1,0.250,김재걸,구장 : 대전,"관중 : 3,453",2005.09.11(일),개시 : 13:59,경기시간 : 3:53,삼성,한화,4구,삼진,
0,三땅,二땅, ,중비, , , ,3,0,0,0,0.303,조원우,구장 : 대전,"관중 : 3,453",2005.09.11(일),개시 : 13:59,경기시간 : 3:53,한화,삼성, , ,
1, , , , , , ,중비,2,0,0,0,0.259,김수연,구장 : 대전,"관중 : 3,453",2005.09.11(일),개시 : 13:59,경기시간 : 3:53,한화,삼성,삼진, ,
2,유땅,一땅, , ,一땅, ,삼진,5,0,0,0,0.204,고동진,구장 : 대전,"관중 : 3,453",2005.09.11(일),개시 : 13:59,경기시간 : 3:53,한화,삼성, ,삼진,
3,우안, ,우중2, ,4구, ,삼진,4,2,0,2,0.319,데이비스,구장 : 대전,"관중 : 3,453",2005.09.11(일),개시 : 13:59,경기시간 : 3:53,한화,삼성, ,유땅,
4,좌2, ,二비, ,一유병, , ,5,2,2,2,0.306,김태균,구장 : 대전,"관중 : 3,453",2005.09.11(일),개시 : 13:59,경기시간 : 3:53,한화,삼성,좌홈,중비,
5,중안, ,투땅, , ,우비, ,4,2,1,1,0.270,이범호,구장 : 대전,"관중 : 3,453",2005.09.11(일),개시 : 13:59,경기시간 : 3:53,한화,삼성,좌2, ,
6,三땅, ,좌안, , ,一실, ,3,1,1,0,0.232,임수민,구장 : 대전,"관중 : 3,453",2005.09.11(일),개시 : 13:59,경기시간 : 3:53,한화,삼성, , ,
7, , , , , , , ,1,1,1,1,0.289,김인철,구장 : 대전,"관중 : 3,453",2005.09.11(일),개시 : 13:59,경기시간 : 3:53,한화,삼성,좌2, ,
8, ,좌안,유땅, , ,우중안, ,4,3,1,0,0.270,백재호,구장 : 대전,"관중 : 3,453",2005.09.11(일),개시 : 13:59,경기시간 : 3:53,한화,삼성,우중안, ,
9, , , , , , , ,0,0,0,0,0.163,백승룡,구장 : 대전,"관중 : 3,453",2005.09.11(일),개시 : 13:59,경기시간 : 3:53,한화,삼성, , ,
10, ,중비, ,三땅, ,삼진, ,3,0,0,0,0.290,심광호,구장 : 대전,"관중 : 3,453",2005.09.11(일),개시 : 13:59,경기시간 : 3:53,한화,삼성, , ,
11, , , , , , , ,1,0,0,0,0.000,박노민,구장 : 대전,"관중 : 3,453",2005.09.11(일),개시 : 13:59,경기시간 : 3:53,한화,삼성,유비, ,
12, , , , , , , ,0,0,0,0,0.273,신경현,구장 : 대전,"관중 : 3,453",2005.09.11(일),개시 : 13:59,경기시간 : 3:53,한화,삼성, , ,
13, ,중안, ,一땅, ,삼진, ,4,2,0,0,0.223,한상훈,구장 : 대전,"관중 : 3,453",2005.09.11(일),개시 : 13:59,경기시간 : 3:53,한화,삼성,우2, ,
0,유안,우안, ,유땅, , ,우비,4,2,0,2,0.313,이종범,구장 : 대전,"관중 : 1,050",2005.09.13(화),개시 : 18:30,경기시간 : 2:23,KIA,한화, , ,
1,4구,二땅, ,좌비, , ,중비,3,0,1,1,0.262,이용규,구장 : 대전,"관중 : 1,050",2005.09.13(화),개시 : 18:30,경기시간 : 2:23,KIA,한화, , ,
