,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2
8, ,삼진,중비, ,우비, ,4구, ,유비,4,0,0,0,0.000,최진행,구장 : 사직,"관중 : 26,708",2013.03.30(토),개시 : 14:03,경기시간 : 4:03,한화,롯데
9, ,3땅, ,중2, ,1땅,삼진, , ,4,1,0,1,0.250,정현석,구장 : 사직,"관중 : 26,708",2013.03.30(토),개시 : 14:03,경기시간 : 4:03,한화,롯데
10, ,삼진, ,2비, ,삼진, , , ,3,0,0,0,0.000,이여상,구장 : 사직,"관중 : 26,708",2013.03.30(토),개시 : 14:03,경기시간 : 4:03,한화,롯데
11, , , , , , , ,삼진, ,1,0,0,0,0.000,오재필,구장 : 사직,"관중 : 26,708",2013.03.30(토),개시 : 14:03,경기시간 : 4:03,한화,롯데
12, , ,유비,삼진, ,좌비, ,2비, ,4,0,0,0,0.000,정범모,구장 : 사직,"관중 : 26,708",2013.03.30(토),개시 : 14:03,경기시간 : 4:03,한화,롯데
13, , ,좌안,4구, , ,좌비,중안, ,3,2,0,2,0.667,오선진,구장 : 사직,"관중 : 26,708",2013.03.30(토),개시 : 14:03,경기시간 : 4:03,한화,롯데
0,유비, ,4구, ,삼진,삼진, , ,3안,4,1,0,1,0.250,전준우,구장 : 사직,"관중 : 26,708",2013.03.30(토),개시 : 14:03,경기시간 : 4:03,롯데,한화
1,3땅, ,2직, , ,좌안,삼진, ,삼진,5,1,0,1,0.200,조성환,구장 : 사직,"관중 : 26,708",2013.03.30(토),개시 : 14:03,경기시간 : 4:03,롯데,한화
2,중안, , ,유안, ,4구,우중3, ,고4,3,3,0,3,1.000,손아섭,구장 : 사직,"관중 : 26,708",2013.03.30(토),개시 : 14:03,경기시간 : 4:03,롯데,한화
3,우비, , ,우중안, ,사구,포파, ,4구,3,1,0,1,0.333,강민호,구장 : 사직,"관중 : 26,708",2013.03.30(토),개시 : 14:03,경기시간 : 4:03,롯데,한화
4, , , , , , , , , ,0,0,0,0,0.000,조홍석,구장 : 사직,"관중 : 26,708",2013.03.30(토),개시 : 14:03,경기시간 : 4:03,롯데,한화
5, ,1땅, ,4구, ,4구,좌비, ,좌안,3,1,2,0,0.333,장성호,구장 : 사직,"관중 : 26,708",2013.03.30(토),개시 : 14:03,경기시간 : 4:03,롯데,한화
6, ,유땅, ,2병, ,포파, ,삼진,중희비,4,0,1,0,0.000,박종윤,구장 : 사직,"관중 : 26,708",2013.03.30(토),개시 : 14:03,경기시간 : 4:03,롯데,한화
7, ,우비, ,삼진, ,사구, ,2직, ,3,0,1,0,0.000,황재균,구장 : 사직,"관중 : 26,708",2013.03.30(토),개시 : 14:03,경기시간 : 4:03,롯데,한화
8, , ,삼진, ,삼진,4구, ,4구, ,2,0,1,0,0.000,김문호,구장 : 사직,"관중 : 26,708",2013.03.30(토),개시 : 14:03,경기시간 : 4:03,롯데,한화
9, , ,유땅, ,중비,삼진, , , ,3,0,0,0,0.000,박기혁,구장 : 사직,"관중 : 26,708",2013.03.30(토),개시 : 14:03,경기시간 : 4:03,롯데,한화
10, , , , , , , ,3땅, ,1,0,0,0,0.000,김대우,구장 : 사직,"관중 : 26,708",2013.03.30(토),개시 : 14:03,경기시간 : 4:03,롯데,한화
11, , , , , , , , , ,0,0,0,0,0.000,문규현,구장 : 사직,"관중 : 26,708",2013.03.30(토),개시 : 14:03,경기시간 : 4:03,롯데,한화
0,좌파,3희번, ,삼진, ,4구, ,좌비, ,3,0,0,1,0.000,이종욱,구장 : 대구,"관중 : 10,000",2013.03.30(토),개시 : 14:01,경기시간 : 3:42,두산,삼성
1,좌안,1땅, ,스낫, ,중비, ,4구, ,4,1,0,2,0.250,손시헌,구장 : 대구,"관중 : 10,000",2013.03.30(토),개시 : 14:01,경기시간 : 3:42,두산,삼성
2,우안,투땅, ,우홈, ,좌중안, ,삼진, ,5,3,4,2,0.600,김현수,구장 : 대구,"관중 : 10,000",2013.03.30(토),개시 : 14:01,경기시간 : 3:42,두산,삼성
3,3안, ,유땅,2땅, ,좌희비, , , ,3,1,1,1,0.333,김동주,구장 : 대구,"관중 : 10,000",2013.03.30(토),개시 : 14:01,경기시간 : 3:42,두산,삼성
4, , , , , , , ,우비, ,1,0,0,0,0.000,김재호,구장 : 대구,"관중 : 10,000",2013.03.30(토),개시 : 14:01,경기시간 : 3:42,두산,삼성
5,삼진, ,2땅, ,4구,사구, , ,삼진,3,0,0,0,0.000,홍성흔,구장 : 대구,"관중 : 10,000",2013.03.30(토),개시 : 14:01,경기시간 : 3:42,두산,삼성
6,좌홈, ,유비, ,우안,3땅, , ,4구,4,2,4,1,0.500,오재원,구장 : 대구,"관중 : 10,000",2013.03.30(토),개시 : 14:01,경기시간 : 3:42,두산,삼성
7,우비, , ,중비,투희번, ,중비, ,좌안,4,1,0,0,0.250,허경민,구장 : 대구,"관중 : 10,000",2013.03.30(토),개시 : 14:01,경기시간 : 3:42,두산,삼성
8, ,좌중안, ,중안,4구, ,유땅, ,투땅,4,2,0,1,0.500,양의지,구장 : 대구,"관중 : 10,000",2013.03.30(토),개시 : 14:01,경기시간 : 3:42,두산,삼성
9, ,4구, ,좌안,2직, ,유땅, ,유땅,4,1,0,1,0.250,정수빈,구장 : 대구,"관중 : 10,000",2013.03.30(토),개시 : 14:01,경기시간 : 3:42,두산,삼성
0,중비,1땅, , ,우중안, ,좌중2, ,좌비,5,2,0,0,0.400,배영섭,구장 : 대구,"관중 : 10,000",2013.03.30(토),개시 : 14:01,경기시간 : 3:42,삼성,두산
1,우중3, ,삼진, ,사구, ,1땅, ,중비,4,1,0,1,0.250,정형식,구장 : 대구,"관중 : 10,000",2013.03.30(토),개시 : 14:01,경기시간 : 3:42,삼성,두산
2,3파, ,중비, ,투땅, ,4구, ,2땅,4,0,0,0,0.000,이승엽,구장 : 대구,"관중 : 10,000",2013.03.30(토),개시 : 14:01,경기시간 : 3:42,삼성,두산
3,좌안, ,3땅, ,2땅, ,2유병, , ,4,1,1,1,0.250,최형우,구장 : 대구,"관중 : 10,000",2013.03.30(토),개시 : 14:01,경기시간 : 3:42,삼성,두산
4,좌홈, , ,3땅, ,유안, ,삼진, ,4,2,2,1,0.500,박석민,구장 : 대구,"관중 : 10,000",2013.03.30(토),개시 : 14:01,경기시간 : 3:42,삼성,두산
5,4구, , ,중안, ,중안, ,4구, ,2,2,0,0,1.000,박한이,구장 : 대구,"관중 : 10,000",2013.03.30(토),개시 : 14:01,경기시간 : 3:42,삼성,두산
6,우파, , ,좌파, ,4구, , , ,2,0,0,0,0.000,조동찬,구장 : 대구,"관중 : 10,000",2013.03.30(토),개시 : 14:01,경기시간 : 3:42,삼성,두산
7, , , , , , , ,4구, ,0,0,0,0,0.000,채태인,구장 : 대구,"관중 : 10,000",2013.03.30(토),개시 : 14:01,경기시간 : 3:42,삼성,두산
8, , , , , , , , , ,0,0,0,0,0.000,신명철,구장 : 대구,"관중 : 10,000",2013.03.30(토),개시 : 14:01,경기시간 : 3:42,삼성,두산
9, ,2땅, , ,우비, , , , ,2,0,0,0,0.000,진갑용,구장 : 대구,"관중 : 10,000",2013.03.30(토),개시 : 14:01,경기시간 : 3:42,삼성,두산
10, , , , , ,삼진, , , ,1,0,0,0,0.000,이지영,구장 : 대구,"관중 : 10,000",2013.03.30(토),개시 : 14:01,경기시간 : 3:42,삼성,두산
11, , , , , , , ,우비, ,1,0,0,0,0.000,우동균,구장 : 대구,"관중 : 10,000",2013.03.30(토),개시 : 14:01,경기시간 : 3:42,삼성,두산
12, , , , , , , , , ,0,0,0,0,0.000,김동명,구장 : 대구,"관중 : 10,000",2013.03.30(토),개시 : 14:01,경기시간 : 3:42,삼성,두산
13, ,중비, , ,4구,유2병, ,좌비, ,3,0,0,1,0.000,김상수,구장 : 대구,"관중 : 10,000",2013.03.30(토),개시 : 14:01,경기시간 : 3:42,삼성,두산
0,사구,3땅, , ,중비, ,3비, ,3비,4,0,0,1,0.444,서건창,구장 : 무등,"관중 : 12,500",2013.03.31(일),개시 : 14:01,경기시간 : 3:26,넥센,KIA
1,투희번, ,좌비, , ,2땅, , , ,2,0,0,0,0.000,정수성,구장 : 무등,"관중 : 12,500",2013.03.31(일),개시 : 14:01,경기시간 : 3:26,넥센,KIA
2, , , , , , ,삼진, , ,1,0,0,0,0.000,박헌도,구장 : 무등,"관중 : 12,500",2013.03.31(일),개시 : 14:01,경기시간 : 3:26,넥센,KIA
3,중희비, ,삼진, , ,좌2,삼진, , ,3,1,1,1,0.375,이택근,구장 : 무등,"관중 : 12,500",2013.03.31(일),개시 : 14:01,경기시간 : 3:26,넥센,KIA
4,좌중홈, ,중비, , ,중안, ,포비, ,4,2,2,2,0.286,박병호,구장 : 무등,"관중 : 12,500",2013.03.31(일),개시 : 14:01,경기시간 : 3:26,넥센,KIA
5,삼진, , ,삼진, ,4구, ,삼진, ,3,0,0,0,0.286,강정호,구장 : 무등,"관중 : 12,500",2013.03.31(일),개시 : 14:01,경기시간 : 3:26,넥센,KIA
6, ,좌안, ,삼진, ,좌안, ,좌비, ,4,2,1,1,0.222,유한준,구장 : 무등,"관중 : 12,500",2013.03.31(일),개시 : 14:01,경기시간 : 3:26,넥센,KIA
7, ,우2, ,우비, ,삼진, , ,삼진,4,1,1,1,0.444,이성열,구장 : 무등,"관중 : 12,500",2013.03.31(일),개시 : 14:01,경기시간 : 3:26,넥센,KIA
8, ,2비, , ,좌비,우비, , ,중비,4,0,0,0,0.000,박동원,구장 : 무등,"관중 : 12,500",2013.03.31(일),개시 : 14:01,경기시간 : 3:26,넥센,KIA
9, ,좌희비, , ,유땅, ,4구, , ,1,0,1,0,0.200,김민성,구장 : 무등,"관중 : 12,500",2013.03.31(일),개시 : 14:01,경기시간 : 3:26,넥센,KIA
10, , , , , , , , , ,0,0,0,0,0.000,유재신,구장 : 무등,"관중 : 12,500",2013.03.31(일),개시 : 14:01,경기시간 : 3:26,넥센,KIA
11, , , , , , , , ,4구,0,0,0,0,0.000,지석훈,구장 : 무등,"관중 : 12,500",2013.03.31(일),개시 : 14:01,경기시간 : 3:26,넥센,KIA
0,2땅, ,좌비,2땅, ,우2, ,삼진, ,5,1,1,0,0.125,이용규,구장 : 무등,"관중 : 12,500",2013.03.31(일),개시 : 14:01,경기시간 : 3:26,KIA,넥센
1,사구, ,좌중안, ,유땅,4구, ,3땅, ,3,1,0,0,0.429,김주찬,구장 : 무등,"관중 : 12,500",2013.03.31(일),개시 : 14:01,경기시간 : 3:26,KIA,넥센
2,4구, ,삼진, ,유파, , , , ,2,0,0,0,0.000,김원섭,구장 : 무등,"관중 : 12,500",2013.03.31(일),개시 : 14:01,경기시간 : 3:26,KIA,넥센
3, , , , , ,좌비, , ,삼진,2,0,0,0,0.250,차일목,구장 : 무등,"관중 : 12,500",2013.03.31(일),개시 : 14:01,경기시간 : 3:26,KIA,넥센
4,3병, ,우비, ,3비, ,3땅, ,중비,5,0,0,0,0.125,이범호,구장 : 무등,"관중 : 12,500",2013.03.31(일),개시 : 14:01,경기시간 : 3:26,KIA,넥센
5, ,삼진, ,2비, ,중안,2땅, ,3파,5,1,0,1,0.300,최희섭,구장 : 무등,"관중 : 12,500",2013.03.31(일),개시 : 14:01,경기시간 : 3:26,KIA,넥센
6, ,4구, ,중안, ,삼진,사구, , ,2,1,0,1,0.571,나지완,구장 : 무등,"관중 : 12,500",2013.03.31(일),개시 : 14:01,경기시간 : 3:26,KIA,넥센
7, ,유비, ,우비, ,2땅,4구, , ,3,0,0,0,0.000,안치홍,구장 : 무등,"관중 : 12,500",2013.03.31(일),개시 : 14:01,경기시간 : 3:26,KIA,넥센
8, ,4구, ,4구, , , , , ,0,0,0,0,0.000,김상훈,구장 : 무등,"관중 : 12,500",2013.03.31(일),개시 : 14:01,경기시간 : 3:26,KIA,넥센
9, , , , , ,중홈,삼진, , ,2,1,2,1,0.500,신종길,구장 : 무등,"관중 : 12,500",2013.03.31(일),개시 : 14:01,경기시간 : 3:26,KIA,넥센
10, ,1땅, ,우안, ,4구, ,삼진, ,3,1,1,1,0.429,김선빈,구장 : 무등,"관중 : 12,500",2013.03.31(일),개시 : 14:01,경기시간 : 3:26,KIA,넥센
0,1땅,1땅, ,삼진, ,4구, ,중비, ,4,0,0,1,0.000,오지환,구장 : 문학,"관중 : 22,467",2013.03.31(일),개시 : 14:00,경기시간 : 3:16,LG,SK
1,3땅, ,2비,중비, ,좌2, , ,유실,5,1,1,0,0.125,손주인,구장 : 문학,"관중 : 22,467",2013.03.31(일),개시 : 14:00,경기시간 : 3:16,LG,SK
2, , , , , , , , , ,0,0,0,1,0.000,양영동,구장 : 문학,"관중 : 22,467",2013.03.31(일),개시 : 14:00,경기시간 : 3:16,LG,SK
3,4구, ,유땅, ,삼진,삼진, , ,우안,4,1,0,0,0.286,박용택,구장 : 문학,"관중 : 22,467",2013.03.31(일),개시 : 14:00,경기시간 : 3:16,LG,SK
4,사구, ,중안, ,삼진, ,우비, ,1땅,4,1,1,0,0.250,정성훈,구장 : 문학,"관중 : 22,467",2013.03.31(일),개시 : 14:00,경기시간 : 3:16,LG,SK
5,좌비, ,우비, ,좌2, ,우중안, ,유땅,5,2,0,0,0.250,이진영,구장 : 문학,"관중 : 22,467",2013.03.31(일),개시 : 14:00,경기시간 : 3:16,LG,SK
6, , , , , , , , , ,0,0,0,0,0.000,서동욱,구장 : 문학,"관중 : 22,467",2013.03.31(일),개시 : 14:00,경기시간 : 3:16,LG,SK
7, ,유땅, ,유땅,고4, , , , ,2,0,0,0,0.167,정의윤,구장 : 문학,"관중 : 22,467",2013.03.31(일),개시 : 14:00,경기시간 : 3:16,LG,SK
8, , , , , , , , , ,0,0,0,0,0.000,이병규,구장 : 문학,"관중 : 22,467",2013.03.31(일),개시 : 14:00,경기시간 : 3:16,LG,SK
9, , , , , , ,2비, , ,1,0,0,0,0.000,최동수,구장 : 문학,"관중 : 22,467",2013.03.31(일),개시 : 14:00,경기시간 : 3:16,LG,SK
10, , , , , , , , ,1땅,1,0,0,0,0.000,김용의,구장 : 문학,"관중 : 22,467",2013.03.31(일),개시 : 14:00,경기시간 : 3:16,LG,SK
11, ,유땅, ,좌안,좌비, ,3파, , ,4,1,0,1,0.125,문선재,구장 : 문학,"관중 : 22,467",2013.03.31(일),개시 : 14:00,경기시간 : 3:16,LG,SK
12, ,좌홈, ,4구, ,3땅, ,2땅, ,3,1,1,1,0.400,현재윤,구장 : 문학,"관중 : 22,467",2013.03.31(일),개시 : 14:00,경기시간 : 3:16,LG,SK
13, ,우안, ,우안, ,삼진, ,유땅, ,4,2,1,0,0.333,정주현,구장 : 문학,"관중 : 22,467",2013.03.31(일),개시 : 14:00,경기시간 : 3:16,LG,SK
0,좌중3, ,4구, ,유2병, , ,중비, ,3,1,0,1,0.375,이명기,구장 : 문학,"관중 : 22,467",2013.03.31(일),개시 : 14:00,경기시간 : 3:16,SK,LG
1,유땅, ,유땅, , ,유땅, ,삼진, ,4,0,1,0,0.143,정근우,구장 : 문학,"관중 : 22,467",2013.03.31(일),개시 : 14:00,경기시간 : 3:16,SK,LG
2,중비, ,유병, , ,우비, ,좌안, ,4,1,0,0,0.286,한동민,구장 : 문학,"관중 : 22,467",2013.03.31(일),개시 : 14:00,경기시간 : 3:16,SK,LG
3,2땅, , ,중비, ,좌2, ,우비, ,4,1,0,0,0.250,최정,구장 : 문학,"관중 : 22,467",2013.03.31(일),개시 : 14:00,경기시간 : 3:16,SK,LG
4, ,우안, ,좌비, ,중비, , , ,3,1,0,0,0.250,박재상,구장 : 문학,"관중 : 22,467",2013.03.31(일),개시 : 14:00,경기시간 : 3:16,SK,LG
5, , , , , , , , ,유땅,1,0,0,0,0.000,김경근,구장 : 문학,"관중 : 22,467",2013.03.31(일),개시 : 14:00,경기시간 : 3:16,SK,LG
6, ,3땅, ,삼진, , , , , ,2,0,0,0,0.000,박정권,구장 : 문학,"관중 : 22,467",2013.03.31(일),개시 : 14:00,경기시간 : 3:16,SK,LG
7, , , , , , ,삼진, ,중비,2,0,0,0,0.250,조성우,구장 : 문학,"관중 : 22,467",2013.03.31(일),개시 : 14:00,경기시간 : 3:16,SK,LG
8, ,좌비, , ,3실, , , , ,2,0,0,0,0.333,박진만,구장 : 문학,"관중 : 22,467",2013.03.31(일),개시 : 14:00,경기시간 : 3:16,SK,LG
9, , , , , , ,4구, ,1땅,1,0,0,0,0.000,김성현,구장 : 문학,"관중 : 22,467",2013.03.31(일),개시 : 14:00,경기시간 : 3:16,SK,LG
10, ,투땅, , ,투희번, , , , ,1,0,0,0,0.200,조인성,구장 : 문학,"관중 : 22,467",2013.03.31(일),개시 : 14:00,경기시간 : 3:16,SK,LG
